id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,teamName,Position
2797177763,1,34,16,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-06T13:07:04.700Z,2025-04-06T14:03:55Z,5630172907,197,21469,5630172909,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5630172897,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5630172899,59,"1, 25, 32, 18, 2, 4, 10, 8, 17, 9, 30, 5, 6, 7, 11, 12, 19, 22, 23, 29",5630172901,130,4,5630172905,194,183r263z06eesonzbta557ys5,5630172903,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5630172895,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797183261,1,34,16,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,2025-04-06T13:11:25.835Z,2025-04-06T13:11:26Z,5630202077,130,8,5630202085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5630202081,194,cs6a7dp9ot01jwplqj2xmxrrp,5630202079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5630202083,197,18537,5630202075,59,"55, 17, 27, 4, 16, 3, 21, 15, 34, 14, 8, 9, 10, 13, 18, 20, 26, 30, 41, 42",5630202071,30,"ekizuw6hg7uyaojwjusby1jbo, dl5tnk2o8rwiacgbsnldojsdm, 9dp54x2ylvg08u109thcf7dux, 5hligrqwpc6qzxiyg4rfeay1h, cs6a7dp9ot01jwplqj2xmxrrp, qlk46xybcoxrvr01pauxibpx, d5adi48nrkr3n0dqoitcdzu95, j8o05z2drw3xbcgcwk7g04wl, 827uzczm286djuyq5m1jykr85, 9d8lhd93zoyekfcypi15zt7je, 57fizz3ad5m2w0qz8v6xeazmd, b3khxum0vaam8qme2imlwhh3p, a6ys5uqsrmmeorj6f8ogoxbvu, e7dhnqiwnz4k433yqu7sb13e2, 2133i1f3tem0bpoxw0naq3sgl, 8aa6rgjs6vqeqnt8f5dsu9l2h, cjlcl3qpjqrsnouucxg7xpuqd, 8ea7iywugl9n7ntz3uu251ih, cpodiheplpmn42lw8l2fdrjtg, e2j3eitceuxqxf4lj5yjfccno",5630202073,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797236571,2,32,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,2025-04-06T14:00:12.323Z,2025-04-06T14:00:12Z,5630492525,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797236575,2,32,1,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-06T14:00:12.323Z,2025-04-06T14:00:13Z,5630492543,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797236613,3,1,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,50,50,2025-04-06T14:00:12.324Z,2025-04-06T14:00:16Z,5630492787,279,S,5630492779,140,27.6,5630492783,212,23.7,5630492777,56,Back,5630492781,141,54.5,5630492785,213,3.01,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797236651,4,1,1,0,4,9eqjks8amwm1ycytsoi7xld25,1,27.6,54.5,2025-04-06T14:00:16.834Z,2025-04-06T14:00:20Z,5630492965,56,Back,5630492969,141,37.3,5630492967,140,19,5630492971,212,14.8,5630492973,213,4.05,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797236715,5,1,1,0,7,9eqjks8amwm1ycytsoi7xld25,0,19.8,37.6,2025-04-06T14:00:20.115Z,2025-04-06T14:00:26Z,5630493319,140,86,5630493329,213,0.03,5630493317,56,Center,5630493333,1,,5630493315,157,,5630493325,212,69.5,5630493321,141,40.3,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797236683,3,52,1,0,10,12ksg0e6d70senzilsic40fzl,1,15.7,57,2025-04-06T14:00:23.094Z,2025-04-06T14:00:23Z,,,,,,,,,,,,,,,,,,,,,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797236783,4,1,1,0,17,12ksg0e6d70senzilsic40fzl,1,13.8,46,2025-04-06T14:00:29.410Z,2025-04-06T14:00:32Z,5630493751,140,16.2,5630493755,141,72.6,5630493759,212,18.3,5630493743,123,,5630493747,56,Back,5630493761,213,1.43,,,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797236827,5,1,1,0,19,12ksg0e6d70senzilsic40fzl,1,16.2,72.6,2025-04-06T14:00:32.161Z,2025-04-06T14:00:35Z,5630494007,56,Back,5630494009,140,8.7,5630494013,212,17,5630494015,213,4.23,5630494011,141,50.4,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797236867,6,1,1,0,22,12ksg0e6d70senzilsic40fzl,1,8.7,50.4,2025-04-06T14:00:35.137Z,2025-04-06T14:00:38Z,5630494193,212,24.2,5630494191,141,81.8,5630494195,213,1.08,5630494187,56,Back,5630494189,140,19.6,,,,,,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797236901,7,1,1,0,26,12ksg0e6d70senzilsic40fzl,1,22.6,85.1,2025-04-06T14:00:38.514Z,2025-04-06T14:00:40Z,5630494401,213,0.56,5630494397,141,95.4,5630494399,212,13.2,5630494395,140,33.3,5630494393,56,Back,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797236943,8,1,1,0,28,12ksg0e6d70senzilsic40fzl,1,33.9,95.7,2025-04-06T14:00:40.641Z,2025-04-06T14:00:44Z,5630494667,212,6.1,5630494671,213,4.7,5630494659,56,Back,5630494663,141,86.8,5630494661,140,33.8,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237011,9,1,1,0,31,12ksg0e6d70senzilsic40fzl,1,34.5,86.5,2025-04-06T14:00:44.097Z,2025-04-06T14:00:48Z,5630495029,141,87.8,5630495027,140,48.2,5630495033,213,0.06,5630495031,212,14.4,5630495025,56,Back,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237025,10,1,1,0,36,12ksg0e6d70senzilsic40fzl,0,57.5,96.2,2025-04-06T14:00:48.833Z,2025-04-06T14:00:50Z,5630495175,236,,5630495109,1,,5630495107,213,0.03,5630495177,233,6,5630495181,286,,5630495103,141,96.3,5630495099,56,Left,5630495105,212,2.1,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,5630495101,140,59.5,5630495097,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237033,6,74,1,0,36,9eqjks8amwm1ycytsoi7xld25,1,49,5.5,2025-04-06T14:00:48.834Z,2025-04-06T14:26:36Z,5630495163,285,,5630495161,56,Back,5630495211,233,10,,,,,,,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237089,7,1,1,0,41,9eqjks8amwm1ycytsoi7xld25,1,56.1,5.9,2025-04-06T14:00:53.476Z,2025-04-06T14:00:56Z,5630495513,213,2.46,5630495511,212,9.3,5630495507,140,49.2,5630495509,141,14.5,5630495505,56,Back,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237105,8,1,1,0,43,9eqjks8amwm1ycytsoi7xld25,0,49.2,14.5,2025-04-06T14:00:55.876Z,2025-04-06T14:00:57Z,5630495599,212,42.9,5630495591,56,Right,5630495595,141,14.2,5630495593,140,90.1,5630495589,155,,5630495605,1,,5630495601,213,6.28,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237125,11,1,1,0,46,12ksg0e6d70senzilsic40fzl,1,15.3,91.1,2025-04-06T14:00:58.386Z,2025-04-06T14:01:00Z,5630495751,212,19.6,5630495755,213,4.44,5630495745,140,10.3,5630495747,141,63.4,5630495743,56,Back,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237163,12,1,1,0,47,12ksg0e6d70senzilsic40fzl,1,10.2,63.4,2025-04-06T14:01:00.097Z,2025-04-06T14:01:04Z,5630495955,157,,5630495965,141,92.4,5630495961,140,66.7,5630495957,56,Left,5630495971,1,,5630495969,213,0.32,5630495967,212,62.5,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237173,13,61,1,0,51,12ksg0e6d70senzilsic40fzl,0,66.7,92.6,2025-04-06T14:01:04.066Z,2025-04-06T14:01:04Z,5630495995,56,Left,,,,,,,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237167,9,49,1,0,51,9eqjks8amwm1ycytsoi7xld25,1,37.1,10.5,2025-04-06T14:01:04.260Z,2025-04-06T14:01:04Z,,,,,,,,,,,,,,,,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237189,10,4,1,0,53,9eqjks8amwm1ycytsoi7xld25,1,34.8,11,2025-04-06T14:01:05.749Z,2025-04-06T14:01:10Z,5630496267,233,14,5630496223,13,,5630496229,265,,5630496227,152,,5630496231,286,,5630496225,56,Back,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237195,14,4,1,0,53,12ksg0e6d70senzilsic40fzl,0,65.2,89,2025-04-06T14:01:05.750Z,2025-04-06T14:01:11Z,5630496167,13,,5630496169,56,Left,5630496277,233,10,5630496173,265,,5630496175,285,,5630496171,152,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237503,11,1,1,1,17,9eqjks8amwm1ycytsoi7xld25,0,37,10.8,2025-04-06T14:01:30.197Z,2025-04-06T14:01:32Z,5630497711,213,1.12,5630497713,1,,5630497709,212,53.9,5630497707,141,82.1,5630497699,157,,5630497697,5,,5630497703,56,Left,5630497701,152,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,5630497705,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237539,12,1,1,1,22,9eqjks8amwm1ycytsoi7xld25,0,31.8,71.5,2025-04-06T14:01:34.965Z,2025-04-06T14:01:36Z,5630497933,56,Center,5630497939,212,44.9,5630497937,141,68.9,5630497935,140,74.5,5630497931,157,,5630497941,213,6.24,5630497943,1,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237551,15,49,1,1,24,12ksg0e6d70senzilsic40fzl,1,32.5,38.9,2025-04-06T14:01:37.170Z,2025-04-06T14:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237573,16,1,1,1,25,12ksg0e6d70senzilsic40fzl,1,32.5,38.6,2025-04-06T14:01:37.841Z,2025-04-06T14:01:39Z,5630498073,140,48,5630498079,213,0.57,5630498075,141,53.9,5630498077,212,19.3,5630498071,56,Back,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237615,17,1,1,1,27,12ksg0e6d70senzilsic40fzl,1,48.4,52.8,2025-04-06T14:01:39.761Z,2025-04-06T14:01:43Z,5630498299,140,64.3,5630498297,56,Center,5630498303,212,16.7,5630498305,213,6.26,5630498301,141,52.2,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237623,18,61,1,1,30,12ksg0e6d70senzilsic40fzl,0,64.3,52.2,2025-04-06T14:01:43.041Z,2025-04-06T14:01:43Z,5630498337,56,Center,,,,,,,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237665,13,1,1,1,32,9eqjks8amwm1ycytsoi7xld25,1,32.4,60.9,2025-04-06T14:01:44.853Z,2025-04-06T14:01:47Z,5630498517,56,Back,5630498519,140,33.2,5630498525,213,4.75,5630498521,141,24,5630498523,212,25.1,,,,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237667,14,49,1,1,34,9eqjks8amwm1ycytsoi7xld25,1,33.6,25.1,2025-04-06T14:01:46.997Z,2025-04-06T14:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237723,15,1,1,1,37,9eqjks8amwm1ycytsoi7xld25,1,35.7,25,2025-04-06T14:01:49.541Z,2025-04-06T14:01:52Z,5630498871,213,5.99,5630498873,1,,5630498869,212,49.2,5630498867,141,4.1,5630498863,56,Right,5630498865,140,80.6,5630498861,155,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237729,16,61,1,1,39,9eqjks8amwm1ycytsoi7xld25,0,81.3,3.8,2025-04-06T14:01:51.597Z,2025-04-06T14:20:48Z,5630498907,56,Right,,,,,,,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237741,17,5,1,1,40,9eqjks8amwm1ycytsoi7xld25,0,82.6,-1.4,2025-04-06T14:01:52.481Z,2025-04-06T14:24:37Z,5630498967,347,,5630499641,233,19,5630498965,56,Right,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797237851,19,5,1,1,40,12ksg0e6d70senzilsic40fzl,1,17.4,101.4,2025-04-06T14:01:52.481Z,2025-04-06T14:24:37Z,5630499571,56,Back,5630499573,347,,5630499589,233,17,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237869,20,1,1,1,49,12ksg0e6d70senzilsic40fzl,0,23.9,100,2025-04-06T14:02:01.986Z,2025-04-06T14:02:03Z,5630499667,213,4.65,5630499657,107,,5630499659,56,Back,5630499663,141,86.3,5630499661,140,23.3,5630499665,212,9.8,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797237877,18,8,1,1,51,9eqjks8amwm1ycytsoi7xld25,1,78.2,11.8,2025-04-06T14:02:03.766Z,2025-04-06T14:02:03Z,5630499691,56,Right,,,,,,,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797238041,19,1,1,1,53,9eqjks8amwm1ycytsoi7xld25,1,70.8,35.2,2025-04-06T14:02:05.622Z,2025-04-06T14:02:13Z,5630500519,56,Center,5630500527,213,0.13,5630500523,141,39.4,5630500521,140,91.9,5630500525,212,22.3,,,,,,,,,,57fizz3ad5m2w0qz8v6xeazmd,Dejan Dražić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797238023,21,4,1,1,59,12ksg0e6d70senzilsic40fzl,1,6.9,61.3,2025-04-06T14:02:11.825Z,2025-04-06T14:02:50Z,5630500735,285,,5630501389,233,20,5630500729,56,Back,5630503275,241,,5630503273,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797238045,20,4,1,1,59,9eqjks8amwm1ycytsoi7xld25,0,93.1,38.7,2025-04-06T14:02:11.826Z,2025-04-06T14:02:50Z,5630501419,233,21,5630502293,55,21,5630501361,241,,5630501363,286,,5630501359,56,Center,5630501357,132,,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797238205,21,17,1,2,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,2025-04-06T14:02:13.166Z,2025-04-06T14:02:44Z,5630502239,31,,5630502241,132,243,5630502245,55,20,,,,,,,,,,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797238849,22,1,1,2,56,12ksg0e6d70senzilsic40fzl,1,8.7,57.6,2025-04-06T14:03:08.881Z,2025-04-06T14:03:13Z,5630505025,141,89.7,5630505031,1,,5630505021,56,Left,5630505015,5,,5630505023,140,70.7,5630505017,157,,5630505027,212,68.7,5630505029,213,0.32,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,5630505019,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797238893,23,1,1,3,1,12ksg0e6d70senzilsic40fzl,0,70.8,89.7,2025-04-06T14:03:13.585Z,2025-04-06T14:03:15Z,5630505275,213,6.03,5630505271,141,80.8,5630505273,212,24.1,5630505269,140,93,5630505267,56,Left,5630505265,168,,5630505261,3,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797238885,22,49,1,3,2,9eqjks8amwm1ycytsoi7xld25,1,7.4,15.9,2025-04-06T14:03:15.304Z,2025-04-06T14:03:15Z,,,,,,,,,,,,,,,,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797238921,23,1,1,3,3,9eqjks8amwm1ycytsoi7xld25,1,7.4,15.9,2025-04-06T14:03:15.784Z,2025-04-06T14:03:17Z,5630505419,140,4.7,5630505417,56,Back,5630505423,212,19.7,5630505421,141,44.6,5630505425,213,1.72,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797238945,24,1,1,3,5,9eqjks8amwm1ycytsoi7xld25,0,4.3,44.6,2025-04-06T14:03:17.656Z,2025-04-06T14:03:19Z,5630505533,212,50.4,5630505531,141,9.3,5630505525,157,,5630505535,213,5.79,5630505529,140,46.5,5630505537,1,,5630505527,56,Back,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797238999,24,1,1,3,7,12ksg0e6d70senzilsic40fzl,1,57.1,89.7,2025-04-06T14:03:20.130Z,2025-04-06T14:03:25Z,5630505797,213,5.52,5630505795,212,13.4,5630505791,140,66.4,5630505793,141,76.1,5630505789,56,Center,5630505787,3,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797238977,25,83,1,3,10,9eqjks8amwm1ycytsoi7xld25,0,35.3,22.4,2025-04-06T14:03:22.632Z,2025-04-06T14:03:27Z,5630505843,399,de6woepvuggpm1z2cwz1nbmne,,,,,,,,,,,,,,,,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797239005,25,1,1,3,13,12ksg0e6d70senzilsic40fzl,1,56.9,53.1,2025-04-06T14:03:25.510Z,2025-04-06T14:03:28Z,5630505829,140,43.9,5630505827,56,Back,5630505833,212,26.8,5630505835,213,4.18,5630505831,141,19.2,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239037,26,1,1,3,15,12ksg0e6d70senzilsic40fzl,1,45.3,22.1,2025-04-06T14:03:28.193Z,2025-04-06T14:03:30Z,5630505973,141,31.3,5630505975,212,12.2,5630505977,213,0.54,5630505971,140,55.3,5630505969,56,Center,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239083,27,1,1,3,17,12ksg0e6d70senzilsic40fzl,1,55.4,31.3,2025-04-06T14:03:30.033Z,2025-04-06T14:03:32Z,5630506235,141,22.8,5630506237,212,14,5630506231,56,Back,5630506233,140,43.3,5630506239,213,3.57,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239111,28,1,1,3,20,12ksg0e6d70senzilsic40fzl,1,41.7,23.1,2025-04-06T14:03:32.817Z,2025-04-06T14:03:34Z,5630506359,140,13.5,5630506357,56,Back,5630506367,1,,5630506361,141,41.5,5630506365,213,2.74,5630506363,212,32.1,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239149,29,1,1,3,22,12ksg0e6d70senzilsic40fzl,1,13.1,41.5,2025-04-06T14:03:34.465Z,2025-04-06T14:03:37Z,5630506541,140,25.5,5630506545,212,27.2,5630506543,141,76.6,5630506539,56,Back,5630506547,213,1.07,,,,,,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239181,30,1,1,3,25,12ksg0e6d70senzilsic40fzl,1,25.5,76.6,2025-04-06T14:03:37.570Z,2025-04-06T14:03:39Z,5630506725,140,38.9,5630506731,213,0.33,5630506721,155,,5630506723,56,Back,5630506727,141,83.8,5630506729,212,14.9,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239241,31,1,1,3,27,12ksg0e6d70senzilsic40fzl,0,42.1,83.8,2025-04-06T14:03:39.377Z,2025-04-06T14:03:44Z,5630507133,212,58.8,5630507135,213,4.89,5630507131,141,0,5630507125,157,,5630507129,140,52.1,5630507127,56,Right,5630507137,1,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239389,26,5,1,3,32,9eqjks8amwm1ycytsoi7xld25,1,45.9,101.2,2025-04-06T14:03:44.360Z,2025-04-06T14:24:38Z,5630507963,233,32,5630507933,347,,5630507931,56,Back,,,,,,,,,,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797239245,32,5,1,3,32,12ksg0e6d70senzilsic40fzl,0,54.1,-1.2,2025-04-06T14:03:44.360Z,2025-04-06T14:24:38Z,5630507983,233,26,5630507157,347,,5630507155,56,Right,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2797239405,27,1,1,3,44,9eqjks8amwm1ycytsoi7xld25,0,52.6,100,2025-04-06T14:03:56.553Z,2025-04-06T14:03:57Z,5630508007,56,Left,5630508021,213,5.84,5630508011,140,59.1,5630508015,141,96.3,5630508003,107,,5630508019,212,7.6,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797290187,393,44,1,3,44,9eqjks8amwm1ycytsoi7xld25,1,59.3,95.6,2025-04-06T14:03:57.322Z,2025-04-06T14:52:11Z,5630787993,233,330,5630787941,286,,5630787939,56,Left,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2797289603,330,44,1,3,45,12ksg0e6d70senzilsic40fzl,0,41.7,4.4,2025-04-06T14:03:57.323Z,2025-04-06T14:52:11Z,5630784675,285,,5630784673,56,Back,5630788027,233,393,,,,,,,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
