id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,assist,teamName,Position
2778531963,1,34,16,0,0,335mseh7gazfrf4eu6w9htw6i,1,0,0,5528084315,197,21383,5528061661,30,"36coytybrizxbjsnpc0y4ojro, 9j7ldugih7jluatsnjb1jcgd1, 51kwsfsllwjzbvbuibze1ilg4, 111rps7bzz2212jh5g8io7xn8, 5rd9832gct7uy0acodmor8b11, f3gutlzxtzt5bxtrjdgb0inai, evsrix4aokl5o7dlx9zc41h49, akimhgnr5qxmokkeq1c3k8p2h, b521uf2wepooe470000o6pvmy, c3o7pp0cqispnqebrz2odiqz8, e6r1r5ggsgbdnudnn5muc4mw9, 6fuk4mojob40kspt4k6vntbhm, 6vhnh2pt7o4wcxltwru4zwtwq, cnea18p2z4830dwkn0kcp9pii, el2g322b4azy0qbi5jtqqpkic, 8biopg2xct41y90c99xuavze, 9nutzryit2qkee5y0vbphvi3u, b9o23q2u9ehavlom8bb7op42d, 91mwp1kgik3ffr2wdcebd6kgk, 4gjr8cf8v850lhgj32xh1vvh0",5528061671,194,9j7ldugih7jluatsnjb1jcgd1,5528061669,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5528061667,130,2,5528061663,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5528061665,59,"1, 14, 34, 21, 69, 24, 9, 16, 29, 89, 10, 5, 8, 15, 18, 19, 27, 44, 62, 66",5528061673,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778531991,1,34,16,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,5528062009,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5528062007,194,3vdeg67iuouaj5rfdrnh14h5h,5528084257,197,7288,5528062005,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5528062003,130,2,5528061997,30,"5jtd252do025958pgqkigc0d1, 7ci9hj1m4rzmmu0cvyk2iy0ru, a1rjrfrukdqfztu8c9l88wduc, 7q0oc78bzao7g3iy7zoobmy1, 14w76iqim5kly2adzwc9n6wgl, 9vjotu14gqx0jhgrs12qwkezt, 31g5m4lerjmoykobyt8cckxxx, 3vdeg67iuouaj5rfdrnh14h5h, 88x8tqxamao1dzdfz5libluui, e2kge0d4o0jg6ndxsq0tm0x9m, 3e4twzsgwcxza9739q17gn4h6, banlw3aybtscei2n206mlzf85, iydj3zcyzjgguy8iwmitdp05, 3i9ye7yfz4j9bhbi8gco7mjca, 11een7yuvw4psjhjuakk75clw, 851tv9v6www1lbd2eeehwbrx0, ex1jk22ckbwg721ie0azus2c5, 2z2u1jd91uyccw2pn5qoiti0a, b8l2ubkujj1lhnld7k97qa2qy, 1ilh1vogo8mggj0vhf2oknswk",5528061999,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5528062001,59,"32, 24, 23, 20, 4, 6, 7, 10, 9, 17, 18, 3, 5, 8, 11, 13, 14, 15, 33, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535819,2,32,1,0,0,335mseh7gazfrf4eu6w9htw6i,1,0,0,5528087027,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535821,2,32,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,5528087031,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535823,3,1,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,50.1,49.9,5528087045,279,S,5528087043,213,3.28,5528087035,56,Back,5528087039,141,46.1,5528087037,140,32.6,5528087041,212,18.6,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535829,4,1,1,0,4,ajwqetklk0m22x7ifsjax5yi,1,29,45.7,5528087101,213,0.44,5528087099,212,50.7,5528087097,141,77.6,5528087093,56,Center,5528087095,140,72.6,5528087103,1,,5528087091,157,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535833,5,44,1,0,7,ajwqetklk0m22x7ifsjax5yi,1,71.6,72.3,5528087119,56,Center,5528087145,233,3,5528087121,286,,,,,,,,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535839,3,44,1,0,7,335mseh7gazfrf4eu6w9htw6i,0,28.4,27.7,5528087143,285,,5528087141,56,Back,5528087149,233,5,,,,,,,,,,,,,,,,akimhgnr5qxmokkeq1c3k8p2h,Mohammed Irshad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535835,6,1,1,0,7,ajwqetklk0m22x7ifsjax5yi,0,68.7,76.9,5528087129,140,70.1,5528087127,56,Center,5528087133,212,1.7,5528087125,168,,5528087135,213,0.51,5528087123,3,,5528087131,141,78.1,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778536537,99,61,1,0,8,335mseh7gazfrf4eu6w9htw6i,1,31,22.7,5528091723,56,Back,,,,,,,,,,,,,,,,,,,,,,akimhgnr5qxmokkeq1c3k8p2h,Mohammed Irshad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535855,4,12,1,0,10,335mseh7gazfrf4eu6w9htw6i,1,24.3,47.8,5528087249,56,Center,5528087257,213,0.44,5528087251,140,64.2,5528087253,141,77,5528087255,212,46.4,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535845,7,1,1,0,12,ajwqetklk0m22x7ifsjax5yi,1,46.5,41.6,5528087201,213,0.57,5528087191,3,,5528087199,212,29.3,5528087197,141,64.8,5528087195,140,70,5528087193,56,Center,,,,,,,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535849,8,1,1,0,13,ajwqetklk0m22x7ifsjax5yi,1,70,64.8,5528087209,3,,5528087211,56,Center,5528087219,213,4.98,5528087217,212,9.2,5528087215,141,51.8,5528087213,140,72.3,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535853,9,61,1,0,14,ajwqetklk0m22x7ifsjax5yi,0,72.3,51.8,5528087241,56,Center,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535857,5,1,1,0,16,335mseh7gazfrf4eu6w9htw6i,1,21.4,60.5,5528087271,213,6.13,5528087261,157,,5528087273,1,,5528087265,140,50.5,5528087263,56,Center,5528087267,141,53.6,5528087269,212,30.9,,,,9j7ldugih7jluatsnjb1jcgd1,Zodingliana Adinga Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535859,6,61,1,0,17,335mseh7gazfrf4eu6w9htw6i,0,50.5,53.6,5528087277,56,Center,,,,,,,,,,,,,,,,,,,,,,c3o7pp0cqispnqebrz2odiqz8,Robi Hansda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535861,10,1,1,0,18,ajwqetklk0m22x7ifsjax5yi,1,55.6,41.3,5528087281,140,58.8,5528087279,56,Center,5528087285,212,8.1,5528087283,141,30.4,5528087287,213,5.14,,,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535865,11,1,1,0,20,ajwqetklk0m22x7ifsjax5yi,1,59.4,34.4,5528087309,141,48.9,5528087307,140,43.6,5528087311,212,19.3,5528087313,213,2.61,5528087305,56,Back,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535867,12,43,1,0,24,ajwqetklk0m22x7ifsjax5yi,1,0,0,5528089459,144,1,5528087331,213,2.69,5528087327,141,47.9,5528087329,212,16.2,5528087323,56,Back,5528087325,140,44.2,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535869,13,1,1,0,26,ajwqetklk0m22x7ifsjax5yi,1,44.2,47.9,5528087345,213,1.61,5528087339,140,43.6,5528087337,56,Back,5528087341,141,70.9,5528087343,212,15.7,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535871,14,1,1,0,26,ajwqetklk0m22x7ifsjax5yi,1,43.6,70.9,5528087353,56,Left,5528087361,213,0.83,5528087355,140,58.4,5528087357,141,96,5528087359,212,23.1,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535873,15,1,1,0,28,ajwqetklk0m22x7ifsjax5yi,1,58.4,95.4,5528087371,141,53.1,5528087377,1,,5528087367,56,Back,5528087369,140,35.8,5528087375,213,4.02,5528087373,212,37.3,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535875,16,1,1,0,34,ajwqetklk0m22x7ifsjax5yi,1,33.5,47.2,5528087389,141,66.6,5528087387,140,34.2,5528087391,212,13.2,5528087385,56,Back,5528087393,213,1.52,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535877,17,1,1,0,39,ajwqetklk0m22x7ifsjax5yi,1,41.2,78.8,5528087411,213,5.84,5528087405,140,46.8,5528087403,56,Back,5528087407,141,74.7,5528087409,212,6.5,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535879,18,1,1,0,41,ajwqetklk0m22x7ifsjax5yi,1,48.6,80.5,5528087417,140,47.7,5528087419,141,95.6,5528087421,212,10.3,5528087423,213,1.66,5528087415,56,Back,,,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535881,19,1,1,0,43,ajwqetklk0m22x7ifsjax5yi,1,46.6,94.8,5528087427,56,Back,5528087429,140,31.2,5528087435,213,4.16,5528087431,141,56.1,5528087433,212,30.9,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535885,20,1,1,0,47,ajwqetklk0m22x7ifsjax5yi,1,29.9,49.1,5528087453,140,36,5528087451,56,Back,5528087455,141,6.5,5528087457,212,29.7,5528087459,213,4.93,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535913,21,1,1,0,50,ajwqetklk0m22x7ifsjax5yi,0,36.2,6.7,5528087519,213,6.25,5528087517,212,40.7,5528087513,140,74.9,5528087515,141,4.7,5528087509,155,,5528087511,56,Right,5528087521,1,,,,,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535917,7,12,1,0,55,335mseh7gazfrf4eu6w9htw6i,1,22.2,91.1,5528087527,56,Back,5528087529,140,22.5,5528087545,167,,5528087531,141,100,5528087533,212,6.6,5528087535,213,1.52,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535919,8,5,1,0,55,335mseh7gazfrf4eu6w9htw6i,0,24.8,101.2,5528087553,233,22,5528087537,56,Back,5528087539,347,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535921,22,5,1,0,55,ajwqetklk0m22x7ifsjax5yi,1,75.2,-1.2,5528087547,233,8,5528087543,347,,5528087541,56,Right,,,,,,,,,,,,,,,,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535923,23,1,1,0,56,ajwqetklk0m22x7ifsjax5yi,1,71.7,0,5528087559,140,72.2,5528087557,56,Right,5528087565,213,1.51,5528087555,107,,5528087561,141,11,5528087563,212,8.6,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535933,9,45,1,0,59,335mseh7gazfrf4eu6w9htw6i,0,23.2,71.2,5528087615,56,Back,5528087623,233,24,5528087617,285,,,,,,,,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535925,24,3,1,0,59,ajwqetklk0m22x7ifsjax5yi,1,76.8,28.8,5528087569,56,Center,5528087571,286,,5528087619,233,9,,,,,,,,,,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535929,25,1,1,1,1,ajwqetklk0m22x7ifsjax5yi,1,77.7,27.9,5528087591,212,4.2,5528087587,140,77.3,5528087589,141,34,5528087755,154,,5528087753,210,15,5528087585,56,Center,5528087593,213,1.67,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535931,26,15,1,1,2,ajwqetklk0m22x7ifsjax5yi,1,77.2,34.3,5528091547,233,10,5528087761,76,,5528087771,102,53.1,5528087659,20,,5528087781,231,48.2,5528087779,230,96.7,5528087657,160,,5528087663,82,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,5528087777,147,35.4,5528087767,55,25,5528087775,146,78.5,5528087599,18,5528087601,56,Center,5528087763,29,5528087773,103,19,5528087765,154,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535941,10,10,1,1,2,335mseh7gazfrf4eu6w9htw6i,1,21.5,64.6,5528091551,233,26,5528087669,94,,5528087671,56,Back,,,,,,,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535943,11,6,1,1,3,335mseh7gazfrf4eu6w9htw6i,0,21,62.3,5528087725,73,,5528087735,233,27,5528087723,56,Back,,,,,,,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535935,27,6,1,1,3,ajwqetklk0m22x7ifsjax5yi,1,79,37.7,5528087635,75,,5528087727,233,11,5528087633,56,Center,,,,,,,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535951,28,1,1,1,28,ajwqetklk0m22x7ifsjax5yi,1,99.5,0.5,5528087871,56,Right,5528087869,6,,5528087877,212,23,5528087879,213,2.82,5528087873,140,78.7,5528087875,141,11.1,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535953,29,1,1,1,30,ajwqetklk0m22x7ifsjax5yi,1,79.3,11.3,5528087887,155,,5528087885,2,,5528092249,154,,5528087895,212,33.2,5528087893,141,57,5528087897,213,1.21,5528087889,56,Center,5528087891,140,90.5,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,1,5528092247,210,13,5528087899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535955,30,13,1,1,32,ajwqetklk0m22x7ifsjax5yi,1,90.5,57,5528087943,328,,5528087947,230,98.1,5528087937,85,,5528092255,55,29,5528087933,25,,5528092253,154,,5528087935,15,,5528087907,56,Center,88x8tqxamao1dzdfz5libluui,Javi Siverio,,5528087905,17,,5528087949,231,50.4,5528092251,29,,5528087941,103,5528087939,102,52.8,,,,,,,,56.9,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535961,12,5,1,1,32,335mseh7gazfrf4eu6w9htw6i,1,-0.6,52.2,5528088003,346,,5528088001,56,Back,5528088015,233,31,,,,,,,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535957,31,5,1,1,32,ajwqetklk0m22x7ifsjax5yi,0,100.6,47.8,5528088023,233,12,5528087919,56,Center,5528087921,346,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535969,13,1,1,1,57,335mseh7gazfrf4eu6w9htw6i,1,5.2,51.8,5528088057,213,5.13,5528088047,124,,5528088049,56,Back,5528088055,212,14.9,5528088061,237,,5528088053,141,31.8,5528088095,189,,5528088051,140,10.9,36coytybrizxbjsnpc0y4ojro,Padam Chettri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,Goalkeeper
2778535973,14,1,1,2,1,335mseh7gazfrf4eu6w9htw6i,0,12.2,18.6,5528088109,189,,5528088071,212,32.3,5528088067,140,42.5,5528088069,141,10.3,5528088065,56,Back,5528088073,213,6.11,5528088075,1,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778535971,32,8,1,2,2,ajwqetklk0m22x7ifsjax5yi,1,60.2,92.9,5528088063,56,Left,,,,,,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535975,33,1,1,2,3,ajwqetklk0m22x7ifsjax5yi,1,69.6,93,5528088091,213,5.46,5528088089,212,8.8,5528088087,141,83.6,5528088083,56,Left,5528088085,140,75.3,,,,,,,,,,3e4twzsgwcxza9739q17gn4h6,Ritwik Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535977,34,49,1,2,5,ajwqetklk0m22x7ifsjax5yi,1,75.8,82.3,,,,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535979,35,1,1,2,5,ajwqetklk0m22x7ifsjax5yi,1,75.8,82.3,5528088099,140,72.5,5528088097,56,Center,5528088105,213,4.55,5528088101,141,50.7,5528088103,212,21.8,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535981,36,1,1,2,8,ajwqetklk0m22x7ifsjax5yi,1,68.6,43.6,5528088113,140,71.2,5528088115,141,10.9,5528088119,213,4.83,5528088117,212,22.4,5528088111,56,Right,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535983,37,1,1,2,12,ajwqetklk0m22x7ifsjax5yi,1,77.5,20,5528088131,213,5.99,5528088123,56,Right,5528088125,140,94.9,5528088129,212,19.1,5528088127,141,12,,,,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535985,38,1,1,2,13,ajwqetklk0m22x7ifsjax5yi,1,95.1,12.2,5528088141,155,,5528088151,213,1.77,5528088139,2,,5528088143,56,Center,5528088145,140,90.3,5528088147,141,49,5528088149,212,25.5,,,,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535987,39,61,1,2,16,ajwqetklk0m22x7ifsjax5yi,1,90.3,49,5528088155,56,Center,,,,,,,,,,,,,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535989,40,1,1,2,19,ajwqetklk0m22x7ifsjax5yi,1,79.1,95,5528088171,140,78.3,5528088173,141,87.7,5528088175,212,5,5528088169,56,Left,5528088177,213,4.54,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535993,41,1,1,2,23,ajwqetklk0m22x7ifsjax5yi,1,78.3,87.8,5528088203,140,90.7,5528088201,56,Left,5528088205,141,95.4,5528088207,212,14,5528088209,213,0.38,,,,,,,,,,3e4twzsgwcxza9739q17gn4h6,Ritwik Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535995,42,1,1,2,24,ajwqetklk0m22x7ifsjax5yi,1,90.7,95.4,5528088217,56,Center,5528088219,140,97.2,5528088227,1,,5528088223,212,45,5528088215,155,,5528088225,213,4.86,5528088213,2,,5528088221,141,30,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778535999,43,1,1,2,25,ajwqetklk0m22x7ifsjax5yi,1,97.2,30,5528088239,56,Center,5528088251,213,2.47,5528088401,195,,5528088749,154,,5528088747,210,15,5528088243,140,88,5528088247,141,41.3,5528088249,212,12.3,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778536001,44,15,1,2,27,ajwqetklk0m22x7ifsjax5yi,1,89.4,41.9,5528088771,147,44.8,5528088761,102,47.9,5528088751,80,,5528088725,82,,5528088753,29,,5528088773,230,99.8,5528088763,103,19,5528088259,56,Center,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,5528088769,146,94.5,5528088755,154,,5528088257,17,,5528088255,22,5528088757,55,43,5528088721,20,5528088765,328,,5528088775,231,,49.5,5528088767,100,5528088777,233,15,,,,,,,,,,Jamshedpur FC, 
2778536003,15,10,1,2,27,335mseh7gazfrf4eu6w9htw6i,1,5.5,55.2,5528088267,94,,5528088269,56,Back,5528088781,233,44,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778536011,16,1,1,2,31,335mseh7gazfrf4eu6w9htw6i,0,11,76.4,5528088295,141,85.6,5528088293,140,33.9,5528088291,56,Back,5528088299,213,0.25,5528088297,212,24.8,,,,,,,,,,9j7ldugih7jluatsnjb1jcgd1,Zodingliana Adinga Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778536019,17,45,1,2,35,335mseh7gazfrf4eu6w9htw6i,0,30.7,91.3,5528088321,56,Back,5528088323,285,,5528088329,233,45,,,,,,,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2778536015,45,3,1,2,35,ajwqetklk0m22x7ifsjax5yi,1,69.3,8.7,5528088313,56,Right,5528088325,233,17,5528088315,286,,,,,,,,,,,,,,,,,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
2778536021,46,1,1,2,37,ajwqetklk0m22x7ifsjax5yi,1,66.6,10,5528088341,213,2.55,5528088339,212,8.6,5528088337,141,17,5528088333,56,Right,5528088335,140,59.8,,,,,,,,,,7ci9hj1m4rzmmu0cvyk2iy0ru,Shubham Sarangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC, 
