id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,teamName,Position
2780906975,1,34,16,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5540977185,197,3123,5540977187,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5540977177,59,"13, 20, 23, 22, 5, 3, 71, 37, 10, 9, 19, 1, 4, 6, 7, 21, 27, 47, 70, 8",5540977179,130,2,5540977175,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5540977181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5540977183,194,9o2dyl3cbm2ni3874doydh49h,5540977173,30,"a9gquocdgtb8bpk99a5a110mi, evpkruwe8cis1pfkujwfwr9hx, bepdz3gbb2rxeuae2lt159g16, 8s6nlre415t2uxinzkx3w0xlg, ajkkf12dn8livsb196zp7w0d1, 9o2dyl3cbm2ni3874doydh49h, h8166wj7jjqddgelgyf61nu1, e5pgescmpgtyk96b07mpicsq2, dkk86y8pa3svtz43c0m55qn6x, 83rpxksxq3qq7vxslur4ge5sl, 3macevv6d8kk7a3na4b3zh2j8, 5sifbrmwnzisvbvutlcx25v1m, 9h25nvm0qom316k8qamw5zh1w, a5hmrpq6qy5ac6ir7hd4fajxm, 87ij2wepxhp3jdsgylz99c8dm, amlbv42tcsqmxktheidr23sru, co1a0flew05hmeteg442x7vmd, dej3o41jgebei5deqs5m5fris, 5phslvtihgvzghwa9dqmqtune, 18du6lik5pot8uofj1s1n0nl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780907079,1,34,16,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,5540977695,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5540977691,194,183r263z06eesonzbta557ys5,5540977683,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5540977693,197,21469,5540977679,30,"et5ztuwgv6uaiste9nxba9h3p, 7vwq6tjwae82epsh6kll9phm2, 3sy4rxdzl4u9e5kkvygxu9x7u, c22j2xs6nnyho3hixmh0txo9g, duxnzil70n1147w8ob8ooxo89, 183r263z06eesonzbta557ys5, jtmpumg28emowvrre2ujqtw5, de6woepvuggpm1z2cwz1nbmne, 7wpltjujzubkwy1k57jzcwafp, cufgsqfkltgeb7ak2uan2dqdx, deyx0zxr2303hh3cru8l88u1g, 52hvmgmgja56sqj0zga4tvk5x, 99cjmvx4xlyzhyf6wxlvisb11, c8xdtls9ueivjll19yvp5wq1h, acgw28v8r6pzwuin89f1sah1x, cqtsv8o9c603won64dpi3x2j8, 7gknnojch0zpa9cryvymfzcru, 3syfp9ndbs7t5vgj21a02gcno, 73ri99nts1mnwmuqoriohi50, daflma7990pzvp9o2ebnzi1as",5540977687,130,4,5540977689,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5540977685,59,"1, 25, 32, 23, 4, 2, 10, 8, 17, 7, 9, 5, 11, 18, 19, 22, 24, 26, 29, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920679,2,32,1,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,5541052881,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920681,2,32,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5541052887,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920691,3,1,1,0,0,12ksg0e6d70senzilsic40fzl,1,50.5,49.9,5541052925,140,37.1,5541052931,213,3.21,5541052927,141,48.4,5541052929,212,14.1,5541052923,56,Back,5541052935,279,S,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920695,4,1,1,0,3,12ksg0e6d70senzilsic40fzl,1,35.8,48.7,5541052961,213,6.2,5541052955,140,49.3,5541052953,56,Back,5541052959,212,14.2,5541052957,141,46.9,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920699,5,1,1,0,3,12ksg0e6d70senzilsic40fzl,1,49.3,46.9,5541052983,213,4.29,5541052981,212,8.7,5541052975,56,Back,5541052979,141,35.2,5541052977,140,45.9,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920703,6,49,1,0,5,12ksg0e6d70senzilsic40fzl,1,45.9,35.2,,,,,,,,,,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920711,7,1,1,0,6,12ksg0e6d70senzilsic40fzl,1,45.7,35.8,5541053031,141,46.9,5541053027,56,Center,5541053029,140,68,5541053035,213,0.31,5541053033,212,24.6,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920715,8,1,1,0,7,12ksg0e6d70senzilsic40fzl,1,68,46.9,5541053045,140,59.5,5541053049,212,10,5541053047,141,40.3,5541053043,56,Center,5541053051,213,3.61,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920713,3,83,1,0,9,1kqb5u8em0tj1k40607w2vtl4,0,38.8,60,5541054119,399,jtmpumg28emowvrre2ujqtw5,,,,,,,,,,,,,,,,,,,,,,8s6nlre415t2uxinzkx3w0xlg,Lalrinliana Hnamte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920717,9,61,1,0,10,12ksg0e6d70senzilsic40fzl,1,59.3,43.6,5541053055,56,Center,,,,,,,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920725,10,1,1,0,15,12ksg0e6d70senzilsic40fzl,1,34.8,65.4,5541053103,140,29.6,5541053109,213,4.38,5541053107,212,16.5,5541053105,141,42.5,5541053101,56,Back,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920741,11,1,1,0,17,12ksg0e6d70senzilsic40fzl,1,31.1,40.9,5541053213,141,67.5,5541053209,56,Back,5541053211,140,32.1,5541053215,212,18.1,5541053217,213,1.51,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920749,12,1,1,0,21,12ksg0e6d70senzilsic40fzl,1,39,67.3,5541053263,140,57.4,5541053261,56,Left,5541053265,141,89.1,5541053269,213,0.65,5541053267,212,24.4,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920759,13,1,1,0,24,12ksg0e6d70senzilsic40fzl,0,59.3,84.1,5541053309,56,Left,5541053311,140,74.3,5541053315,141,93.2,5541053317,212,16.9,5541053321,213,0.37,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920765,4,8,1,0,25,1kqb5u8em0tj1k40607w2vtl4,1,40.3,15.5,5541053341,56,Back,,,,,,,,,,,,,,,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920769,5,49,1,0,26,1kqb5u8em0tj1k40607w2vtl4,1,40.7,13,,,,,,,,,,,,,,,,,,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920805,6,1,1,0,34,1kqb5u8em0tj1k40607w2vtl4,1,85,16.6,5541053539,141,66.2,5541053537,140,88.6,5541053545,1,,5541053535,56,Center,5541053531,2,,5541053541,212,33.9,5541053533,155,,5541053543,213,1.46,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780936107,333,44,1,0,37,1kqb5u8em0tj1k40607w2vtl4,1,88.9,59.4,5541140409,233,417,5541140311,56,Center,5541140313,286,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780936121,417,44,1,0,38,12ksg0e6d70senzilsic40fzl,0,11.1,40.6,5541140397,56,Back,5541140399,285,,5541140415,233,333,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780936445,418,12,1,0,39,12ksg0e6d70senzilsic40fzl,1,9.7,49.1,5541142231,140,40.8,5541142229,56,Back,5541142237,213,6.23,5541142233,141,46.4,5541142235,212,32.7,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920807,7,61,1,0,39,1kqb5u8em0tj1k40607w2vtl4,0,88.2,67.4,5541053549,56,Center,,,,,,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920817,8,1,1,0,40,1kqb5u8em0tj1k40607w2vtl4,1,68.9,66.6,5541053605,140,56.1,5541053611,213,2.32,5541053609,212,19.8,5541053607,141,87.9,5541053603,56,Left,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920821,9,1,1,0,44,1kqb5u8em0tj1k40607w2vtl4,1,60.5,88.2,5541053661,141,93.5,5541053665,213,0.44,5541053657,56,Left,5541053659,140,67.7,5541053663,212,8.4,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920827,10,1,1,0,47,1kqb5u8em0tj1k40607w2vtl4,1,63.4,87.6,5541053681,212,10.3,5541053675,56,Left,5541053677,140,54.7,5541053679,141,94.7,5541053683,213,2.66,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920831,11,1,1,0,49,1kqb5u8em0tj1k40607w2vtl4,1,54.7,94.7,5541053715,213,0.1,5541053707,56,Left,5541053709,140,61,5541053711,141,95.7,5541053713,212,6.6,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920841,12,1,1,0,51,1kqb5u8em0tj1k40607w2vtl4,1,59.5,95.6,5541053783,140,43.3,5541053789,213,3.19,5541053787,212,17,5541053785,141,94.5,5541053781,56,Back,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920853,13,1,1,0,54,1kqb5u8em0tj1k40607w2vtl4,1,37.8,89,5541053845,140,34,5541053847,141,60,5541053849,212,20.1,5541053851,213,4.51,5541053843,56,Back,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920855,14,1,1,0,58,1kqb5u8em0tj1k40607w2vtl4,1,37.2,46.4,5541053855,56,Back,5541053863,213,4.92,5541053857,140,41.8,5541053859,141,13.1,5541053861,212,23.2,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920863,15,1,1,1,0,1kqb5u8em0tj1k40607w2vtl4,1,41.8,13.1,5541053903,141,8.2,5541053899,56,Right,5541053907,213,6.13,5541053905,212,21.7,5541053901,140,62.2,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920869,16,1,1,1,2,1kqb5u8em0tj1k40607w2vtl4,0,62.3,8,5541053915,56,Center,5541053917,140,65.8,5541053919,141,32,5541053921,212,16.7,5541053923,213,1.35,,,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920883,14,49,1,1,6,12ksg0e6d70senzilsic40fzl,1,30.4,79,,,,,,,,,,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920885,15,1,1,1,6,12ksg0e6d70senzilsic40fzl,1,29.9,74.5,5541054003,212,12.5,5541054005,213,5.4,5541054001,141,60.3,5541053999,140,37.5,5541053997,56,Back,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920887,16,1,1,1,7,12ksg0e6d70senzilsic40fzl,1,37.5,60.3,5541054009,56,Back,5541054025,213,2.23,5541054011,140,29.1,5541054015,141,77.2,5541054021,212,14.5,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920893,17,1,1,1,8,12ksg0e6d70senzilsic40fzl,1,29.1,77.2,5541054063,212,6.5,5541054061,141,76,5541054059,140,23,5541054057,56,Back,5541054065,213,3.27,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920901,18,1,1,1,9,12ksg0e6d70senzilsic40fzl,1,19.2,72.9,5541054107,141,84.8,5541054109,212,15.4,5541054103,56,Back,5541054111,213,0.55,5541054105,140,31.7,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920907,19,1,1,1,12,12ksg0e6d70senzilsic40fzl,1,33,84.2,5541054121,56,Back,5541054123,140,20.2,5541054129,213,3.64,5541054127,212,15.3,5541054125,141,73.5,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920919,20,1,1,1,14,12ksg0e6d70senzilsic40fzl,1,19.5,71.1,5541054201,212,19.5,5541054199,141,42.5,5541054197,140,19,5541054195,56,Back,5541054203,213,4.69,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920937,21,1,1,1,18,12ksg0e6d70senzilsic40fzl,1,19.9,40,5541054303,140,25.2,5541054305,141,73.8,5541054307,212,23.6,5541054309,213,1.33,5541054301,56,Back,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920943,22,1,1,1,22,12ksg0e6d70senzilsic40fzl,0,26.9,74.4,5541054333,212,61.2,5541054337,1,,5541054335,213,0.3,5541054325,155,,5541054331,141,100,5541054329,140,82.5,5541054327,56,Left,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920985,17,5,1,1,26,1kqb5u8em0tj1k40607w2vtl4,1,20.7,-1.5,5541054595,347,,5541054597,233,23,5541054593,56,Back,,,,,,,,,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780920945,23,5,1,1,26,12ksg0e6d70senzilsic40fzl,0,79.3,101.5,5541054339,56,Left,5541054613,233,17,5541054341,347,,,,,,,,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780920995,18,1,1,1,49,1kqb5u8em0tj1k40607w2vtl4,0,24,0,5541054631,56,Back,5541054641,1,,5541054629,107,,5541054639,213,0.36,5541054637,212,22,5541054635,141,10.1,5541054633,140,43.6,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921017,24,8,1,1,53,12ksg0e6d70senzilsic40fzl,1,62.9,97.7,5541054743,56,Left,,,,,,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921005,19,5,1,1,54,1kqb5u8em0tj1k40607w2vtl4,1,37.8,-1.7,5541054771,233,25,5541054699,347,,5541054697,56,Back,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921021,25,5,1,1,54,12ksg0e6d70senzilsic40fzl,0,62.2,101.7,5541054769,347,,5541054767,56,Left,5541054775,233,19,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921029,20,1,1,2,1,1kqb5u8em0tj1k40607w2vtl4,1,37.2,0,5541054813,141,5.2,5541054815,212,8.7,5541054817,213,0.59,5541054809,56,Back,5541054807,107,,5541054811,140,44.1,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921033,21,1,1,2,3,1kqb5u8em0tj1k40607w2vtl4,1,42,11.5,5541054831,56,Center,5541054839,213,1.04,5541054837,212,28.6,5541054833,140,55.7,5541054835,141,47.8,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921043,22,1,1,2,7,1kqb5u8em0tj1k40607w2vtl4,0,58.6,43.1,5541054891,56,Center,5541054895,141,24.1,5541054901,1,,5541054899,213,5.89,5541054893,140,87.9,5541054897,212,33.4,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921047,26,12,1,2,11,12ksg0e6d70senzilsic40fzl,1,22.1,70.3,5541054925,213,1.68,5541054923,212,21.7,5541054933,167,,5541054917,56,Back,5541054919,140,19.9,5541054921,141,100,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921063,23,5,1,2,12,1kqb5u8em0tj1k40607w2vtl4,1,83.5,-1.7,5541054961,56,Right,5541054963,347,,5541054969,233,27,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921049,27,5,1,2,12,12ksg0e6d70senzilsic40fzl,0,16.5,101.7,5541054979,233,23,5541054927,56,Back,5541054929,347,,,,,,,,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921149,24,1,1,2,41,1kqb5u8em0tj1k40607w2vtl4,0,88.7,0,5541055483,140,89.9,5541055491,1,,5541055487,212,22.1,5541055489,213,1.51,5541055485,141,30.4,5541055481,56,Center,5541055479,107,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921155,28,12,1,2,44,12ksg0e6d70senzilsic40fzl,1,12.4,68.7,5541055511,56,Back,5541055515,141,82,5541055513,140,38.2,5541055519,213,0.32,5541055517,212,28.6,5541055521,15,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921161,29,12,1,2,48,12ksg0e6d70senzilsic40fzl,1,37,79.9,5541055551,56,Back,5541055563,15,,5541055555,141,84.8,5541055559,213,0.48,5541055553,140,43.1,5541055557,212,7.2,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921167,30,61,1,2,50,12ksg0e6d70senzilsic40fzl,0,26.2,77.3,5541055593,56,Back,,,,,,,,,,,,,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921171,25,1,1,2,50,1kqb5u8em0tj1k40607w2vtl4,1,92.2,16.6,5541055605,140,89.9,5541055611,213,4.32,5541055603,56,Right,5541055609,212,6.3,5541055607,141,8,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921169,31,83,1,2,51,12ksg0e6d70senzilsic40fzl,0,26.2,77.3,5541055643,399,evpkruwe8cis1pfkujwfwr9hx,,,,,,,,,,,,,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921177,26,1,1,2,52,1kqb5u8em0tj1k40607w2vtl4,0,89.9,7.4,5541055623,56,Left,5541055667,1,,5541055629,212,63.8,5541055627,141,100,5541055697,345,,5541055631,213,1.51,5541055625,140,93.7,5541055621,155,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,5541055619,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921183,27,5,1,2,55,1kqb5u8em0tj1k40607w2vtl4,0,92.6,101,5541055683,347,,5541057453,233,32,5541055681,56,Left,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921243,32,5,1,2,55,12ksg0e6d70senzilsic40fzl,1,7.4,-1,5541057425,233,27,5541056007,56,Back,5541056009,347,,,,,,,,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780935725,416,1,1,3,13,12ksg0e6d70senzilsic40fzl,0,35.6,0,5541138021,56,Back,5541138325,107,,5541138025,141,5.8,5541138029,213,0.47,5541138027,212,10.7,5541138387,189,,5541138023,140,44.7,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921255,31,61,1,3,18,1kqb5u8em0tj1k40607w2vtl4,1,63,92,5541056127,56,Left,5541056145,189,,,,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921559,35,5,1,3,19,1kqb5u8em0tj1k40607w2vtl4,0,56.4,101.3,5541058123,233,415,5541058019,56,Left,5541058021,347,,,,,,,,,,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780935695,415,5,1,3,19,12ksg0e6d70senzilsic40fzl,1,43.6,-1.3,5541137865,347,,5541137863,56,Back,5541137867,233,35,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921249,33,1,1,3,24,12ksg0e6d70senzilsic40fzl,0,22.4,0,5541056097,1,,5541056081,140,72.4,5541056093,213,0.11,5541056075,56,Right,5541056089,212,52.8,5541056069,107,,5541056085,141,7.4,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
2780921251,29,12,1,3,25,1kqb5u8em0tj1k40607w2vtl4,1,26.8,91.8,5541056121,167,,5541056113,212,7.2,5541056115,213,1.08,5541056111,141,100,5541056109,140,30,5541056107,56,Back,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921241,28,5,1,3,27,1kqb5u8em0tj1k40607w2vtl4,0,41.4,101.1,5541056005,347,,5541057025,233,34,5541056003,56,Back,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2780921279,34,5,1,3,27,12ksg0e6d70senzilsic40fzl,1,58.6,-1.1,5541057367,233,28,5541056267,56,Right,5541056269,347,,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC, 
