id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,teamName,Position
2781961923,1,34,16,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-01T10:49:07.714Z,2025-03-01T10:49:08Z,5546854517,194,4caacpozfluk9p6ljrkzzo8o9,5546854521,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5546854515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5546854519,197,20562,5546854509,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5546854507,30,"911ma7mry52gxar14xb0wrkkp, 8uo53q5n2lt81faxntpfsj0q2, 46imbd3n5ksawlc59rxd6ymwa, 6n6x88fmmeybwkr6nt8djmac5, dh1cktmvz3s0ynf3gv6u6hy39, 8jagdiyhimgmuz0ku5mm1266t, 8ivkc4eqlrtucjitvl8fcgu6t, 7t90qi8vml1rdscbbwy0wbuuh, 4caacpozfluk9p6ljrkzzo8o9, 8hst6awgd2m3z7kxj0bjoj4oa, uuh0y713rzg940ai1bjs08ut, cam37rgi4c0zyddtt7vwwubbp, 380ubomb76m0img8g2dfwx7mx, 6wycqyl2ra8kyopmew3thk3ys, 63q26pto3aa8n25y7d0n9baw9, jewe7em2j8u4bw7xxbucebbp, 4m8kav4ahgvl1j1ie9x7hn1lh, ds9i23kxqerve1nqc9l2vlsk, 2c5ua7pkk2ty91mbbyghs3w9g, ewsvhfqhdx59yl2ui9wkxwez9",5546854513,130,4,5546854511,59,"1, 3, 36, 8, 13, 4, 21, 10, 7, 6, 29, 9, 11, 16, 18, 20, 23, 27, 28, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781962383,1,34,16,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,0,0,2025-03-01T10:51:34.776Z,2025-03-01T11:36:25Z,5546857211,130,8,5546857213,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5546857209,59,"1, 63, 15, 22, 5, 32, 11, 16, 29, 9, 17, 6, 10, 12, 19, 21, 33, 44, 45, 72",5546857205,30,"dwb1qzzd5g32lwxam6skmdr6x, 6oq9kpqxuh76it0pra7t5mcmi, 825wa3surm6iii587l4ekx7mx, doiw2drickz2eacyeudn3szmy, 3zl5ec82f8zebkxkfdz16e3th, cdd3to4e3ac0d61iy3vtp6pzo, 1cclqc2tw3zav2if1cqij7ofe, 1qthfdkbz92jucy9vpqimltec, 31v9w4cyk1fxlig452kuc65ed, ar6epfwqqob8wx8tra17jxkgl, 4sqnd13g7n9e4orv6hcp27fxm, 1yu4qt00czfbr5myr0cidwmw9, 1rsxl4rnswqez6c6rwp7768r9, 1ljdpwqn16dijby5ss9eockfe, 5u8pjzdgzsnrait021jvk3sdm, 5hmx68vjqij9ywdv61v2qyrmy, egeh2m78a06wklvu46mhvlo89, ck9nyxv100c1x24zxde7fx1t6, 95zechkfla1l7dwt8sjhevvca, f4jhjhj5vfp8fp67m7a89di50",5546857207,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5546857217,197,9596,5546857215,194,825wa3surm6iii587l4ekx7mx,5546857219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971485,2,32,1,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-01T11:30:09.590Z,2025-03-01T11:30:11Z,5546906273,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971483,2,32,1,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,0,0,2025-03-01T11:30:09.590Z,2025-03-01T11:30:09Z,5546906271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971487,3,1,1,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,49.9,50,2025-03-01T11:30:09.591Z,2025-03-01T12:28:50Z,5546906287,213,3.09,5546906289,279,S,5546906285,212,8.2,5546906283,141,50.6,5546906281,140,42.1,5546906291,278,,5546906279,56,Back,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971497,4,1,1,0,2,9xb6v8osxty9w0mel2x7dd4ru,1,41.7,52.2,2025-03-01T11:30:11.905Z,2025-03-01T11:30:14Z,5546906327,56,Back,5546906333,212,30.4,5546906329,140,31,5546906331,141,93.8,5546906335,213,1.95,,,,,,,,,,ar6epfwqqob8wx8tra17jxkgl,Dimitri Petratos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971505,5,1,1,0,5,9xb6v8osxty9w0mel2x7dd4ru,1,31.5,92.4,2025-03-01T11:30:14.590Z,2025-03-01T11:39:51Z,5546906373,1,,5546906363,56,Back,5546906371,213,4.42,5546906365,140,22.5,5546906369,212,32.5,5546906367,141,46.6,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971521,6,1,1,0,8,9xb6v8osxty9w0mel2x7dd4ru,1,24.5,37.6,2025-03-01T11:30:18.574Z,2025-03-01T11:39:54Z,5546906443,213,4.96,5546906441,212,16.9,5546906439,141,13.5,5546906435,56,Back,5546906437,140,28.5,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971525,7,1,1,0,12,9xb6v8osxty9w0mel2x7dd4ru,1,28.5,13.5,2025-03-01T11:30:22.110Z,2025-03-01T11:39:57Z,5546906489,56,Back,5546906497,213,2.08,5546906495,212,13.7,5546906491,140,22.1,5546906493,141,31,,,,,,,,,,6oq9kpqxuh76it0pra7t5mcmi,Saurabh Bhanwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971533,8,1,1,0,15,9xb6v8osxty9w0mel2x7dd4ru,0,22.5,29.7,2025-03-01T11:30:25.343Z,2025-03-01T11:40:00Z,5546906555,213,6.24,5546906557,1,,5546906541,56,Center,5546906549,141,26.1,5546906545,140,77.2,5546906537,157,,5546906553,212,57.5,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971541,3,1,1,0,17,1oyc8wvt31xlmocyg7euv40bo,0,32.1,77.9,2025-03-01T11:30:27.377Z,2025-03-01T11:30:29Z,5546906605,212,12.5,5546906607,213,0.99,5546906599,56,Back,5546906597,3,,5546906603,141,93.3,5546906601,140,38.6,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971543,9,1,1,0,19,9xb6v8osxty9w0mel2x7dd4ru,0,68.2,10,2025-03-01T11:30:29.103Z,2025-03-01T11:30:31Z,5546906617,3,,5546906619,56,Center,5546906621,140,76.3,5546906623,141,34,5546906627,213,1.09,5546906625,212,18.4,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971557,10,83,1,0,24,9xb6v8osxty9w0mel2x7dd4ru,0,70.5,40.9,2025-03-01T11:30:34.398Z,2025-03-01T11:31:02Z,5546906735,399,8jagdiyhimgmuz0ku5mm1266t,,,,,,,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971555,4,1,1,0,25,1oyc8wvt31xlmocyg7euv40bo,1,36.6,77.5,2025-03-01T11:30:34.625Z,2025-03-01T11:30:36Z,5546906687,213,4.7,5546906685,212,12.8,5546906683,141,58.7,5546906681,140,36.4,5546906679,56,Back,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971565,5,1,1,0,26,1oyc8wvt31xlmocyg7euv40bo,1,36.4,58.7,2025-03-01T11:30:36.391Z,2025-03-01T11:30:41Z,5546906723,56,Back,5546906731,213,3.32,5546906727,141,54.8,5546906729,212,15.1,5546906725,140,22.2,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971567,6,49,1,0,31,1oyc8wvt31xlmocyg7euv40bo,1,21.8,64.2,2025-03-01T11:30:41.203Z,2025-03-01T11:30:41Z,,,,,,,,,,,,,,,,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971585,7,1,1,0,34,1oyc8wvt31xlmocyg7euv40bo,1,15.2,68.8,2025-03-01T11:30:44.344Z,2025-03-01T11:30:49Z,5546906827,140,7.1,5546906833,213,3.96,5546906829,141,55.4,5546906825,56,Back,5546906831,212,12.5,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971587,8,1,1,0,38,1oyc8wvt31xlmocyg7euv40bo,0,4.3,58.8,2025-03-01T11:30:48.249Z,2025-03-01T12:27:49Z,5546906839,56,Back,5546906837,157,,5546906849,1,,5546906845,212,25.6,5546906847,213,1.78,5546906841,140,0,5546906843,141,95.6,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2781971589,9,6,1,0,39,1oyc8wvt31xlmocyg7euv40bo,0,10.6,82,2025-03-01T11:30:49.134Z,2025-03-01T11:58:43Z,5546907757,233,11,5546907749,56,Back,5546907751,73,,,,,,,,,,,,,,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2781971583,11,6,1,0,39,9xb6v8osxty9w0mel2x7dd4ru,1,89.4,18,2025-03-01T11:30:49.134Z,2025-03-01T11:58:43Z,5546907753,233,9,5546906867,56,Right,5546906869,75,,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971635,12,1,1,0,53,9xb6v8osxty9w0mel2x7dd4ru,0,99.5,0.7,2025-03-01T11:31:03.389Z,2025-03-01T11:31:17Z,5546907111,155,,5546907113,224,,5546907107,2,,5546907109,6,,5546907123,213,1.72,5546907115,56,Center,5546907121,212,29.4,5546907119,141,43.4,ar6epfwqqob8wx8tra17jxkgl,Dimitri Petratos,5546907117,140,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971641,10,12,1,1,2,1oyc8wvt31xlmocyg7euv40bo,1,5.5,60.3,2025-03-01T11:31:11.598Z,2025-03-01T11:31:13Z,5546907131,140,0,5546907133,141,60.8,5546907137,213,3.09,5546907135,212,6.9,5546907139,167,,5546907129,56,Back,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971643,11,6,1,1,2,1oyc8wvt31xlmocyg7euv40bo,0,1.1,59.2,2025-03-01T11:31:12.174Z,2025-03-01T11:58:43Z,5546907695,56,Back,5546907697,73,,5546907719,233,13,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971639,13,6,1,1,2,9xb6v8osxty9w0mel2x7dd4ru,1,98.9,40.8,2025-03-01T11:31:12.174Z,2025-03-01T11:58:43Z,5546907703,233,11,5546907171,56,Center,5546907173,75,,,,,,,,,,,,,,,,,6oq9kpqxuh76it0pra7t5mcmi,Saurabh Bhanwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971699,14,1,1,1,14,9xb6v8osxty9w0mel2x7dd4ru,0,99.5,0.5,2025-03-01T11:31:24.333Z,2025-03-01T11:31:26Z,5546907439,224,,5546907435,6,,5546907437,155,,5546907449,213,1.72,5546907445,141,47.2,5546907447,212,32.1,5546907451,1,,5546907441,56,Center,ar6epfwqqob8wx8tra17jxkgl,Dimitri Petratos,5546907433,2,,5546907443,140,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971709,12,12,1,1,17,1oyc8wvt31xlmocyg7euv40bo,1,8.7,52.8,2025-03-01T11:31:27.093Z,2025-03-01T11:31:36Z,5546907499,56,Back,5546907501,140,24,5546907503,141,47.6,5546907647,15,,5546907507,213,6.07,5546907505,212,16.4,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971715,15,1,1,1,19,9xb6v8osxty9w0mel2x7dd4ru,0,72.6,59.4,2025-03-01T11:31:29.342Z,2025-03-01T11:31:30Z,5546907531,140,90.5,5546907533,141,52.1,5546907527,3,,5546907529,56,Center,5546907537,213,6.02,5546907535,212,19.4,,,,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971737,13,12,1,1,20,1oyc8wvt31xlmocyg7euv40bo,1,14.7,48.2,2025-03-01T11:31:30.124Z,2025-03-01T11:31:36Z,5546907637,140,68.2,5546907639,141,42.7,5546907635,56,Center,5546907641,212,56.3,5546907643,213,6.22,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971773,16,1,1,1,34,9xb6v8osxty9w0mel2x7dd4ru,1,15.4,46.4,2025-03-01T11:31:43.793Z,2025-03-01T11:31:46Z,5546907863,141,77.9,5546907861,140,29.9,5546907867,213,0.95,5546907859,56,Back,5546907865,212,26.3,,,,,,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,Goalkeeper
2781971783,17,1,1,1,36,9xb6v8osxty9w0mel2x7dd4ru,1,23.7,80.6,2025-03-01T11:31:45.965Z,2025-03-01T11:31:47Z,5546907903,140,39,5546907901,56,Back,5546907907,212,19.1,5546907905,141,95.9,5546907909,213,0.57,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971793,18,1,1,1,38,9xb6v8osxty9w0mel2x7dd4ru,1,39,95.9,2025-03-01T11:31:47.773Z,2025-03-01T11:31:52Z,5546907943,56,Back,5546907947,141,96.8,5546907951,213,0.11,5546907945,140,44.3,5546907949,212,5.6,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971795,19,4,1,1,42,9xb6v8osxty9w0mel2x7dd4ru,1,42,94.3,2025-03-01T11:31:52.302Z,2025-03-01T11:58:39Z,5546908007,295,,5546908005,13,,5546908009,56,Back,5546908011,152,,5546908059,233,14,5546908013,286,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971805,14,4,1,1,42,1oyc8wvt31xlmocyg7euv40bo,0,58,5.7,2025-03-01T11:31:52.303Z,2025-03-01T13:39:17Z,5546908067,233,19,5546908043,13,,5546908053,285,,5546908047,295,,5546908051,152,,5546908049,56,Right,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971837,20,1,1,1,58,9xb6v8osxty9w0mel2x7dd4ru,1,41.3,96.3,2025-03-01T11:32:08.525Z,2025-03-01T11:32:09Z,5546908183,213,3.46,5546908171,5,,5546908173,152,,5546908181,212,19.5,5546908177,140,23.7,5546908175,56,Back,5546908179,141,87.2,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971845,21,1,1,1,59,9xb6v8osxty9w0mel2x7dd4ru,1,23.7,87.2,2025-03-01T11:32:09.485Z,2025-03-01T11:32:11Z,5546908237,141,61.1,5546908235,140,27,5546908239,212,18.1,5546908233,56,Back,5546908241,213,4.91,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971851,22,1,1,2,1,9xb6v8osxty9w0mel2x7dd4ru,1,27.5,53.1,2025-03-01T11:32:11.486Z,2025-03-01T11:32:13Z,5546908291,56,Back,5546908303,189,,5546908293,140,30.9,5546908295,141,21.3,5546908299,213,4.88,5546908297,212,21.9,,,,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971857,23,1,1,2,4,9xb6v8osxty9w0mel2x7dd4ru,1,31.1,21,2025-03-01T11:32:13.821Z,2025-03-01T11:32:16Z,5546908323,141,10.7,5546908321,140,43.9,5546908319,56,Back,5546908325,212,15.2,5546908327,213,5.8,,,,,,,,,,6oq9kpqxuh76it0pra7t5mcmi,Saurabh Bhanwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971863,24,50,1,2,6,9xb6v8osxty9w0mel2x7dd4ru,1,41.5,11.9,2025-03-01T11:32:16.541Z,2025-03-01T12:27:06Z,5546908375,233,15,5546908345,56,Back,5546908347,286,,,,,,,,,,,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971867,15,7,1,2,6,1oyc8wvt31xlmocyg7euv40bo,0,58.5,88.1,2025-03-01T11:32:16.542Z,2025-03-01T12:27:06Z,5546908363,285,,5546908361,56,Left,5546908365,233,24,,,,,,,,,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971873,25,1,1,2,7,9xb6v8osxty9w0mel2x7dd4ru,1,38,14.7,2025-03-01T11:32:17.229Z,2025-03-01T11:32:19Z,5546908411,212,9.7,5546908413,213,3.52,5546908407,140,29.4,5546908405,56,Back,5546908409,141,9.4,,,,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971879,26,1,1,2,9,9xb6v8osxty9w0mel2x7dd4ru,0,29.4,9.4,2025-03-01T11:32:19.309Z,2025-03-01T11:32:20Z,5546908453,1,,5546908451,213,0.26,5546908447,141,30,5546908445,140,79.4,5546908449,212,54.3,5546908441,155,,5546908443,56,Center,,,,6oq9kpqxuh76it0pra7t5mcmi,Saurabh Bhanwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971891,16,12,1,2,11,1oyc8wvt31xlmocyg7euv40bo,1,22.3,77.2,2025-03-01T11:32:21.216Z,2025-03-01T11:32:23Z,5546908505,140,22.6,5546908509,212,16,5546908507,141,100,5546908525,167,,5546908511,213,1.55,5546908503,56,Back,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971893,17,5,1,2,12,1oyc8wvt31xlmocyg7euv40bo,0,23.5,101.1,2025-03-01T11:32:21.741Z,2025-03-01T11:58:45Z,5546908653,233,27,5546908519,347,,5546908517,56,Back,,,,,,,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971923,27,5,1,2,12,9xb6v8osxty9w0mel2x7dd4ru,1,76.5,-1.1,2025-03-01T11:32:21.741Z,2025-03-01T11:58:45Z,5546908625,347,,5546908635,233,17,5546908623,56,Right,,,,,,,,,,,,,,,,6oq9kpqxuh76it0pra7t5mcmi,Saurabh Bhanwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971937,28,1,1,2,24,9xb6v8osxty9w0mel2x7dd4ru,1,73.7,0,2025-03-01T11:32:34.445Z,2025-03-01T11:32:38Z,5546908673,212,20.1,5546908671,141,7.1,5546908675,213,0.27,5546908669,140,92.1,5546908665,107,,5546908667,56,Right,,,,,,,6oq9kpqxuh76it0pra7t5mcmi,Saurabh Bhanwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781971939,29,61,1,2,28,9xb6v8osxty9w0mel2x7dd4ru,0,93.6,4.3,2025-03-01T11:32:38.382Z,2025-03-01T11:32:38Z,5546908681,56,Right,,,,,,,,,,,,,,,,,,,,,,ar6epfwqqob8wx8tra17jxkgl,Dimitri Petratos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781972001,18,5,1,2,29,1oyc8wvt31xlmocyg7euv40bo,1,4.5,101,2025-03-01T11:32:39.197Z,2025-03-01T11:58:45Z,5546908963,56,Back,5546908965,347,,5546908967,233,30,,,,,,,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781971943,30,5,1,2,29,9xb6v8osxty9w0mel2x7dd4ru,0,95.5,-1,2025-03-01T11:32:39.197Z,2025-03-01T11:58:45Z,5546908701,347,,5546908699,56,Right,5546908971,233,18,,,,,,,,,,,,,,,,ar6epfwqqob8wx8tra17jxkgl,Dimitri Petratos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781972005,19,1,1,2,44,1oyc8wvt31xlmocyg7euv40bo,1,5.1,100,2025-03-01T11:32:54.447Z,2025-03-01T11:32:57Z,5546909005,213,5.84,5546909007,1,,5546908995,107,,5546908999,140,29.4,5546908997,56,Back,5546909001,141,83.8,5546909003,212,28.3,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781972009,20,1,1,2,47,1oyc8wvt31xlmocyg7euv40bo,1,29.4,83.8,2025-03-01T11:32:56.915Z,2025-03-01T11:32:58Z,5546909021,56,Back,5546909023,140,25.2,5546909027,212,6.9,5546909025,141,76,5546909029,213,4.02,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781972043,21,1,1,2,48,1oyc8wvt31xlmocyg7euv40bo,1,25.2,76,2025-03-01T11:32:58.024Z,2025-03-01T11:33:07Z,5546909207,141,28.8,5546909209,212,34.2,5546909205,140,36.5,5546909213,1,,5546909203,56,Back,5546909211,213,5.07,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781972045,22,4,1,2,57,1oyc8wvt31xlmocyg7euv40bo,1,70.8,6.2,2025-03-01T11:33:06.908Z,2025-03-01T11:33:10Z,5546909237,13,,5546909239,56,Right,5546909263,233,31,5546909245,286,,5546909241,152,,5546909243,265,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781972041,31,4,1,2,57,9xb6v8osxty9w0mel2x7dd4ru,0,29.2,93.8,2025-03-01T11:33:06.909Z,2025-03-01T11:33:10Z,5546909227,13,,5546909229,56,Back,5546909271,233,22,5546909235,285,,5546909231,152,,5546909233,265,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2781972175,23,1,1,3,35,1oyc8wvt31xlmocyg7euv40bo,0,72.1,7.7,2025-03-01T11:33:44.609Z,2025-03-01T11:33:49Z,5546909961,2,,5546909973,152,,5546909987,213,0.97,5546909989,1,,5546909985,212,53.4,5546909983,141,72.4,5546909981,140,100,5546909977,56,Center,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,5546909969,155,,5546909965,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781972297,24,5,1,3,38,1oyc8wvt31xlmocyg7euv40bo,0,101,70.3,2025-03-01T11:33:48.302Z,2025-03-01T11:58:46Z,5546910629,233,32,5546910603,56,Center,5546910605,346,,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2781972233,32,5,1,3,38,9xb6v8osxty9w0mel2x7dd4ru,1,-1,29.7,2025-03-01T11:33:48.302Z,2025-03-01T11:58:46Z,5546910301,56,Back,5546910621,233,24,5546910303,346,,,,,,,,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
