id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,teamName,Position
2780074029,1,34,16,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,0,0,2025-02-23T13:14:41.148Z,2025-02-23T14:02:08Z,5536412523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536591081,197,9596,5536412517,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5536412515,30,"dwb1qzzd5g32lwxam6skmdr6x, ck9nyxv100c1x24zxde7fx1t6, 825wa3surm6iii587l4ekx7mx, doiw2drickz2eacyeudn3szmy, 3zl5ec82f8zebkxkfdz16e3th, 5hmx68vjqij9ywdv61v2qyrmy, 1cclqc2tw3zav2if1cqij7ofe, 95zechkfla1l7dwt8sjhevvca, 31v9w4cyk1fxlig452kuc65ed, 1rsxl4rnswqez6c6rwp7768r9, 4sqnd13g7n9e4orv6hcp27fxm, 1yu4qt00czfbr5myr0cidwmw9, ar6epfwqqob8wx8tra17jxkgl, 1ljdpwqn16dijby5ss9eockfe, 1qthfdkbz92jucy9vpqimltec, 5u8pjzdgzsnrait021jvk3sdm, 7aqvamg9e8tr7fqzh7jobdel0, cdd3to4e3ac0d61iy3vtp6pzo, 4l0se1iapxcmd1jb4851aj6c5, 6oq9kpqxuh76it0pra7t5mcmi",5536412527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536412525,194,825wa3surm6iii587l4ekx7mx,5536412521,130,8,5536412519,59,"1, 44, 15, 22, 5, 21, 11, 45, 29, 10, 17, 6, 9, 12, 16, 19, 31, 32, 35, 63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780074747,1,34,16,0,0,8oyl91pb7l6qgk6dryn129td0,1,0,0,2025-02-23T13:15:34.560Z,2025-02-23T14:08:10Z,5536416177,30,"45zhftlkjapjpvrjakvygh0id, 4txuu306n3k2355exjbzsh016, 27av1jg9xtwnlxkhuulj6wh5, bz6b3uw54ljimdh7ch96adotl, 57h3oir0n9l0qgmkhkr98so2d, 3o6qyrudwaezf9kvlsivgqh1x, ca0i658kl9fbf3gsk41068222, 1b2pb9lykqu8nc7726vlnq1g5, 1gjtz6kvr1pwi82mo5fsppck5, esu2vqnkc4fl5bsimwcnnkjfu, 9u2k71y69b7z2tdt999k5p08a, 9l8vaec7mvzysdpvj7a5ahuga, bwq72t9wmhuvzkkdybq3a1jvt, aami0demfxod55od4ktkhzn55, d3ookmcknbcdlc3kvhqao1ujt, dcpek2xqxjaqe76cfsk0g8yjt, b28q0soyohb6jbz7t4qvh66ay, crds0jtjib3s98hiw7hyotmac, 7600m3vnturhvkuav6a3so1lg, 38ycrrnrhmg9d6pc1h5bdnv2s",5536416189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536416181,59,"1, 25, 18, 7, 15, 5, 24, 8, 90, 77, 19, 3, 4, 6, 11, 17, 23, 29, 33, 39",5536416187,194,45zhftlkjapjpvrjakvygh0id,5536416185,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536591525,197,22970,5536416179,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5536416183,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112111,2,32,1,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,0,0,2025-02-23T14:00:24.344Z,2025-02-23T14:00:24Z,5536615491,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112109,2,32,1,0,0,8oyl91pb7l6qgk6dryn129td0,1,0,0,2025-02-23T14:00:24.344Z,2025-02-23T14:00:26Z,5536615463,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112115,3,1,1,0,0,8oyl91pb7l6qgk6dryn129td0,1,50.1,50.3,2025-02-23T14:00:24.353Z,2025-02-23T14:00:29Z,5536615529,213,3.14,5536615531,279,S,5536615523,140,34.4,5536615525,141,50.3,5536615527,212,16.5,5536615521,56,Back,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112159,4,1,1,0,4,8oyl91pb7l6qgk6dryn129td0,1,34.7,51.6,2025-02-23T14:00:28.951Z,2025-02-23T14:15:18Z,5536615779,212,16.5,5536615781,213,6.16,5536615775,140,50.3,5536615777,141,48.5,5536615773,56,Center,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112189,5,1,1,0,5,8oyl91pb7l6qgk6dryn129td0,1,48.9,47.5,2025-02-23T14:00:29.784Z,2025-02-23T14:15:23Z,5536615937,140,52.5,5536615935,56,Center,5536701547,156,,5536615941,212,11.8,5536615943,213,5.04,5536615939,141,31,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112193,6,3,1,0,6,8oyl91pb7l6qgk6dryn129td0,0,59,31.4,2025-02-23T14:00:30.551Z,2025-02-23T14:19:30Z,5536615961,286,,5536616037,233,3,5536615959,56,Center,,,,,,,,,,,,,,,,bz6b3uw54ljimdh7ch96adotl,Puitea (Lalthathanga Khawlhring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112175,3,7,1,0,6,9xb6v8osxty9w0mel2x7dd4ru,0,41,68.6,2025-02-23T14:00:30.552Z,2025-02-23T14:19:29Z,5536616011,233,6,5536615851,285,,5536615849,56,Back,,,,,,,,,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112219,4,44,1,0,7,9xb6v8osxty9w0mel2x7dd4ru,1,38.1,45.6,2025-02-23T14:00:32.272Z,2025-02-23T14:13:59Z,5536616117,233,7,5536616087,285,,5536616085,56,Back,,,,,,,,,,,,,,,,95zechkfla1l7dwt8sjhevvca,Apuia Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112217,7,44,1,0,7,8oyl91pb7l6qgk6dryn129td0,0,61.8,54.3,2025-02-23T14:00:32.273Z,2025-02-23T14:00:37Z,5536616079,286,,5536616131,233,4,5536616077,56,Center,,,,,,,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112257,5,1,1,0,8,9xb6v8osxty9w0mel2x7dd4ru,0,30.8,36.6,2025-02-23T14:00:32.474Z,2025-02-23T14:14:01Z,5536616331,212,16.5,5536616325,140,46.3,5536616319,3,,5536616333,213,0.16,5536616329,141,40.4,5536616321,56,Back,,,,,,,95zechkfla1l7dwt8sjhevvca,Apuia Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112249,8,1,1,0,10,8oyl91pb7l6qgk6dryn129td0,1,56.8,36.1,2025-02-23T14:00:34.861Z,2025-02-23T14:00:37Z,5536616299,140,64.6,5536616301,141,21.9,5536616297,56,Center,5536616305,213,5.42,5536616303,212,12.7,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112343,9,1,1,0,12,8oyl91pb7l6qgk6dryn129td0,1,65.3,14.7,2025-02-23T14:00:36.968Z,2025-02-23T14:00:46Z,5536616773,56,Back,5536616777,141,7.6,5536616775,140,39.7,5536616781,213,3.32,5536616779,212,27.3,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112361,10,1,1,0,22,8oyl91pb7l6qgk6dryn129td0,1,37.7,12.8,2025-02-23T14:00:46.752Z,2025-02-23T14:58:43Z,5536616863,212,36.2,5536616867,213,2.37,5536616855,140,13,5536616859,141,49.9,5536616871,1,,5536616851,56,Back,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112425,11,1,1,0,23,8oyl91pb7l6qgk6dryn129td0,1,13,49.9,2025-02-23T14:00:47.736Z,2025-02-23T14:00:51Z,5536617219,141,66.1,5536617221,212,17.9,5536617225,213,0.66,5536617217,140,26.4,5536617215,56,Back,,,,,,,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2780112457,12,1,1,0,27,8oyl91pb7l6qgk6dryn129td0,1,27.6,67.9,2025-02-23T14:00:51.584Z,2025-02-23T14:00:54Z,5536617417,140,12.9,5536617415,56,Back,5536617423,213,3.8,5536617419,141,50.3,5536617421,212,19.5,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112537,13,1,1,0,29,8oyl91pb7l6qgk6dryn129td0,1,15.6,53.6,2025-02-23T14:00:54Z,2025-02-23T14:00:58Z,5536617783,213,5.74,5536617785,1,,5536617771,140,60.8,5536617763,157,,5536617781,212,55.4,5536617767,56,Right,5536617777,141,11.6,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2780112553,14,44,1,0,33,8oyl91pb7l6qgk6dryn129td0,1,58.6,15.2,2025-02-23T14:00:57.840Z,2025-02-23T14:19:33Z,5536620075,233,6,5536617855,286,,5536617851,56,Right,,,,,,,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112557,6,44,1,0,33,9xb6v8osxty9w0mel2x7dd4ru,0,41.4,84.8,2025-02-23T14:00:57.841Z,2025-02-23T14:34:42Z,5536617861,285,,5536620089,233,14,5536617859,56,Back,,,,,,,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112615,15,1,1,0,34,8oyl91pb7l6qgk6dryn129td0,0,57.9,12,2025-02-23T14:00:58.466Z,2025-02-23T14:03:50Z,5536618157,140,59.1,5536618151,3,,5536618155,56,Right,5536618161,212,1.3,5536618153,168,,5536618163,213,0.11,5536618159,141,12.2,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112573,7,43,1,0,34,9xb6v8osxty9w0mel2x7dd4ru,1,0,0,2025-02-23T14:00:58.607Z,2025-02-23T14:01:27Z,5536617909,3,0,5536617915,141,82.6,5536617917,212,2.7,5536617913,140,43.5,5536617911,56,Back,5536620339,144,1,5536617919,213,6.21,,,,95zechkfla1l7dwt8sjhevvca,Apuia Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112577,8,61,1,0,35,9xb6v8osxty9w0mel2x7dd4ru,1,43.5,82.6,2025-02-23T14:00:59.466Z,2025-02-23T14:34:43Z,5536617937,56,Back,,,,,,,,,,,,,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112609,9,1,1,0,36,9xb6v8osxty9w0mel2x7dd4ru,0,43.5,81.8,2025-02-23T14:01:00.622Z,2025-02-23T14:01:01Z,5536618125,1,,5536618115,56,Center,5536618117,140,74.3,5536618123,213,5.79,5536618113,155,,5536618121,212,36.8,5536618119,141,56.1,,,,95zechkfla1l7dwt8sjhevvca,Apuia Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112665,16,1,1,0,37,8oyl91pb7l6qgk6dryn129td0,1,26.7,34.5,2025-02-23T14:01:01.761Z,2025-02-23T14:01:04Z,5536618425,56,Back,5536618427,140,36.9,5536618423,3,,5536618431,212,11.6,5536618433,213,5.89,5536618429,141,28,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112731,17,1,1,0,39,8oyl91pb7l6qgk6dryn129td0,1,35.3,33.6,2025-02-23T14:01:04.088Z,2025-02-23T14:01:07Z,5536618697,212,22.3,5536618695,141,64.8,5536618691,56,Back,5536618693,140,28.9,5536618699,213,1.88,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112751,18,1,1,0,43,8oyl91pb7l6qgk6dryn129td0,1,30.8,64.3,2025-02-23T14:01:07.416Z,2025-02-23T14:01:08Z,5536618829,212,26,5536618831,213,3.47,5536618823,56,Back,5536618827,141,52.1,5536618825,140,7.3,,,,,,,,,,27av1jg9xtwnlxkhuulj6wh5,Jerry Lalrinzuala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112799,19,1,1,0,44,8oyl91pb7l6qgk6dryn129td0,0,8.8,54.3,2025-02-23T14:01:08.831Z,2025-02-23T14:01:12Z,5536619055,213,6.2,5536619057,1,,5536619047,56,Back,5536619045,157,,5536619053,212,36.6,5536619049,140,43.5,5536619051,141,49.9,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2780112791,10,44,1,0,46,9xb6v8osxty9w0mel2x7dd4ru,1,55.8,51.3,2025-02-23T14:01:11.332Z,2025-02-23T14:19:33Z,5536618993,56,Center,5536618995,286,,5536619137,233,20,,,,,,,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112803,20,44,1,0,46,8oyl91pb7l6qgk6dryn129td0,0,44.2,48.7,2025-02-23T14:01:11.333Z,2025-02-23T14:59:19Z,5536619067,56,Back,5536619153,233,10,5536619069,285,,,,,,,,,,,,,,,,,bz6b3uw54ljimdh7ch96adotl,Puitea (Lalthathanga Khawlhring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112807,11,1,1,0,47,9xb6v8osxty9w0mel2x7dd4ru,0,54.6,52.8,2025-02-23T14:01:11.550Z,2025-02-23T14:01:13Z,5536619105,212,20.5,5536619107,213,5.91,5536619103,141,41.9,5536619097,3,,5536619099,56,Center,5536619101,140,72.8,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780112845,21,1,1,0,49,8oyl91pb7l6qgk6dryn129td0,1,36.9,67,2025-02-23T14:01:13.608Z,2025-02-23T14:01:16Z,5536619367,212,16.4,5536619365,141,85.7,5536619361,56,Back,5536619363,140,46.8,5536619369,213,0.89,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112893,22,1,1,0,51,8oyl91pb7l6qgk6dryn129td0,1,44.1,89.3,2025-02-23T14:01:15.975Z,2025-02-23T14:01:18Z,5536619629,213,2.98,5536619621,56,Back,5536619627,212,12.9,5536619625,141,92.4,5536619623,140,32,,,,,,,,,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780112927,23,1,1,0,54,8oyl91pb7l6qgk6dryn129td0,1,32.1,91.5,2025-02-23T14:01:18.840Z,2025-02-23T14:01:20Z,5536619851,140,10.6,5536619857,213,3.56,5536619855,212,24.7,5536619853,141,76.6,5536619847,56,Back,,,,,,,,,,27av1jg9xtwnlxkhuulj6wh5,Jerry Lalrinzuala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113027,24,1,1,0,56,8oyl91pb7l6qgk6dryn129td0,1,10.4,75.6,2025-02-23T14:01:20.551Z,2025-02-23T14:01:26Z,5536620289,213,4.39,5536620287,212,19.4,5536620285,141,48.5,5536620281,56,Back,5536620283,140,4.6,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113119,25,1,1,1,1,8oyl91pb7l6qgk6dryn129td0,1,6.1,38.5,2025-02-23T14:01:26.168Z,2025-02-23T14:59:35Z,5536620757,212,37.7,5536620747,56,Back,5536620753,141,6.5,5536620763,1,,5536620749,140,35.4,5536620761,213,5.67,5536949973,155,,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2780113209,26,1,1,1,8,8oyl91pb7l6qgk6dryn129td0,1,31.2,16.1,2025-02-23T14:01:32.640Z,2025-02-23T14:01:38Z,5536621177,56,Back,5536621181,141,69.9,5536621191,1,,5536621183,212,42.4,5536621179,140,10.8,5536621187,213,2.1,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113259,27,1,1,1,14,8oyl91pb7l6qgk6dryn129td0,1,25.2,71.4,2025-02-23T14:01:38.376Z,2025-02-23T14:01:41Z,5536621397,56,Back,5536621405,212,15.1,5536621409,213,4.27,5536621401,141,51.3,5536621399,140,19,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113307,28,1,1,1,16,8oyl91pb7l6qgk6dryn129td0,1,24,58.5,2025-02-23T14:01:41.071Z,2025-02-23T14:01:44Z,5536621659,56,Back,5536621663,141,73.8,5536621661,140,25.4,5536621667,213,1.43,5536621665,212,10.5,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113345,29,1,1,1,20,8oyl91pb7l6qgk6dryn129td0,1,29,74.5,2025-02-23T14:01:44.551Z,2025-02-23T14:01:46Z,5536621845,141,63.7,5536621847,212,11.4,5536621843,140,20.7,5536621849,213,3.84,5536621841,56,Back,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113387,30,1,1,1,22,8oyl91pb7l6qgk6dryn129td0,1,23.1,64.3,2025-02-23T14:01:46.663Z,2025-02-23T14:01:49Z,5536622063,141,46.4,5536622067,213,5.49,5536622061,140,34.4,5536622065,212,17,5536622059,56,Back,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113497,31,1,1,1,24,8oyl91pb7l6qgk6dryn129td0,1,33.3,43.7,2025-02-23T14:01:49.039Z,2025-02-23T14:01:55Z,5536622621,141,16.4,5536622619,140,21.6,5536622623,212,22.3,5536622617,56,Back,5536622625,213,4.13,,,,,,,,,,bz6b3uw54ljimdh7ch96adotl,Puitea (Lalthathanga Khawlhring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113565,32,1,1,1,31,8oyl91pb7l6qgk6dryn129td0,1,30.4,13.7,2025-02-23T14:01:55.775Z,2025-02-23T14:02:00Z,5536622989,56,Back,5536622993,141,28.5,5536622991,140,24,5536622997,213,2.16,5536622995,212,12.1,,,,,,,,,,57h3oir0n9l0qgmkhkr98so2d,Mourtada Fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113613,33,1,1,1,36,8oyl91pb7l6qgk6dryn129td0,1,29.3,33.4,2025-02-23T14:02:00.440Z,2025-02-23T14:02:04Z,5536623291,213,1.54,5536623289,212,23.2,5536623285,140,29.9,5536623287,141,67.5,5536623283,56,Back,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113667,34,1,1,1,39,8oyl91pb7l6qgk6dryn129td0,1,29.3,69.3,2025-02-23T14:02:04.327Z,2025-02-23T14:02:08Z,5536623587,56,Back,5536623591,141,49.6,5536623595,213,3.86,5536623593,212,20.3,5536623589,140,14.8,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113725,35,1,1,1,43,8oyl91pb7l6qgk6dryn129td0,1,13.1,62.3,2025-02-23T14:02:08.176Z,2025-02-23T14:02:12Z,5536623877,141,73.2,5536623875,140,51.5,5536623873,56,Center,5536623881,213,0.18,5536623871,157,,5536623883,1,,5536623879,212,41,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2780113743,36,1,1,1,47,8oyl91pb7l6qgk6dryn129td0,0,51.5,73,2025-02-23T14:02:12.039Z,2025-02-23T14:02:12Z,5536623945,141,56.3,5536623947,212,18.3,5536623939,168,,5536623943,140,65.2,5536623941,56,Center,5536623937,3,,5536623949,213,5.61,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113765,12,1,1,1,48,9xb6v8osxty9w0mel2x7dd4ru,0,34.3,45.8,2025-02-23T14:02:12.927Z,2025-02-23T14:02:14Z,5536624067,140,68.2,5536624065,56,Center,5536624063,157,,5536624075,1,,5536624073,213,6.08,5536624071,212,36.4,5536624069,141,34.8,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780113795,37,1,1,1,50,8oyl91pb7l6qgk6dryn129td0,0,31.5,61.4,2025-02-23T14:02:14.919Z,2025-02-23T14:02:16Z,5536624265,56,Back,5536624279,213,0.32,5536624263,3,,5536624277,212,15.5,5536624273,141,68.5,5536624269,140,45.5,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113815,13,1,1,1,52,9xb6v8osxty9w0mel2x7dd4ru,0,52.6,27.9,2025-02-23T14:02:16.663Z,2025-02-23T14:02:17Z,5536624397,140,59.6,5536624395,56,Right,5536624401,212,9.2,5536624403,213,5.63,5536624399,141,19.7,,,,,,,,,,95zechkfla1l7dwt8sjhevvca,Apuia Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780113861,38,8,1,1,54,8oyl91pb7l6qgk6dryn129td0,1,41.3,74.2,2025-02-23T14:02:18.672Z,2025-02-23T15:00:13Z,5536624683,56,Back,,,,,,,,,,,,,,,,,,,,,,27av1jg9xtwnlxkhuulj6wh5,Jerry Lalrinzuala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113875,39,61,1,1,55,8oyl91pb7l6qgk6dryn129td0,1,42.9,73.6,2025-02-23T14:02:19.527Z,2025-02-23T15:00:29Z,5536624755,56,Back,,,,,,,,,,,,,,,,,,,,,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113881,40,61,1,1,56,8oyl91pb7l6qgk6dryn129td0,0,42.9,70.9,2025-02-23T14:02:20.511Z,2025-02-23T14:03:07Z,5536624783,56,Back,,,,,,,,,,,,,,,,,,,,,,27av1jg9xtwnlxkhuulj6wh5,Jerry Lalrinzuala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2780113891,14,1,1,1,56,9xb6v8osxty9w0mel2x7dd4ru,1,55.6,29.5,2025-02-23T14:02:21.185Z,2025-02-23T14:02:22Z,5536624823,213,5.96,5536624815,56,Center,5536624817,140,63.6,5536624819,141,25.3,5536624821,212,8.9,,,,,,,,,,95zechkfla1l7dwt8sjhevvca,Apuia Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780113895,15,49,1,1,58,9xb6v8osxty9w0mel2x7dd4ru,1,63.6,25.3,2025-02-23T14:02:22.485Z,2025-02-23T14:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780113945,16,1,1,1,58,9xb6v8osxty9w0mel2x7dd4ru,1,63.6,25.3,2025-02-23T14:02:22.767Z,2025-02-23T14:02:26Z,5536625077,212,19.8,5536625071,56,Right,5536625075,141,9.8,5536625073,140,79.6,5536625079,213,5.72,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2780113949,17,1,1,2,1,9xb6v8osxty9w0mel2x7dd4ru,0,84.8,8.8,2025-02-23T14:02:25.926Z,2025-02-23T14:02:43Z,5536626353,236,,5536626355,233,41,5536625117,2,,5536625125,141,20.7,5536625127,212,8.4,5536625123,140,86.8,5536625129,213,1.32,5536626359,286,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,5536625121,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
