id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist,qualifier/18/value,teamName,Position
2792623709,129,1,1,19,48,12ksg0e6d70senzilsic40fzl,1,65.6,40.6,2025-03-29T14:20:16.712Z,2025-03-29T14:20:19Z,5605280501,212,28.8,5605280499,141,5.8,5605280503,213,5.32,5605280497,140,81.2,5605280495,56,Right,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792623801,130,43,1,19,50,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T14:20:18.896Z,2025-03-29T14:20:25Z,5605280971,56,Right,5605281271,144,3,5605280975,286,0,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792623723,96,83,1,19,51,1oyc8wvt31xlmocyg7euv40bo,0,15.3,92.7,2025-03-29T14:20:19.268Z,2025-03-29T14:20:24Z,5605281121,399,7vwq6tjwae82epsh6kll9phm2,,,,,,,,,,,,,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792623813,131,3,1,19,54,12ksg0e6d70senzilsic40fzl,0,92.9,3.1,2025-03-29T14:20:22.600Z,2025-03-29T14:20:23Z,5605281053,211,,5605281025,56,Right,5605281027,286,,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792623895,98,5,1,19,55,1oyc8wvt31xlmocyg7euv40bo,1,12.2,101.1,2025-03-29T14:20:23.904Z,2025-03-29T14:56:50Z,5605282051,233,132,5605281493,56,Back,5605281495,347,,,,,,,,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792623825,132,5,1,19,55,12ksg0e6d70senzilsic40fzl,0,87.8,-1.1,2025-03-29T14:20:23.904Z,2025-03-29T14:56:50Z,5605281103,56,Right,5605282125,233,98,5605281105,347,,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792623885,97,43,1,19,57,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-29T14:20:25.700Z,2025-03-29T14:20:30Z,5605281457,285,0,5605281795,144,7,5605281455,56,Back,5605281453,167,0,,,,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792624327,99,1,1,20,20,1oyc8wvt31xlmocyg7euv40bo,1,23.9,100,2025-03-29T14:20:48.276Z,2025-03-29T14:20:53Z,5605283833,141,77.5,5605283829,56,Back,5605283837,213,5.6,5605283835,212,25.6,5605283831,140,42.8,5605283827,107,,5605283839,1,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792624373,100,1,1,20,25,1oyc8wvt31xlmocyg7euv40bo,1,48.4,69,2025-03-29T14:20:52.916Z,2025-03-29T14:20:55Z,5605284059,213,4.93,5605284051,56,Center,5605284055,141,37.1,5605284057,212,22.2,5605284053,140,52.9,,,,,,,,,,cam37rgi4c0zyddtt7vwwubbp,Nikos Karelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792624431,101,1,1,20,27,1oyc8wvt31xlmocyg7euv40bo,1,61.1,28.5,2025-03-29T14:20:55.253Z,2025-03-29T14:20:58Z,5605284315,140,86.6,5605284319,212,28.1,5605284317,141,15.8,5605284313,56,Right,5605284321,213,5.97,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792624457,102,1,1,20,30,1oyc8wvt31xlmocyg7euv40bo,0,94.6,16.6,2025-03-29T14:20:58.804Z,2025-03-29T14:21:15Z,5605285861,286,,5605284501,141,19.9,5605284505,213,1.02,5605284493,155,,5605284499,140,95.9,5605284495,56,Right,5605284503,212,2.6,5605284489,2,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,5605285857,233,136,5605285855,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792624499,136,12,1,20,30,12ksg0e6d70senzilsic40fzl,1,6.6,83,2025-03-29T14:20:58.904Z,2025-03-29T14:21:15Z,5605284757,56,Back,5605284755,185,,5605285931,233,102,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792624515,103,43,1,20,32,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-29T14:21:00.343Z,2025-03-29T14:21:27Z,5605287121,144,5,5605284831,346,0,5605284829,56,Center,,,,,,,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792624463,133,43,1,20,32,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T14:21:00.356Z,2025-03-29T14:21:28Z,5605287279,144,44,5605284531,285,0,5605284529,56,Back,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792624469,134,43,1,20,32,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T14:21:00.724Z,2025-03-29T14:21:22Z,5605286601,144,1,5605284573,141,83,5605284571,140,0,5605284577,213,5.13,5605284575,212,2.6,5605284567,155,0,5605284569,56,Back,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792624517,104,6,1,20,35,1oyc8wvt31xlmocyg7euv40bo,1,95.9,25.4,2025-03-29T14:21:03.765Z,2025-03-29T14:26:09Z,5605288201,233,137,5605284889,56,Center,5605284893,75,,,,,,,,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792624909,137,6,1,20,35,12ksg0e6d70senzilsic40fzl,0,4.1,74.6,2025-03-29T14:21:03.765Z,2025-03-29T14:26:10Z,5605287001,73,,5605286999,56,Back,5605288267,233,104,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792625019,105,1,1,21,3,1oyc8wvt31xlmocyg7euv40bo,1,99.5,0.5,2025-03-29T14:21:30.916Z,2025-03-29T15:02:41Z,5605287611,1,,5605287601,56,Center,5605287609,213,1.76,5605287605,141,58.1,5605287607,212,39.9,5605287597,155,,5605289849,210,13,5605289851,154,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,5605287589,2,,5605287599,224,5605287603,140,92.3,5605287591,6,,,,,,,,,,1,,,,,,,,,,,,,,,,Mumbai City FC,
2792625027,106,13,1,21,4,1oyc8wvt31xlmocyg7euv40bo,1,92.3,58.1,2025-03-29T14:21:32.420Z,2025-03-29T14:21:57Z,5605289105,25,,5605289115,328,,5605289107,15,,5605287647,56,Center,5605287645,17,,5605289907,103,23.6,5605289895,29,,5605289905,102,59,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,5605289891,83,,5605289901,55,5605289911,231,50.2,5605289909,230,99.3,5605289899,154,,,,,,,,105,,,,,,,,,,,,,,,Mumbai City FC,
2792625065,107,5,1,21,5,1oyc8wvt31xlmocyg7euv40bo,0,101.2,57.2,2025-03-29T14:21:32.946Z,2025-03-29T14:56:50Z,5605288259,233,138,5605287857,56,Center,5605287859,346,,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792625111,138,5,1,21,5,12ksg0e6d70senzilsic40fzl,1,-1.2,42.8,2025-03-29T14:21:32.946Z,2025-03-29T14:22:30Z,5605288175,346,,5605288169,56,Back,5605288193,233,107,,,,,,,,,,,,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2792625417,139,1,1,21,26,12ksg0e6d70senzilsic40fzl,0,4.8,45.8,2025-03-29T14:21:54.674Z,2025-03-29T14:21:58Z,5605289827,212,60.3,5605289819,124,,5605289825,141,37,5605289831,1,,5605289823,140,61.9,5605289829,213,6.18,5605289835,74,,5605289821,56,Center,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2792625487,108,44,1,21,29,1oyc8wvt31xlmocyg7euv40bo,1,37.9,64.8,2025-03-29T14:21:57.065Z,2025-03-29T15:02:25Z,5605290221,56,Back,5605290223,285,,5605290237,233,140,,,,,,,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792625423,140,44,1,21,29,12ksg0e6d70senzilsic40fzl,0,62.1,35.2,2025-03-29T14:21:57.066Z,2025-03-29T15:02:25Z,5605289853,56,Center,5605290273,233,108,5605289857,286,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792625523,109,1,1,21,30,1oyc8wvt31xlmocyg7euv40bo,0,37.5,67.6,2025-03-29T14:21:58.644Z,2025-03-29T14:22:37Z,5605290401,141,56.1,5605290403,212,13.9,5605290399,140,48.5,5605290397,56,Back,5605290405,213,5.69,5605290395,3,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792625533,141,1,1,21,31,12ksg0e6d70senzilsic40fzl,1,48.1,34.6,2025-03-29T14:21:59.587Z,2025-03-29T14:22:02Z,5605290447,141,46.6,5605290449,212,12.5,5605290451,213,0.71,5605290445,140,57.1,5605290443,56,Center,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792625675,142,1,1,21,34,12ksg0e6d70senzilsic40fzl,1,58.8,49,2025-03-29T14:22:02.523Z,2025-03-29T14:22:10Z,5605291231,56,Left,5605291233,140,74.4,5605291241,213,1.02,5605291235,141,88.6,5605291237,212,31.5,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792625679,143,3,1,21,42,12ksg0e6d70senzilsic40fzl,0,86.6,92.2,2025-03-29T14:22:10.571Z,2025-03-29T14:22:18Z,5605291251,286,,5605291721,233,110,5605291249,56,Left,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792625753,110,7,1,21,42,1oyc8wvt31xlmocyg7euv40bo,1,13.4,7.8,2025-03-29T14:22:10.572Z,2025-03-29T14:22:17Z,5605291661,285,,5605291659,56,Back,5605291657,167,,5605291685,233,143,,,,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792625757,111,6,1,21,44,1oyc8wvt31xlmocyg7euv40bo,0,4,8.9,2025-03-29T14:22:12.180Z,2025-03-29T14:26:10Z,5605292347,73,,5605292345,56,Back,5605292709,233,144,,,,,,,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792625703,144,6,1,21,44,12ksg0e6d70senzilsic40fzl,1,96,91.1,2025-03-29T14:22:12.180Z,2025-03-29T14:26:10Z,5605291593,73,,5605291587,56,Left,5605292657,233,111,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792626257,145,1,1,22,12,12ksg0e6d70senzilsic40fzl,1,99.5,99.5,2025-03-29T14:22:40.891Z,2025-03-29T14:22:48Z,5605294403,224,,5605294415,141,58.5,5605294407,56,Center,5605294417,212,29.1,5605294395,6,,5605294411,140,91.7,5605294391,2,,5605294399,155,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,5605294419,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792626263,146,61,1,22,16,12ksg0e6d70senzilsic40fzl,0,91.7,57.6,2025-03-29T14:22:44.276Z,2025-03-29T14:22:44Z,5605294439,56,Center,,,,,,,,,,,,,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792626473,112,12,1,22,17,1oyc8wvt31xlmocyg7euv40bo,1,9.1,34.6,2025-03-29T14:22:45.412Z,2025-03-29T14:22:59Z,5605295617,212,36.7,5605295619,213,0.05,5605295615,141,37.1,5605295613,140,44,5605295611,56,Back,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792626367,147,1,1,22,20,12ksg0e6d70senzilsic40fzl,1,45.3,67.3,2025-03-29T14:22:47.995Z,2025-03-29T14:22:52Z,5605295075,141,47.9,5605295077,212,25.2,5605295073,140,24.9,5605295079,213,3.69,5605295071,56,Back,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792626459,148,1,1,22,25,12ksg0e6d70senzilsic40fzl,0,28.5,43.6,2025-03-29T14:22:53.652Z,2025-03-29T14:22:58Z,5605295515,56,Center,5605295517,140,95.7,5605295519,141,50.1,5605295525,1,,5605295513,157,,5605295521,212,70.7,5605295523,213,0.06,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2792626477,113,52,1,22,31,1oyc8wvt31xlmocyg7euv40bo,1,4.7,49.7,2025-03-29T14:22:59.348Z,2025-03-29T14:22:59Z,,,,,,,,,,,,,,,,,,,,,,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2792626527,114,1,1,22,32,1oyc8wvt31xlmocyg7euv40bo,1,10.2,50.1,2025-03-29T14:23:00.787Z,2025-03-29T14:23:02Z,5605295927,56,Back,5605295925,123,,5605295931,141,59.3,5605295929,140,13.1,5605295935,213,1.12,5605295933,212,7,,,,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2792626575,115,1,1,22,34,1oyc8wvt31xlmocyg7euv40bo,1,13.1,59.3,2025-03-29T14:23:02.371Z,2025-03-29T14:23:04Z,5605296191,140,21.3,5605296199,213,0.91,5605296189,56,Back,5605296195,141,75.6,5605296197,212,14,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792626617,116,1,1,22,36,1oyc8wvt31xlmocyg7euv40bo,1,21.2,77.3,2025-03-29T14:23:04.164Z,2025-03-29T14:23:06Z,5605296429,141,63.3,5605296435,213,5.52,5605296433,212,13.7,5605296427,140,30.6,5605296425,56,Back,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792626653,117,1,1,22,38,1oyc8wvt31xlmocyg7euv40bo,1,30.6,63.3,2025-03-29T14:23:06.131Z,2025-03-29T14:23:08Z,5605296605,140,11.6,5605296609,212,20.1,5605296607,141,60.2,5605296611,213,3.25,5605296603,56,Back,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792626745,118,1,1,22,40,1oyc8wvt31xlmocyg7euv40bo,1,11.6,60.2,2025-03-29T14:23:07.987Z,2025-03-29T14:23:11Z,5605297019,140,38,5605297017,56,Back,5605297025,213,5.83,5605297021,141,40.3,5605297023,212,30.8,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792626873,119,1,1,22,43,1oyc8wvt31xlmocyg7euv40bo,1,39.3,36.7,2025-03-29T14:23:11.699Z,2025-03-29T14:23:18Z,5605297587,140,47.2,5605297589,141,13.2,5605297591,212,18,5605297585,56,Back,5605297593,213,5.19,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792626883,120,61,1,22,50,1oyc8wvt31xlmocyg7euv40bo,0,61,7.4,2025-03-29T14:23:17.973Z,2025-03-29T14:23:18Z,5605297657,56,Right,,,,,,,,,,,,,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792626899,149,49,1,22,51,12ksg0e6d70senzilsic40fzl,1,32.3,93.9,2025-03-29T14:23:19.213Z,2025-03-29T14:23:19Z,,,,,,,,,,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792626921,150,1,1,22,51,12ksg0e6d70senzilsic40fzl,1,32.3,93.9,2025-03-29T14:23:19.557Z,2025-03-29T14:23:20Z,5605297905,213,4.2,5605297897,56,Back,5605297899,140,27.9,5605297901,141,81.7,5605297903,212,9.5,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792626969,151,1,1,22,52,12ksg0e6d70senzilsic40fzl,1,28.6,81.4,2025-03-29T14:23:20.613Z,2025-03-29T14:23:23Z,5605298163,56,Back,5605298171,213,4.4,5605298165,140,25.3,5605298169,212,11.4,5605298167,141,65.4,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627007,152,1,1,22,55,12ksg0e6d70senzilsic40fzl,1,27.6,62.6,2025-03-29T14:23:23.549Z,2025-03-29T14:23:29Z,5605298389,141,39.2,5605298811,189,,5605298393,213,4.78,5605298387,140,28.7,5605298391,212,16,5605298383,56,Back,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627075,153,1,1,22,57,12ksg0e6d70senzilsic40fzl,1,29,40.3,2025-03-29T14:23:25.533Z,2025-03-29T14:23:29Z,5605298791,140,29.3,5605298793,141,64.2,5605298789,56,Back,5605298795,212,16.3,5605298797,213,1.55,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627137,154,1,1,23,4,12ksg0e6d70senzilsic40fzl,1,27.9,63.6,2025-03-29T14:23:32.301Z,2025-03-29T14:23:33Z,5605299085,56,Back,5605299093,213,4.7,5605299091,212,12.5,5605299089,141,45.2,5605299087,140,27.8,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627175,155,1,1,23,5,12ksg0e6d70senzilsic40fzl,1,28.5,44.5,2025-03-29T14:23:33.229Z,2025-03-29T14:23:36Z,5605299299,213,5.14,5605299297,212,21.4,5605299295,141,15.8,5605299291,56,Back,5605299293,140,36.9,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627187,156,1,1,23,8,12ksg0e6d70senzilsic40fzl,1,37.5,18.5,2025-03-29T14:23:36.045Z,2025-03-29T14:23:37Z,5605299387,56,Back,5605299389,140,31.4,5605299393,212,15.3,5605299391,141,38.9,5605299395,213,2,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627239,157,1,1,23,8,12ksg0e6d70senzilsic40fzl,1,31.4,41.2,2025-03-29T14:23:36.868Z,2025-03-29T14:23:40Z,5605299733,56,Back,5605299741,213,1.42,5605299735,140,33.9,5605299739,212,17.5,5605299737,141,66.6,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627305,158,1,1,23,11,12ksg0e6d70senzilsic40fzl,1,35.2,66.3,2025-03-29T14:23:39.805Z,2025-03-29T14:23:44Z,5605300063,212,13.8,5605300057,56,Back,5605300061,141,46.3,5605300059,140,33.2,5605300065,213,4.56,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627399,159,1,1,23,16,12ksg0e6d70senzilsic40fzl,1,36.9,40.7,2025-03-29T14:23:44.261Z,2025-03-29T14:23:50Z,5605300655,56,Back,5605300663,213,1.62,5605300661,212,17.1,5605300659,141,65.8,5605300657,140,36.1,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627473,160,1,1,23,22,12ksg0e6d70senzilsic40fzl,1,41.8,65.4,2025-03-29T14:23:50.286Z,2025-03-29T14:23:55Z,5605301023,213,4.65,5605301021,212,16,5605301019,141,41.9,5605301017,140,40.8,5605301015,56,Back,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627513,161,1,1,23,27,12ksg0e6d70senzilsic40fzl,1,40.6,41.8,2025-03-29T14:23:55.702Z,2025-03-29T14:23:58Z,5605301175,140,46.8,5605301177,141,37.1,5605301181,212,7.3,5605301173,56,Back,5605301187,213,5.83,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627527,162,1,1,23,30,12ksg0e6d70senzilsic40fzl,0,46.4,37.3,2025-03-29T14:23:58.446Z,2025-03-29T14:23:59Z,5605301265,213,0.57,5605301251,56,Center,5605301263,212,7.6,5605301261,141,43.3,5605301257,140,52.5,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792627519,121,49,1,23,30,1oyc8wvt31xlmocyg7euv40bo,1,46.9,58.2,2025-03-29T14:23:58.451Z,2025-03-29T14:23:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792627537,122,1,1,23,30,1oyc8wvt31xlmocyg7euv40bo,1,46.9,58.2,2025-03-29T14:23:58.787Z,2025-03-29T14:23:59Z,5605301321,213,1.1,5605301313,56,Center,5605301319,212,7.3,5605301317,141,67.8,5605301315,140,50.1,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792627557,123,1,1,23,31,1oyc8wvt31xlmocyg7euv40bo,1,49.7,68.5,2025-03-29T14:23:59.843Z,2025-03-29T14:24:01Z,5605301443,213,3.77,5605301441,212,4.9,5605301435,56,Back,5605301439,141,64.2,5605301437,140,45.9,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792627573,124,1,1,23,33,1oyc8wvt31xlmocyg7euv40bo,0,45.9,63.9,2025-03-29T14:24:01.107Z,2025-03-29T14:24:01Z,5605301487,56,Center,5605301485,155,,5605301491,140,63.9,5605301499,212,19.6,5605301503,213,6.01,5605301495,141,56.1,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792627605,163,1,1,23,35,12ksg0e6d70senzilsic40fzl,0,38.2,47,2025-03-29T14:24:03.678Z,2025-03-29T14:24:04Z,5605301731,141,30.4,5605301725,3,,5605301727,56,Center,5605301733,212,20.2,5605301735,213,5.69,5605301729,140,54.2,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
