id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist,qualifier/18/value,teamName,Position
2792659667,328,1,1,51,44,1oyc8wvt31xlmocyg7euv40bo,1,7.5,46.3,2025-03-29T14:52:12.416Z,2025-03-29T14:52:15Z,5605467599,212,18.5,5605467591,123,,5605467595,140,24,5605467601,213,0.36,5605467597,141,55.8,5605467593,56,Back,,,,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2792659663,341,43,1,51,45,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T14:52:13.860Z,2025-03-29T14:52:26Z,5605468585,144,39,5605467565,249,0,5605467555,22,0,5605467557,17,0,5605467559,56,Center,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792659785,329,1,1,51,47,1oyc8wvt31xlmocyg7euv40bo,1,24.5,55.7,2025-03-29T14:52:15.359Z,2025-03-29T14:52:21Z,5605468141,56,Back,5605468149,213,5.48,5605468143,140,42.2,5605468147,212,26.8,5605468145,141,27.3,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792659865,330,1,1,51,53,1oyc8wvt31xlmocyg7euv40bo,1,54.4,14.1,2025-03-29T14:52:21.583Z,2025-03-29T14:52:25Z,5605468471,140,61.4,5605468469,56,Center,5605468475,212,11.2,5605468477,213,0.85,5605468473,141,26.5,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792659907,331,1,1,51,57,1oyc8wvt31xlmocyg7euv40bo,1,61.4,26.5,2025-03-29T14:52:24.927Z,2025-03-29T14:52:26Z,5605468675,213,3.41,5605468669,140,42.6,5605468667,56,Back,5605468673,212,20.5,5605468671,141,18.6,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792659935,332,1,1,51,58,1oyc8wvt31xlmocyg7euv40bo,1,42.6,18.6,2025-03-29T14:52:26.640Z,2025-03-29T14:52:27Z,5605468835,212,13.7,5605468829,56,Back,5605468837,213,2.08,5605468833,141,36.1,5605468831,140,36.2,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792659963,333,1,1,51,59,1oyc8wvt31xlmocyg7euv40bo,1,36.2,36.1,2025-03-29T14:52:27.711Z,2025-03-29T14:52:28Z,5605468967,213,1.42,5605468963,212,16.4,5605468957,56,Back,5605468961,141,59.9,5605468959,140,38.6,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660013,334,1,1,52,0,1oyc8wvt31xlmocyg7euv40bo,1,38.6,59.9,2025-03-29T14:52:28.735Z,2025-03-29T14:52:31Z,5605469165,56,Back,5605469169,141,81.8,5605469167,140,45.6,5605469171,212,16.6,5605469173,213,1.11,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660109,335,1,1,52,3,1oyc8wvt31xlmocyg7euv40bo,1,48.8,83.8,2025-03-29T14:52:31.071Z,2025-03-29T14:52:37Z,5605469689,140,78.4,5605469693,212,32.5,5605469697,1,,5605469695,213,0.3,5605469687,56,Left,5605469691,141,98,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660133,336,1,1,52,9,1oyc8wvt31xlmocyg7euv40bo,1,92.8,81.5,2025-03-29T14:52:37.647Z,2025-03-29T14:52:39Z,5605469805,212,9.3,5605469807,213,3.28,5605469803,141,79.6,5605469799,56,Left,5605469801,140,84,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660153,337,1,1,52,11,1oyc8wvt31xlmocyg7euv40bo,0,84,79.6,2025-03-29T14:52:39.583Z,2025-03-29T14:52:40Z,5605469895,140,87.8,5605469897,141,51.8,5605469893,56,Center,5605469889,2,,5605469899,212,19.3,5605469891,155,,5605469901,213,4.92,,,,cam37rgi4c0zyddtt7vwwubbp,Nikos Karelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660205,342,12,1,52,14,12ksg0e6d70senzilsic40fzl,1,12.3,47.6,2025-03-29T14:52:42.317Z,2025-03-29T14:52:48Z,5605470119,213,1.04,5605470117,212,38.4,5605470115,141,96.3,5605470145,15,,5605470111,56,Back,5605470113,140,30.9,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660305,338,1,1,52,19,1oyc8wvt31xlmocyg7euv40bo,0,77.5,7.1,2025-03-29T14:52:46.959Z,2025-03-29T14:52:49Z,5605470593,2,,5605470609,213,1.09,5605470597,155,,5605470601,140,89.4,5605470605,212,26.9,5605470599,56,Center,5605470603,141,42.2,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660329,343,1,1,52,20,12ksg0e6d70senzilsic40fzl,1,13.3,60.2,2025-03-29T14:52:48.677Z,2025-03-29T14:52:50Z,5605470681,56,Back,5605470679,3,,5605470689,213,5.64,5605470683,140,31.1,5605470687,212,23.3,5605470739,156,,5605470685,141,39.8,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660397,344,1,1,52,23,12ksg0e6d70senzilsic40fzl,1,30.9,39.4,2025-03-29T14:52:50.950Z,2025-03-29T14:52:52Z,5605470979,140,24.3,5605470983,141,46.6,5605470991,213,2.53,5605470987,212,8.5,5605470973,56,Back,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660443,345,50,1,52,26,12ksg0e6d70senzilsic40fzl,1,28.5,39,2025-03-29T14:52:54.270Z,2025-03-29T16:08:47Z,5605471187,56,Back,5605471189,285,,5605471359,233,339,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660459,339,7,1,52,26,1oyc8wvt31xlmocyg7euv40bo,1,71.5,61,2025-03-29T14:52:54.271Z,2025-03-29T16:08:47Z,5605471281,286,,5605471279,56,Center,5605471319,233,345,,,,,,,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660471,340,49,1,52,28,1oyc8wvt31xlmocyg7euv40bo,1,70.5,69,2025-03-29T14:52:56.319Z,2025-03-29T14:52:56Z,,,,,,,,,,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660501,341,1,1,52,28,1oyc8wvt31xlmocyg7euv40bo,1,70.5,69,2025-03-29T14:52:56.576Z,2025-03-29T14:52:58Z,5605471479,140,71.9,5605471483,141,55.2,5605471475,56,Center,5605471485,212,9.5,5605471487,213,4.87,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660507,342,50,1,52,30,1oyc8wvt31xlmocyg7euv40bo,1,70.2,52.4,2025-03-29T14:52:58.253Z,2025-03-29T14:53:02Z,5605471607,233,346,5605471539,286,,5605471537,56,Center,,,,,,,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660513,346,7,1,52,30,12ksg0e6d70senzilsic40fzl,0,29.8,47.6,2025-03-29T14:52:58.254Z,2025-03-29T14:53:01Z,5605471557,285,,5605471555,56,Back,5605471575,233,342,,,,,,,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660639,343,1,1,52,34,1oyc8wvt31xlmocyg7euv40bo,1,70.6,44.2,2025-03-29T14:53:02.319Z,2025-03-29T14:53:05Z,5605472237,212,24.5,5605472235,141,13.8,5605472233,140,83.2,5605472239,213,5.28,5605472231,56,Right,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660667,344,1,1,52,37,1oyc8wvt31xlmocyg7euv40bo,0,86.9,16.1,2025-03-29T14:53:05.664Z,2025-03-29T14:53:06Z,5605472355,212,4.8,5605472357,213,0.66,5605472351,140,90.5,5605472353,141,20.4,5605472349,56,Right,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660669,347,8,1,52,38,12ksg0e6d70senzilsic40fzl,1,14.4,80.2,2025-03-29T14:53:06.798Z,2025-03-29T14:53:06Z,5605472359,56,Back,,,,,,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660691,348,49,1,52,39,12ksg0e6d70senzilsic40fzl,1,13.1,82.7,2025-03-29T14:53:07.479Z,2025-03-29T14:53:07Z,,,,,,,,,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660837,349,1,1,52,42,12ksg0e6d70senzilsic40fzl,1,16.2,98.7,2025-03-29T14:53:10.430Z,2025-03-29T14:57:09Z,5605473111,141,86.3,5605473113,212,31.4,5605473107,56,Back,5605473109,140,45,5605473115,213,6.01,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660875,345,45,1,52,47,1oyc8wvt31xlmocyg7euv40bo,0,45.4,4.2,2025-03-29T14:53:15.270Z,2025-03-29T15:02:24Z,5605473335,285,,5605473461,233,350,5605473333,56,Back,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660879,350,3,1,52,47,12ksg0e6d70senzilsic40fzl,1,54.6,95.8,2025-03-29T14:53:15.270Z,2025-03-29T15:02:23Z,5605473375,233,345,5605473353,286,,5605473351,56,Left,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660933,351,1,1,52,49,12ksg0e6d70senzilsic40fzl,0,54,93.6,2025-03-29T14:53:17.534Z,2025-03-29T14:53:20Z,5605473629,212,39.7,5605473633,1,,5605473621,155,,5605473627,141,50.6,5605473625,140,79.6,5605473623,56,Center,5605473631,213,5.46,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792660991,346,1,1,52,52,1oyc8wvt31xlmocyg7euv40bo,1,23.3,48.7,2025-03-29T14:53:20.551Z,2025-03-29T14:53:23Z,5605473927,3,,5605473939,141,45.8,5605473943,212,13.5,5605473947,213,3.29,5605473931,56,Back,5605473935,140,10.6,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792660995,347,52,1,52,55,1oyc8wvt31xlmocyg7euv40bo,1,10.6,45.8,2025-03-29T14:53:22.975Z,2025-03-29T14:53:23Z,,,,,,,,,,,,,,,,,,,,,,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2792661093,348,1,1,52,55,1oyc8wvt31xlmocyg7euv40bo,1,10.6,45.8,2025-03-29T14:53:23.423Z,2025-03-29T14:53:28Z,5605474441,123,,5605474449,141,38,5605474443,56,Back,5605474455,213,5.8,5605474445,140,20.2,5605474453,212,11.4,,,,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2792661159,349,1,1,53,0,1oyc8wvt31xlmocyg7euv40bo,1,35.4,34.6,2025-03-29T14:53:28.127Z,2025-03-29T14:53:32Z,5605474755,213,5.63,5605474753,212,17,5605474751,141,19.5,5605474749,140,48.3,5605474747,56,Back,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792661185,350,1,1,53,4,1oyc8wvt31xlmocyg7euv40bo,0,48.3,19.5,2025-03-29T14:53:32.719Z,2025-03-29T14:53:34Z,5605474873,141,14.6,5605474871,140,65.1,5605474875,212,18,5605474869,56,Right,5605474867,155,,5605474877,213,6.1,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792676363,358,61,1,53,8,1oyc8wvt31xlmocyg7euv40bo,1,65.5,3.4,2025-03-29T14:53:35.910Z,2025-03-29T15:04:27Z,5605550691,56,Right,,,,,,,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792661303,352,1,1,53,8,12ksg0e6d70senzilsic40fzl,0,40.4,94.7,2025-03-29T14:53:36.815Z,2025-03-29T14:53:40Z,5605475423,56,Back,5605475431,213,3,5605475425,140,37.7,5605475427,141,95.3,5605475429,212,2.9,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792661955,351,5,1,53,13,1oyc8wvt31xlmocyg7euv40bo,0,66.4,-1.2,2025-03-29T14:53:41.528Z,2025-03-29T14:57:00Z,5605478671,347,,5605478669,56,Right,5605481407,233,353,,,,,,,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792661351,353,5,1,53,13,12ksg0e6d70senzilsic40fzl,1,33.6,101.2,2025-03-29T14:53:41.528Z,2025-03-29T14:56:59Z,5605475667,347,,5605475665,56,Back,5605481335,233,351,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792662245,352,27,1,53,14,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-29T14:53:41.910Z,2025-03-29T15:05:12Z,5605480115,41,Injury,5605490829,233,357,5605480119,53,8hst6awgd2m3z7kxj0bjoj4oa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792663965,357,27,1,53,14,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T14:53:41.910Z,2025-03-29T15:05:15Z,5605490817,233,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792662779,353,28,1,54,1,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-29T14:54:28.910Z,2025-03-29T15:05:01Z,5605490891,233,358,5605482879,55,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792664059,358,28,1,54,1,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T14:54:28.910Z,2025-03-29T15:04:51Z,5605489313,55,357,5605490859,233,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792662851,354,1,1,54,43,12ksg0e6d70senzilsic40fzl,1,31.7,100,2025-03-29T14:55:11.689Z,2025-03-29T14:56:13Z,5605483205,140,48.4,5605483207,141,91.7,5605483203,56,Back,5605483209,212,18.7,5605483211,213,5.92,5605483201,107,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792662917,355,1,1,54,44,12ksg0e6d70senzilsic40fzl,0,47.4,89.7,2025-03-29T14:55:12.314Z,2025-03-29T14:56:37Z,5605483541,155,,5605483549,141,17.3,5605483551,212,58.4,5605483543,196,,5605483555,1,,5605483547,140,77.4,5605483545,56,Right,5605483553,213,5.28,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792662999,355,49,1,54,45,1oyc8wvt31xlmocyg7euv40bo,1,34.4,91.4,2025-03-29T14:55:13.223Z,2025-03-29T14:55:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792663015,356,1,1,54,47,1oyc8wvt31xlmocyg7euv40bo,1,34.4,91.4,2025-03-29T14:55:15.623Z,2025-03-29T14:55:55Z,5605484021,140,43.3,5605484023,141,86.9,5605484027,213,5.97,5605484019,56,Back,5605484025,212,9.8,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792663041,356,30,1,54,57,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T14:55:25.190Z,2025-03-29T14:55:36Z,5605484127,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792663045,357,30,1,54,57,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-29T14:55:25.190Z,2025-03-29T14:55:36Z,5605484133,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792691735,359,32,2,45,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-29T15:10:56.254Z,2025-03-29T15:10:56Z,5605630985,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792691801,360,32,2,45,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-29T15:10:56.254Z,2025-03-29T15:10:57Z,5605631271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792691951,361,1,2,45,0,12ksg0e6d70senzilsic40fzl,1,49.3,50.3,2025-03-29T15:10:56.255Z,2025-03-29T15:11:01Z,5605632049,56,Back,5605632059,141,52.1,5605632061,212,20.7,5605632065,279,S,5605632055,140,29.6,5605632063,213,3.08,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792692059,362,1,2,45,4,12ksg0e6d70senzilsic40fzl,1,29.8,49.4,2025-03-29T15:11:01.028Z,2025-03-29T15:11:03Z,5605632571,141,14.9,5605632573,212,23.9,5605632567,56,Back,5605632569,140,25.3,5605632575,213,4.51,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792692159,363,1,2,45,7,12ksg0e6d70senzilsic40fzl,1,27.2,15,2025-03-29T15:11:03.644Z,2025-03-29T15:11:06Z,5605633059,141,42.1,5605633069,213,1.85,5605633053,140,22.1,5605633049,56,Back,5605633065,212,19.2,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792692257,364,1,2,45,9,12ksg0e6d70senzilsic40fzl,0,22.5,40.9,2025-03-29T15:11:06.157Z,2025-03-29T15:11:08Z,5605633585,212,40.2,5605633587,213,5.92,5605633577,157,,5605633583,141,20,5605633589,1,,5605633579,56,Right,5605633581,140,58.3,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792692277,360,1,2,45,10,1oyc8wvt31xlmocyg7euv40bo,1,26.6,95.4,2025-03-29T15:11:06.685Z,2025-03-29T15:11:08Z,5605633719,140,39,5605633717,56,Back,5605633725,213,5.59,5605633721,141,79.6,5605633723,212,16.9,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792692287,361,49,2,45,12,1oyc8wvt31xlmocyg7euv40bo,1,39,79.6,2025-03-29T15:11:08.717Z,2025-03-29T15:11:09Z,,,,,,,,,,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792692327,362,1,2,45,12,1oyc8wvt31xlmocyg7euv40bo,1,39,79.6,2025-03-29T15:11:09.037Z,2025-03-29T15:11:10Z,5605633989,140,33.8,5605633987,56,Back,5605633991,141,68.8,5605633993,212,9.2,5605633995,213,4.07,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792692451,363,1,2,45,13,1oyc8wvt31xlmocyg7euv40bo,1,33.8,68.5,2025-03-29T15:11:10.061Z,2025-03-29T15:11:13Z,5605634611,56,Center,5605634613,140,59.1,5605634621,213,0.01,5605634615,141,68.7,5605634619,212,26.6,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792692459,364,4,2,45,17,1oyc8wvt31xlmocyg7euv40bo,1,64.8,68,2025-03-29T15:11:13.485Z,2025-03-29T15:56:51Z,5605635215,13,,5605635225,286,,5605635219,295,,5605642581,233,365,5605635223,152,,5605635221,56,Center,,,,,,,cam37rgi4c0zyddtt7vwwubbp,Nikos Karelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792692693,365,4,2,45,17,12ksg0e6d70senzilsic40fzl,0,35.2,32,2025-03-29T15:11:13.486Z,2025-03-29T15:56:51Z,5605636169,152,,5605642699,233,364,5605636167,56,Back,5605636165,295,,5605636171,285,,5605636163,13,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2792693049,365,1,2,45,31,1oyc8wvt31xlmocyg7euv40bo,1,61.1,69.7,2025-03-29T15:11:27.292Z,2025-03-29T15:11:29Z,5605637525,5,,5605637543,212,28.1,5605637545,213,3.56,5605637531,56,Back,5605637529,152,,5605637537,140,36.6,5605637541,141,53,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792693103,366,1,2,45,32,1oyc8wvt31xlmocyg7euv40bo,1,36.6,53,2025-03-29T15:11:29.053Z,2025-03-29T15:11:30Z,5605637815,140,40.9,5605637817,141,72,5605637825,213,1.23,5605637813,56,Back,5605637821,212,13.7,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792693207,367,1,2,45,33,1oyc8wvt31xlmocyg7euv40bo,1,40.7,72,2025-03-29T15:11:30.125Z,2025-03-29T15:11:32Z,5605638287,140,53,5605638299,213,0.82,5605638283,56,Left,5605638289,141,92.3,5605638297,212,18.9,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792693267,368,1,2,45,35,1oyc8wvt31xlmocyg7euv40bo,1,53,92.3,2025-03-29T15:11:32.109Z,2025-03-29T15:11:33Z,5605638575,56,Left,5605638579,141,81.1,5605638581,212,8,5605638577,140,55.2,5605638583,213,5.01,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2792693329,369,1,2,45,37,1oyc8wvt31xlmocyg7euv40bo,1,55.2,81.1,2025-03-29T15:11:33.500Z,2025-03-29T15:11:35Z,5605638983,140,40.4,5605638981,56,Back,5605638987,141,71.2,5605638989,212,16.9,5605638993,213,3.55,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
