id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/15/value,teamName,Position
2795004155,164,1,1,21,13,9eqjks8amwm1ycytsoi7xld25,1,21.7,59.6,2025-04-02T14:21:33.725Z,2025-04-02T14:21:35Z,5618319979,140,36.5,5618319983,212,18.5,5618319977,56,Back,5618319985,213,5.71,5618319981,141,44.9,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004159,165,49,1,21,15,9eqjks8amwm1ycytsoi7xld25,1,36.5,44.9,2025-04-02T14:21:35.709Z,2025-04-02T14:21:36Z,,,,,,,,,,,,,,,,,,,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004163,166,1,1,21,15,9eqjks8amwm1ycytsoi7xld25,1,36.5,44.9,2025-04-02T14:21:35.836Z,2025-04-02T14:21:36Z,5618320017,212,18,5618320019,213,6.02,5618320015,141,37.9,5618320013,140,53,5618320011,56,Center,,,,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004173,167,1,1,21,16,9eqjks8amwm1ycytsoi7xld25,1,53,37.9,2025-04-02T14:21:36.813Z,2025-04-02T14:21:38Z,5618320063,56,Back,5618320069,212,13.4,5618320071,213,2.04,5618320065,140,47.2,5618320067,141,55.5,,,,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004175,168,1,1,21,17,9eqjks8amwm1ycytsoi7xld25,1,47.2,55.5,2025-04-02T14:21:38.044Z,2025-04-02T14:21:38Z,5618320077,56,Back,5618320085,213,3.18,5618320081,141,54.8,5618320079,140,35.8,5618320083,212,12,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004189,169,1,1,21,18,9eqjks8amwm1ycytsoi7xld25,1,35.8,54.8,2025-04-02T14:21:38.685Z,2025-04-02T14:21:42Z,5618320175,56,Back,5618320181,212,30.7,5618320183,213,4.84,5618320179,141,10,5618320177,140,39.5,,,,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004225,170,1,1,21,22,9eqjks8amwm1ycytsoi7xld25,1,48.1,8.2,2025-04-02T14:21:42.829Z,2025-04-02T14:21:49Z,5618320355,212,15.1,5618320351,140,60.4,5618320349,56,Right,5618320357,213,0.55,5618320353,141,19.8,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004233,171,1,1,21,28,9eqjks8amwm1ycytsoi7xld25,1,61.9,7.3,2025-04-02T14:21:48.941Z,2025-04-02T14:21:50Z,5618320411,56,Right,5618320413,140,64.9,5618320415,141,1.6,5618320417,212,5,5618320419,213,5.39,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004245,172,1,1,21,30,9eqjks8amwm1ycytsoi7xld25,1,64.9,1.6,2025-04-02T14:21:50.669Z,2025-04-02T14:21:52Z,5618320489,56,Right,5618320493,141,0.7,5618320497,213,6.15,5618320491,140,69.2,5618320495,212,4.6,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004271,173,1,1,21,31,9eqjks8amwm1ycytsoi7xld25,1,69.2,0.7,2025-04-02T14:21:52.589Z,2025-04-02T14:21:56Z,5618320595,56,Right,5618320599,141,2.2,5618320603,213,3.02,5618320597,140,61.3,5618320601,212,8.4,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004281,174,1,1,21,35,9eqjks8amwm1ycytsoi7xld25,1,61.6,4.3,2025-04-02T14:21:56.253Z,2025-04-02T14:21:58Z,5618320627,155,,5618320633,141,15.2,5618320637,213,0.44,5618320629,56,Right,5618320631,140,76.5,5618320635,212,17.3,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004299,175,1,1,21,37,9eqjks8amwm1ycytsoi7xld25,1,82.2,14.3,2025-04-02T14:21:58.589Z,2025-04-02T14:22:01Z,5618320735,212,9.6,5618320731,140,75.5,5618320737,213,3.89,5618320729,56,Right,5618320733,141,4.7,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004311,176,1,1,21,40,9eqjks8amwm1ycytsoi7xld25,1,75.5,4.7,2025-04-02T14:22:01.150Z,2025-04-02T14:22:05Z,5618320809,140,87.9,5618320815,213,0.82,5618320811,141,25.2,5618320813,212,19.1,5618320807,56,Center,5618320805,155,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004321,177,1,1,21,44,9eqjks8amwm1ycytsoi7xld25,1,99,19.2,2025-04-02T14:22:05.502Z,2025-04-02T14:22:07Z,5618320859,213,3.86,5618320857,212,15,5618320855,141,4.7,5618320851,56,Right,5618320853,140,88.2,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004331,178,3,1,21,46,9eqjks8amwm1ycytsoi7xld25,1,89,5.6,2025-04-02T14:22:07.501Z,2025-04-02T15:59:09Z,5618320887,56,Right,5618320891,286,,5618320893,233,182,,,,,,,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004325,182,45,1,21,46,12ksg0e6d70senzilsic40fzl,0,11,94.4,2025-04-02T14:22:07.501Z,2025-04-02T15:59:09Z,5618320871,56,Back,5618320873,285,,5618320909,233,178,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004343,179,1,1,21,48,9eqjks8amwm1ycytsoi7xld25,1,94.5,12.9,2025-04-02T14:22:08.750Z,2025-04-02T14:22:11Z,5618320975,213,2.41,5618320971,141,22.8,5618320967,56,Center,5618320973,212,10,5618320969,140,87.4,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004351,180,1,1,21,50,9eqjks8amwm1ycytsoi7xld25,1,89.5,19.7,2025-04-02T14:22:11.149Z,2025-04-02T14:22:12Z,5618321015,56,Right,5618321023,213,4.09,5618321021,212,8.9,5618321019,141,9.1,5618321017,140,84.6,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004363,181,1,1,21,51,9eqjks8amwm1ycytsoi7xld25,0,84.6,9.1,2025-04-02T14:22:12.493Z,2025-04-02T14:22:13Z,5618321087,213,1.46,5618321079,56,Center,5618321085,212,20.4,5618321083,141,38.9,5618321081,140,86.8,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004431,183,12,1,21,53,12ksg0e6d70senzilsic40fzl,1,13.5,53.3,2025-04-02T14:22:14.383Z,2025-04-02T14:22:30Z,5618321557,212,68.5,5618321559,213,0.42,5618321555,141,94.1,5618321551,56,Left,5618321553,140,73.1,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004409,182,1,1,22,0,9eqjks8amwm1ycytsoi7xld25,1,32.8,9.2,2025-04-02T14:22:20.781Z,2025-04-02T14:22:26Z,5618321387,212,28.5,5618321381,56,Back,5618321385,141,40.9,5618321389,213,2.29,5618321383,140,15,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004415,183,1,1,22,5,9eqjks8amwm1ycytsoi7xld25,1,13.8,42.4,2025-04-02T14:22:25.982Z,2025-04-02T14:22:27Z,5618321455,212,37.7,5618321451,140,35.4,5618321457,213,0.92,5618321449,56,Back,5618321453,141,86.6,5618321447,157,,5618321459,1,,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2795004421,184,1,1,22,6,9eqjks8amwm1ycytsoi7xld25,0,35.4,86.6,2025-04-02T14:22:27.262Z,2025-04-02T14:22:29Z,5618321503,56,Back,5618321505,140,44.5,5618321509,212,29.6,5618321511,213,5.04,5618321507,141,45.4,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004433,184,49,1,22,9,12ksg0e6d70senzilsic40fzl,1,56.4,47.9,2025-04-02T14:22:30.231Z,2025-04-02T14:22:30Z,,,,,,,,,,,,,,,,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004437,185,1,1,22,9,12ksg0e6d70senzilsic40fzl,1,56.4,47.9,2025-04-02T14:22:30.584Z,2025-04-02T14:22:31Z,5618321583,56,Center,5618321589,212,10.5,5618321585,140,58.9,5618321591,213,1.32,5618321587,141,62.9,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004445,186,1,1,22,10,12ksg0e6d70senzilsic40fzl,1,58.9,62.9,2025-04-02T14:22:31.624Z,2025-04-02T14:22:34Z,5618321653,141,56.3,5618321655,212,5.5,5618321651,140,55.8,5618321649,56,Center,5618321657,213,4.08,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004449,187,61,1,22,14,12ksg0e6d70senzilsic40fzl,0,56.2,58.2,2025-04-02T14:22:34.816Z,2025-04-02T14:23:03Z,5618321665,56,Center,,,,,,,,,,,,,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004461,185,4,1,22,17,9eqjks8amwm1ycytsoi7xld25,1,43,33.2,2025-04-02T14:22:38.167Z,2025-04-02T14:22:46Z,5618321859,265,,5618321861,286,,5618321853,13,,5618321863,233,188,5618321857,152,,5618321855,56,Back,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004459,188,4,1,22,17,12ksg0e6d70senzilsic40fzl,0,57,66.8,2025-04-02T14:22:38.168Z,2025-04-02T14:22:47Z,5618321779,285,,5618321869,233,185,5618321777,265,,5618321773,56,Center,5618321771,13,,5618321775,152,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004801,186,1,1,23,27,9eqjks8amwm1ycytsoi7xld25,1,45.9,54.8,2025-04-02T14:23:47.856Z,2025-04-02T14:23:51Z,5618323819,140,39,5618323821,141,17.6,5618323825,213,4.43,5618323813,5,,5618323817,56,Back,5618323823,212,26.3,5618323815,152,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004827,187,1,1,23,29,9eqjks8amwm1ycytsoi7xld25,1,39,17.6,2025-04-02T14:23:50.328Z,2025-04-02T15:01:38Z,5618323985,213,0.41,5618323981,141,28.8,5618323977,56,Center,5618323983,212,19,5618323979,140,55.6,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004833,188,1,1,23,30,9eqjks8amwm1ycytsoi7xld25,0,60.5,9,2025-04-02T14:23:50.913Z,2025-04-02T14:24:37Z,5618324017,56,Right,5618324019,140,78.1,5618324025,213,5.9,5618324021,141,0,5618324023,212,19.9,,,,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004835,189,5,1,23,31,9eqjks8amwm1ycytsoi7xld25,0,71.8,-0.9,2025-04-02T14:23:52.435Z,2025-04-02T14:33:12Z,5618324357,233,189,5618324031,56,Right,5618324033,347,,,,,,,,,,,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795004885,189,5,1,23,31,12ksg0e6d70senzilsic40fzl,1,28.2,100.9,2025-04-02T14:23:52.435Z,2025-04-02T14:33:11Z,5618324347,233,189,5618324317,56,Back,5618324319,347,,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004899,190,1,1,23,42,12ksg0e6d70senzilsic40fzl,1,27.2,100,2025-04-02T14:24:03.082Z,2025-04-02T14:24:04Z,5618324393,141,85.7,5618324389,56,Back,5618324395,212,11,5618324391,140,24.5,5618324387,107,,5618324397,213,4.45,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004907,191,1,1,23,43,12ksg0e6d70senzilsic40fzl,1,24.5,85.7,2025-04-02T14:24:04.258Z,2025-04-02T14:24:06Z,5618324449,141,97.7,5618324451,212,9.8,5618324447,140,29.6,5618324453,213,0.99,5618324445,56,Back,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004933,192,1,1,23,45,12ksg0e6d70senzilsic40fzl,1,28.3,98.3,2025-04-02T14:24:06.362Z,2025-04-02T14:24:10Z,5618324577,213,3.45,5618324569,56,Back,5618324573,141,90.5,5618324571,140,12.5,5618324575,212,17.4,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004955,193,1,1,23,49,12ksg0e6d70senzilsic40fzl,1,17.7,96.9,2025-04-02T14:24:10.259Z,2025-04-02T14:24:14Z,5618324669,213,6.2,5618324667,212,31.2,5618324661,56,Back,5618324663,140,47.3,5618324665,141,93,5618324659,155,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004967,194,1,1,23,53,12ksg0e6d70senzilsic40fzl,0,46.7,90.2,2025-04-02T14:24:14.410Z,2025-04-02T14:24:15Z,5618324705,140,48.5,5618324703,56,Back,5618324709,212,15.1,5618324711,213,4.84,5618324707,141,68.1,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795004973,190,49,1,23,55,9eqjks8amwm1ycytsoi7xld25,1,51,25.3,2025-04-02T14:24:16.033Z,2025-04-02T14:24:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005027,191,1,1,23,57,9eqjks8amwm1ycytsoi7xld25,0,54.2,33,2025-04-02T14:24:17.762Z,2025-04-02T14:24:25Z,5618324971,141,4.9,5618324975,213,5.91,5618324965,155,,5618324967,56,Right,5618324977,1,,5618324973,212,52.8,5618324969,140,100,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005033,192,5,1,24,4,9eqjks8amwm1ycytsoi7xld25,0,100.9,4.5,2025-04-02T14:24:25.635Z,2025-04-02T14:33:12Z,5618325003,346,,5618325001,56,Right,5618325361,233,195,,,,,,,,,,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005089,195,5,1,24,4,12ksg0e6d70senzilsic40fzl,1,-0.9,95.5,2025-04-02T14:24:25.635Z,2025-04-02T14:33:12Z,5618325351,233,192,5618325325,346,,5618325321,56,Back,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005097,196,1,1,24,18,12ksg0e6d70senzilsic40fzl,1,5.2,57.5,2025-04-02T14:24:39.211Z,2025-04-02T14:24:47Z,5618325415,140,20.5,5618325411,124,,5618325417,141,29.8,5618325413,56,Back,5618325425,237,,5618325421,213,5.42,5618325585,189,,5618325419,212,24.8,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2795005103,197,1,1,24,19,12ksg0e6d70senzilsic40fzl,1,20.5,29.8,2025-04-02T14:24:40.283Z,2025-04-02T14:24:52Z,5618325459,56,Back,5618325461,140,27.5,5618325465,212,19,5618325467,213,5.11,5618325463,141,4,5618325657,189,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005127,198,1,1,24,21,12ksg0e6d70senzilsic40fzl,1,27.5,4,2025-04-02T14:24:42.059Z,2025-04-02T14:24:47Z,5618325573,212,19.2,5618325569,140,22.8,5618325575,213,1.83,5618325571,141,31.3,5618325567,56,Back,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005135,199,1,1,24,27,12ksg0e6d70senzilsic40fzl,1,22.8,31.3,2025-04-02T14:24:48.083Z,2025-04-02T14:24:52Z,5618325649,141,74.8,5618325651,212,29.7,5618325647,140,25.5,5618325653,213,1.48,5618325645,56,Back,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005153,200,1,1,24,32,12ksg0e6d70senzilsic40fzl,1,25.5,74.8,2025-04-02T14:24:53.315Z,2025-04-02T14:24:55Z,5618325755,213,4.8,5618325751,141,42.7,5618325749,140,27.3,5618325753,212,21.9,5618325747,56,Back,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005167,201,1,1,24,34,12ksg0e6d70senzilsic40fzl,1,27.4,43.1,2025-04-02T14:24:55.371Z,2025-04-02T14:24:57Z,5618325823,56,Back,5618325831,213,1.68,5618325829,212,19.8,5618325825,140,25.4,5618325827,141,72.1,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005177,202,1,1,24,36,12ksg0e6d70senzilsic40fzl,1,25.4,72.1,2025-04-02T14:24:57.307Z,2025-04-02T14:25:01Z,5618325915,212,16.7,5618325913,141,92,5618325911,140,34.7,5618325909,56,Back,5618325917,213,0.95,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005187,203,1,1,24,40,12ksg0e6d70senzilsic40fzl,1,36.8,88.9,2025-04-02T14:25:00.996Z,2025-04-02T14:25:03Z,5618325967,141,79.9,5618325965,140,58.9,5618325971,213,6.03,5618325969,212,24,5618325963,56,Left,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005191,204,61,1,24,42,12ksg0e6d70senzilsic40fzl,0,58.4,80.8,2025-04-02T14:25:03.324Z,2025-04-02T14:25:03Z,5618325975,56,Left,,,,,,,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005197,193,61,1,24,44,9eqjks8amwm1ycytsoi7xld25,1,57.4,13.5,2025-04-02T14:25:05.431Z,2025-04-02T14:25:05Z,5618326007,56,Right,,,,,,,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005203,194,49,1,24,46,9eqjks8amwm1ycytsoi7xld25,1,50.6,10,2025-04-02T14:25:06.820Z,2025-04-02T14:25:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005211,195,1,1,24,46,9eqjks8amwm1ycytsoi7xld25,1,50.6,10,2025-04-02T14:25:06.978Z,2025-04-02T14:25:08Z,5618326077,141,31.2,5618326069,56,Back,5618326079,212,15.1,5618326083,213,1.88,5618326073,140,46.2,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005213,196,4,1,24,47,9eqjks8amwm1ycytsoi7xld25,1,47.2,33.4,2025-04-02T14:25:08.580Z,2025-04-02T14:33:04Z,5618326139,152,,5618326141,265,,5618326135,13,,5618326233,233,205,5618326143,286,,5618326137,56,Back,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005215,205,4,1,24,47,12ksg0e6d70senzilsic40fzl,0,52.8,66.6,2025-04-02T14:25:08.581Z,2025-04-02T14:33:04Z,5618326229,265,,5618326249,233,196,5618326223,13,,5618326231,285,,5618326227,152,,5618326225,56,Center,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795005303,197,1,1,25,6,9eqjks8amwm1ycytsoi7xld25,1,52.5,27.6,2025-04-02T14:25:27.091Z,2025-04-02T14:25:28Z,5618326659,5,,5618326675,189,,5618326671,213,5.28,5618326661,152,,5618326665,140,61.2,5618326667,141,6.7,5618326663,56,Right,5618326669,212,16.9,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005317,198,1,1,25,8,9eqjks8amwm1ycytsoi7xld25,1,61.2,6.7,2025-04-02T14:25:29.299Z,2025-04-02T14:25:32Z,5618326739,141,4.9,5618326743,213,3.21,5618326741,212,17.8,5618326737,140,44.3,5618326735,56,Back,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005321,199,1,1,25,12,9eqjks8amwm1ycytsoi7xld25,1,44.1,5,2025-04-02T14:25:32.835Z,2025-04-02T14:25:34Z,5618326767,141,11.9,5618326765,140,54.2,5618326771,213,0.42,5618326769,212,11.6,5618326763,56,Right,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005323,200,1,1,25,13,9eqjks8amwm1ycytsoi7xld25,1,54.2,11.9,2025-04-02T14:25:34.004Z,2025-04-02T14:25:35Z,5618326781,212,9.2,5618326783,213,3.54,5618326775,56,Back,5618326777,140,46.1,5618326779,141,6.7,,,,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005335,201,1,1,25,14,9eqjks8amwm1ycytsoi7xld25,1,46.1,7.3,2025-04-02T14:25:35.251Z,2025-04-02T14:25:38Z,5618326867,1,,5618326861,141,54.5,5618326863,212,36.7,5618326857,56,Back,5618326865,213,2.08,5618326859,140,29.2,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005371,202,1,1,25,17,9eqjks8amwm1ycytsoi7xld25,1,29.2,54.5,2025-04-02T14:25:37.988Z,2025-04-02T14:25:42Z,5618327043,140,35.9,5618327049,213,1.22,5618327045,141,83.2,5618327041,56,Back,5618327047,212,20.7,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005385,203,1,1,25,21,9eqjks8amwm1ycytsoi7xld25,1,52.3,84.7,2025-04-02T14:25:42.436Z,2025-04-02T14:25:46Z,5618327119,140,57.7,5618327117,56,Center,5618327121,141,68.1,5618327123,212,12.6,5618327125,213,5.18,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795005389,204,4,1,25,26,9eqjks8amwm1ycytsoi7xld25,1,65.7,56,2025-04-02T14:25:46.740Z,2025-04-02T14:33:04Z,5618327251,295,,5618327255,152,,5618327249,13,,5618327257,286,,5618327253,56,Center,5618327271,233,206,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
