id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,teamName
2773057187,1,34,16,0,0,7xo09xnh3y03lyai6azr77fo0,1,0,0,2025-02-07T12:58:01.125Z,2025-02-07T12:58:03Z,5498227753,197,21981,5498227747,130,8,5498227751,194,awmnvgz0piarvn8o7b7zk57f9,5498227745,59,"1, 22, 77, 6, 12, 4, 10, 13, 14, 15, 18, 2, 3, 11, 16, 17, 19, 23, 29, 32",5498227741,30,"f1tuc3g6x0bvykbf3l6kckhnu, 27cg2gd6m8m4cw75j37dquxud, 31a4sn8saxhfnh57j7c1yy2ac, cmipqs8kvp9fztc1ekgzlwogl, dq2edinn9zcsx9ztdmkw33l61, awmnvgz0piarvn8o7b7zk57f9, xm1pai2cllklkwkgpb7n5mmt, 6vak9npg73k6di2oagxg8ttgq, 8dzeq723volchfye1smryolt6, dq03xoo08fyces9h371x0ce1g, d2ouk806csxbamwjbwlxwi92i, dpg6dskbwuf9die5imz7z1y7e, 6ariy9j4fdbyhn54pldheaz56, e41kyipdxjy3gkni3idz31mac, 6gu13e7x453t0lhnmz1gfr2tw, 989i9o2rat334wwkdlqssejh0, 5g8572gxi73ztuk13kttx9b84, 8e7tqocxsueniln7rzsy2l46i, 1gvtrxfn3vt9ddiextvtjicd0, 1ctlomg9lmbz9y86xgonquvsa",5498227755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5498227743,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5498227749,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773057307,1,34,16,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-02-07T12:59:00.355Z,2025-02-07T14:03:22Z,5498228367,197,20562,5498228365,194,4caacpozfluk9p6ljrkzzo8o9,5498228359,59,"1, 3, 27, 8, 5, 4, 7, 21, 28, 10, 29, 11, 13, 16, 20, 32, 33, 36, 77, 92",5498228363,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5498228361,130,8,5498228369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5498228357,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5498228355,30,"911ma7mry52gxar14xb0wrkkp, 8uo53q5n2lt81faxntpfsj0q2, ds9i23kxqerve1nqc9l2vlsk, 6n6x88fmmeybwkr6nt8djmac5, easkhb7p76ltpwpqkntmcu6ll, 8jagdiyhimgmuz0ku5mm1266t, 4caacpozfluk9p6ljrkzzo8o9, 8ivkc4eqlrtucjitvl8fcgu6t, 2c5ua7pkk2ty91mbbyghs3w9g, 7t90qi8vml1rdscbbwy0wbuuh, uuh0y713rzg940ai1bjs08ut, 380ubomb76m0img8g2dfwx7mx, dh1cktmvz3s0ynf3gv6u6hy39, 6wycqyl2ra8kyopmew3thk3ys, jewe7em2j8u4bw7xxbucebbp, 6m3zkoyii9xid73vbjzks5x0q, ewsvhfqhdx59yl2ui9wkxwez9, 46imbd3n5ksawlc59rxd6ymwa, 4plzgtpytfv010gs2lqantjbo, cmr1iot1ws3kzxkwu0pl5gb9w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064645,2,32,1,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-02-07T14:00:37.198Z,2025-02-07T14:00:37Z,5498272157,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064653,2,32,1,0,0,7xo09xnh3y03lyai6azr77fo0,1,0,0,2025-02-07T14:00:37.198Z,2025-02-07T14:00:39Z,5498272209,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064717,3,1,1,0,0,7xo09xnh3y03lyai6azr77fo0,1,49.9,49.6,2025-02-07T14:00:37.199Z,2025-02-07T14:03:18Z,5498272549,279,S,5498272547,213,2.9,5498272545,212,17,5498272539,56,Back,5498272543,141,55.7,5498272541,140,34.2,,,,,,,6vak9npg73k6di2oagxg8ttgq,Muthu Mayakkannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064725,4,1,1,0,3,7xo09xnh3y03lyai6azr77fo0,1,35.5,53.4,2025-02-07T14:00:40.713Z,2025-02-07T14:03:34Z,5498272575,56,Center,5498272577,140,54.3,5498272581,212,19.8,5498272583,213,0.07,5498272579,141,55.5,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064867,13,43,1,0,5,7xo09xnh3y03lyai6azr77fo0,1,0,0,2025-02-07T14:00:43.039Z,2025-02-07T14:03:57Z,5498273415,157,0,5498275327,144,1,5498273417,56,Center,5498273425,213,0.11,5498273427,1,0,5498273419,140,71.2,5498273423,212,36.1,5498273421,141,62.4,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064729,5,1,1,0,7,7xo09xnh3y03lyai6azr77fo0,0,55.2,62.2,2025-02-07T14:00:44.619Z,2025-02-07T14:04:51Z,5498272599,56,Center,5498272607,213,0.43,5498272605,212,9,5498272601,140,63,5498272603,141,67.7,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Muthu Mayakkannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064731,3,49,1,0,10,1oyc8wvt31xlmocyg7euv40bo,1,20.6,27.9,2025-02-07T14:00:47.923Z,2025-02-07T14:05:25Z,,,,,,,,,,,,,,,,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064733,4,1,1,0,10,1oyc8wvt31xlmocyg7euv40bo,1,20.6,27.9,2025-02-07T14:00:48.033Z,2025-02-07T14:05:27Z,5498272621,213,5.68,5498272619,212,17.8,5498272617,141,13.1,5498272615,140,34.6,5498272613,56,Back,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064737,5,1,1,0,11,1oyc8wvt31xlmocyg7euv40bo,1,34.6,13.1,2025-02-07T14:00:48.641Z,2025-02-07T14:05:44Z,5498272641,140,36.4,5498272643,141,25,5498272639,56,Back,5498272647,213,1.34,5498272645,212,8.3,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773065553,54,61,1,0,13,1oyc8wvt31xlmocyg7euv40bo,0,38,16.8,2025-02-07T14:00:50.699Z,2025-02-07T14:05:39Z,5498277089,56,Back,,,,,,,,,,,,,,,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064749,6,5,1,0,13,7xo09xnh3y03lyai6azr77fo0,1,61.2,101.2,2025-02-07T14:00:50.775Z,2025-02-07T14:35:03Z,5498277159,233,55,5498272703,56,Left,5498272705,347,,,,,,,,,,,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773065559,55,5,1,0,13,1oyc8wvt31xlmocyg7euv40bo,0,38.8,-1.2,2025-02-07T14:00:50.775Z,2025-02-07T14:35:04Z,5498277121,347,,5498277119,56,Back,5498277173,233,6,,,,,,,,,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064745,6,43,1,0,15,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-02-07T14:00:52.257Z,2025-02-07T14:01:27Z,5498272685,347,0,5498272683,56,Back,5498272965,144,5,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064753,7,1,1,0,26,7xo09xnh3y03lyai6azr77fo0,1,58.4,100,2025-02-07T14:01:03.462Z,2025-02-07T14:01:06Z,5498272735,140,35.4,5498272737,141,87.7,5498272731,107,,5498272733,56,Back,5498272743,1,,5498272741,213,3.51,5498272739,212,25.9,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064761,8,1,1,0,29,7xo09xnh3y03lyai6azr77fo0,1,33.7,79.7,2025-02-07T14:01:06.697Z,2025-02-07T14:01:10Z,5498272791,140,39.3,5498272793,141,49.3,5498272795,212,21.5,5498272797,213,4.99,5498272789,56,Back,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Michel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064767,9,1,1,0,33,7xo09xnh3y03lyai6azr77fo0,0,42.5,45.9,2025-02-07T14:01:10.759Z,2025-02-07T14:01:14Z,5498272839,212,67.3,5498272841,213,5.87,5498272843,1,,5498272833,56,Right,5498272831,155,,5498272837,141,5.8,5498272835,140,100,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064795,7,5,1,0,37,1oyc8wvt31xlmocyg7euv40bo,1,-1,92.2,2025-02-07T14:01:14.478Z,2025-02-07T14:35:04Z,5498273345,233,10,5498272971,56,Back,5498272973,346,,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064853,10,5,1,0,37,7xo09xnh3y03lyai6azr77fo0,0,101,7.8,2025-02-07T14:01:14.478Z,2025-02-07T14:35:04Z,5498273331,56,Right,5498273359,233,7,5498273335,346,,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064797,8,1,1,0,52,1oyc8wvt31xlmocyg7euv40bo,1,5,63,2025-02-07T14:01:29.859Z,2025-02-07T14:01:31Z,5498272977,56,Back,5498272975,124,,5498272989,237,,5498272979,140,30.2,5498272985,213,6.19,5498272981,141,59.4,5498272983,212,26.6,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773065731,58,1,1,0,53,1oyc8wvt31xlmocyg7euv40bo,1,25.2,35.7,2025-02-07T14:01:30.610Z,2025-02-07T14:06:33Z,5498278029,141,45.1,5498278031,212,6.6,5498278025,56,Back,5498278027,140,26.9,5498278033,213,1.3,,,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064799,9,1,1,0,54,1oyc8wvt31xlmocyg7euv40bo,1,30.2,59.4,2025-02-07T14:01:31.202Z,2025-02-07T14:01:31Z,5498272999,213,3.9,5498272993,140,10,5498272991,56,Back,5498272995,141,29.7,5498272997,212,29.3,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064803,10,1,1,0,54,1oyc8wvt31xlmocyg7euv40bo,1,10,29.7,2025-02-07T14:01:31.842Z,2025-02-07T14:01:33Z,5498273011,141,8,5498273013,212,23.6,5498273009,140,27.5,5498273007,56,Back,5498273015,213,5.61,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064813,11,1,1,0,56,1oyc8wvt31xlmocyg7euv40bo,1,29.2,11.6,2025-02-07T14:01:33.746Z,2025-02-07T14:01:36Z,5498273059,141,51.9,5498273055,56,Back,5498273057,140,22.2,5498273061,212,28.4,5498273063,213,1.83,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia (Hmingthanmawia Ralte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064821,12,1,1,0,58,1oyc8wvt31xlmocyg7euv40bo,1,22.2,51.9,2025-02-07T14:01:36.114Z,2025-02-07T14:01:40Z,5498273131,140,25.4,5498273133,141,73.5,5498273129,56,Back,5498273135,212,15.1,5498273137,213,1.35,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064823,13,1,1,1,3,1oyc8wvt31xlmocyg7euv40bo,1,27.9,67.8,2025-02-07T14:01:40.882Z,2025-02-07T14:11:44Z,5498273151,141,50.1,5498273147,56,Back,5498273153,212,12.1,5498273149,140,28.5,5498273155,213,4.76,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064831,14,1,1,1,6,1oyc8wvt31xlmocyg7euv40bo,1,28.5,50.1,2025-02-07T14:01:43.634Z,2025-02-07T14:01:48Z,5498273213,140,26.9,5498273211,56,Back,5498273215,141,16.7,5498273217,212,22.8,5498273219,213,4.64,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064833,15,1,1,1,10,1oyc8wvt31xlmocyg7euv40bo,1,26.9,16.7,2025-02-07T14:01:47.955Z,2025-02-07T14:01:49Z,5498273229,141,5.8,5498273233,213,5.67,5498273227,140,37,5498273231,212,12.9,5498273225,56,Back,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064841,16,1,1,1,11,1oyc8wvt31xlmocyg7euv40bo,1,37,5.8,2025-02-07T14:01:49.042Z,2025-02-07T14:12:19Z,5498273279,141,15.3,5498273275,56,Back,5498273281,212,25.8,5498273277,140,13.2,5498273283,213,2.89,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064847,17,1,1,1,16,1oyc8wvt31xlmocyg7euv40bo,0,21.6,15,2025-02-07T14:01:53.778Z,2025-02-07T14:01:57Z,5498273321,1,,5498273309,155,,5498273319,213,6.21,5498273315,141,9.7,5498273317,212,51.7,5498273311,56,Right,5498273313,140,70.7,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064855,11,12,1,1,19,7xo09xnh3y03lyai6azr77fo0,1,29.4,90.1,2025-02-07T14:01:56.899Z,2025-02-07T14:33:11Z,5498273349,56,Back,5498273355,212,7.8,5498273357,213,1.6,5498273379,167,,5498273353,141,100,5498273393,15,,5498273351,140,29.2,,,,awmnvgz0piarvn8o7b7zk57f9,Michel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064857,12,5,1,1,20,7xo09xnh3y03lyai6azr77fo0,0,28.3,101.6,2025-02-07T14:01:57.522Z,2025-02-07T14:35:05Z,5498273365,347,,5498273463,233,18,5498273363,56,Back,,,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Michel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064873,18,5,1,1,20,1oyc8wvt31xlmocyg7euv40bo,1,71.7,-1.6,2025-02-07T14:01:57.522Z,2025-02-07T14:35:04Z,5498273449,347,,5498273447,56,Right,5498273459,233,12,,,,,,,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064903,19,1,1,1,43,1oyc8wvt31xlmocyg7euv40bo,1,73.3,0,2025-02-07T14:02:20.996Z,2025-02-07T14:02:22Z,5498273641,1,,5498273639,213,0.93,5498273629,107,,5498273635,141,26.2,5498273637,212,23.6,5498273631,56,Center,5498273633,140,86.7,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia (Hmingthanmawia Ralte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064905,20,1,1,1,44,1oyc8wvt31xlmocyg7euv40bo,0,87.1,26.1,2025-02-07T14:02:21.852Z,2025-02-07T14:33:11Z,5498273649,141,34.5,5498273645,56,Center,5498273647,140,83.3,5498273651,212,7,5498273653,213,2.18,,,,,,,,,,2c5ua7pkk2ty91mbbyghs3w9g,Ayush Chhikara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064907,14,1,1,1,45,7xo09xnh3y03lyai6azr77fo0,1,13.6,80.2,2025-02-07T14:02:22.758Z,2025-02-07T14:14:52Z,5498273655,56,Back,5498273657,140,15,5498273661,212,5.8,5498273663,213,4.97,5498273659,141,71.9,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064909,15,49,1,1,46,7xo09xnh3y03lyai6azr77fo0,1,15,70.9,2025-02-07T14:02:23.680Z,2025-02-07T14:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064919,16,1,1,1,48,7xo09xnh3y03lyai6azr77fo0,0,15,70.9,2025-02-07T14:02:25.227Z,2025-02-07T14:02:26Z,5498273729,213,6.08,5498273731,1,,5498273721,56,Back,5498273723,140,48.9,5498273719,157,,5498273727,212,36.4,5498273725,141,59.9,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064925,21,1,1,1,50,1oyc8wvt31xlmocyg7euv40bo,1,52.2,47.8,2025-02-07T14:02:27.299Z,2025-02-07T14:02:29Z,5498273763,212,17.8,5498273761,141,36.4,5498273767,1,,5498273765,213,5.83,5498273759,140,67.5,5498273757,56,Center,5498273755,157,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064927,22,1,1,1,51,1oyc8wvt31xlmocyg7euv40bo,0,67.5,36.4,2025-02-07T14:02:28.883Z,2025-02-07T14:02:29Z,5498273777,140,82,5498273775,56,Center,5498273773,168,,5498273771,3,,5498273781,212,15.2,5498273783,213,0.01,5498273779,141,36.7,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064937,17,1,1,1,52,7xo09xnh3y03lyai6azr77fo0,1,21.6,63.1,2025-02-07T14:02:30.008Z,2025-02-07T14:02:32Z,5498273833,212,18.2,5498273831,141,45.6,5498273835,213,5.57,5498273837,1,,5498273829,140,34.7,5498273827,56,Back,5498273825,157,,,,,awmnvgz0piarvn8o7b7zk57f9,Michel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064941,18,44,1,1,54,7xo09xnh3y03lyai6azr77fo0,1,37.4,40.1,2025-02-07T14:02:31.976Z,2025-02-07T14:33:09Z,5498273865,233,23,5498273843,285,,5498273841,56,Back,,,,,,,,,,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064945,23,44,1,1,54,1oyc8wvt31xlmocyg7euv40bo,0,62.6,59.9,2025-02-07T14:02:31.977Z,2025-02-07T14:33:09Z,5498273863,286,,5498273871,233,18,5498273861,56,Center,,,,,,,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064943,19,1,1,1,55,7xo09xnh3y03lyai6azr77fo0,0,34.7,45.6,2025-02-07T14:02:32.226Z,2025-02-07T14:02:32Z,5498273859,213,6.12,5498273849,168,,5498273851,56,Back,5498273847,3,,5498273853,140,36.3,5498273857,212,1.7,5498273855,141,45.2,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064947,24,61,1,1,56,1oyc8wvt31xlmocyg7euv40bo,1,61,63.1,2025-02-07T14:02:33.268Z,2025-02-07T14:02:33Z,5498273869,56,Center,,,,,,,,,,,,,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064953,20,1,1,1,57,7xo09xnh3y03lyai6azr77fo0,1,45.9,34.4,2025-02-07T14:02:34.351Z,2025-02-07T14:02:37Z,5498273905,141,29.1,5498273907,212,7.8,5498273901,56,Back,5498273903,140,39.3,5498273909,213,3.62,5498273899,3,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Nestor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064965,21,1,1,2,0,7xo09xnh3y03lyai6azr77fo0,1,40.7,30.7,2025-02-07T14:02:37.554Z,2025-02-07T14:02:40Z,5498273969,141,30.2,5498273973,213,3.16,5498273971,212,15.1,5498273965,56,Back,5498273967,140,26.3,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064967,22,1,1,2,2,7xo09xnh3y03lyai6azr77fo0,1,26.3,30.2,2025-02-07T14:02:39.961Z,2025-02-07T14:15:14Z,5498273993,213,6.12,5498273991,212,47.5,5498273989,141,18.9,5498273983,157,,5498273995,1,,5498273985,56,Right,5498273987,140,70.9,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064971,23,1,1,2,4,7xo09xnh3y03lyai6azr77fo0,1,70.9,18.9,2025-02-07T14:02:42.023Z,2025-02-07T14:02:42Z,5498274023,156,,5498274009,141,18.9,5498274005,56,Right,5498274007,140,62.2,5498274013,213,3.14,5498274003,3,,5498274011,212,9.1,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064975,24,1,1,2,6,7xo09xnh3y03lyai6azr77fo0,1,65.2,21.5,2025-02-07T14:02:44.054Z,2025-02-07T14:15:32Z,5498274047,212,5.1,5498274045,141,27.4,5498274041,56,Center,5498274043,140,68.2,5498274049,213,0.91,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Nestor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064979,25,1,1,2,7,7xo09xnh3y03lyai6azr77fo0,1,69,28.6,2025-02-07T14:02:44.773Z,2025-02-07T14:02:45Z,5498274071,212,6.7,5498274073,213,3.02,5498274065,56,Center,5498274067,140,62.7,5498274079,156,,5498274069,141,29.8,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064991,26,1,1,2,9,7xo09xnh3y03lyai6azr77fo0,0,62.4,32.7,2025-02-07T14:02:47.007Z,2025-02-07T14:15:57Z,5498274117,141,38.5,5498274115,140,68.7,5498274113,56,Center,5498274119,212,7.7,5498274121,213,0.54,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Nestor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773064993,25,8,1,2,11,1oyc8wvt31xlmocyg7euv40bo,1,27.5,52.7,2025-02-07T14:02:48.788Z,2025-02-07T14:02:48Z,5498274125,56,Back,,,,,,,,,,,,,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773064995,27,61,1,2,12,7xo09xnh3y03lyai6azr77fo0,1,64.9,39.9,2025-02-07T14:02:49.226Z,2025-02-07T14:02:49Z,5498274129,56,Center,,,,,,,,,,,,,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Nestor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773065009,28,1,1,2,16,7xo09xnh3y03lyai6azr77fo0,0,68.7,81.3,2025-02-07T14:02:53.694Z,2025-02-07T14:02:54Z,5498274201,140,86.7,5498274203,141,100,5498274199,56,Left,5498274205,212,23.4,5498274207,213,0.63,,,,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773065017,26,5,1,2,16,1oyc8wvt31xlmocyg7euv40bo,1,13.8,-1.4,2025-02-07T14:02:53.765Z,2025-02-07T14:35:05Z,5498274249,56,Back,5498274259,233,29,5498274251,347,,,,,,,,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
2773065011,29,5,1,2,16,7xo09xnh3y03lyai6azr77fo0,0,86.2,101.4,2025-02-07T14:02:53.765Z,2025-02-07T14:35:05Z,5498274263,233,26,5498274209,56,Left,5498274211,347,,,,,,,,,,,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC
2773065025,27,1,1,2,23,1oyc8wvt31xlmocyg7euv40bo,1,14.6,0,2025-02-07T14:03:00.852Z,2025-02-07T14:03:04Z,5498274289,213,2.34,5498274285,141,10.6,5498274287,212,11.1,5498274279,107,,5498274283,140,7.2,5498274281,56,Back,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia (Hmingthanmawia Ralte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC
