id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,teamName,Position
2773474501,1,34,16,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,2025-02-08T13:11:47.723Z,2025-02-08T14:04:29Z,5500469503,30,"a9gquocdgtb8bpk99a5a110mi, 9h25nvm0qom316k8qamw5zh1w, bepdz3gbb2rxeuae2lt159g16, 8s6nlre415t2uxinzkx3w0xlg, evpkruwe8cis1pfkujwfwr9hx, ajkkf12dn8livsb196zp7w0d1, 3macevv6d8kk7a3na4b3zh2j8, e5pgescmpgtyk96b07mpicsq2, 83rpxksxq3qq7vxslur4ge5sl, dkk86y8pa3svtz43c0m55qn6x, 5phslvtihgvzghwa9dqmqtune, 5sifbrmwnzisvbvutlcx25v1m, 9o2dyl3cbm2ni3874doydh49h, a5hmrpq6qy5ac6ir7hd4fajxm, 87ij2wepxhp3jdsgylz99c8dm, 18du6lik5pot8uofj1s1n0nl6, amlbv42tcsqmxktheidr23sru, co1a0flew05hmeteg442x7vmd, dej3o41jgebei5deqs5m5fris, h8166wj7jjqddgelgyf61nu1",5500684687,197,3123,5500469511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5500469505,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5500469515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5500469507,59,"13, 4, 23, 22, 20, 5, 19, 37, 9, 10, 70, 1, 3, 6, 7, 8, 21, 27, 47, 71",5500469513,194,dkk86y8pa3svtz43c0m55qn6x,5500469509,130,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773476423,1,34,16,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,2025-02-08T13:13:41.588Z,2025-02-08T13:13:41Z,5500479473,30,"d18hxamo4wksojpx0f2zjy63u, 369ef7pxl6ckbg088w9zi36ne, 5brj4wwxu99bicq7xhzs6zvmx, b9kf9cu52au3odus91nzktc2y, 5ygjbmzm0l7t0bgv55bvthlyi, 2hi6y8so55eic1ukr0jy88a1h, 7i3zwc7zfo75m8xu49e4faqz8, 5yau328orkeysj2rs0wyms73d, 2sqyhih507ep3hv7iwg2gluc5, yuw4a34cpasw5e4vqsg6ex1x, dgiqagc8iygqc0a1f3gj03q0a, irrbg32cem9i7s93x1u4m39w, 5v3uwywml338auid2883s5990, 1ai400ynp7h18m2abw15lbnro, 8bz6754ot1g7gd2k90qfqnuy2, 1hqbyv7h0jhjjf1xlwrhdh1w5, a46nb8nifruibgamjyq2tb4ve, 2haf9lri7plf00nrxt5fsyzmx, 6bgcubncyevstsj12znvexbhm, eeires5yhj68qhrd20r15s8dm",5500479485,197,13642,5500479483,194,5yau328orkeysj2rs0wyms73d,5500479475,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5500479481,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5500479477,59,"13, 12, 22, 6, 5, 44, 82, 21, 7, 9, 29, 88, 85, 84, 28, 24, 14, 11, 4, 3",5500479479,130,2,5500479487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773518673,2,32,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,2025-02-08T14:00:22.679Z,2025-02-08T14:00:22Z,5500699541,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773518693,2,32,1,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,2025-02-08T14:00:22.679Z,2025-02-08T14:00:25Z,5500699597,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773518729,3,1,1,0,0,28au628w8n2jhgujuwh3y5d8k,1,50,50,2025-02-08T14:00:22.680Z,2025-02-08T14:00:26Z,5500699749,141,67.3,5500699755,279,S,5500699747,140,27.5,5500699753,213,2.68,5500699745,56,Back,5500699751,212,26.4,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773518843,4,1,1,0,3,28au628w8n2jhgujuwh3y5d8k,1,27.5,67.3,2025-02-08T14:00:26.638Z,2025-02-08T14:00:31Z,5500700225,212,36,5500700217,157,,5500700223,141,79.6,5500700219,56,Left,5500700221,140,60.8,5500700229,1,,5500700227,213,0.23,,,,2hi6y8so55eic1ukr0jy88a1h,Hector Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773518855,5,44,1,0,8,28au628w8n2jhgujuwh3y5d8k,1,63.3,81.6,2025-02-08T14:00:30.927Z,2025-02-08T16:39:37Z,5500700277,286,,5500700303,233,3,5500700275,56,Left,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773518857,3,44,1,0,8,1kqb5u8em0tj1k40607w2vtl4,0,36.7,18.4,2025-02-08T14:00:30.928Z,2025-02-08T16:39:37Z,5500700283,56,Back,5500700285,285,,5500700323,233,5,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773518869,6,1,1,0,8,28au628w8n2jhgujuwh3y5d8k,0,60.8,79.6,2025-02-08T14:00:31.239Z,2025-02-08T14:00:32Z,5500700357,212,12.6,5500700353,140,72.7,5500700355,141,81.8,5500700349,3,,5500700359,213,0.12,5500700351,56,Left,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773518919,4,1,1,0,11,1kqb5u8em0tj1k40607w2vtl4,0,37.3,28.5,2025-02-08T14:00:34.125Z,2025-02-08T14:05:19Z,5500700625,213,2.34,5500700617,56,Back,5500700621,141,32.2,5500700619,140,35,5500700623,212,3.5,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773518907,7,61,1,0,13,28au628w8n2jhgujuwh3y5d8k,1,63.6,70,2025-02-08T14:00:35.734Z,2025-02-08T14:00:35Z,5500700577,56,Center,,,,,,,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773518929,5,1,1,0,13,1kqb5u8em0tj1k40607w2vtl4,0,35.1,33.1,2025-02-08T14:00:36.366Z,2025-02-08T14:00:36Z,5500700657,140,43.8,5500700663,213,5.72,5500700653,155,,5500700659,141,24.6,5500700655,56,Back,5500700661,212,10.8,,,,,,,8s6nlre415t2uxinzkx3w0xlg,Lalrinliana Hnamte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519001,6,49,1,0,17,1kqb5u8em0tj1k40607w2vtl4,1,48.4,2.2,2025-02-08T14:00:40.526Z,2025-02-08T14:00:40Z,,,,,,,,,,,,,,,,,,,,,,,,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519065,7,1,1,0,18,1kqb5u8em0tj1k40607w2vtl4,1,48.4,2.2,2025-02-08T14:00:41.022Z,2025-02-08T14:00:44Z,5500701167,212,22.4,5500701147,140,69.7,5500701145,56,Right,5500701149,141,4,5500701169,213,0.05,,,,,,,,,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519071,8,61,1,0,21,1kqb5u8em0tj1k40607w2vtl4,0,69.9,4.7,2025-02-08T14:00:44.271Z,2025-02-08T14:00:44Z,5500701177,56,Right,,,,,,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519107,8,4,1,0,24,28au628w8n2jhgujuwh3y5d8k,1,27.8,93,2025-02-08T14:00:47.021Z,2025-02-08T15:42:34Z,5500701575,152,,5500701569,13,,5500701573,56,Back,5500701633,233,9,5500701571,295,,5500701577,285,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519105,9,4,1,0,24,1kqb5u8em0tj1k40607w2vtl4,0,72.2,7,2025-02-08T14:00:47.022Z,2025-02-08T15:42:34Z,5500701617,152,,5500701619,286,,5500701611,13,,5500701613,295,,5500701615,56,Right,5500701663,233,8,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519413,9,1,1,0,42,28au628w8n2jhgujuwh3y5d8k,0,19.5,89,2025-02-08T14:01:05.355Z,2025-02-08T14:01:08Z,5500703019,141,81.1,5500703023,213,6.09,5500703011,155,,5500703017,140,46,5500703015,56,Back,5500703009,5,,5500703021,212,28.3,5500703013,152,,2hi6y8so55eic1ukr0jy88a1h,Hector Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519451,10,44,1,0,48,1kqb5u8em0tj1k40607w2vtl4,1,51.9,18.8,2025-02-08T14:01:11.199Z,2025-02-08T16:39:37Z,5500703185,233,10,5500703189,286,,5500703173,56,Right,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519445,10,44,1,0,48,28au628w8n2jhgujuwh3y5d8k,0,48.1,81.2,2025-02-08T14:01:11.200Z,2025-02-08T16:39:38Z,5500703155,285,,5500703223,233,10,5500703153,56,Back,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519475,11,1,1,0,49,1kqb5u8em0tj1k40607w2vtl4,0,48.4,18.8,2025-02-08T14:01:11.743Z,2025-02-08T14:01:13Z,5500703305,140,67.2,5500703309,212,20.1,5500703299,3,,5500703303,56,Center,5500703307,141,24.4,5500703311,213,0.19,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519477,11,1,1,0,50,28au628w8n2jhgujuwh3y5d8k,1,31.8,63.6,2025-02-08T14:01:13.229Z,2025-02-08T14:03:46Z,5500716293,141,48.9,5500716295,212,27.3,5500716297,213,5.91,5500716289,56,Center,5500716299,1,,5500716287,157,,5500716291,140,56,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519571,12,1,1,0,53,28au628w8n2jhgujuwh3y5d8k,1,60.2,42.5,2025-02-08T14:01:16.297Z,2025-02-08T14:04:02Z,5500703817,213,5.21,5500703809,56,Center,5500703813,141,22.8,5500703815,212,15.2,5500703811,140,67.1,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saul Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519575,13,50,1,0,56,28au628w8n2jhgujuwh3y5d8k,1,69.6,20.2,2025-02-08T14:01:19.086Z,2025-02-08T16:38:35Z,5500705933,233,12,5500703825,286,,5500703823,56,Right,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519559,12,7,1,0,56,1kqb5u8em0tj1k40607w2vtl4,0,30.4,79.8,2025-02-08T14:01:19.087Z,2025-02-08T16:38:34Z,5500705905,233,13,5500705877,285,,5500705875,56,Back,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519611,13,49,1,0,59,1kqb5u8em0tj1k40607w2vtl4,1,15.5,73.2,2025-02-08T14:01:21.968Z,2025-02-08T14:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519707,14,1,1,0,59,1kqb5u8em0tj1k40607w2vtl4,1,15.5,73.2,2025-02-08T14:01:22.287Z,2025-02-08T14:01:28Z,5500704445,212,14.2,5500704439,56,Back,5500704441,140,5.2,5500704447,213,3.85,5500704443,141,59.6,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519731,15,1,1,1,5,1kqb5u8em0tj1k40607w2vtl4,1,9.4,62.3,2025-02-08T14:01:28.015Z,2025-02-08T14:01:30Z,5500704599,1,,5500704591,140,68,5500704587,157,,5500704597,213,0.12,5500704589,56,Center,5500704595,212,62,5500704593,141,73.5,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773519753,16,1,1,1,7,1kqb5u8em0tj1k40607w2vtl4,1,64.1,76,2025-02-08T14:01:29.919Z,2025-02-08T14:01:31Z,5500704757,141,83,5500704753,56,Left,5500704759,212,13.7,5500704755,140,51.9,5500704761,213,2.79,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519769,17,1,1,1,8,1kqb5u8em0tj1k40607w2vtl4,0,52.2,83,2025-02-08T14:01:30.744Z,2025-02-08T14:04:19Z,5500704855,140,67.3,5500704859,212,16,5500704861,213,6.16,5500704857,141,80,5500704853,56,Left,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773519749,14,49,1,1,9,28au628w8n2jhgujuwh3y5d8k,1,38,5.9,2025-02-08T14:01:31.689Z,2025-02-08T14:01:31Z,,,,,,,,,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519791,15,1,1,1,11,28au628w8n2jhgujuwh3y5d8k,0,38.1,4.9,2025-02-08T14:01:34.035Z,2025-02-08T14:01:35Z,5500705021,213,6.12,5500705013,141,0,5500705009,140,61.7,5500704999,155,,5500705017,212,25.1,5500705003,56,Right,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519797,16,5,1,1,12,28au628w8n2jhgujuwh3y5d8k,0,58.6,-1.4,2025-02-08T14:01:35.241Z,2025-02-08T16:38:06Z,5500705041,347,,5500705039,56,Right,5500705279,233,18,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773519829,18,5,1,1,12,1kqb5u8em0tj1k40607w2vtl4,1,41.4,101.4,2025-02-08T14:01:35.241Z,2025-02-08T16:38:05Z,5500705229,347,,5500705227,56,Back,5500705257,233,16,,,,,,,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773520005,19,1,1,1,28,1kqb5u8em0tj1k40607w2vtl4,0,46.6,100,2025-02-08T14:01:51.010Z,2025-02-08T14:01:52Z,5500706159,56,Left,5500706165,212,29,5500706169,1,,5500706161,140,72.8,5500706167,213,5.97,5500706157,107,,5500706163,141,88.7,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773520069,17,49,1,1,33,28au628w8n2jhgujuwh3y5d8k,1,22.2,8.8,2025-02-08T14:01:55.903Z,2025-02-08T14:01:56Z,,,,,,,,,,,,,,,,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Hector Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520115,18,1,1,1,33,28au628w8n2jhgujuwh3y5d8k,1,22.2,8.8,2025-02-08T14:01:56.121Z,2025-02-08T14:01:59Z,5500706701,56,Back,5500706709,213,2.54,5500706705,141,24.4,5500706703,140,7.4,5500706707,212,18.8,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Hector Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520173,19,1,1,1,36,28au628w8n2jhgujuwh3y5d8k,1,7.3,37.6,2025-02-08T14:01:59.158Z,2025-02-08T14:02:02Z,5500707007,213,0.45,5500706997,157,,5500707003,141,61.4,5500707009,1,,5500707005,212,37.4,5500707001,140,39.4,5500706999,56,Back,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukahan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520417,20,1,1,1,39,28au628w8n2jhgujuwh3y5d8k,0,39.4,61.4,2025-02-08T14:02:02.666Z,2025-02-08T14:04:13Z,5500708225,212,22.7,5500708229,213,0.04,5500708209,168,,5500708221,141,62.6,5500708215,140,61,5500708211,56,Center,5500708207,3,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520205,20,49,1,1,41,1kqb5u8em0tj1k40607w2vtl4,1,50.3,30.1,2025-02-08T14:02:03.889Z,2025-02-08T14:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773520369,21,1,1,1,41,1kqb5u8em0tj1k40607w2vtl4,1,50.3,30.1,2025-02-08T14:02:04.528Z,2025-02-08T14:02:14Z,5500707999,213,5.42,5500707991,56,Right,5500707997,212,18.5,5500707995,141,9.4,5500707993,140,61.7,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773520393,22,1,1,1,43,1kqb5u8em0tj1k40607w2vtl4,0,62.6,9.4,2025-02-08T14:02:05.952Z,2025-02-08T14:02:36Z,5500708099,213,0.9,5500708095,141,30.7,5500708091,56,Center,5500708097,212,18.5,5500708093,140,73.5,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773520457,21,1,1,1,53,28au628w8n2jhgujuwh3y5d8k,1,34.3,72.6,2025-02-08T14:02:16.583Z,2025-02-08T14:02:18Z,5500708429,1,,5500708413,56,Left,5500708421,212,35.9,5500708415,140,67.8,5500708417,141,82.9,5500708425,213,0.2,5500708411,157,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520465,22,49,1,1,55,28au628w8n2jhgujuwh3y5d8k,1,67.2,84.8,2025-02-08T14:02:18.524Z,2025-02-08T14:02:18Z,,,,,,,,,,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520543,23,1,1,1,56,28au628w8n2jhgujuwh3y5d8k,1,66.6,86,2025-02-08T14:02:18.836Z,2025-02-08T14:02:41Z,5500708835,141,40.1,5500708833,140,70.3,5500710617,210,15,5500708839,213,4.84,5500708831,56,Center,5500708837,212,31.5,5500710619,154,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520547,24,15,1,1,59,28au628w8n2jhgujuwh3y5d8k,1,79,40.7,2025-02-08T14:02:22.565Z,2025-02-08T14:02:42Z,5500710661,154,,5500708863,22,,5500709423,20,,5500710679,147,48,5500710665,55,23,5500710669,102,50.7,5500710657,29,,5500710673,103,5.7,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,5500710655,78,5500708869,18,5500710747,233,23,5500710677,146,98.2,5500708873,56,Center,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773520577,23,10,1,1,59,1kqb5u8em0tj1k40607w2vtl4,1,1.7,49.6,2025-02-08T14:02:22.665Z,2025-02-08T14:02:42Z,5500709339,177,,5500709341,180,,5500710795,233,24,5500709063,56,Back,5500709061,182,,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773520627,24,52,1,2,2,1kqb5u8em0tj1k40607w2vtl4,1,1.7,49.6,2025-02-08T14:02:25.387Z,2025-02-08T14:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773521109,25,27,1,2,31,1kqb5u8em0tj1k40607w2vtl4,1,0,0,2025-02-08T14:02:54.286Z,2025-02-08T14:03:02Z,5500712359,233,25,5500712319,41,Injury,5500712323,53,a9gquocdgtb8bpk99a5a110mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773521115,25,27,1,2,31,28au628w8n2jhgujuwh3y5d8k,1,0,0,2025-02-08T14:02:54.286Z,2025-02-08T14:02:58Z,5500712075,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773523577,26,28,1,4,57,1kqb5u8em0tj1k40607w2vtl4,1,0,0,2025-02-08T14:05:20.104Z,2025-02-08T14:05:22Z,5500725305,55,25,5500725521,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773523605,26,28,1,4,57,28au628w8n2jhgujuwh3y5d8k,1,0,0,2025-02-08T14:05:20.104Z,2025-02-08T14:05:21Z,5500725475,55,25,5500725495,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773523629,27,68,1,5,0,1kqb5u8em0tj1k40607w2vtl4,1,5.6,50.6,2025-02-08T14:05:22.901Z,2025-02-08T14:05:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773523669,27,68,1,5,2,28au628w8n2jhgujuwh3y5d8k,0,87,47.8,2025-02-08T14:05:24.915Z,2025-02-08T14:05:25Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773523779,28,1,1,5,3,1kqb5u8em0tj1k40607w2vtl4,1,10.9,56.3,2025-02-08T14:05:26.404Z,2025-02-08T14:05:30Z,5500726435,141,69,5500726433,140,18.5,5500726431,56,Back,5500726439,213,0.82,5500726437,212,11.8,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773523801,29,1,1,5,7,1kqb5u8em0tj1k40607w2vtl4,1,28.5,63.7,2025-02-08T14:05:30.500Z,2025-02-08T14:05:32Z,5500726585,212,22,5500726581,140,30.5,5500726579,56,Back,5500726587,213,4.81,5500726583,141,31.5,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773523963,30,1,1,5,9,1kqb5u8em0tj1k40607w2vtl4,1,30.5,31.5,2025-02-08T14:05:32.036Z,2025-02-08T14:05:41Z,5500727607,56,Back,5500727611,141,56.7,5500727615,213,1.56,5500727613,212,17.1,5500727609,140,30.6,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773524001,31,1,1,5,18,1kqb5u8em0tj1k40607w2vtl4,0,25.4,83.5,2025-02-08T14:05:41.621Z,2025-02-08T14:05:43Z,5500727863,155,,5500727897,213,6.22,5500727881,141,79.7,5500727891,212,42,5500727899,1,,5500727869,56,Left,5500727875,140,65.3,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
