id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,teamName,Position
2773597627,377,1,2,45,4,1kqb5u8em0tj1k40607w2vtl4,0,28.2,47.4,2025-02-08T15:06:38.260Z,2025-02-08T16:09:44Z,5501676655,140,70.8,5501676659,212,48.7,5501676661,213,5.88,5501676651,155,,5501676657,141,19.2,5501676653,56,Right,5501676663,1,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773708335,722,44,2,45,5,28au628w8n2jhgujuwh3y5d8k,1,38.7,83.2,2025-02-08T15:06:39.138Z,2025-02-08T16:39:43Z,5501689821,285,,5501689959,233,378,5501689819,56,Back,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773597633,378,44,2,45,5,1kqb5u8em0tj1k40607w2vtl4,0,61.3,16.8,2025-02-08T15:06:39.139Z,2025-02-08T16:39:43Z,5501670675,56,Right,5501690015,233,722,5501670677,286,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773708349,723,61,2,45,6,28au628w8n2jhgujuwh3y5d8k,1,37.4,92,2025-02-08T15:06:40.138Z,2025-02-08T16:10:39Z,5501689881,56,Back,,,,,,,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773597691,349,1,2,45,9,28au628w8n2jhgujuwh3y5d8k,1,23.7,88.3,2025-02-08T15:06:43.217Z,2025-02-08T15:06:46Z,5501110295,1,,5501110283,56,Back,5501110293,213,5.93,5501110291,212,25.9,5501110287,140,46.8,5501110281,157,,5501110289,141,75,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773597707,350,61,2,45,12,28au628w8n2jhgujuwh3y5d8k,1,46.8,75,2025-02-08T15:06:46.316Z,2025-02-08T15:06:46Z,5501110343,56,Back,,,,,,,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773597847,380,1,2,45,14,1kqb5u8em0tj1k40607w2vtl4,1,47.3,24.9,2025-02-08T15:06:48.612Z,2025-02-08T15:06:51Z,5501111007,212,17.1,5501111003,140,33.8,5501111005,141,38.9,5501111009,213,2.55,5501111001,56,Back,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773597959,381,1,2,45,17,1kqb5u8em0tj1k40607w2vtl4,0,32.5,39.8,2025-02-08T15:06:51.556Z,2025-02-08T15:06:54Z,5501111581,140,32.3,5501111585,141,73.8,5501111593,213,1.58,5501111589,212,23.1,5501111577,56,Back,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773598163,351,1,2,45,22,28au628w8n2jhgujuwh3y5d8k,1,69.7,51.9,2025-02-08T15:06:57.041Z,2025-02-08T15:07:01Z,5501112593,141,65.7,5501112585,56,Center,5501112589,140,68.1,5501112605,213,1.75,5501112599,212,9.5,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773598585,352,1,2,45,26,28au628w8n2jhgujuwh3y5d8k,0,69.8,63.4,2025-02-08T15:07:00.893Z,2025-02-08T15:07:13Z,5501114837,140,66.5,5501114843,213,4.34,5501114835,56,Center,5501114841,212,9.5,5501114839,141,50.4,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773598517,382,8,2,45,37,1kqb5u8em0tj1k40607w2vtl4,1,7.4,18.9,2025-02-08T15:07:11.508Z,2025-02-08T15:07:11Z,5501114537,56,Back,,,,,,,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773598581,383,12,2,45,38,1kqb5u8em0tj1k40607w2vtl4,1,6.8,19.8,2025-02-08T15:07:12.469Z,2025-02-08T15:07:14Z,5501114821,140,6.9,5501114817,56,Back,5501114825,212,14.6,5501114823,141,0,5501114959,167,,5501114827,213,4.72,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773599051,353,5,2,45,39,28au628w8n2jhgujuwh3y5d8k,1,89.3,101.6,2025-02-08T15:07:13.337Z,2025-02-08T16:38:16Z,5501117363,56,Left,5501697713,233,384,5501117365,347,,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773598603,384,5,2,45,39,1kqb5u8em0tj1k40607w2vtl4,0,10.7,-1.6,2025-02-08T15:07:13.337Z,2025-02-08T16:38:17Z,5501114929,347,,5501114927,56,Back,5501697839,233,353,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773744031,734,1,2,45,44,28au628w8n2jhgujuwh3y5d8k,0,84.8,100,2025-02-08T15:07:18.138Z,2025-02-08T16:29:33Z,5501875243,212,7.6,5501875237,141,91.4,5501881969,107,,5501875235,140,82.1,5501875229,56,Left,5501875249,213,4.33,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773598919,385,8,2,45,48,1kqb5u8em0tj1k40607w2vtl4,1,14,39.5,2025-02-08T15:07:22.676Z,2025-02-08T15:07:22Z,5501116603,56,Back,,,,,,,,,,,,,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773599059,354,49,2,45,52,28au628w8n2jhgujuwh3y5d8k,1,55.8,69,2025-02-08T15:07:26.473Z,2025-02-08T15:07:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773599579,355,1,2,45,54,28au628w8n2jhgujuwh3y5d8k,0,59.3,67.6,2025-02-08T15:07:28.364Z,2025-02-08T16:29:23Z,5501120223,212,14.1,5501120209,56,Left,5501120213,140,59.5,5501120225,213,1.56,5501120217,141,88.4,,,,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773599299,386,1,2,45,59,1kqb5u8em0tj1k40607w2vtl4,1,21.2,30.1,2025-02-08T15:07:33.572Z,2025-02-08T15:07:35Z,5501118663,141,37,5501118667,213,2.06,5501118661,140,18.8,5501118659,56,Back,5501118665,212,5.3,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773599333,387,1,2,46,0,1kqb5u8em0tj1k40607w2vtl4,0,18.5,36.7,2025-02-08T15:07:35.013Z,2025-02-08T15:07:36Z,5501118903,140,51.4,5501118899,157,,5501118911,1,,5501118905,141,47.3,5501118907,212,35.3,5501118901,56,Center,5501118909,213,0.21,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773599635,356,1,2,46,9,28au628w8n2jhgujuwh3y5d8k,1,53.4,51.6,2025-02-08T15:07:43.749Z,2025-02-08T15:07:45Z,5501120527,140,57.1,5501120533,213,1.29,5501120525,56,Center,5501120529,141,71.2,5501120531,212,13.9,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773599683,357,1,2,46,11,28au628w8n2jhgujuwh3y5d8k,0,57.1,71.2,2025-02-08T15:07:45.645Z,2025-02-08T15:07:47Z,5501120839,212,14.9,5501120841,213,0.65,5501120835,140,68.4,5501120837,141,84.5,5501120833,56,Left,,,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773599691,388,8,2,46,13,1kqb5u8em0tj1k40607w2vtl4,1,20.4,19.5,2025-02-08T15:07:47.733Z,2025-02-08T15:07:47Z,5501120877,56,Back,,,,,,,,,,,,,,,,,,,,,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773599767,389,49,2,46,15,1kqb5u8em0tj1k40607w2vtl4,1,24.2,20.3,2025-02-08T15:07:49.430Z,2025-02-08T15:07:49Z,,,,,,,,,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773599957,390,1,2,46,15,1kqb5u8em0tj1k40607w2vtl4,1,24.5,20.3,2025-02-08T15:07:49.957Z,2025-02-08T15:07:56Z,5501122255,56,Back,5501122263,213,1.17,5501122259,141,58.7,5501122261,212,28.3,5501122257,140,34.9,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773600075,391,1,2,46,21,1kqb5u8em0tj1k40607w2vtl4,1,48.6,73,2025-02-08T15:07:56.085Z,2025-02-08T15:07:59Z,5501122893,56,Back,5501122901,212,20.3,5501122897,140,31.7,5501122903,213,2.63,5501122899,141,87.5,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773600259,392,1,2,46,24,1kqb5u8em0tj1k40607w2vtl4,1,32.4,86,2025-02-08T15:07:58.932Z,2025-02-08T15:08:04Z,5501123919,213,4.43,5501123911,56,Back,5501123917,212,15.1,5501123915,141,64.6,5501123913,140,28.4,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773600421,393,1,2,46,30,1kqb5u8em0tj1k40607w2vtl4,1,28.4,64.3,2025-02-08T15:08:04.501Z,2025-02-08T15:08:09Z,5501124727,141,50.6,5501124731,213,3.56,5501124729,212,23,5501124723,56,Back,5501124725,140,8.4,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773600455,394,1,2,46,35,1kqb5u8em0tj1k40607w2vtl4,1,10.7,41.2,2025-02-08T15:08:09.781Z,2025-02-08T15:08:10Z,5501124919,213,5.35,5501124911,56,Back,5501124917,212,20,5501124915,141,17.6,5501124913,140,22,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773600525,395,1,2,46,36,1kqb5u8em0tj1k40607w2vtl4,1,21.5,19.7,2025-02-08T15:08:10.759Z,2025-02-08T15:08:12Z,5501125241,141,43.1,5501125245,213,2.22,5501125243,212,20,5501125237,140,9.9,5501125233,56,Back,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773600717,396,1,2,46,38,1kqb5u8em0tj1k40607w2vtl4,1,9.2,43.6,2025-02-08T15:08:12.629Z,2025-02-08T15:08:18Z,5501126085,56,Back,5501126093,213,1.22,5501126089,141,72,5501126087,140,15.9,5501126091,212,20.6,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773600887,397,1,2,46,44,1kqb5u8em0tj1k40607w2vtl4,1,16.8,70.9,2025-02-08T15:08:18.438Z,2025-02-08T15:08:22Z,5501126985,213,4.01,5501126967,56,Back,5501126977,141,45.4,5501126981,212,22.7,5501126971,140,2.9,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773600993,398,1,2,46,48,1kqb5u8em0tj1k40607w2vtl4,1,4.1,40.7,2025-02-08T15:08:22.215Z,2025-02-08T15:08:24Z,5501127549,56,Back,5501127555,212,39,5501127553,141,26.5,5501127559,213,6.03,5501127545,155,,5501127561,1,,5501127551,140,40.1,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773601045,399,1,2,46,50,1kqb5u8em0tj1k40607w2vtl4,0,39.5,30.9,2025-02-08T15:08:24.565Z,2025-02-08T15:08:25Z,5501127845,141,20.9,5501127849,213,5.81,5501127839,168,,5501127841,56,Right,5501127847,212,15.1,5501127843,140,52.3,5501127837,3,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773601235,400,45,2,46,55,1kqb5u8em0tj1k40607w2vtl4,0,27.6,12.8,2025-02-08T15:08:29.138Z,2025-02-08T16:14:55Z,5501128791,285,,5501734847,233,724,5501128787,56,Back,,,,,,,,,,,,,,,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773716923,724,3,2,46,55,28au628w8n2jhgujuwh3y5d8k,1,72.4,87.2,2025-02-08T15:08:29.138Z,2025-02-08T16:14:54Z,5501734807,286,,5501734805,56,Left,5501734813,233,400,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773602059,360,1,2,46,59,28au628w8n2jhgujuwh3y5d8k,1,89.4,82.3,2025-02-08T15:08:33.953Z,2025-02-08T15:17:36Z,5501133073,56,Center,5501226155,154,,5501226153,210,15,5501133069,2,,5501133075,140,92.8,5501133081,213,4.86,5501133077,141,47.6,5501133071,155,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,1,5501133079,212,,,,,,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773602065,361,15,2,47,3,28au628w8n2jhgujuwh3y5d8k,1,92.8,47.6,2025-02-08T15:08:37.974Z,2025-02-08T15:17:36Z,5501226215,154,,5501226213,29,,5501226271,233,401,5501226229,147,48.6,5501226217,55,360,5501226227,146,99.1,5501226221,102,48.9,5501226209,79,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,5501133121,17,5501133123,56,5501139245,20,,5501226223,103,20.3,5501133119,22,,,Center,5501226225,328,,,,,,,,,,,,,,,,,East Bengal FC, 
2773601505,401,10,2,47,3,1kqb5u8em0tj1k40607w2vtl4,1,2.3,49.7,2025-02-08T15:08:38.074Z,2025-02-08T15:17:37Z,5501130101,182,,5501133587,179,,5501226323,233,361,5501130107,56,Back,5501131523,177,,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773601771,402,52,2,47,4,1kqb5u8em0tj1k40607w2vtl4,1,2.3,49.7,2025-02-08T15:08:38.208Z,2025-02-08T15:08:47Z,,,,,,,,,,,,,,,,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773602293,403,1,2,47,31,1kqb5u8em0tj1k40607w2vtl4,0,2.3,49.7,2025-02-08T15:09:05.591Z,2025-02-08T15:09:07Z,5501134307,140,67.5,5501134315,1,,5501134377,189,,5501134313,213,0.11,5501134309,141,61.2,5501134311,212,68.9,5501134303,199,,5501134305,56,Center,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2773602481,362,49,2,47,38,28au628w8n2jhgujuwh3y5d8k,1,29.5,16.5,2025-02-08T15:09:12.660Z,2025-02-08T15:09:12Z,,,,,,,,,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773602621,363,1,2,47,39,28au628w8n2jhgujuwh3y5d8k,1,28.1,17.3,2025-02-08T15:09:13.347Z,2025-02-08T15:09:17Z,5501136023,212,25.3,5501136017,141,44.9,5501136007,56,Back,5501136027,213,2.31,5501136013,140,11.9,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773602715,364,1,2,47,43,28au628w8n2jhgujuwh3y5d8k,1,12.2,46.7,2025-02-08T15:09:17.246Z,2025-02-08T15:09:20Z,5501136497,140,28.6,5501136503,213,1,5501136499,141,85.9,5501136495,56,Back,5501136501,212,31.7,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukahan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773602923,365,1,2,47,46,28au628w8n2jhgujuwh3y5d8k,1,29.3,88,2025-02-08T15:09:20.142Z,2025-02-08T15:09:25Z,5501137591,213,5.54,5501137587,141,79.7,5501137589,212,8.4,5501137583,56,Back,5501137585,140,35.2,,,,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773602837,404,83,2,47,47,1kqb5u8em0tj1k40607w2vtl4,0,57.8,15,2025-02-08T15:09:21.726Z,2025-02-08T15:09:32Z,5501138667,399,5brj4wwxu99bicq7xhzs6zvmx,,,,,,,,,,,,,,,,,,,,,,8s6nlre415t2uxinzkx3w0xlg,Lalrinliana Hnamte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773602937,366,4,2,47,51,28au628w8n2jhgujuwh3y5d8k,1,38.6,82.8,2025-02-08T15:09:25.334Z,2025-02-08T15:09:32Z,5501137857,13,,5501137861,152,,5501137859,56,Back,5501137951,286,,5501137863,265,,5501137945,233,405,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773602917,405,4,2,47,51,1kqb5u8em0tj1k40607w2vtl4,0,61.4,17.2,2025-02-08T15:09:25.335Z,2025-02-08T15:42:41Z,5501137681,56,Right,5501137687,285,,5501137679,13,,5501137685,265,,5501138003,233,366,5501137683,152,,,,,,,,8s6nlre415t2uxinzkx3w0xlg,Lalrinliana Hnamte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773603515,367,1,2,48,5,28au628w8n2jhgujuwh3y5d8k,1,33.2,79.9,2025-02-08T15:09:39.373Z,2025-02-08T15:09:43Z,5501140661,5,,5501140675,56,Center,5501140667,155,,5501140671,152,,5501140699,213,5.51,5501140679,141,37.3,5501140701,1,,5501140681,212,41.6,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,5501140677,140,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773603525,368,4,2,48,8,28au628w8n2jhgujuwh3y5d8k,1,63.3,33.2,2025-02-08T15:09:42.598Z,2025-02-08T15:09:46Z,5501140845,233,406,5501140825,265,,5501140819,56,Center,5501140823,152,,5501140815,13,,5501140827,286,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773603501,406,4,2,48,8,1kqb5u8em0tj1k40607w2vtl4,0,36.7,66.8,2025-02-08T15:09:42.599Z,2025-02-08T15:09:46Z,5501140739,56,Back,5501140749,285,,5501140903,233,368,5501140737,13,,5501140743,152,,5501140747,265,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773603817,369,1,2,48,16,28au628w8n2jhgujuwh3y5d8k,1,61.7,33,2025-02-08T15:09:50.570Z,2025-02-08T15:09:52Z,5501142317,141,45.7,5501142311,140,62.4,5501142323,212,8.7,5501142297,152,,5501142303,56,Center,5501142329,213,1.49,5501142293,5,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773603845,370,1,2,48,17,28au628w8n2jhgujuwh3y5d8k,1,62.4,45.7,2025-02-08T15:09:51.995Z,2025-02-08T15:09:53Z,5501142463,140,70.8,5501142467,212,12.8,5501142461,56,Center,5501142469,213,0.81,5501142465,141,59.4,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773603859,371,1,2,48,18,28au628w8n2jhgujuwh3y5d8k,0,70.8,59.4,2025-02-08T15:09:52.858Z,2025-02-08T15:09:55Z,5501142925,286,,5501142527,56,Center,5501142539,212,5.9,5501142919,233,407,5501142529,140,75.9,5501142533,141,55.7,5501142915,236,,5501142545,213,5.84,5yau328orkeysj2rs0wyms73d,Saul Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773603915,407,74,2,48,18,1kqb5u8em0tj1k40607w2vtl4,1,23.3,31.5,2025-02-08T15:09:52.859Z,2025-02-08T16:22:09Z,5501142853,56,Back,5501142949,233,371,5501142855,285,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773604035,408,61,2,48,21,1kqb5u8em0tj1k40607w2vtl4,1,22.6,38.8,2025-02-08T15:09:55.907Z,2025-02-08T15:10:14Z,5501143557,56,Back,,,,,,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773604087,409,61,2,48,22,1kqb5u8em0tj1k40607w2vtl4,0,19.6,31,2025-02-08T15:09:56.744Z,2025-02-08T15:10:17Z,5501143807,56,Back,,,,,,,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC, 
2773604263,372,1,2,48,27,28au628w8n2jhgujuwh3y5d8k,1,87.4,82,2025-02-08T15:10:01.592Z,2025-02-08T15:10:05Z,5501144817,213,3.26,5501144791,56,Left,5501144805,141,79.9,5501144799,140,76.3,5501144811,212,11.7,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saul Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773604397,373,1,2,48,31,28au628w8n2jhgujuwh3y5d8k,1,71.1,72.3,2025-02-08T15:10:05.725Z,2025-02-08T15:10:10Z,5501145591,213,3.73,5501145587,141,51.8,5501145589,212,25.3,5501145583,56,Center,5501145585,140,51,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773604615,374,1,2,48,35,28au628w8n2jhgujuwh3y5d8k,1,55,46.9,2025-02-08T15:10:09.856Z,2025-02-08T15:10:17Z,5501146807,141,11.6,5501146809,212,28.7,5501146803,56,Right,5501146811,213,5.29,5501146805,140,69.9,,,,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773604863,375,1,2,48,42,28au628w8n2jhgujuwh3y5d8k,1,72.1,4.4,2025-02-08T15:10:16.963Z,2025-02-08T15:10:24Z,5501148127,56,Right,5501148133,141,11.7,5501148137,213,2.7,5501148129,140,62.2,5501148135,212,11.5,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773604907,376,1,2,48,50,28au628w8n2jhgujuwh3y5d8k,1,61.8,15.5,2025-02-08T15:10:24.740Z,2025-02-08T15:10:26Z,5501148391,56,Back,5501148403,213,3.01,5501148397,212,17.9,5501148395,141,18.9,5501148393,140,44.9,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2773604947,377,1,2,48,52,28au628w8n2jhgujuwh3y5d8k,1,44.9,18.9,2025-02-08T15:10:26.181Z,2025-02-08T15:10:27Z,5501148649,140,48.4,5501148655,213,0.68,5501148651,141,23.3,5501148647,56,Back,5501148653,212,4.7,,,,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
