id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,,qualifier/18/value,teamName,Position
2784261679,1,34,16,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-05T13:07:47.086Z,2025-03-05T13:07:47Z,5559409185,130,2,5559409183,59,"32, 77, 23, 14, 4, 6, 7, 10, 17, 9, 18, 3, 5, 8, 11, 13, 15, 20, 21, 33",5559409193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5559409189,194,3vdeg67iuouaj5rfdrnh14h5h,5559409187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5559409179,30,"5jtd252do025958pgqkigc0d1, 1ilh1vogo8mggj0vhf2oknswk, a1rjrfrukdqfztu8c9l88wduc, ex1jk22ckbwg721ie0azus2c5, 14w76iqim5kly2adzwc9n6wgl, 9vjotu14gqx0jhgrs12qwkezt, 31g5m4lerjmoykobyt8cckxxx, 3vdeg67iuouaj5rfdrnh14h5h, e2kge0d4o0jg6ndxsq0tm0x9m, 88x8tqxamao1dzdfz5libluui, 3e4twzsgwcxza9739q17gn4h6, banlw3aybtscei2n206mlzf85, iydj3zcyzjgguy8iwmitdp05, 3i9ye7yfz4j9bhbi8gco7mjca, 11een7yuvw4psjhjuakk75clw, 851tv9v6www1lbd2eeehwbrx0, 2z2u1jd91uyccw2pn5qoiti0a, 7q0oc78bzao7g3iy7zoobmy1, 27ep4aadiffsck8usuolvc416, b8l2ubkujj1lhnld7k97qa2qy",5559409181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5559409191,197,21428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784262423,1,34,16,0,0,8oyl91pb7l6qgk6dryn129td0,1,0,0,2025-03-05T13:10:51.776Z,2025-03-05T13:10:51Z,5559413413,197,21980,5559413403,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5559413407,130,4,5559413409,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5559413415,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5559413405,59,"1, 25, 28, 8, 24, 5, 6, 11, 90, 77, 19, 3, 4, 9, 17, 18, 23, 29, 33, 39",5559413411,194,45zhftlkjapjpvrjakvygh0id,5559413401,30,"45zhftlkjapjpvrjakvygh0id, 4txuu306n3k2355exjbzsh016, 7qr0rn01vbv68lwaa39m806sq, 1b2pb9lykqu8nc7726vlnq1g5, ca0i658kl9fbf3gsk41068222, 3o6qyrudwaezf9kvlsivgqh1x, aami0demfxod55od4ktkhzn55, d3ookmcknbcdlc3kvhqao1ujt, 1gjtz6kvr1pwi82mo5fsppck5, esu2vqnkc4fl5bsimwcnnkjfu, 9u2k71y69b7z2tdt999k5p08a, 9l8vaec7mvzysdpvj7a5ahuga, bwq72t9wmhuvzkkdybq3a1jvt, 8q67x4nr3ccsvkr3p5xstwvkl, dcpek2xqxjaqe76cfsk0g8yjt, 27av1jg9xtwnlxkhuulj6wh5, b28q0soyohb6jbz7t4qvh66ay, crds0jtjib3s98hiw7hyotmac, 7600m3vnturhvkuav6a3so1lg, 38ycrrnrhmg9d6pc1h5bdnv2s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276307,2,32,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-05T14:00:15.543Z,2025-03-05T14:00:15Z,5559491223,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276323,2,32,1,0,0,8oyl91pb7l6qgk6dryn129td0,1,0,0,2025-03-05T14:00:15.543Z,2025-03-05T14:00:19Z,5559491277,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276337,3,1,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,50,50,2025-03-05T14:00:15.544Z,2025-03-05T14:00:24Z,5559491341,141,39.7,5559491345,213,3.48,5559491343,212,21.1,5559491339,140,31,5559491337,56,Back,5559491347,279,S,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276347,4,1,1,0,8,ajwqetklk0m22x7ifsjax5yi,0,32.9,39.5,2025-03-05T14:00:24.103Z,2025-03-05T14:00:25Z,5559491395,56,Center,5559491405,1,,5559491399,141,69,5559491401,212,62.9,5559491397,140,89.7,5559491393,155,,5559491403,213,0.32,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276363,3,12,1,0,11,8oyl91pb7l6qgk6dryn129td0,1,22.5,27,2025-03-05T14:00:26.860Z,2025-03-05T14:00:31Z,5559491443,212,29.1,5559491437,56,Back,5559491441,141,44.5,5559491439,140,47.8,5559491445,213,0.42,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276367,4,1,1,0,15,8oyl91pb7l6qgk6dryn129td0,1,44.1,43.7,2025-03-05T14:00:31.049Z,2025-03-05T14:00:33Z,5559491465,3,,5559491469,140,37.8,5559491467,56,Back,5559491481,213,1.82,5559491473,141,81.5,5559491477,212,26.5,,,,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276381,5,1,1,0,17,8oyl91pb7l6qgk6dryn129td0,1,22.7,84.7,2025-03-05T14:00:33.144Z,2025-03-05T14:00:36Z,5559491551,56,Back,5559491555,141,70.5,5559491557,212,25.2,5559491559,213,5.89,5559491553,140,44.9,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276385,6,1,1,0,21,8oyl91pb7l6qgk6dryn129td0,1,40.1,71.8,2025-03-05T14:00:36.553Z,2025-03-05T14:00:38Z,5559491597,141,53,5559491599,212,13.8,5559491593,56,Back,5559491601,213,5.1,5559491595,140,45,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276389,7,49,1,0,23,8oyl91pb7l6qgk6dryn129td0,1,45,53,2025-03-05T14:00:38.600Z,2025-03-05T14:00:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276405,8,1,1,0,25,8oyl91pb7l6qgk6dryn129td0,1,42.4,40.3,2025-03-05T14:00:40.601Z,2025-03-05T14:00:45Z,5559491689,212,25.8,5559491687,141,9.5,5559491683,56,Right,5559491685,140,56.8,5559491691,213,5.34,,,,,,,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276407,9,1,1,0,30,8oyl91pb7l6qgk6dryn129td0,1,64.2,10.6,2025-03-05T14:00:45.609Z,2025-03-05T14:00:48Z,5559491725,213,1.97,5559491721,141,28.9,5559491719,140,59.2,5559491723,212,13.5,5559491717,56,Center,,,,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276409,10,1,1,0,32,8oyl91pb7l6qgk6dryn129td0,1,59.2,28.9,2025-03-05T14:00:48.424Z,2025-03-05T14:00:49Z,5559491731,56,Right,5559491735,141,16.7,5559491733,140,59,5559491739,213,4.69,5559491737,212,8.3,,,,,,,,,,d3ookmcknbcdlc3kvhqao1ujt,Raynier Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276411,11,1,1,0,33,8oyl91pb7l6qgk6dryn129td0,1,59,16.7,2025-03-05T14:00:49.353Z,2025-03-05T14:00:52Z,5559491753,141,47.3,5559491757,213,2.36,5559491749,56,Back,5559491755,212,29.6,5559491751,140,39,,,,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276417,12,1,1,0,36,8oyl91pb7l6qgk6dryn129td0,1,37.4,42.8,2025-03-05T14:00:51.977Z,2025-03-05T14:00:54Z,5559491803,141,69.3,5559491807,213,1.04,5559491805,212,20.9,5559491801,140,47.4,5559491799,56,Back,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276423,13,1,1,0,39,8oyl91pb7l6qgk6dryn129td0,1,44.6,59.7,2025-03-05T14:00:54.857Z,2025-03-05T14:00:57Z,5559491839,140,41.3,5559491837,56,Back,5559491843,212,20.5,5559491845,213,1.74,5559491841,141,89.4,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276425,14,1,1,0,42,8oyl91pb7l6qgk6dryn129td0,1,42.5,68.8,2025-03-05T14:00:57.544Z,2025-03-05T14:01:01Z,5559491855,212,32.7,5559491859,1,,5559491849,56,Back,5559491857,213,4.51,5559491853,141,21.6,5559491851,140,36.3,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276435,15,1,1,0,45,8oyl91pb7l6qgk6dryn129td0,1,37.4,27.3,2025-03-05T14:01:00.968Z,2025-03-05T14:01:03Z,5559491903,141,12.3,5559491907,213,5.62,5559491905,212,16.6,5559491899,56,Back,5559491901,140,49.9,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276437,5,45,1,0,47,ajwqetklk0m22x7ifsjax5yi,0,50.6,86.2,2025-03-05T14:01:02.857Z,2025-03-05T15:04:44Z,5559491973,233,16,5559491911,56,Left,5559491913,285,,,,,,,,,,,,,,,,,3e4twzsgwcxza9739q17gn4h6,Ritwik Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276443,16,3,1,0,47,8oyl91pb7l6qgk6dryn129td0,1,49.4,13.8,2025-03-05T14:01:02.857Z,2025-03-05T15:04:43Z,5559491953,286,,5559491959,233,5,5559491949,56,Back,,,,,,,,,,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276453,17,1,1,0,48,8oyl91pb7l6qgk6dryn129td0,1,59.4,16.1,2025-03-05T14:01:03.896Z,2025-03-05T14:01:07Z,5559492013,212,22.9,5559492007,56,Center,5559492009,140,80.4,5559492015,213,0.27,5559492011,141,25,,,,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276463,18,1,1,0,51,8oyl91pb7l6qgk6dryn129td0,1,85.5,24.6,2025-03-05T14:01:06.904Z,2025-03-05T14:01:09Z,5559492057,141,36.4,5559492059,212,9.7,5559492061,213,2.17,5559492053,56,Center,5559492055,140,80.3,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276477,19,1,1,0,53,8oyl91pb7l6qgk6dryn129td0,1,80.3,36.4,2025-03-05T14:01:09.017Z,2025-03-05T14:01:32Z,5559492435,210,15,5559492151,56,Center,5559492437,154,,5559492153,140,86.7,5559492157,212,20.9,5559492159,213,1.24,5559492155,141,65.5,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276479,20,15,1,0,56,8oyl91pb7l6qgk6dryn129td0,1,86.7,64.8,2025-03-05T14:01:12.265Z,2025-03-05T14:52:51Z,5559492451,103,6.3,5559578927,233,6,5559492443,154,,5559492349,20,,5559492163,22,,5559492455,146,98.4,5559492167,56,Center,5559492441,29,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,5559492165,64,5559492453,328,5559492457,147,50,5559492449,102,54.2,5559492439,76,5559492445,55,19,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276489,6,10,1,0,56,ajwqetklk0m22x7ifsjax5yi,1,0.7,49,2025-03-05T14:01:12.365Z,2025-03-05T14:52:51Z,5559492219,178,,5559492217,173,,5559492223,56,Back,5559492221,182,,5559578949,233,20,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784276509,7,6,1,1,2,ajwqetklk0m22x7ifsjax5yi,0,7,42.1,2025-03-05T14:01:17.978Z,2025-03-05T14:52:48Z,5559492381,73,,5559578859,233,21,5559492379,56,Back,,,,,,,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784276487,21,6,1,1,2,8oyl91pb7l6qgk6dryn129td0,1,93,57.9,2025-03-05T14:01:17.978Z,2025-03-05T14:52:48Z,5559492227,56,Center,5559492229,73,,5559578853,233,7,,,,,,,,,,,,,,,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276643,22,1,1,1,46,8oyl91pb7l6qgk6dryn129td0,1,99.7,99.6,2025-03-05T14:02:01.883Z,2025-03-05T14:02:05Z,5559493125,141,71.7,5559493129,213,4.66,5559493127,212,19,5559493123,140,98.8,5559493119,6,,5559493121,56,Center,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276647,23,1,1,1,48,8oyl91pb7l6qgk6dryn129td0,1,98.8,71.7,2025-03-05T14:02:03.576Z,2025-03-05T14:02:04Z,5559493147,213,1.91,5559493139,56,Left,5559493143,141,87.2,5559493145,212,11.2,5559493141,140,95.3,,,,,,,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276649,24,1,1,1,49,8oyl91pb7l6qgk6dryn129td0,1,95.3,87.2,2025-03-05T14:02:04.665Z,2025-03-05T14:02:07Z,5559493155,140,81.1,5559493157,141,79,5559493159,212,15.9,5559493161,213,3.5,5559493153,56,Left,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276661,25,1,1,1,51,8oyl91pb7l6qgk6dryn129td0,0,79.8,76.1,2025-03-05T14:02:07.001Z,2025-03-05T14:02:08Z,5559493263,212,21.7,5559493265,213,5.34,5559493257,56,Center,5559493259,140,91.9,5559493253,2,,5559493261,141,50.3,5559493255,155,,,,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276669,8,12,1,1,54,ajwqetklk0m22x7ifsjax5yi,1,8.8,50.9,2025-03-05T14:02:09.818Z,2025-03-05T14:02:11Z,5559493299,15,,5559493283,213,1.25,5559493281,212,21.1,5559493275,56,Back,5559493279,141,80.3,5559493277,140,15.2,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276687,9,12,1,1,57,ajwqetklk0m22x7ifsjax5yi,1,13.9,79.6,2025-03-05T14:02:13.333Z,2025-03-05T14:59:18Z,5559493405,213,6.22,5559493403,212,42.1,5559493399,140,53.9,5559493401,141,75.9,5559493397,56,Center,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276689,26,1,1,2,0,8oyl91pb7l6qgk6dryn129td0,1,53.2,24.7,2025-03-05T14:02:16.008Z,2025-03-05T14:02:19Z,5559493433,140,64.8,5559493437,212,16.9,5559493439,213,5.52,5559493435,141,7.4,5559493431,56,Right,,,,,,,,,,d3ookmcknbcdlc3kvhqao1ujt,Raynier Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276693,27,1,1,2,3,8oyl91pb7l6qgk6dryn129td0,1,64.8,7.4,2025-03-05T14:02:18.904Z,2025-03-05T14:02:21Z,5559493491,213,1.5,5559493485,140,65.5,5559493483,56,Center,5559493489,212,9.9,5559493487,141,21.9,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276697,28,1,1,2,6,8oyl91pb7l6qgk6dryn129td0,0,65.4,21.9,2025-03-05T14:02:21.576Z,2025-03-05T14:02:22Z,5559493505,213,5.36,5559493499,140,69.2,5559493503,212,6.6,5559493497,56,Right,5559493501,141,14.1,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276699,10,1,1,2,6,ajwqetklk0m22x7ifsjax5yi,1,23.6,89.4,2025-03-05T14:02:22.457Z,2025-03-05T16:26:06Z,5559493529,56,Back,5559493535,212,22.3,5559493537,213,5.75,5559493533,141,72.7,5559493531,140,41.9,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276701,11,1,1,2,9,ajwqetklk0m22x7ifsjax5yi,1,48.2,61.7,2025-03-05T14:02:25.456Z,2025-03-05T14:02:26Z,5559493547,212,7.2,5559493549,213,2.81,5559493543,140,41.7,5559493545,141,65.2,5559493541,56,Back,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276705,12,1,1,2,10,ajwqetklk0m22x7ifsjax5yi,1,41.7,65.2,2025-03-05T14:02:26.378Z,2025-03-05T14:02:28Z,5559493559,56,Back,5559493561,140,46.4,5559493563,141,33.7,5559493567,213,4.94,5559493565,212,22,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276709,13,49,1,2,12,ajwqetklk0m22x7ifsjax5yi,1,47,30.7,2025-03-05T14:02:28.221Z,2025-03-05T16:26:25Z,,,,,,,,,,,,,,,,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276741,14,1,1,2,15,ajwqetklk0m22x7ifsjax5yi,1,47,30.6,2025-03-05T14:02:31.220Z,2025-03-05T14:02:37Z,5559493761,212,46.2,5559493763,213,6.01,5559493759,141,12.5,5559493757,140,89.4,5559493755,56,Right,5559493765,1,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276749,15,1,1,2,16,ajwqetklk0m22x7ifsjax5yi,0,93.1,11.1,2025-03-05T14:02:31.672Z,2025-03-05T16:26:43Z,5559493797,2,,5559493799,155,,5559493801,56,Center,5559493805,141,47.9,5559493809,213,1.62,5559493835,233,29,5559493807,212,25.1,5559493803,140,91.9,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276719,29,11,1,2,17,8oyl91pb7l6qgk6dryn129td0,1,8.7,51.3,2025-03-05T14:02:33Z,2025-03-05T14:02:39Z,5559493645,56,Back,5559493647,88,,5559493863,233,15,,,,,,,,,,,,,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2784276753,30,1,1,2,21,8oyl91pb7l6qgk6dryn129td0,1,12,42.1,2025-03-05T14:02:36.951Z,2025-03-05T14:02:39Z,5559493851,140,39.4,5559493857,213,6,5559493847,123,,5559493849,56,Back,5559493853,141,30,5559493855,212,29.9,,,,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2784276757,31,1,1,2,23,8oyl91pb7l6qgk6dryn129td0,1,39.4,30,2025-03-05T14:02:39.314Z,2025-03-05T14:02:41Z,5559493875,212,34,5559493873,141,43.4,5559493879,1,,5559493877,213,0.27,5559493871,140,70.6,5559493869,56,Center,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276771,32,1,1,2,25,8oyl91pb7l6qgk6dryn129td0,1,70.6,43.4,2025-03-05T14:02:41.063Z,2025-03-05T14:02:57Z,5559493941,213,0.7,5559494115,154,,5559493935,140,86.8,5559493937,141,64.6,5559493939,212,22.3,5559494113,210,15,5559493933,56,Center,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276773,33,15,1,2,27,8oyl91pb7l6qgk6dryn129td0,1,89,63.6,2025-03-05T14:02:42.696Z,2025-03-05T14:07:40Z,5559494131,146,92.9,5559501221,89,,5559494121,154,,5559493945,22,,5559494129,103,9.5,5559501219,214,,5559494119,29,,5559493949,56,Center,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,5559494137,233,5559494133,147,5559494007,72,,5559494127,102,50.6,5559493947,64,5559494123,55,32,16,60.1,5559494117,78,,,,,,,,,,,,,,,,,Odisha FC,
2784276781,16,10,1,2,27,ajwqetklk0m22x7ifsjax5yi,1,3.1,45.2,2025-03-05T14:02:42.796Z,2025-03-05T15:01:26Z,5559494145,233,33,5559493979,182,,5559493977,178,,5559493975,173,,5559493981,56,Back,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784276785,17,49,1,2,34,ajwqetklk0m22x7ifsjax5yi,1,25.4,37.9,2025-03-05T14:02:50.514Z,2025-03-05T14:02:50Z,,,,,,,,,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276801,18,1,1,2,37,ajwqetklk0m22x7ifsjax5yi,0,34.7,15.6,2025-03-05T14:02:52.874Z,2025-03-05T14:02:53Z,5559494085,141,9.1,5559494083,140,59.6,5559494089,213,6.12,5559494087,212,26.5,5559494079,155,,5559494081,56,Right,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276809,34,12,1,2,38,8oyl91pb7l6qgk6dryn129td0,1,45.1,88.6,2025-03-05T14:02:54.512Z,2025-03-05T14:04:38Z,5559494175,56,Left,5559494191,167,,5559494181,212,11.4,5559494179,141,100,5559494177,140,51.6,5559494183,213,0.93,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276847,19,5,1,2,39,ajwqetklk0m22x7ifsjax5yi,1,52.8,-2,2025-03-05T14:02:55.107Z,2025-03-05T14:59:07Z,5559494423,56,Right,5559499439,233,35,5559494425,347,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276811,35,5,1,2,39,8oyl91pb7l6qgk6dryn129td0,0,47.2,102,2025-03-05T14:02:55.107Z,2025-03-05T14:59:07Z,5559499461,233,19,5559494189,347,,5559494187,56,Back,,,,,,,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784276887,20,1,1,2,55,ajwqetklk0m22x7ifsjax5yi,1,59.9,0,2025-03-05T14:03:10.777Z,2025-03-05T14:03:18Z,5559494629,107,,5559494635,141,6.2,5559494639,213,0.21,5559494637,212,27.3,5559494633,140,85.4,5559494641,1,,5559494631,56,Right,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784276971,22,3,1,2,58,ajwqetklk0m22x7ifsjax5yi,1,80,11.6,2025-03-05T14:03:13.720Z,2025-03-05T14:03:48Z,5559495133,56,Right,5559495151,233,36,5559495135,286,,,,,,,,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
