id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,,qualifier/18/value,teamName,Position
2784282983,149,1,1,22,7,ajwqetklk0m22x7ifsjax5yi,1,65.7,89,2025-03-05T14:22:23.132Z,2025-03-05T14:22:26Z,5559528451,140,34.3,5559528453,141,79.1,5559528459,1,,5559528449,56,Back,5559528457,213,3.34,5559528455,212,33.7,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283003,150,1,1,22,10,ajwqetklk0m22x7ifsjax5yi,1,38.2,78.4,2025-03-05T14:22:26.537Z,2025-03-05T14:22:29Z,5559528535,56,Back,5559528543,213,4.64,5559528539,141,50.1,5559528537,140,36.9,5559528541,212,19.3,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283025,151,1,1,22,13,ajwqetklk0m22x7ifsjax5yi,1,36.9,50.1,2025-03-05T14:22:29.537Z,2025-03-05T14:22:34Z,5559528741,213,4.88,5559528733,56,Back,5559528739,212,26.1,5559528737,141,12.2,5559528735,140,41.1,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283037,152,1,1,22,18,ajwqetklk0m22x7ifsjax5yi,1,41.1,12.2,2025-03-05T14:22:33.958Z,2025-03-05T14:22:36Z,5559528803,212,27.9,5559528805,213,0.29,5559528795,155,,5559528801,141,24.1,5559528799,140,66.5,5559528797,56,Center,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283041,153,1,1,22,20,ajwqetklk0m22x7ifsjax5yi,0,66.5,24.1,2025-03-05T14:22:36.098Z,2025-03-05T14:22:37Z,5559528821,212,15.5,5559528819,141,36.7,5559528823,213,0.59,5559528817,140,78.8,5559528815,56,Center,,,,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283047,182,49,1,22,23,8oyl91pb7l6qgk6dryn129td0,1,28.6,50.1,2025-03-05T14:22:38.593Z,2025-03-05T14:22:38Z,,,,,,,,,,,,,,,,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283063,183,1,1,22,24,8oyl91pb7l6qgk6dryn129td0,0,30,50.7,2025-03-05T14:22:39.744Z,2025-03-05T14:22:42Z,5559528937,212,31,5559528939,213,0.2,5559528931,56,Center,5559528933,140,59,5559528935,141,59.6,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283073,154,8,1,22,28,ajwqetklk0m22x7ifsjax5yi,1,44.8,33.3,2025-03-05T14:22:44.066Z,2025-03-05T14:22:44Z,5559529015,56,Back,,,,,,,,,,,,,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283093,155,49,1,22,30,ajwqetklk0m22x7ifsjax5yi,1,34.9,19.8,2025-03-05T14:22:46.440Z,2025-03-05T14:22:46Z,,,,,,,,,,,,,,,,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283103,156,1,1,22,31,ajwqetklk0m22x7ifsjax5yi,1,34.9,19.8,2025-03-05T14:22:46.690Z,2025-03-05T14:22:49Z,5559529185,140,7.6,5559529183,56,Back,5559529193,1,,5559529187,141,46.7,5559529189,212,34,5559529191,213,2.57,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283113,157,1,1,22,34,ajwqetklk0m22x7ifsjax5yi,1,9.1,47.2,2025-03-05T14:22:49.814Z,2025-03-05T14:22:51Z,5559529241,212,19.7,5559529235,56,Back,5559529237,140,23.6,5559529239,141,65.5,5559529243,213,0.69,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784283123,158,1,1,22,35,ajwqetklk0m22x7ifsjax5yi,1,23.6,65.5,2025-03-05T14:22:51.267Z,2025-03-05T14:22:52Z,5559529305,140,32.5,5559529303,56,Back,5559529311,213,1.13,5559529307,141,94.7,5559529309,212,21.9,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283127,159,1,1,22,36,ajwqetklk0m22x7ifsjax5yi,1,32.5,94.7,2025-03-05T14:22:52.517Z,2025-03-05T14:22:54Z,5559529331,56,Back,5559529339,213,0.09,5559529337,212,18.3,5559529333,140,49.9,5559529335,141,97.1,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283143,160,1,1,22,39,ajwqetklk0m22x7ifsjax5yi,1,49.9,97.1,2025-03-05T14:22:54.657Z,2025-03-05T14:22:57Z,5559529425,213,3.3,5559529417,56,Back,5559529423,212,20.5,5559529419,140,30.6,5559529421,141,92.3,,,,,,,,,,3e4twzsgwcxza9739q17gn4h6,Ritwik Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283155,161,1,1,22,41,ajwqetklk0m22x7ifsjax5yi,1,36.5,93,2025-03-05T14:22:57.453Z,2025-03-05T14:23:00Z,5559529539,141,77.9,5559529541,212,14.7,5559529537,140,26.5,5559529543,213,3.92,5559529533,56,Back,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283173,162,1,1,22,44,ajwqetklk0m22x7ifsjax5yi,1,26.5,77.9,2025-03-05T14:23:00.141Z,2025-03-05T14:23:04Z,5559529627,141,42.8,5559529629,212,23.9,5559529623,56,Back,5559529625,140,25.7,5559529631,213,4.68,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283201,163,1,1,22,48,ajwqetklk0m22x7ifsjax5yi,1,32.2,32.4,2025-03-05T14:23:04.311Z,2025-03-05T14:23:09Z,5559529759,140,67.8,5559529757,56,Center,5559529761,141,24,5559529763,212,37.8,5559529767,1,,5559529765,213,6.13,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283211,164,1,1,22,53,ajwqetklk0m22x7ifsjax5yi,1,65.2,24.9,2025-03-05T14:23:09.045Z,2025-03-05T14:23:11Z,5559529841,141,7.7,5559529843,212,13.7,5559529839,140,58.4,5559529837,56,Right,5559529845,213,4.16,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283229,165,1,1,22,55,ajwqetklk0m22x7ifsjax5yi,1,58.4,7.7,2025-03-05T14:23:11.341Z,2025-03-05T14:23:15Z,5559529949,140,85.4,5559529947,56,Right,5559529953,212,28.4,5559529955,213,6.25,5559529951,141,6.2,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283235,166,50,1,22,58,ajwqetklk0m22x7ifsjax5yi,1,78.4,3.4,2025-03-05T14:23:13.919Z,2025-03-05T15:04:39Z,5559529993,233,184,5559529971,286,,5559529969,56,Right,,,,,,,,,,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283233,184,7,1,22,58,8oyl91pb7l6qgk6dryn129td0,1,21.6,96.6,2025-03-05T14:23:13.920Z,2025-03-05T15:04:39Z,5559529963,285,,5559529959,167,,5559529973,233,166,5559529961,56,Back,,,,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283269,167,5,1,22,59,ajwqetklk0m22x7ifsjax5yi,1,74.8,-1.8,2025-03-05T14:23:15.264Z,2025-03-05T14:59:12Z,5559530177,347,,5559530175,56,Right,5559530183,233,185,,,,,,,,,,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283239,185,5,1,22,59,8oyl91pb7l6qgk6dryn129td0,0,25.2,101.8,2025-03-05T14:23:15.264Z,2025-03-05T14:59:12Z,5559529999,347,,5559529997,56,Back,5559530187,233,167,,,,,,,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283275,168,1,1,23,8,ajwqetklk0m22x7ifsjax5yi,1,76.7,0,2025-03-05T14:23:23.559Z,2025-03-05T14:23:27Z,5559530233,1,,5559530225,140,46.6,5559530217,107,,5559530227,141,11,5559530229,212,32.8,5559530231,213,2.87,5559530221,56,Back,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283295,169,1,1,23,11,ajwqetklk0m22x7ifsjax5yi,1,46.6,11,2025-03-05T14:23:27.230Z,2025-03-05T14:23:31Z,5559530321,141,49.6,5559530317,56,Back,5559530323,212,26.3,5559530319,140,47.7,5559530325,213,1.53,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283307,170,1,1,23,15,ajwqetklk0m22x7ifsjax5yi,0,52.7,50.9,2025-03-05T14:23:30.932Z,2025-03-05T14:23:32Z,5559530381,212,20,5559530375,56,Center,5559530383,213,5.86,5559530379,141,38.8,5559530377,140,70.1,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283323,186,49,1,23,20,8oyl91pb7l6qgk6dryn129td0,1,39,67.2,2025-03-05T14:23:35.569Z,2025-03-05T14:23:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283353,187,1,1,23,24,8oyl91pb7l6qgk6dryn129td0,0,73.6,58.7,2025-03-05T14:23:39.648Z,2025-03-05T14:23:41Z,5559530633,140,87.8,5559530631,56,Center,5559530639,213,0.15,5559530637,212,15.1,5559530635,141,62.1,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283417,171,59,1,23,29,ajwqetklk0m22x7ifsjax5yi,1,9.1,42.4,2025-03-05T14:23:45.321Z,2025-03-05T16:36:09Z,5559530957,56,Back,,,,,,,,,,,,,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784283437,172,12,1,23,35,ajwqetklk0m22x7ifsjax5yi,1,14,34.8,2025-03-05T14:23:50.664Z,2025-03-05T16:36:06Z,5559531081,140,26.1,5559531087,213,5.89,5559531083,141,27,5559531079,56,Back,5559531085,212,13.8,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784283491,188,12,1,23,38,8oyl91pb7l6qgk6dryn129td0,1,35,52.5,2025-03-05T14:23:54.448Z,2025-03-05T14:24:03Z,5559531385,213,6.09,5559531379,140,46.8,5559531377,56,Back,5559531383,212,12.6,5559531381,141,49,,,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283467,173,1,1,23,39,ajwqetklk0m22x7ifsjax5yi,1,59.3,48.4,2025-03-05T14:23:55.381Z,2025-03-05T14:23:59Z,5559531209,212,34.6,5559531211,213,1.05,5559531207,141,92.6,5559531203,56,Left,5559531213,1,,5559531205,140,75.7,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283471,174,1,1,23,43,ajwqetklk0m22x7ifsjax5yi,1,84.8,77.8,2025-03-05T14:23:59.458Z,2025-03-05T14:24:01Z,5559531269,56,Center,5559531271,140,79.3,5559531275,212,16.5,5559531273,141,55.1,5559531277,213,4.35,,,,,,,,,,3e4twzsgwcxza9739q17gn4h6,Ritwik Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283477,175,1,1,23,45,ajwqetklk0m22x7ifsjax5yi,0,79.3,55.1,2025-03-05T14:24:01.067Z,2025-03-05T14:24:02Z,5559531315,213,0.24,5559531313,212,3.8,5559531309,140,82.8,5559531307,56,Center,5559531311,141,56.4,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283495,189,8,1,23,48,8oyl91pb7l6qgk6dryn129td0,1,23.9,33,2025-03-05T14:24:03.601Z,2025-03-05T14:24:03Z,5559531399,56,Back,,,,,,,,,,,,,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283501,190,49,1,23,49,8oyl91pb7l6qgk6dryn129td0,1,25.3,32.4,2025-03-05T14:24:04.816Z,2025-03-05T14:24:04Z,,,,,,,,,,,,,,,,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283533,191,1,1,23,50,8oyl91pb7l6qgk6dryn129td0,1,27.4,31.8,2025-03-05T14:24:05.632Z,2025-03-05T14:24:10Z,5559531585,56,Back,5559531593,213,1.12,5559531589,141,66,5559531587,140,38.1,5559531591,212,25.8,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283551,192,1,1,23,54,8oyl91pb7l6qgk6dryn129td0,1,33.8,66.4,2025-03-05T14:24:10.352Z,2025-03-05T14:24:12Z,5559531679,56,Back,5559531681,140,27.5,5559531685,212,16.8,5559531687,213,4.31,5559531683,141,43.7,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283561,193,1,1,23,57,8oyl91pb7l6qgk6dryn129td0,1,33.2,47.8,2025-03-05T14:24:12.751Z,2025-03-05T14:24:14Z,5559531727,140,36.3,5559531729,141,67.3,5559531731,212,13.7,5559531725,56,Back,5559531733,213,1.33,,,,,,,,,,d3ookmcknbcdlc3kvhqao1ujt,Raynier Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283579,194,1,1,23,59,8oyl91pb7l6qgk6dryn129td0,0,37.6,69,2025-03-05T14:24:14.623Z,2025-03-05T14:24:16Z,5559531815,141,56.9,5559531813,140,31.3,5559531817,212,10.6,5559531807,56,Back,5559531819,213,4.04,,,,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283585,176,49,1,24,1,ajwqetklk0m22x7ifsjax5yi,1,67.6,39.8,2025-03-05T14:24:17.158Z,2025-03-05T14:24:17Z,,,,,,,,,,,,,,,,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283631,177,1,1,24,1,ajwqetklk0m22x7ifsjax5yi,1,67.6,39.8,2025-03-05T14:24:17.329Z,2025-03-05T14:24:21Z,5559532071,212,15.5,5559532067,141,18,5559532061,140,63.3,5559532057,56,Right,5559532075,213,4.42,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283635,178,1,1,24,6,ajwqetklk0m22x7ifsjax5yi,0,63.2,15.3,2025-03-05T14:24:21.615Z,2025-03-05T14:24:24Z,5559532085,212,10.1,5559532095,233,195,5559532093,236,,5559532083,141,12.6,5559532099,286,,5559532087,213,6.1,5559532079,56,Right,5559532081,140,72.7,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283627,195,74,1,24,6,8oyl91pb7l6qgk6dryn129td0,1,26.3,85.1,2025-03-05T14:24:21.616Z,2025-03-05T14:24:24Z,5559532107,233,178,5559532041,285,,5559532039,56,Back,,,,,,,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283865,179,5,1,24,8,ajwqetklk0m22x7ifsjax5yi,1,84.4,-1.8,2025-03-05T14:24:23.968Z,2025-03-05T14:59:12Z,5559533267,347,,5559533279,233,196,5559533265,56,Right,,,,,,,,,,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283707,196,5,1,24,8,8oyl91pb7l6qgk6dryn129td0,0,15.6,101.8,2025-03-05T14:24:23.968Z,2025-03-05T14:59:13Z,5559532507,347,,5559533287,233,179,5559532505,56,Back,,,,,,,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283883,180,1,1,24,47,ajwqetklk0m22x7ifsjax5yi,1,85,0,2025-03-05T14:25:02.619Z,2025-03-05T14:25:05Z,5559533363,212,25.8,5559533367,1,,5559533365,213,1.33,5559533357,56,Center,5559533359,140,90.8,5559533361,141,34.8,5559533355,107,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283899,181,44,1,24,50,ajwqetklk0m22x7ifsjax5yi,1,89.8,28,2025-03-05T14:25:05.666Z,2025-03-05T15:04:47Z,5559533469,233,197,5559533405,286,,5559533403,56,Center,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283905,197,44,1,24,50,8oyl91pb7l6qgk6dryn129td0,0,10.2,72,2025-03-05T14:25:05.667Z,2025-03-05T15:04:48Z,5559533417,285,,5559533481,233,181,5559533415,56,Back,,,,,,,,,,,,,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283909,182,1,1,24,51,ajwqetklk0m22x7ifsjax5yi,0,90.8,34.8,2025-03-05T14:25:06.854Z,2025-03-05T14:25:08Z,5559533445,140,93.2,5559533447,141,51.2,5559533439,3,,5559533449,212,11.4,5559533443,56,Center,5559533451,213,1.35,5559533441,168,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283925,198,12,1,24,53,8oyl91pb7l6qgk6dryn129td0,1,8.2,44.6,2025-03-05T14:25:08.831Z,2025-03-05T14:25:12Z,5559533529,140,15.5,5559533527,56,Back,5559533535,213,5.31,5559533531,141,28,5559533533,212,13.6,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283917,183,61,1,24,54,ajwqetklk0m22x7ifsjax5yi,1,84.3,66.9,2025-03-05T14:25:09.946Z,2025-03-05T14:25:10Z,5559533487,56,Center,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784283927,199,49,1,24,56,8oyl91pb7l6qgk6dryn129td0,1,7.3,12.3,2025-03-05T14:25:11.951Z,2025-03-05T14:25:12Z,,,,,,,,,,,,,,,,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283957,200,1,1,24,57,8oyl91pb7l6qgk6dryn129td0,1,9.4,8.3,2025-03-05T14:25:12.672Z,2025-03-05T14:25:16Z,5559533691,140,25.7,5559533699,213,0.03,5559533689,56,Back,5559533693,141,9.1,5559533695,212,17.1,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283975,201,1,1,25,0,8oyl91pb7l6qgk6dryn129td0,1,33.8,3.4,2025-03-05T14:25:16.400Z,2025-03-05T14:25:21Z,5559533821,212,28.2,5559533817,140,60.6,5559533823,213,0.04,5559533819,141,5,5559533815,56,Right,,,,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283997,202,1,1,25,6,8oyl91pb7l6qgk6dryn129td0,1,78,5.5,2025-03-05T14:25:21.600Z,2025-03-05T14:25:25Z,5559533963,56,Center,5559533971,213,2.22,5559533967,141,22.5,5559533969,212,14.5,5559533965,140,69.6,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283999,203,4,1,25,8,8oyl91pb7l6qgk6dryn129td0,1,72.4,23.4,2025-03-05T14:25:24.365Z,2025-03-05T14:25:32Z,5559534025,13,,5559534033,286,,5559534031,265,,5559534035,233,184,5559534029,152,,5559534027,56,Center,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784283995,184,4,1,25,8,ajwqetklk0m22x7ifsjax5yi,0,27.6,76.6,2025-03-05T14:25:24.366Z,2025-03-05T14:25:33Z,5559534015,285,,5559534007,13,,5559534009,56,Back,5559534013,265,,5559534041,233,203,5559534011,152,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784284257,204,1,1,25,59,8oyl91pb7l6qgk6dryn129td0,1,71,19.1,2025-03-05T14:26:14.703Z,2025-03-05T14:26:38Z,5559535415,140,95.9,5559535419,212,26.2,5559535409,5,,5559535417,141,15.8,5559535413,56,Right,5559535805,210,15,5559535411,152,,5559535421,213,6.2,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784284259,205,15,1,26,2,8oyl91pb7l6qgk6dryn129td0,1,91.7,31.6,2025-03-05T14:26:17.567Z,2025-03-05T14:26:39Z,5559535819,79,,5559535835,147,47.1,5559535829,103,28.5,5559535427,63,,5559535821,29,,5559535711,24,,5559535831,328,,5559535823,55,204,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,5559535827,102,5559535713,20,5559535833,146,99.4,5559535843,233,185,5559535429,56,,,,49.7,,,,,,Center,,,,,,,,,,,,,,Odisha FC,
2784284261,185,10,1,26,2,ajwqetklk0m22x7ifsjax5yi,1,2,54.6,2025-03-05T14:26:17.667Z,2025-03-05T14:26:39Z,5559535853,233,205,5559535443,56,Back,5559535437,173,,5559535441,182,,5559535439,178,,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784284279,186,12,1,26,5,ajwqetklk0m22x7ifsjax5yi,1,2,54.6,2025-03-05T14:26:20.590Z,2025-03-05T14:26:37Z,5559535531,213,3.37,5559535525,140,0,5559535539,167,,5559535523,56,Back,5559535527,141,53.3,5559535529,212,4,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2784284283,187,6,1,26,5,ajwqetklk0m22x7ifsjax5yi,0,1.9,61,2025-03-05T14:26:20.656Z,2025-03-05T14:52:50Z,5559535601,56,Back,5559535617,233,206,5559535603,73,,,,,,,,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
