id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value
2774250633,1,34,16,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-02-09T13:10:36.127Z,2025-02-09T14:01:43Z,5504610973,194,99cjmvx4xlyzhyf6wxlvisb11,5504583097,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5504583107,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5504583103,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5504583101,130,4,5504583099,59,"28, 32, 12, 18, 2, 4, 10, 8, 17, 7, 11, 1, 9, 19, 23, 24, 25, 26, 31, 37",5504583105,197,21469,5504583095,30,"pf04royfgavano96z7n7x3v9, 3sy4rxdzl4u9e5kkvygxu9x7u, eisspzerdcz21ukznum5q30bu, c8xdtls9ueivjll19yvp5wq1h, 183r263z06eesonzbta557ys5, duxnzil70n1147w8ob8ooxo89, jtmpumg28emowvrre2ujqtw5, de6woepvuggpm1z2cwz1nbmne, 7wpltjujzubkwy1k57jzcwafp, cufgsqfkltgeb7ak2uan2dqdx, 99cjmvx4xlyzhyf6wxlvisb11, et5ztuwgv6uaiste9nxba9h3p, deyx0zxr2303hh3cru8l88u1g, acgw28v8r6pzwuin89f1sah1x, c22j2xs6nnyho3hixmh0txo9g, 7gknnojch0zpa9cryvymfzcru, 7vwq6tjwae82epsh6kll9phm2, 3syfp9ndbs7t5vgj21a02gcno, daflma7990pzvp9o2ebnzi1as, ef03lfm2rxiagu5gv86jqp3x0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774252777,1,34,16,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-02-09T13:13:01.980Z,2025-02-09T13:16:48Z,5504594227,59,"32, 77, 23, 8, 4, 3, 7, 20, 9, 10, 11, 33, 24, 22, 21, 18, 15, 5, 12, 14",5504612027,194,3vdeg67iuouaj5rfdrnh14h5h,5504594235,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5504594223,30,"5jtd252do025958pgqkigc0d1, 1ilh1vogo8mggj0vhf2oknswk, a1rjrfrukdqfztu8c9l88wduc, 3i9ye7yfz4j9bhbi8gco7mjca, 14w76iqim5kly2adzwc9n6wgl, banlw3aybtscei2n206mlzf85, 31g5m4lerjmoykobyt8cckxxx, 7q0oc78bzao7g3iy7zoobmy1, 88x8tqxamao1dzdfz5libluui, 3vdeg67iuouaj5rfdrnh14h5h, 11een7yuvw4psjhjuakk75clw, b8l2ubkujj1lhnld7k97qa2qy, 7ci9hj1m4rzmmu0cvyk2iy0ru, 8vulbgpf7e1nmpnawi5z8vbze, 27ep4aadiffsck8usuolvc416, 3e4twzsgwcxza9739q17gn4h6, 2z2u1jd91uyccw2pn5qoiti0a, iydj3zcyzjgguy8iwmitdp05, c3a0lyz3sn54rehi0tk1pba39, ex1jk22ckbwg721ie0azus2c5",5504594225,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5504594229,130,8,5504594231,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5504594233,197,27608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774290827,3,32,1,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-02-09T14:00:07.756Z,2025-02-09T14:00:10Z,5504793585,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774290817,3,32,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-02-09T14:00:07.756Z,2025-02-09T14:00:08Z,5504793543,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774290831,4,1,1,0,0,12ksg0e6d70senzilsic40fzl,1,50.2,50,2025-02-09T14:00:08.069Z,2025-02-09T14:00:11Z,5504793603,56,Back,5504793609,212,3.9,5504793605,140,48.1,5504793607,141,45.2,5504793611,213,4.12,5504793613,279,S,5504793741,278,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774290881,5,1,1,0,2,12ksg0e6d70senzilsic40fzl,1,51.9,44.6,2025-02-09T14:00:10.568Z,2025-02-09T14:00:13Z,5504793867,213,4.22,5504793863,141,12.0,5504793861,140,40.7,5504793865,212,25.1,5504793859,56,Back,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774290933,6,1,1,0,5,12ksg0e6d70senzilsic40fzl,0,40.9,12,2025-02-09T14:00:12.990Z,2025-02-09T14:00:17Z,5504794127,213,0.92,5504794119,56,Left,5504794115,155,,5504794123,141,100.0,5504794121,140,84.5,5504794129,1,,5504794125,212,75.7,5504794117,196,,3sy4rxdzl4u9e5kkvygxu9x7u,R. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291085,4,5,1,0,9,ajwqetklk0m22x7ifsjax5yi,1,15.9,-1.2,2025-02-09T14:00:16.850Z,2025-02-09T15:03:45Z,5504794949,347,,5504794953,233,7,5504794947,56,Back,,,,,,,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,N. Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774290939,7,5,1,0,9,12ksg0e6d70senzilsic40fzl,0,84.1,101.2,2025-02-09T14:00:16.850Z,2025-02-09T15:03:45Z,5504794163,56,Left,5504794983,233,4,5504794165,347,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,R. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291107,5,1,1,0,21,ajwqetklk0m22x7ifsjax5yi,0,16.5,0,2025-02-09T14:00:29.083Z,2025-02-09T14:00:31Z,5504795109,107,,5504795121,1,,5504795117,212,24.2,5504795119,213,0.15,5504795115,141,3.5,5504795111,56,Back,5504795113,140,39.3,,,,1ilh1vogo8mggj0vhf2oknswk,N. Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291139,8,1,1,0,24,12ksg0e6d70senzilsic40fzl,0,61,95.9,2025-02-09T14:00:32.709Z,2025-02-09T14:00:33Z,5504795257,212,6.2,5504795259,213,3.26,5504795255,141,94.8,5504795249,157,,5504795261,1,,5504795251,56,Left,5504795253,140,55.1,,,,eisspzerdcz21ukznum5q30bu,M. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291147,6,44,1,0,26,ajwqetklk0m22x7ifsjax5yi,1,44.6,4.6,2025-02-09T14:00:34.218Z,2025-02-09T15:03:36Z,5504795341,233,9,5504795313,56,Back,5504795317,285,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291149,9,44,1,0,26,12ksg0e6d70senzilsic40fzl,0,55.4,95.4,2025-02-09T14:00:34.219Z,2025-02-09T15:03:36Z,5504795325,286,,5504795323,56,Left,5504795351,233,6,,,,,,,,,,,,,,,,eisspzerdcz21ukznum5q30bu,M. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291179,7,1,1,0,26,ajwqetklk0m22x7ifsjax5yi,1,44.7,2.8,2025-02-09T14:00:34.732Z,2025-02-09T14:00:36Z,5504795467,213,2.09,5504795457,3,,5504795465,212,7.7,5504795459,56,Back,5504795463,141,12.6,5504795461,140,41.1,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291271,8,1,1,0,28,ajwqetklk0m22x7ifsjax5yi,1,39.6,13.5,2025-02-09T14:00:36.667Z,2025-02-09T14:00:43Z,5504795985,56,Back,5504795989,141,75.4,5504795991,212,43.0,5504795993,213,1.77,5504795995,1,,5504795983,196,,5504795987,140,31.4,,,,31g5m4lerjmoykobyt8cckxxx,I. Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291301,9,1,1,0,35,ajwqetklk0m22x7ifsjax5yi,1,53.5,90,2025-02-09T14:00:43.226Z,2025-02-09T14:00:45Z,5504796133,56,Left,5504796143,141,94.2,5504796139,140,64.2,5504796145,212,11.6,5504796147,213,0.25,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,M. Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291315,10,1,1,0,37,ajwqetklk0m22x7ifsjax5yi,1,64.2,94.4,2025-02-09T14:00:45.354Z,2025-02-09T14:00:46Z,5504796219,140,69.9,5504796225,213,5.46,5504796217,56,Left,5504796221,141,85.0,5504796223,212,8.8,,,,,,,,,,11een7yuvw4psjhjuakk75clw,M. Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291345,11,1,1,0,38,ajwqetklk0m22x7ifsjax5yi,0,69.6,84.7,2025-02-09T14:00:46.554Z,2025-02-09T14:00:49Z,5504796359,140,100.0,5504796365,213,0.08,5504796363,212,33.0,5504796361,141,88.6,5504796367,1,,5504796357,56,Left,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,R. Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291365,10,5,1,0,41,12ksg0e6d70senzilsic40fzl,1,-0.9,10,2025-02-09T14:00:48.757Z,2025-02-09T15:03:45Z,5504796437,346,,5504796435,56,Back,5504798417,233,12,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291741,12,5,1,0,41,ajwqetklk0m22x7ifsjax5yi,0,100.9,90,2025-02-09T14:00:48.757Z,2025-02-09T15:03:46Z,5504798423,233,10,5504798365,56,Left,5504798369,346,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,R. Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291739,11,1,1,1,2,12ksg0e6d70senzilsic40fzl,0,5.3,55.8,2025-02-09T14:01:10.210Z,2025-02-09T14:01:14Z,5504798363,74,,5504798353,140,66.3,5504798361,1,,5504798351,56,Center,5504798349,124,,5504798355,141,67.9,5504798359,213,0.13,5504798357,212,64.6,pf04royfgavano96z7n7x3v9,L. Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291779,13,1,1,1,6,ajwqetklk0m22x7ifsjax5yi,1,29.2,37.3,2025-02-09T14:01:14.203Z,2025-02-09T14:01:16Z,5504798571,140,36.4,5504798573,141,41.8,5504798567,3,,5504798575,212,8.2,5504798569,56,Back,5504798577,213,0.38,,,,,,,14w76iqim5kly2adzwc9n6wgl,P. Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291807,14,1,1,1,8,ajwqetklk0m22x7ifsjax5yi,1,36.6,41.9,2025-02-09T14:01:16.299Z,2025-02-09T14:01:18Z,5504798717,140,42.4,5504798721,212,16.2,5504798723,213,5.10,5504798719,141,19.8,5504798715,56,Back,,,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,S. Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291825,15,1,1,1,10,ajwqetklk0m22x7ifsjax5yi,0,42.3,19.8,2025-02-09T14:01:18.332Z,2025-02-09T14:01:19Z,5504798805,212,39.9,5504798809,1,,5504798799,56,Center,5504798801,140,73.5,5504798803,141,53.4,5504798807,213,0.61,5504798797,157,,,,,31g5m4lerjmoykobyt8cckxxx,I. Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291855,12,1,1,1,11,12ksg0e6d70senzilsic40fzl,1,27.2,45.1,2025-02-09T14:01:19.445Z,2025-02-09T14:01:20Z,5504798937,212,13.4,5504798933,140,29.1,5504798931,56,Back,5504798929,3,,5504798939,213,1.42,5504798935,141,64.6,,,,,,,183r263z06eesonzbta557ys5,R. Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291871,13,1,1,1,12,12ksg0e6d70senzilsic40fzl,1,29.1,66.1,2025-02-09T14:01:20.367Z,2025-02-09T14:01:21Z,5504799007,3,,5504799013,140,43.5,5504799011,56,Back,5504799019,213,0.09,5504799015,141,68.2,5504799017,212,15.2,,,,,,,duxnzil70n1147w8ob8ooxo89,C. Konsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291883,14,1,1,1,13,12ksg0e6d70senzilsic40fzl,1,43.3,68.1,2025-02-09T14:01:21.601Z,2025-02-09T14:01:29Z,5504799079,56,Center,5504799075,3,,5504799087,213,0.04,5504799085,212,16.5,5504799077,168,,5504799081,140,59.0,5504799083,141,69.0,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291939,15,4,1,1,17,12ksg0e6d70senzilsic40fzl,1,59.3,68.2,2025-02-09T14:01:25.707Z,2025-02-09T15:03:26Z,5504799375,13,,5504799379,152,,5504799525,233,16,5504799381,265,,5504799383,286,,5504799377,56,Center,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774291929,16,4,1,1,17,ajwqetklk0m22x7ifsjax5yi,0,40.7,31.8,2025-02-09T14:01:25.708Z,2025-02-09T15:03:27Z,5504799489,265,,5504799491,285,,5504799485,56,Back,5504799483,13,,5504799487,152,,5504799549,233,15,,,,,,,14w76iqim5kly2adzwc9n6wgl,P. Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292055,16,1,1,1,20,12ksg0e6d70senzilsic40fzl,0,45,70.9,2025-02-09T14:01:27.898Z,2025-02-09T14:02:46Z,5504800005,141,0.0,5504799999,152,,5504799995,5,,5504800133,189,,5504800003,140,73.0,5504800001,56,Right,5504799997,157,,5504800007,212,57.2,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,5504800013,1,5504800011,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292059,17,5,1,1,25,12ksg0e6d70senzilsic40fzl,0,72.4,-1.4,2025-02-09T14:01:33.414Z,2025-02-09T14:02:37Z,5504800409,233,17,5504800029,56,Right,5504800031,347,,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292121,17,5,1,1,25,ajwqetklk0m22x7ifsjax5yi,1,27.6,101.4,2025-02-09T14:01:33.414Z,2025-02-09T15:03:46Z,5504800345,56,Back,5504800391,233,17,5504800347,347,,,,,,,,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,P. Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292153,18,1,1,1,34,ajwqetklk0m22x7ifsjax5yi,1,28.1,100,2025-02-09T14:01:42.236Z,2025-02-09T14:01:44Z,5504800565,213,4.18,5504800555,56,Back,5504800559,140,23.6,5504800563,212,9.3,5504800561,141,89.7,5504800553,107,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,M. Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292179,19,1,1,1,36,ajwqetklk0m22x7ifsjax5yi,0,23.1,87.8,2025-02-09T14:01:44.525Z,2025-02-09T14:01:45Z,5504800673,213,6.27,5504800659,140,69.0,5504800655,56,Left,5504800669,212,48.2,5504800677,1,,5504800663,141,86.8,5504800651,157,,,,,banlw3aybtscei2n206mlzf85,L. Ćirković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292255,18,1,1,1,39,12ksg0e6d70senzilsic40fzl,1,29.1,11.1,2025-02-09T14:01:47.633Z,2025-02-09T14:01:50Z,5504801069,56,Back,5504801065,3,,5504801077,212,25.2,5504801079,213,2.47,5504801075,141,34.2,5504801073,140,10.3,,,,,,,183r263z06eesonzbta557ys5,R. Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292259,19,49,1,1,42,12ksg0e6d70senzilsic40fzl,1,10.5,34.2,2025-02-09T14:01:50.508Z,2025-02-09T14:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,pf04royfgavano96z7n7x3v9,L. Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292275,20,1,1,1,42,12ksg0e6d70senzilsic40fzl,1,10.5,34.3,2025-02-09T14:01:50.680Z,2025-02-09T14:01:51Z,5504801217,212,24.2,5504801211,56,Back,5504801213,140,23.2,5504801215,141,64.0,5504801219,213,0.99,,,,,,,,,,pf04royfgavano96z7n7x3v9,L. Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292313,21,1,1,1,43,12ksg0e6d70senzilsic40fzl,1,23.2,64,2025-02-09T14:01:51.508Z,2025-02-09T14:01:53Z,5504801427,213,1.32,5504801419,56,Back,5504801425,212,20.4,5504801423,141,93.0,5504801421,140,28.1,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,C. Konsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292345,22,1,1,1,45,12ksg0e6d70senzilsic40fzl,0,28.1,93,2025-02-09T14:01:52.898Z,2025-02-09T14:01:54Z,5504801583,141,89.9,5504801581,140,64.0,5504801577,155,,5504801591,213,6.23,5504801593,1,,5504801587,212,37.8,5504801579,56,Left,,,,eisspzerdcz21ukznum5q30bu,M. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292397,20,1,1,1,47,ajwqetklk0m22x7ifsjax5yi,1,26.6,16.5,2025-02-09T14:01:55.271Z,2025-02-09T14:01:58Z,5504801835,3,,5504801839,140,36.3,5504801845,213,0.47,5504801841,141,24.1,5504801843,212,11.4,5504801837,56,Back,,,,,,,1ilh1vogo8mggj0vhf2oknswk,N. Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292403,21,49,1,1,50,ajwqetklk0m22x7ifsjax5yi,1,36.3,24.1,2025-02-09T14:01:58.381Z,2025-02-09T14:01:58Z,,,,,,,,,,,,,,,,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292475,22,1,1,1,51,ajwqetklk0m22x7ifsjax5yi,1,33.7,30.6,2025-02-09T14:01:59.693Z,2025-02-09T14:02:02Z,5504802279,141,57.9,5504802275,56,Back,5504802277,140,29.3,5504802281,212,19.1,5504802283,213,1.81,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292523,23,1,1,1,54,ajwqetklk0m22x7ifsjax5yi,1,29.7,61.2,2025-02-09T14:02:02.317Z,2025-02-09T14:02:06Z,5504802527,213,1.39,5504802519,56,Back,5504802525,212,20.9,5504802523,141,91.5,5504802521,140,33.2,,,,,,,,,,banlw3aybtscei2n206mlzf85,L. Ćirković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292559,24,1,1,1,58,ajwqetklk0m22x7ifsjax5yi,0,32.9,91.8,2025-02-09T14:02:05.869Z,2025-02-09T14:02:07Z,5504802715,140,67.6,5504802719,212,36.4,5504802711,155,,5504802713,56,Left,5504802721,213,6.28,5504802723,1,,5504802717,141,91.7,,,,a1rjrfrukdqfztu8c9l88wduc,M. Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292589,23,8,1,2,0,12ksg0e6d70senzilsic40fzl,1,30.5,9.7,2025-02-09T14:02:08.570Z,2025-02-09T14:02:09Z,5504802881,56,Back,5504802907,15,,,,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,R. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292655,25,4,1,2,4,ajwqetklk0m22x7ifsjax5yi,1,67.1,70,2025-02-09T14:02:12.126Z,2025-02-09T15:03:27Z,5504803615,286,,5504803611,265,,5504803597,13,,5504803665,233,24,5504803601,56,Center,5504803607,152,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292725,24,4,1,2,4,12ksg0e6d70senzilsic40fzl,0,32.9,30,2025-02-09T14:02:12.127Z,2025-02-09T15:03:27Z,5504803697,233,25,5504803647,285,,5504803645,265,,5504803639,13,,5504803643,152,,5504803641,56,Back,,,,,,,183r263z06eesonzbta557ys5,R. Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774292799,25,17,1,2,13,12ksg0e6d70senzilsic40fzl,1,0,0,2025-02-09T14:02:21.618Z,2025-02-09T14:02:25Z,5504804391,13,243,5504804389,392,,5504804387,31,,,,,,,,,,,,,,,,,183r263z06eesonzbta557ys5,R. Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293511,26,1,1,2,53,ajwqetklk0m22x7ifsjax5yi,0,67.4,80,2025-02-09T14:03:00.958Z,2025-02-09T14:03:02Z,5504807679,56,Center,5504807675,155,,5504807671,2,,5504807673,5,,5504807687,213,5.62,5504807685,212,34.0,5504807691,1,,5504807677,152,,3i9ye7yfz4j9bhbi8gco7mjca,R. Tachikawa,5504807683,141,5504807681,140,93.0,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293501,26,12,1,2,53,12ksg0e6d70senzilsic40fzl,1,8.2,57.2,2025-02-09T14:03:01.571Z,2025-02-09T14:03:03Z,5504807627,140,15.2,5504807725,15,,5504807631,212,9.0,5504807633,213,0.61,5504807625,56,Back,5504807629,141,64.8,,,,,,,duxnzil70n1147w8ob8ooxo89,C. Konsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293685,27,12,1,2,55,12ksg0e6d70senzilsic40fzl,1,15.2,64.8,2025-02-09T14:03:02.962Z,2025-02-09T14:03:10Z,5504808549,56,Back,5504808553,141,67.2,5504808551,140,29.8,5504808559,213,0.11,5504808555,212,15.4,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293645,27,1,1,2,58,ajwqetklk0m22x7ifsjax5yi,0,64.6,36.4,2025-02-09T14:03:06.607Z,2025-02-09T14:03:08Z,5504808363,155,,5504808367,140,87.9,5504808375,213,0.56,5504808369,141,58.8,5504808365,56,Center,5504808371,212,28.8,,,,,,,1ilh1vogo8mggj0vhf2oknswk,N. Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293715,28,12,1,3,2,12ksg0e6d70senzilsic40fzl,1,13.2,44.3,2025-02-09T14:03:09.884Z,2025-02-09T14:03:11Z,5504808691,213,0.18,5504808685,140,19.3,5504808689,212,6.5,5504808687,141,46.0,5504808683,56,Back,,,,,,,,,,183r263z06eesonzbta557ys5,R. Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293811,29,12,1,3,3,12ksg0e6d70senzilsic40fzl,1,19.3,46,2025-02-09T14:03:11.181Z,2025-02-09T14:03:16Z,5504809223,212,18.0,5504809221,141,45.4,5504809219,140,36.4,5504809225,213,6.26,5504809217,56,Back,,,,,,,,,,eisspzerdcz21ukznum5q30bu,M. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293781,28,1,1,3,4,ajwqetklk0m22x7ifsjax5yi,1,64.4,54.9,2025-02-09T14:03:11.824Z,2025-02-09T14:03:14Z,5504809031,141,79.6,5504809033,212,16.9,5504809025,157,,5504809029,140,66.2,5504809035,213,1.46,5504809037,1,,5504809027,56,Left,,,,7q0oc78bzao7g3iy7zoobmy1,S. Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293813,29,1,1,3,6,ajwqetklk0m22x7ifsjax5yi,0,65.6,80.2,2025-02-09T14:03:14.351Z,2025-02-09T14:03:16Z,5504809257,213,6.14,5504809237,3,,5504809249,141,72.4,5504809239,56,Center,5504809241,140,100.0,5504809259,1,,5504809255,212,37.7,,,,3i9ye7yfz4j9bhbi8gco7mjca,R. Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774293843,30,5,1,3,8,12ksg0e6d70senzilsic40fzl,1,-1.2,29.4,2025-02-09T14:03:16.368Z,2025-02-09T15:03:46Z,5504809389,56,Back,5504809391,346,,5504811631,233,30,,,,,,,,,,,,,,,,eisspzerdcz21ukznum5q30bu,M. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774294261,30,5,1,3,8,ajwqetklk0m22x7ifsjax5yi,0,101.2,70.6,2025-02-09T14:03:16.368Z,2025-02-09T15:03:47Z,5504811605,346,,5504811603,56,Center,5504811665,233,30,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,R. Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774294045,31,1,1,3,19,12ksg0e6d70senzilsic40fzl,1,4.5,54.5,2025-02-09T14:03:27.525Z,2025-02-09T14:03:29Z,5504810499,56,Back,5504810511,237,,5504810507,213,0.37,5504810505,212,19.8,5504810497,124,,5504810501,140,22.1,5504810503,141,64.9,,,,pf04royfgavano96z7n7x3v9,L. Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774294063,32,1,1,3,21,12ksg0e6d70senzilsic40fzl,1,22.2,64.9,2025-02-09T14:03:29.290Z,2025-02-09T14:03:30Z,5504810575,212,12.8,5504810573,141,53.7,5504810571,140,32.0,5504810569,56,Back,5504810577,213,5.65,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,C. Konsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774294125,33,1,1,3,22,12ksg0e6d70senzilsic40fzl,1,32,53.7,2025-02-09T14:03:30.384Z,2025-02-09T14:03:34Z,5504810917,141,66.4,5504810925,213,2.35,5504810923,212,12.1,5504810913,56,Back,5504810915,140,23.9,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
