id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,teamName,Position
2775352425,1,34,16,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-02-12T12:59:50.435Z,2025-02-12T12:59:49Z,5510667299,194,4caacpozfluk9p6ljrkzzo8o9,5510667297,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5510667295,130,4,5510667301,197,20562,5510667291,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5510667293,59,"1, 3, 27, 8, 5, 13, 21, 10, 11, 7, 6, 15, 16, 18, 20, 28, 32, 36, 77, 92",5510667289,30,"911ma7mry52gxar14xb0wrkkp, 8uo53q5n2lt81faxntpfsj0q2, ds9i23kxqerve1nqc9l2vlsk, 6n6x88fmmeybwkr6nt8djmac5, easkhb7p76ltpwpqkntmcu6ll, dh1cktmvz3s0ynf3gv6u6hy39, 8ivkc4eqlrtucjitvl8fcgu6t, 7t90qi8vml1rdscbbwy0wbuuh, 380ubomb76m0img8g2dfwx7mx, 4caacpozfluk9p6ljrkzzo8o9, 8hst6awgd2m3z7kxj0bjoj4oa, 93v1etcnz6vomdz6zup575hey, 6wycqyl2ra8kyopmew3thk3ys, 63q26pto3aa8n25y7d0n9baw9, jewe7em2j8u4bw7xxbucebbp, 2c5ua7pkk2ty91mbbyghs3w9g, 6m3zkoyii9xid73vbjzks5x0q, 46imbd3n5ksawlc59rxd6ymwa, 4plzgtpytfv010gs2lqantjbo, cmr1iot1ws3kzxkwu0pl5gb9w",5510667303,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775352979,1,34,16,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,2025-02-12T13:02:49.008Z,2025-02-12T13:02:47Z,5510670753,194,cs6a7dp9ot01jwplqj2xmxrrp,5510670755,197,26696,5510670757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5510670743,30,"ekizuw6hg7uyaojwjusby1jbo, dl5tnk2o8rwiacgbsnldojsdm, cpodiheplpmn42lw8l2fdrjtg, 5hligrqwpc6qzxiyg4rfeay1h, cs6a7dp9ot01jwplqj2xmxrrp, qlk46xybcoxrvr01pauxibpx, d5adi48nrkr3n0dqoitcdzu95, 9d8lhd93zoyekfcypi15zt7je, 827uzczm286djuyq5m1jykr85, cjlcl3qpjqrsnouucxg7xpuqd, e2j3eitceuxqxf4lj5yjfccno, 57fizz3ad5m2w0qz8v6xeazmd, b3khxum0vaam8qme2imlwhh3p, a6ys5uqsrmmeorj6f8ogoxbvu, e7dhnqiwnz4k433yqu7sb13e2, j8o05z2drw3xbcgcwk7g04wl, 2133i1f3tem0bpoxw0naq3sgl, 8aa6rgjs6vqeqnt8f5dsu9l2h, 8ea7iywugl9n7ntz3uu251ih, bpjhf7w833sd77s9phx8bpvdg",5510670751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5510670745,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5510670749,130,8,5510670747,59,"55, 17, 41, 4, 16, 3, 21, 14, 34, 26, 42, 8, 9, 10, 13, 15, 18, 20, 30, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366661,2,32,1,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-02-12T14:00:33.436Z,2025-02-12T14:00:35Z,5510748811,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366659,2,32,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,2025-02-12T14:00:33.436Z,2025-02-12T14:00:33Z,5510748809,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366675,3,1,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,49.9,50.2,2025-02-12T14:00:33.437Z,2025-02-12T14:00:38Z,5510748863,140,19.9,5510748871,279,S,5510748865,141,50.3,5510748869,213,3.14,5510748867,212,31.5,5510748861,56,Back,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366685,4,1,1,0,4,9eqjks8amwm1ycytsoi7xld25,0,19.9,50.3,2025-02-12T14:00:38.077Z,2025-02-12T14:00:41Z,5510748931,56,Left,5510748939,213,0.34,5510748937,212,63.8,5510748935,141,81.9,5510748929,155,,5510748933,140,77.1,5510748941,1,,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2775366689,3,1,1,0,8,1oyc8wvt31xlmocyg7euv40bo,0,29.9,17.1,2025-02-12T14:00:41.578Z,2025-02-12T14:51:01Z,5510748963,141,16.8,5510748967,213,6.27,5510748965,212,12.6,5510748961,140,41.9,5510748957,3,,5510748959,56,Back,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366695,5,1,1,0,10,9eqjks8amwm1ycytsoi7xld25,0,60.7,76.5,2025-02-12T14:00:44.285Z,2025-02-12T14:00:50Z,5510748983,141,100,5510748987,213,1.78,5510748985,212,17.2,5510748981,140,57.3,5510748977,3,,5510748979,56,Left,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366711,4,5,1,0,13,1oyc8wvt31xlmocyg7euv40bo,1,43.4,-2,2025-02-12T14:00:47.140Z,2025-02-12T14:23:03Z,5510749043,233,6,5510749035,56,Back,5510749037,347,,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366701,6,5,1,0,13,9eqjks8amwm1ycytsoi7xld25,0,56.6,102,2025-02-12T14:00:47.140Z,2025-02-12T14:23:04Z,5510749007,347,,5510749047,233,4,5510749005,56,Left,,,,,,,,,,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366713,5,1,1,0,16,1oyc8wvt31xlmocyg7euv40bo,1,43.2,0,2025-02-12T14:00:50.407Z,2025-02-12T14:00:52Z,5510749051,107,,5510749057,140,20.6,5510749069,213,2.89,5510749065,212,24.5,5510749071,1,,5510749053,56,Back,5510749061,141,7,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366721,6,1,1,0,18,1oyc8wvt31xlmocyg7euv40bo,1,20.8,6.8,2025-02-12T14:00:52.204Z,2025-02-12T14:00:54Z,5510749103,213,2.23,5510749099,141,18.9,5510749097,140,14.7,5510749095,56,Back,5510749101,212,10.4,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366735,7,1,1,0,21,1oyc8wvt31xlmocyg7euv40bo,1,17.8,24,2025-02-12T14:00:54.484Z,2025-02-12T14:00:57Z,5510749161,213,1.52,5510749153,56,Back,5510749157,141,58.4,5510749159,212,23.4,5510749155,140,19,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366741,8,1,1,0,24,1oyc8wvt31xlmocyg7euv40bo,1,19.6,64.2,2025-02-12T14:00:57.734Z,2025-02-12T14:01:02Z,5510749197,141,89,5510749199,212,17.4,5510749195,140,23.5,5510749201,213,1.33,5510749193,56,Back,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366743,9,1,1,0,28,1oyc8wvt31xlmocyg7euv40bo,0,24.3,89.4,2025-02-12T14:01:02.092Z,2025-02-12T14:01:03Z,5510749211,141,100,5510749205,155,,5510749209,140,74,5510749207,56,Left,5510749213,212,52.8,5510749215,213,0.16,5510749217,1,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366773,7,5,1,0,29,9eqjks8amwm1ycytsoi7xld25,1,26,-1.4,2025-02-12T14:01:02.998Z,2025-02-12T14:23:04Z,5510749341,347,,5510749355,233,10,5510749339,56,Back,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Udanta Singh Kumam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366745,10,5,1,0,29,1oyc8wvt31xlmocyg7euv40bo,0,74,101.4,2025-02-12T14:01:02.998Z,2025-02-12T14:23:04Z,5510749379,233,7,5510749219,56,Left,5510749221,347,,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366781,8,1,1,0,42,9eqjks8amwm1ycytsoi7xld25,1,25.8,0,2025-02-12T14:01:15.861Z,2025-02-12T14:01:29Z,5510749389,56,Back,5510749393,141,34.3,5510749387,107,,5510749391,140,24.6,5510749397,213,1.62,5510749655,189,,5510749399,1,,5510749395,212,24.2,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366783,9,1,1,0,43,9eqjks8amwm1ycytsoi7xld25,1,24.6,34.3,2025-02-12T14:01:17.036Z,2025-02-12T14:01:29Z,5510749403,56,Back,5510749671,189,,5510749411,213,1.39,5510749405,140,28.9,5510749409,212,24.5,5510749407,141,69.7,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366797,10,1,1,0,44,9eqjks8amwm1ycytsoi7xld25,1,28.9,69.7,2025-02-12T14:01:17.933Z,2025-02-12T14:01:29Z,5510749677,189,,5510749461,212,33.7,5510749465,1,,5510749455,56,Left,5510749459,141,93.1,5510749457,140,57.2,5510749463,213,0.49,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366807,11,1,1,0,47,9eqjks8amwm1ycytsoi7xld25,0,55.3,93.1,2025-02-12T14:01:20.972Z,2025-02-12T16:11:19Z,5510749503,56,Back,5510749505,140,39.7,5510749511,213,3.13,5510749509,212,16.4,5510749507,141,93.3,,,,,,,,,,e2j3eitceuxqxf4lj5yjfccno,Brison Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366825,12,1,1,0,49,9eqjks8amwm1ycytsoi7xld25,0,40.2,93.8,2025-02-12T14:01:23.341Z,2025-02-12T14:01:48Z,5510749573,212,28,5510750159,157,,5510749575,213,0.19,5510750161,1,,5510749571,141,100,5510749567,56,Left,5510749569,140,66.4,,,,cpodiheplpmn42lw8l2fdrjtg,Jay Gupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366821,11,43,1,0,52,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-02-12T14:01:25.971Z,2025-02-12T14:01:36Z,5510749845,144,49,,,,,,,,,,,,,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366829,13,43,1,0,53,9eqjks8amwm1ycytsoi7xld25,1,0,0,2025-02-12T14:01:26.493Z,2025-02-12T14:01:35Z,5510749589,213,5.58,5510749587,212,11.5,5510749585,141,86.8,5510749811,144,1,5510749581,56,Left,5510749583,140,74.6,5510749579,3,0,,,,e2j3eitceuxqxf4lj5yjfccno,Brison Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366855,12,43,1,0,54,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-02-12T14:01:28.175Z,2025-02-12T14:01:34Z,5510749743,56,Back,5510749751,213,5.58,5510749747,141,4.1,5510749749,212,9.5,5510749745,140,30.6,5510749809,144,1,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366885,13,5,1,0,57,1oyc8wvt31xlmocyg7euv40bo,1,35.4,-1.8,2025-02-12T14:01:31.379Z,2025-02-12T14:23:04Z,5510749911,56,Back,5510749913,347,,5510749915,233,14,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366861,14,5,1,0,57,9eqjks8amwm1ycytsoi7xld25,0,64.6,101.8,2025-02-12T14:01:31.379Z,2025-02-12T14:23:05Z,5510749931,233,13,5510749777,56,Left,5510749779,347,,,,,,,,,,,,,,,,,e2j3eitceuxqxf4lj5yjfccno,Brison Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366895,14,1,1,1,4,1oyc8wvt31xlmocyg7euv40bo,1,36.6,0,2025-02-12T14:01:38.096Z,2025-02-12T14:01:39Z,5510749965,141,7.7,5510749969,213,0.48,5510749967,212,14.3,5510749961,56,Back,5510749963,140,48.7,5510749959,107,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366897,15,1,1,1,6,1oyc8wvt31xlmocyg7euv40bo,1,48.7,7.7,2025-02-12T14:01:39.691Z,2025-02-12T14:02:32Z,5510749997,156,,5510749985,56,Back,5510749993,213,3.08,5510749989,141,8,5510749987,140,45.7,5510749991,212,3.2,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366925,16,4,1,1,10,1oyc8wvt31xlmocyg7euv40bo,1,43.8,17.6,2025-02-12T14:01:43.500Z,2025-02-12T14:23:15Z,5510750131,152,,5510750137,233,15,5510750135,286,,5510750129,56,Back,5510750127,13,,5510750133,265,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775366913,15,4,1,1,10,9eqjks8amwm1ycytsoi7xld25,0,56.2,82.4,2025-02-12T14:01:43.501Z,2025-02-12T14:23:15Z,5510750149,233,16,5510750097,152,,5510750099,265,,5510750095,56,Left,5510750101,285,,5510750093,13,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366955,17,1,1,1,23,1oyc8wvt31xlmocyg7euv40bo,0,45.4,12,2025-02-12T14:01:57.174Z,2025-02-12T14:02:00Z,5510750337,1,,5510750335,213,0.05,5510750441,189,,5510750331,141,16.2,5510750323,5,,5510750333,212,58,5510750329,140,100,5510750327,56,Right,8uo53q5n2lt81faxntpfsj0q2,Valpuia,5510750325,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367033,16,5,1,1,24,9eqjks8amwm1ycytsoi7xld25,1,-0.8,84.6,2025-02-12T14:01:58.345Z,2025-02-12T14:23:05Z,5510750825,233,18,5510750815,56,Back,5510750817,346,,,,,,,,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775366961,18,5,1,1,24,1oyc8wvt31xlmocyg7euv40bo,0,100.8,15.4,2025-02-12T14:01:58.345Z,2025-02-12T14:23:05Z,5510750427,56,Right,5510750429,346,,5510750845,233,16,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367047,17,1,1,1,47,9eqjks8amwm1ycytsoi7xld25,0,5,58.5,2025-02-12T14:02:21.229Z,2025-02-12T14:02:26Z,5510750925,1,,5510750927,74,,5510750923,213,0.44,5510750915,56,Left,5510750919,141,100,5510750917,140,64.8,5510750913,124,,5510750921,212,69.3,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2775367049,18,5,1,1,51,9eqjks8amwm1ycytsoi7xld25,0,65.6,101.7,2025-02-12T14:02:25.392Z,2025-02-12T14:23:06Z,5510750929,56,Left,5510750931,347,,5510751091,233,19,,,,,,,,,,,,,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2775367081,19,5,1,1,51,1oyc8wvt31xlmocyg7euv40bo,1,34.4,-1.7,2025-02-12T14:02:25.392Z,2025-02-12T14:23:06Z,5510751071,233,18,5510751055,56,Back,5510751057,347,,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367125,20,1,1,2,3,1oyc8wvt31xlmocyg7euv40bo,1,32.9,0,2025-02-12T14:02:36.781Z,2025-02-12T14:02:41Z,5510751253,1,,5510751243,56,Back,5510751257,189,,5510751241,107,,5510751249,212,26.1,5510751247,141,32.2,5510751245,140,21.7,5510751251,213,2.04,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367139,21,1,1,2,8,1oyc8wvt31xlmocyg7euv40bo,1,21.3,38.6,2025-02-12T14:02:42.154Z,2025-02-12T14:02:44Z,5510751349,212,19.5,5510751347,141,67.2,5510751345,140,19.6,5510751343,56,Back,5510751351,213,1.66,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367143,22,1,1,2,10,1oyc8wvt31xlmocyg7euv40bo,1,20.3,67.2,2025-02-12T14:02:44.279Z,2025-02-12T14:02:45Z,5510751373,56,Back,5510751379,212,18.9,5510751381,213,5.3,5510751377,141,44,5510751375,140,30.2,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367153,23,1,1,2,11,1oyc8wvt31xlmocyg7euv40bo,1,29.8,44,2025-02-12T14:02:45.373Z,2025-02-12T14:02:49Z,5510751413,212,26,5510751415,213,4.93,5510751409,140,35.2,5510751407,56,Back,5510751411,141,6.7,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367161,24,1,1,2,15,1oyc8wvt31xlmocyg7euv40bo,1,33.6,5.2,2025-02-12T14:02:48.919Z,2025-02-12T14:02:52Z,5510751465,213,2.79,5510751463,212,13,5510751459,140,22,5510751457,56,Back,5510751461,141,11.7,,,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367181,25,1,1,2,18,1oyc8wvt31xlmocyg7euv40bo,1,22.7,20.6,2025-02-12T14:02:52.215Z,2025-02-12T14:02:57Z,5510751551,212,18.2,5510751549,141,44.9,5510751547,140,15.5,5510751545,56,Back,5510751553,213,2,,,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367187,26,1,1,2,23,1oyc8wvt31xlmocyg7euv40bo,1,23.5,44.3,2025-02-12T14:02:57.417Z,2025-02-12T14:02:59Z,5510751595,1,,5510751583,155,,5510751591,212,51.8,5510751589,141,97.4,5510751593,213,0.77,5510751587,140,58.9,5510751585,56,Left,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367193,27,1,1,2,25,1oyc8wvt31xlmocyg7euv40bo,0,58.9,97.2,2025-02-12T14:02:58.886Z,2025-02-12T14:03:00Z,5510751635,213,5.09,5510751633,212,16,5510751631,141,75.3,5510751625,3,,5510751629,140,64.6,5510751627,56,Center,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367201,19,1,1,2,27,9eqjks8amwm1ycytsoi7xld25,1,29.7,29.8,2025-02-12T14:03:00.845Z,2025-02-12T14:03:02Z,5510751683,213,4.63,5510751681,212,11.2,5510751679,141,13.4,5510751677,140,28.8,5510751675,56,Back,5510751673,3,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367215,21,1,1,2,29,9eqjks8amwm1ycytsoi7xld25,1,28.8,13.4,2025-02-12T14:03:03.101Z,2025-02-12T14:04:47Z,5510753431,3,,5510751753,140,38.7,5510751751,56,Back,5510751755,141,24.1,5510751759,213,0.61,5510751757,212,12.7,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367203,20,49,1,2,32,9eqjks8amwm1ycytsoi7xld25,1,35.9,21.7,2025-02-12T14:03:05.445Z,2025-02-12T14:04:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367217,28,83,1,2,32,1oyc8wvt31xlmocyg7euv40bo,0,57.4,76.1,2025-02-12T14:03:06.275Z,2025-02-12T14:03:11Z,5510751933,399,9d8lhd93zoyekfcypi15zt7je,,,,,,,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367239,22,1,1,2,33,9eqjks8amwm1ycytsoi7xld25,1,34.5,16.7,2025-02-12T14:03:07.020Z,2025-02-12T14:03:09Z,5510751861,212,6.8,5510751855,56,Back,5510751859,141,6.7,5510751857,140,34,5510751863,213,4.64,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367253,23,1,1,2,35,9eqjks8amwm1ycytsoi7xld25,0,34,5.7,2025-02-12T14:03:09.229Z,2025-02-12T14:03:13Z,5510751925,212,35,5510752007,1,,5510751927,213,0.03,5510751921,140,67.3,5510751923,141,7.4,5510751919,56,Right,5510751917,155,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367285,29,44,1,2,38,1oyc8wvt31xlmocyg7euv40bo,1,32.2,91.6,2025-02-12T14:03:12.133Z,2025-02-12T14:23:18Z,5510752067,233,24,5510752055,56,Back,5510752057,285,,,,,,,,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367275,24,44,1,2,38,9eqjks8amwm1ycytsoi7xld25,0,67.8,8.4,2025-02-12T14:03:12.134Z,2025-02-12T14:23:18Z,5510752095,233,29,5510752011,286,,5510752009,56,Right,,,,,,,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367295,30,12,1,2,38,1oyc8wvt31xlmocyg7euv40bo,1,31.5,90,2025-02-12T14:03:12.336Z,2025-02-12T14:09:02Z,5510752225,15,,5510752145,167,,5510752121,212,8.3,5510752123,213,2.01,5510752119,141,100,5510752117,140,28.1,5510752115,56,Back,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367335,25,5,1,2,40,9eqjks8amwm1ycytsoi7xld25,1,70.6,-1,2025-02-12T14:03:14.332Z,2025-02-12T14:23:06Z,5510752323,233,31,5510752305,56,Right,5510752307,347,,,,,,,,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367299,31,5,1,2,40,1oyc8wvt31xlmocyg7euv40bo,0,29.4,101,2025-02-12T14:03:14.332Z,2025-02-12T14:23:07Z,5510752129,56,Back,5510752131,347,,5510752329,233,25,,,,,,,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC, 
2775367349,26,1,1,2,48,9eqjks8amwm1ycytsoi7xld25,1,67.9,0,2025-02-12T14:03:22.108Z,2025-02-12T14:03:25Z,5510752413,213,2.75,5510752415,1,,5510752411,212,31.7,5510752405,56,Back,5510752409,141,16.7,5510752407,140,40,5510752403,107,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
2775367353,27,1,1,2,51,9eqjks8amwm1ycytsoi7xld25,1,39.7,19.2,2025-02-12T14:03:24.876Z,2025-02-12T14:03:27Z,5510752435,56,Back,5510752437,140,38.7,5510752439,141,51.7,5510752441,212,22.1,5510752443,213,1.62,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa, 
