id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,,teamName,Position
2782963945,1,34,16,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,2025-03-02T13:15:25.404Z,2025-03-02T14:05:32Z,5552214639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552214635,194,5yau328orkeysj2rs0wyms73d,5552214627,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5552214625,30,"d18hxamo4wksojpx0f2zjy63u, 369ef7pxl6ckbg088w9zi36ne, eeires5yhj68qhrd20r15s8dm, 37a8scojsvio37fatx5zxih91, 2hi6y8so55eic1ukr0jy88a1h, 6bgcubncyevstsj12znvexbhm, dgiqagc8iygqc0a1f3gj03q0a, 5yau328orkeysj2rs0wyms73d, 8bz6754ot1g7gd2k90qfqnuy2, yuw4a34cpasw5e4vqsg6ex1x, 7i3zwc7zfo75m8xu49e4faqz8, b9kf9cu52au3odus91nzktc2y, 2sqyhih507ep3hv7iwg2gluc5, 9unf86es6w0zou5wb21qudryt, a46nb8nifruibgamjyq2tb4ve, 5brj4wwxu99bicq7xhzs6zvmx, 1hqbyv7h0jhjjf1xlwrhdh1w5, 9kgfwdalg9yisv9t7a03zu38, 1ai400ynp7h18m2abw15lbnro, irrbg32cem9i7s93x1u4m39w",5552214633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552214637,197,13642,5552214629,59,"13, 12, 3, 23, 44, 4, 29, 21, 28, 9, 82, 6, 7, 10, 14, 22, 24, 59, 84, 88",5552214631,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2782965887,1,34,16,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-02T13:17:20.434Z,2025-03-02T13:57:36Z,5552224653,194,99cjmvx4xlyzhyf6wxlvisb11,5552224649,130,4,5552224657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552224651,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552224645,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5552224647,59,"1, 25, 32, 23, 5, 4, 10, 8, 17, 7, 11, 9, 12, 18, 19, 22, 24, 26, 29, 31",5552431963,197,28018,5552224643,30,"et5ztuwgv6uaiste9nxba9h3p, 7vwq6tjwae82epsh6kll9phm2, 3sy4rxdzl4u9e5kkvygxu9x7u, c22j2xs6nnyho3hixmh0txo9g, 52hvmgmgja56sqj0zga4tvk5x, duxnzil70n1147w8ob8ooxo89, jtmpumg28emowvrre2ujqtw5, de6woepvuggpm1z2cwz1nbmne, 7wpltjujzubkwy1k57jzcwafp, cufgsqfkltgeb7ak2uan2dqdx, 99cjmvx4xlyzhyf6wxlvisb11, deyx0zxr2303hh3cru8l88u1g, eisspzerdcz21ukznum5q30bu, c8xdtls9ueivjll19yvp5wq1h, acgw28v8r6pzwuin89f1sah1x, cqtsv8o9c603won64dpi3x2j8, 7gknnojch0zpa9cryvymfzcru, 3syfp9ndbs7t5vgj21a02gcno, 73ri99nts1mnwmuqoriohi50, daflma7990pzvp9o2ebnzi1as",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007205,2,32,1,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-02T14:00:19.127Z,2025-03-02T14:00:21Z,5552442887,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007191,2,32,1,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,2025-03-02T14:00:19.127Z,2025-03-02T14:00:19Z,5552442835,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007259,3,1,1,0,0,28au628w8n2jhgujuwh3y5d8k,1,49.8,50,2025-03-02T14:00:19.128Z,2025-03-02T14:00:23Z,5552443131,56,Back,5552443145,279,S,5552443137,212,26.9,5552443133,140,24.4,5552443135,141,54.8,5552443141,213,3.02,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007309,4,1,1,0,4,28au628w8n2jhgujuwh3y5d8k,0,26.4,60.2,2025-03-02T14:00:23.596Z,2025-03-02T14:00:27Z,5552443399,1,,5552443385,56,Center,5552443397,213,0.24,5552443389,141,76.6,5552443383,155,,5552443395,212,47.2,5552443387,140,70.1,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007307,3,44,1,0,6,12ksg0e6d70senzilsic40fzl,1,31,18.3,2025-03-02T14:00:25.878Z,2025-03-02T14:59:35Z,5552443495,233,5,5552443371,285,,5552443369,56,Back,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007317,5,44,1,0,6,28au628w8n2jhgujuwh3y5d8k,0,69,81.7,2025-03-02T14:00:25.879Z,2025-03-02T14:59:36Z,5552443423,286,,5552443507,233,3,5552443421,56,Left,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007327,4,1,1,0,6,12ksg0e6d70senzilsic40fzl,0,32.8,12.9,2025-03-02T14:00:26.018Z,2025-03-02T14:00:27Z,5552443457,56,Back,5552443465,213,4.97,5552443455,3,,5552443463,212,9.6,5552443461,141,0,5552443459,140,35.1,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007331,5,5,1,0,8,12ksg0e6d70senzilsic40fzl,0,31.7,-1.1,2025-03-02T14:00:27.364Z,2025-03-02T14:59:21Z,5552443475,56,Back,5552443477,347,,5552444615,233,6,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007575,6,5,1,0,8,28au628w8n2jhgujuwh3y5d8k,1,68.3,101.1,2025-03-02T14:00:27.364Z,2025-03-02T14:59:20Z,5552444557,56,Left,5552444593,233,5,5552444559,347,,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007623,7,1,1,0,20,28au628w8n2jhgujuwh3y5d8k,1,69.4,100,2025-03-02T14:00:40.002Z,2025-03-02T14:00:43Z,5552444801,141,89.7,5552444803,212,26.1,5552444793,56,Left,5552444797,140,93.1,5552444807,1,,5552444789,107,,5552444805,213,5.98,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007629,8,61,1,0,23,28au628w8n2jhgujuwh3y5d8k,0,97.1,86.8,2025-03-02T14:00:43.095Z,2025-03-02T14:00:43Z,5552444827,56,Left,,,,,,,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007637,6,49,1,0,24,12ksg0e6d70senzilsic40fzl,1,7.7,15.9,2025-03-02T14:00:43.466Z,2025-03-02T14:00:43Z,,,,,,,,,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007687,7,1,1,0,24,12ksg0e6d70senzilsic40fzl,1,7.6,15.6,2025-03-02T14:00:43.986Z,2025-03-02T14:00:45Z,5552445077,56,Back,5552445081,141,5.8,5552445085,213,5.44,5552445079,140,13.2,5552445083,212,8.9,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007755,8,1,1,0,26,12ksg0e6d70senzilsic40fzl,0,13.2,5.8,2025-03-02T14:00:45.618Z,2025-03-02T14:00:50Z,5552445375,1,,5552445367,140,68.6,5552445363,155,,5552445371,212,61.5,5552445369,141,35.1,5552445373,213,0.33,5552445365,56,Center,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783007751,9,49,1,0,30,28au628w8n2jhgujuwh3y5d8k,1,40.9,70.2,2025-03-02T14:00:49.439Z,2025-03-02T14:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007815,10,1,1,0,30,28au628w8n2jhgujuwh3y5d8k,1,40.9,70.2,2025-03-02T14:00:49.627Z,2025-03-02T14:00:53Z,5552445647,212,34.1,5552445643,140,10.3,5552445649,213,3.48,5552445651,1,,5552445641,56,Back,5552445645,141,53.4,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783007847,11,1,1,0,34,28au628w8n2jhgujuwh3y5d8k,0,11.7,53,2025-03-02T14:00:53.142Z,2025-03-02T14:00:55Z,5552445795,140,56.8,5552445799,212,47.4,5552445801,213,0.02,5552445791,155,,5552445797,141,54.2,5552445793,56,Center,5552445803,1,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783007935,9,1,1,0,36,12ksg0e6d70senzilsic40fzl,1,47,47.2,2025-03-02T14:00:56.114Z,2025-03-02T14:01:01Z,5552446283,140,63.5,5552446287,212,17.9,5552446281,56,Center,5552446279,3,,5552446289,213,6.03,5552446285,141,40.7,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008001,10,1,1,0,41,12ksg0e6d70senzilsic40fzl,1,54.6,46.4,2025-03-02T14:01:01.106Z,2025-03-02T14:01:41Z,5552446567,212,30.6,5552446569,213,1.54,5552446563,140,55.5,5552446561,56,Left,5552446565,141,91.4,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008027,11,1,1,0,45,12ksg0e6d70senzilsic40fzl,1,55.6,91.2,2025-03-02T14:01:04.682Z,2025-03-02T14:01:07Z,5552446713,213,0.33,5552446705,56,Left,5552446709,141,94.5,5552446711,212,6.9,5552446707,140,61.8,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008183,12,1,1,0,48,12ksg0e6d70senzilsic40fzl,1,60.2,94.7,2025-03-02T14:01:07.378Z,2025-03-02T14:01:16Z,5552447539,213,6.08,5552447535,141,92.1,5552447533,140,68.2,5552447537,212,8.6,5552447531,56,Left,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008187,13,50,1,0,50,12ksg0e6d70senzilsic40fzl,1,71.4,92.6,2025-03-02T14:01:10.031Z,2025-03-02T14:59:31Z,5552447551,56,Left,5552448683,233,12,5552447553,286,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008079,12,7,1,0,50,28au628w8n2jhgujuwh3y5d8k,1,28.6,7.4,2025-03-02T14:01:10.032Z,2025-03-02T14:59:30Z,5552446981,56,Back,5552448653,233,13,5552447649,285,,,,,,,,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783008083,13,5,1,0,51,28au628w8n2jhgujuwh3y5d8k,0,28.4,-0.8,2025-03-02T14:01:10.938Z,2025-03-02T14:59:21Z,5552448949,233,14,5552447019,56,Back,5552447023,347,,,,,,,,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783008207,14,5,1,0,51,12ksg0e6d70senzilsic40fzl,1,71.6,100.8,2025-03-02T14:01:10.938Z,2025-03-02T14:59:21Z,5552447663,347,,5552448933,233,13,5552447661,56,Left,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008273,15,1,1,1,0,12ksg0e6d70senzilsic40fzl,1,68,100,2025-03-02T14:01:19.532Z,2025-03-02T14:01:21Z,5552447971,107,,5552447977,141,94.7,5552447973,56,Left,5552447975,140,58.3,5552447981,213,3.58,5552447979,212,11.2,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008325,16,1,1,1,2,12ksg0e6d70senzilsic40fzl,1,58.3,94.7,2025-03-02T14:01:21.643Z,2025-03-02T14:01:24Z,5552448237,140,37.8,5552448241,212,22.5,5552448239,141,85,5552448243,213,3.44,5552448235,56,Back,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008355,17,1,1,1,5,12ksg0e6d70senzilsic40fzl,1,37.8,85,2025-03-02T14:01:24.858Z,2025-03-02T14:01:26Z,5552448401,140,38.2,5552448407,213,4.73,5552448403,141,52.7,5552448399,56,Back,5552448405,212,22,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008441,18,1,1,1,7,12ksg0e6d70senzilsic40fzl,1,38.2,52.7,2025-03-02T14:01:26.643Z,2025-03-02T14:01:31Z,5552448901,141,19.1,5552448905,213,4.78,5552448903,212,22.9,5552448897,56,Back,5552448899,140,39.7,,,,,,,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008471,19,1,1,1,12,12ksg0e6d70senzilsic40fzl,0,51.3,15.9,2025-03-02T14:01:31.499Z,2025-03-02T14:01:35Z,5552449291,236,,5552449293,233,14,5552449025,212,3.3,5552449297,286,,5552449023,141,16.2,5552449027,213,0.06,5552449019,56,Right,5552449021,140,54.4,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008519,14,74,1,1,12,28au628w8n2jhgujuwh3y5d8k,1,35,81.1,2025-03-02T14:01:31.500Z,2025-03-02T14:59:30Z,5552449249,285,,5552449247,56,Back,5552449323,233,19,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783008975,15,5,1,1,16,28au628w8n2jhgujuwh3y5d8k,0,44.8,101.3,2025-03-02T14:01:35.851Z,2025-03-02T14:59:21Z,5552451397,56,Back,5552451399,347,,5552451479,233,20,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783008581,20,5,1,1,16,12ksg0e6d70senzilsic40fzl,1,55.2,-1.3,2025-03-02T14:01:35.851Z,2025-03-02T14:59:21Z,5552449527,56,Right,5552449529,347,,5552451421,233,15,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008795,21,1,1,1,25,12ksg0e6d70senzilsic40fzl,1,55.4,0,2025-03-02T14:01:44.860Z,2025-03-02T14:01:46Z,5552450511,213,1.49,5552450497,107,,5552450501,140,55.9,5552450499,56,Right,5552450503,141,7.3,5552450507,212,6.1,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008825,22,1,1,1,26,12ksg0e6d70senzilsic40fzl,1,55.8,7,2025-03-02T14:01:46.107Z,2025-03-02T14:01:47Z,5552450643,213,5.73,5552450635,56,Right,5552450641,212,6.1,5552450637,140,60.7,5552450639,141,2.3,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783008919,23,1,1,1,28,12ksg0e6d70senzilsic40fzl,1,60.7,2.3,2025-03-02T14:01:47.827Z,2025-03-02T14:01:51Z,5552451097,212,9.6,5552451081,140,51.6,5552451075,56,Right,5552451101,213,3.04,5552451091,141,3.7,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009013,24,1,1,1,32,12ksg0e6d70senzilsic40fzl,1,53,3.7,2025-03-02T14:01:51.596Z,2025-03-02T14:01:55Z,5552451595,56,Center,5552451601,212,19.6,5552451599,141,25.3,5552451603,213,0.85,5552451597,140,65.3,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009077,25,1,1,1,35,12ksg0e6d70senzilsic40fzl,0,65.7,26.8,2025-03-02T14:01:55.004Z,2025-03-02T14:01:58Z,5552451937,213,0.21,5552451933,141,36.1,5552451935,212,30,5552451929,56,Center,5552451931,140,93.6,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009089,16,52,1,1,39,28au628w8n2jhgujuwh3y5d8k,1,7.6,69.9,2025-03-02T14:01:58.170Z,2025-03-02T14:02:09Z,,,,,,,,,,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783009531,17,1,1,1,54,28au628w8n2jhgujuwh3y5d8k,0,7.6,69.9,2025-03-02T14:02:13.285Z,2025-03-02T14:02:16Z,5552454321,56,Left,5552454319,199,,5552454327,212,53.4,5552454323,140,57.7,5552454325,141,83,5552454329,213,0.17,5552454331,1,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783009525,26,44,1,1,56,12ksg0e6d70senzilsic40fzl,1,41.8,13.6,2025-03-02T14:02:15.908Z,2025-03-02T14:59:36Z,5552454299,285,,5552454431,233,18,5552454297,56,Back,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009535,18,44,1,1,56,28au628w8n2jhgujuwh3y5d8k,0,58.2,86.4,2025-03-02T14:02:15.909Z,2025-03-02T14:59:37Z,5552454349,286,,5552454471,233,26,5552454347,56,Left,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783009573,27,1,1,1,57,12ksg0e6d70senzilsic40fzl,1,40.8,7.9,2025-03-02T14:02:16.141Z,2025-03-02T14:02:18Z,5552454549,212,6.2,5552454543,56,Back,5552454547,141,13.2,5552454553,213,0.62,5552454545,140,45.6,5552454541,3,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009579,28,61,1,1,59,12ksg0e6d70senzilsic40fzl,1,45.4,12.9,2025-03-02T14:02:18.408Z,2025-03-02T14:02:18Z,5552454591,56,Back,,,,,,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009655,29,1,1,2,0,12ksg0e6d70senzilsic40fzl,1,42.8,22.8,2025-03-02T14:02:19.508Z,2025-03-02T14:02:21Z,5552454973,213,6.02,5552454965,141,17.7,5552454969,212,13.5,5552454961,56,Right,5552454963,140,55.2,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009741,30,49,1,2,5,12ksg0e6d70senzilsic40fzl,1,58.7,16.2,2025-03-02T14:02:24.524Z,2025-03-02T14:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009779,31,1,1,2,5,12ksg0e6d70senzilsic40fzl,1,58.7,16.2,2025-03-02T14:02:24.636Z,2025-03-02T14:02:25Z,5552455617,213,5.62,5552455613,141,6.8,5552455611,140,66.5,5552455609,56,Right,5552455615,212,10.4,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783009757,19,45,1,2,5,28au628w8n2jhgujuwh3y5d8k,0,24.9,92.3,2025-03-02T14:02:24.879Z,2025-03-02T14:02:28Z,5552455897,233,32,5552455521,285,,5552455519,56,Back,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783009827,32,3,1,2,5,12ksg0e6d70senzilsic40fzl,1,79.4,8.2,2025-03-02T14:02:24.879Z,2025-03-02T14:02:28Z,5552455889,233,19,5552455877,56,Right,5552455879,286,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783010035,33,1,1,2,8,12ksg0e6d70senzilsic40fzl,0,93.4,18.2,2025-03-02T14:02:27.436Z,2025-03-02T14:03:39Z,5552456885,56,Center,5552456895,213,1.69,5552456889,140,90.4,5552456881,155,,5552456893,212,26.3,5552456875,2,,5552456891,141,56.6,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783011771,26,61,1,2,10,28au628w8n2jhgujuwh3y5d8k,1,9.7,47.3,2025-03-02T14:02:29.329Z,2025-03-02T14:03:56Z,5552465761,56,Back,,,,,,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783010037,34,43,1,2,16,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-02T14:02:35.461Z,2025-03-02T14:03:38Z,5552458915,20,0,5552456907,22,0,5552464085,144,13,5552458919,153,0,5552456909,17,0,5552456913,56,Center,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783010085,35,1,1,2,18,12ksg0e6d70senzilsic40fzl,1,92.8,83.8,2025-03-02T14:02:37.965Z,2025-03-02T14:02:39Z,5552457185,56,Center,5552457193,212,18.6,5552457195,213,3.47,5552457189,141,75,5552457187,140,76,,,,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783010091,36,50,1,2,18,12ksg0e6d70senzilsic40fzl,1,76,72,2025-03-02T14:02:38.002Z,2025-03-02T14:02:43Z,5552457377,233,20,5552457225,286,,5552457223,56,Center,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783010109,20,7,1,2,18,28au628w8n2jhgujuwh3y5d8k,1,24,28,2025-03-02T14:02:38.003Z,2025-03-02T14:03:12Z,5552457397,233,36,5552458307,167,,5552457303,285,,5552457299,56,Back,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783010141,37,1,1,2,20,12ksg0e6d70senzilsic40fzl,1,77.8,74.1,2025-03-02T14:02:39.581Z,2025-03-02T14:02:41Z,5552457449,140,80.9,5552457453,212,13.2,5552457445,56,Left,5552457451,141,92.9,5552457455,213,1.32,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783010169,38,1,1,2,22,12ksg0e6d70senzilsic40fzl,1,80.9,92.9,2025-03-02T14:02:41.173Z,2025-03-02T14:02:42Z,5552457609,213,3.87,5552457605,141,83.9,5552457607,212,9.2,5552457603,140,74.4,5552457601,56,Left,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783010199,39,1,1,2,22,12ksg0e6d70senzilsic40fzl,1,74.4,83.6,2025-03-02T14:02:41.877Z,2025-03-02T14:02:43Z,5552457787,140,76.9,5552457789,141,75,5552457791,212,6.4,5552457785,56,Center,5552457793,213,5.13,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
