id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,,teamName,Position
2783032833,151,1,1,17,37,12ksg0e6d70senzilsic40fzl,1,41.5,90,2025-03-02T14:17:56.339Z,2025-03-02T14:17:57Z,5552574267,56,Center,5552574273,212,20.2,5552574277,213,5.89,5552574271,141,78.7,5552574269,140,59.3,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783032865,152,1,1,17,38,12ksg0e6d70senzilsic40fzl,1,59.3,78.7,2025-03-02T14:17:57.699Z,2025-03-02T14:17:59Z,5552574473,156,,5552574409,213,2.65,5552574405,141,89.4,5552574407,212,15.5,5552574403,140,46.3,5552574401,56,Back,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783032899,153,1,1,17,39,12ksg0e6d70senzilsic40fzl,1,46.2,89.4,2025-03-02T14:17:58.995Z,2025-03-02T14:18:00Z,5552574631,141,70.8,5552574629,140,33.5,5552574635,213,3.9,5552574627,56,Back,5552574633,212,18.4,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783032923,154,1,1,17,41,12ksg0e6d70senzilsic40fzl,1,33.5,70.8,2025-03-02T14:18:00.707Z,2025-03-02T14:18:02Z,5552574739,141,64,5552574741,212,11.8,5552574737,140,43.8,5552574735,56,Back,5552574743,213,5.88,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783033027,155,1,1,17,42,12ksg0e6d70senzilsic40fzl,1,43.8,64,2025-03-02T14:18:02.091Z,2025-03-02T14:18:05Z,5552575255,56,Back,5552575259,141,38.5,5552575269,213,4.15,5552575257,140,33.3,5552575265,212,20.5,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783033093,156,1,1,17,46,12ksg0e6d70senzilsic40fzl,1,33.3,38.5,2025-03-02T14:18:05.611Z,2025-03-02T14:18:08Z,5552575617,141,7.3,5552575621,213,5.09,5552575613,56,Back,5552575619,212,22.8,5552575615,140,41.2,,,,,,,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783033149,157,1,1,17,48,12ksg0e6d70senzilsic40fzl,1,43.8,10,2025-03-02T14:18:08.075Z,2025-03-02T14:18:11Z,5552575955,141,35.7,5552575959,213,0.9,5552575951,56,Center,5552575953,140,57.1,5552575957,212,22.4,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783033225,158,1,1,17,51,12ksg0e6d70senzilsic40fzl,0,58,35.5,2025-03-02T14:18:10.929Z,2025-03-02T14:18:13Z,5552576283,213,5.46,5552576275,56,Right,5552576285,1,,5552576281,212,34.3,5552576277,140,80.2,5552576279,141,0,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783033631,128,5,1,17,54,28au628w8n2jhgujuwh3y5d8k,1,26.2,101.6,2025-03-02T14:18:13.673Z,2025-03-02T14:59:24Z,5552578391,56,Back,5552578471,233,159,5552578393,347,,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783033231,159,5,1,17,54,12ksg0e6d70senzilsic40fzl,0,73.8,-1.6,2025-03-02T14:18:13.673Z,2025-03-02T14:59:24Z,5552576325,347,,5552578501,233,128,5552576323,56,Right,,,,,,,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783034055,130,57,1,18,24,28au628w8n2jhgujuwh3y5d8k,0,24,100,2025-03-02T14:18:43.253Z,2025-03-02T14:18:45Z,5552580431,56,Back,,,,,,,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783034585,160,57,1,18,24,12ksg0e6d70senzilsic40fzl,1,77.4,0,2025-03-02T14:18:43.253Z,2025-03-02T14:59:19Z,5552583317,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783034713,161,1,1,18,45,12ksg0e6d70senzilsic40fzl,1,72.8,0,2025-03-02T14:19:04.436Z,2025-03-02T14:19:09Z,5552583951,212,17.9,5552583945,140,84.4,5552583941,56,Right,5552583937,107,,5552583947,141,17.6,5552583953,213,0.82,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783034723,162,43,1,18,50,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-02T14:19:09.229Z,2025-03-02T14:19:14Z,5552584531,144,50,5552583987,56,Center,5552583989,286,0,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783034761,163,4,1,18,51,12ksg0e6d70senzilsic40fzl,1,77,21.9,2025-03-02T14:19:10.626Z,2025-03-02T14:19:14Z,5552584241,56,Center,5552584247,265,,5552584245,152,,5552584271,233,131,5552584237,13,,5552584249,286,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783034747,131,4,1,18,51,28au628w8n2jhgujuwh3y5d8k,0,23,78.1,2025-03-02T14:19:10.627Z,2025-03-02T14:19:14Z,5552584331,233,163,5552584153,13,,5552584157,152,,5552584159,265,,5552584161,285,,5552584155,56,Back,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783036457,164,1,1,20,0,12ksg0e6d70senzilsic40fzl,0,75.7,23,2025-03-02T14:20:19.175Z,2025-03-02T14:20:21Z,5552593025,1,,5552593013,152,,5552593017,140,97.2,5552593009,5,,5552593011,155,,5552593021,212,33.8,5552593019,141,59.9,5552593015,56,Center,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,5552593023,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783036499,132,11,1,20,4,28au628w8n2jhgujuwh3y5d8k,1,2.5,40.6,2025-03-02T14:20:23.676Z,2025-03-02T14:20:23Z,5552593227,88,,5552593225,56,Back,,,,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783036835,133,1,1,20,16,28au628w8n2jhgujuwh3y5d8k,1,2.5,40.6,2025-03-02T14:20:35.647Z,2025-03-02T14:20:41Z,5552594973,213,5.52,5552595391,189,,5552594961,56,Back,5552594959,123,,5552594965,141,10.3,5552594963,140,23.2,5552594969,212,29.9,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783036839,134,4,1,20,18,28au628w8n2jhgujuwh3y5d8k,1,26,7.2,2025-03-02T14:20:37.897Z,2025-03-02T14:59:12Z,5552594999,56,Back,5552595001,152,,5552595003,265,,5552594997,13,,5552595005,285,,5552595215,233,165,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783036859,165,4,1,20,18,12ksg0e6d70senzilsic40fzl,0,74,92.8,2025-03-02T14:20:37.898Z,2025-03-02T14:59:12Z,5552595157,56,Left,5552595245,233,134,5552595161,265,,5552595159,152,,5552595163,286,,5552595155,13,,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783037379,135,1,1,20,43,28au628w8n2jhgujuwh3y5d8k,1,24.6,10.7,2025-03-02T14:21:02.897Z,2025-03-02T14:21:06Z,5552597935,1,,5552597923,152,,5552597927,140,67,5552597919,5,,5552597921,155,,5552597931,212,51.1,5552597929,141,47.6,5552597925,56,Center,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,5552597933,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783037401,136,1,1,20,47,28au628w8n2jhgujuwh3y5d8k,1,67,47.6,2025-03-02T14:21:06.240Z,2025-03-02T14:21:08Z,5552598059,140,58.5,5552598065,213,3.6,5552598061,141,41.2,5552598063,212,9.9,5552598055,56,Center,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783037431,137,1,1,20,48,28au628w8n2jhgujuwh3y5d8k,0,58.5,41.2,2025-03-02T14:21:07.990Z,2025-03-02T14:21:09Z,5552598233,140,70.8,5552598237,212,13.8,5552598231,56,Center,5552598229,155,,5552598239,213,0.37,5552598235,141,48.5,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783037475,166,1,1,20,49,12ksg0e6d70senzilsic40fzl,0,31.6,42.4,2025-03-02T14:21:09.039Z,2025-03-02T14:21:10Z,5552598481,56,Back,5552598485,141,66.7,5552598483,140,37.5,5552598489,213,1.21,5552598487,212,17.6,,,,,,,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783037553,138,1,1,20,52,28au628w8n2jhgujuwh3y5d8k,0,60.6,41,2025-03-02T14:21:11.849Z,2025-03-02T14:21:13Z,5552598917,213,1.14,5552598913,141,79.3,5552598907,155,,5552598911,140,72,5552598909,56,Left,5552598915,212,28.7,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783037591,167,8,1,20,55,12ksg0e6d70senzilsic40fzl,1,40.6,37.6,2025-03-02T14:21:14.560Z,2025-03-02T14:21:15Z,5552599111,15,,5552599091,56,Back,,,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783037761,139,1,1,20,57,28au628w8n2jhgujuwh3y5d8k,1,41.5,77.6,2025-03-02T14:21:16.209Z,2025-03-02T14:21:21Z,5552599959,56,Left,5552599961,140,65.1,5552599967,213,0.36,5552599963,141,91.5,5552599965,212,26.5,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783037775,140,1,1,21,1,28au628w8n2jhgujuwh3y5d8k,1,67.3,86.8,2025-03-02T14:21:20.865Z,2025-03-02T14:21:21Z,5552600041,56,Left,5552600045,141,83.5,5552600049,213,5.97,5552600043,140,74,5552600047,212,7.4,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783037793,141,1,1,21,2,28au628w8n2jhgujuwh3y5d8k,0,74,83.5,2025-03-02T14:21:21.646Z,2025-03-02T14:21:22Z,5552600121,140,68.9,5552600117,56,Center,5552600123,141,78.5,5552600131,213,3.71,5552600127,212,6.3,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783037829,168,49,1,21,4,12ksg0e6d70senzilsic40fzl,1,33.3,31.9,2025-03-02T14:21:23.520Z,2025-03-02T14:21:23Z,,,,,,,,,,,,,,,,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783037965,169,1,1,21,4,12ksg0e6d70senzilsic40fzl,1,32.4,28.9,2025-03-02T14:21:23.944Z,2025-03-02T14:21:29Z,5552601083,213,6.27,5552601075,56,Back,5552601077,140,39.9,5552601081,212,7.9,5552601079,141,28.8,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783037975,170,4,1,21,9,12ksg0e6d70senzilsic40fzl,1,40,26.4,2025-03-02T14:21:29.067Z,2025-03-02T14:59:13Z,5552601549,233,142,5552601375,295,,5552601381,286,,5552601379,152,,5552601377,56,Back,5552601373,13,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783037961,142,4,1,21,9,28au628w8n2jhgujuwh3y5d8k,0,60,73.6,2025-03-02T14:21:29.068Z,2025-03-02T14:59:13Z,5552601491,56,Center,5552601487,13,,5552601493,152,,5552601495,285,,5552601651,233,170,5552601489,295,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783038483,171,1,1,21,31,12ksg0e6d70senzilsic40fzl,0,60.2,21.5,2025-03-02T14:21:50.904Z,2025-03-02T14:21:51Z,5552603885,152,,5552603893,212,11.9,5552603895,213,0.18,5552603891,141,24.7,5552603883,5,,5552603889,140,71.3,5552603887,56,Center,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783038683,144,49,1,21,34,28au628w8n2jhgujuwh3y5d8k,1,37.5,87.8,2025-03-02T14:21:54.112Z,2025-03-02T14:22:07Z,5552605751,189,,,,,,,,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783038583,143,1,1,21,35,28au628w8n2jhgujuwh3y5d8k,0,33.6,83.2,2025-03-02T14:21:54.909Z,2025-03-02T14:22:05Z,5552604443,155,,5552604459,213,6.22,5552604461,1,,5552604447,140,64.6,5552604455,212,32.6,5552604445,56,Left,5552604451,141,80.2,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783038725,172,1,1,21,39,12ksg0e6d70senzilsic40fzl,1,44.3,18.5,2025-03-02T14:21:58.361Z,2025-03-02T14:22:02Z,5552605135,213,1.82,5552605131,141,65.2,5552605129,140,36.7,5552605133,212,32.7,5552605125,56,Back,5552605137,1,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783038839,173,1,1,21,43,12ksg0e6d70senzilsic40fzl,1,36.6,65.2,2025-03-02T14:22:02.625Z,2025-03-02T14:22:07Z,5552605715,56,Back,5552605723,213,1.08,5552605717,140,44.7,5552605721,212,18.1,5552605719,141,88.7,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783038931,174,1,1,21,47,12ksg0e6d70senzilsic40fzl,1,58.3,87.5,2025-03-02T14:22:07.033Z,2025-03-02T14:22:10Z,5552606097,56,Back,5552606103,212,22.6,5552606099,140,42.2,5552606101,141,65.4,5552606105,213,3.87,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039067,175,1,1,21,51,12ksg0e6d70senzilsic40fzl,1,40.9,68.2,2025-03-02T14:22:10.425Z,2025-03-02T14:22:16Z,5552606771,140,40.1,5552606769,56,Back,5552606773,141,46.9,5552606777,213,4.65,5552606775,212,14.5,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039111,176,1,1,21,57,12ksg0e6d70senzilsic40fzl,1,43.6,45.8,2025-03-02T14:22:16.241Z,2025-03-02T14:22:18Z,5552607027,213,4.74,5552607023,141,23.1,5552607019,56,Back,5552607021,140,44,5552607025,212,15.4,,,,,,,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039163,177,1,1,21,59,12ksg0e6d70senzilsic40fzl,1,44.2,23.3,2025-03-02T14:22:18.145Z,2025-03-02T14:22:20Z,5552607315,213,0.6,5552607309,140,56.8,5552607311,141,36.6,5552607307,56,Center,5552607313,212,16,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039289,178,1,1,22,1,12ksg0e6d70senzilsic40fzl,1,58.5,33.7,2025-03-02T14:22:20.441Z,2025-03-02T14:22:26Z,5552608015,212,12.7,5552608009,56,Center,5552608011,140,70.6,5552608017,213,0.01,5552608013,141,33.9,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039345,179,1,1,22,7,12ksg0e6d70senzilsic40fzl,1,72.5,56.9,2025-03-02T14:22:26.210Z,2025-03-02T14:22:28Z,5552608287,213,1,5552608283,141,90.3,5552608279,56,Left,5552608281,140,86.5,5552608285,212,27.1,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039399,180,1,1,22,9,12ksg0e6d70senzilsic40fzl,1,86.5,90.3,2025-03-02T14:22:28.306Z,2025-03-02T14:22:31Z,5552608529,140,74.9,5552608531,141,76.9,5552608535,213,3.78,5552608527,56,Center,5552608533,212,15.2,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039445,181,1,1,22,11,12ksg0e6d70senzilsic40fzl,1,74.9,76.7,2025-03-02T14:22:31.105Z,2025-03-02T14:22:33Z,5552608825,140,66.1,5552608827,141,63.4,5552608831,213,3.92,5552608823,56,Center,5552608829,212,12.9,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039435,145,83,1,22,13,28au628w8n2jhgujuwh3y5d8k,0,23.6,32.8,2025-03-02T14:22:32.723Z,2025-03-02T14:22:35Z,5552609039,399,de6woepvuggpm1z2cwz1nbmne,,,,,,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783039477,182,1,1,22,14,12ksg0e6d70senzilsic40fzl,1,68.4,69.6,2025-03-02T14:22:33.322Z,2025-03-02T14:22:35Z,5552608991,140,80.2,5552608989,56,Left,5552608997,212,21,5552609001,213,0.94,5552608993,141,94.5,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039565,183,1,1,22,19,12ksg0e6d70senzilsic40fzl,0,90.6,94.4,2025-03-02T14:22:38.186Z,2025-03-02T14:22:40Z,5552609413,2,,5552609417,56,Left,5552609475,236,,5552609423,212,3.9,5552609425,213,4.71,5552609477,233,146,5552609419,140,90.6,5552609421,141,88.7,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,5552609415,155,,,5552609481,286,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783039567,146,12,1,22,19,28au628w8n2jhgujuwh3y5d8k,1,10,18.8,2025-03-02T14:22:38.286Z,2025-03-02T14:22:40Z,5552609437,185,,5552609439,56,Back,5552609511,233,183,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783039589,147,49,1,22,21,28au628w8n2jhgujuwh3y5d8k,1,4.2,30.4,2025-03-02T14:22:40.520Z,2025-03-02T14:22:40Z,,,,,,,,,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783039677,148,1,1,22,22,28au628w8n2jhgujuwh3y5d8k,0,4.7,25,2025-03-02T14:22:41.270Z,2025-03-02T14:22:44Z,5552610001,212,41.7,5552609997,140,40.9,5552610003,213,5.86,5552609993,157,,5552609995,56,Back,5552610009,1,,5552609999,141,0,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783039689,149,5,1,22,25,28au628w8n2jhgujuwh3y5d8k,0,41,-0.6,2025-03-02T14:22:44.238Z,2025-03-02T14:22:49Z,5552610331,233,184,5552610039,347,,5552610037,56,Back,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783039731,184,5,1,22,25,12ksg0e6d70senzilsic40fzl,1,59,100.6,2025-03-02T14:22:44.238Z,2025-03-02T14:59:25Z,5552610267,347,,5552610273,233,149,5552610265,56,Left,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783040035,185,1,1,22,40,12ksg0e6d70senzilsic40fzl,1,58.4,100,2025-03-02T14:22:59.235Z,2025-03-02T14:23:00Z,5552611897,141,92,5552611899,212,7,5552611893,56,Left,5552611901,213,5.06,5552611891,107,,5552611895,140,60.7,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783040159,186,1,1,22,41,12ksg0e6d70senzilsic40fzl,1,60.7,92,2025-03-02T14:23:00.202Z,2025-03-02T14:23:05Z,5552612495,157,,5552612507,141,12.9,5552612515,213,5.2,5552612503,140,88,5552612499,56,Right,5552612517,1,,5552612513,212,60.9,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783040165,187,3,1,22,43,12ksg0e6d70senzilsic40fzl,0,91.8,6.3,2025-03-02T14:23:02.674Z,2025-03-02T14:59:33Z,5552612629,233,150,5552612559,286,,5552612555,56,Right,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783040117,150,7,1,22,43,28au628w8n2jhgujuwh3y5d8k,0,8.2,93.7,2025-03-02T14:23:02.675Z,2025-03-02T14:59:32Z,5552612319,285,,5552612317,56,Back,5552612315,167,,5552612583,233,187,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783040269,189,61,1,22,45,12ksg0e6d70senzilsic40fzl,1,90.1,3.1,2025-03-02T14:23:04.991Z,2025-03-02T14:23:14Z,5552613197,56,Right,,,,,,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783040127,151,5,1,22,46,28au628w8n2jhgujuwh3y5d8k,1,10.2,101.4,2025-03-02T14:23:05.457Z,2025-03-02T14:23:25Z,5552612357,347,,5552612937,233,188,5552612355,56,Back,,,,,,,,,,,,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783040215,188,5,1,22,46,12ksg0e6d70senzilsic40fzl,0,89.8,-1.4,2025-03-02T14:23:05.457Z,2025-03-02T14:59:25Z,5552612863,56,Right,5552612897,233,151,5552612865,347,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783040635,190,43,1,23,3,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-02T14:23:22.434Z,2025-03-02T14:23:27Z,5552615349,144,1,5552615129,212,0,5552615131,213,3.14,5552615133,1,0,5552615125,140,90.1,5552615127,141,3.1,5552615123,56,Right,5552615121,157,0,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783040677,152,1,1,23,4,28au628w8n2jhgujuwh3y5d8k,1,15.5,100,2025-03-02T14:23:23.862Z,2025-03-02T14:23:27Z,5552615425,213,6.02,5552615417,56,Back,5552615423,212,28.4,5552615427,1,,5552615419,140,41.6,5552615421,141,91.2,5552615381,107,,,,,eeires5yhj68qhrd20r15s8dm,Provat Lakra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783040707,153,1,1,23,7,28au628w8n2jhgujuwh3y5d8k,0,41.6,91.2,2025-03-02T14:23:27.002Z,2025-03-02T14:23:28Z,5552615543,3,,5552615549,140,49.9,5552615547,56,Back,5552615553,212,8.9,5552615545,168,,5552615555,213,6.06,5552615551,141,88.3,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
