id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,teamName,Position
2777174801,1,34,16,0,0,335mseh7gazfrf4eu6w9htw6i,1,0,0,5520553435,194,51kwsfsllwjzbvbuibze1ilg4,5520553431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5520553437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5520553425,59,"1, 24, 34, 21, 5, 69, 44, 10, 15, 9, 29, 8, 18, 19, 22, 27, 55, 62, 66, 89",5520692757,197,9918,5520553417,30,"36coytybrizxbjsnpc0y4ojro, f3gutlzxtzt5bxtrjdgb0inai, 51kwsfsllwjzbvbuibze1ilg4, 111rps7bzz2212jh5g8io7xn8, 6fuk4mojob40kspt4k6vntbhm, 5rd9832gct7uy0acodmor8b11, b9o23q2u9ehavlom8bb7op42d, e6r1r5ggsgbdnudnn5muc4mw9, cnea18p2z4830dwkn0kcp9pii, evsrix4aokl5o7dlx9zc41h49, b521uf2wepooe470000o6pvmy, 6vhnh2pt7o4wcxltwru4zwtwq, el2g322b4azy0qbi5jtqqpkic, 8biopg2xct41y90c99xuavze, 8mvj2wqfdt16tj8vn162q0fvu, 9nutzryit2qkee5y0vbphvi3u, 81yjtiietpc6hcgvw3i5jm49g, 91mwp1kgik3ffr2wdcebd6kgk, 4gjr8cf8v850lhgj32xh1vvh0, c3o7pp0cqispnqebrz2odiqz8",5520553427,130,4,5520553419,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777179129,1,34,16,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,5520577375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5520577371,59,"13, 12, 22, 23, 44, 4, 11, 29, 28, 9, 82, 3, 14, 21, 24, 59, 61, 62, 84, 88",5520577377,194,37a8scojsvio37fatx5zxih91,5520577379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5520577367,30,"d18hxamo4wksojpx0f2zjy63u, 369ef7pxl6ckbg088w9zi36ne, 5brj4wwxu99bicq7xhzs6zvmx, 37a8scojsvio37fatx5zxih91, 2hi6y8so55eic1ukr0jy88a1h, 6bgcubncyevstsj12znvexbhm, 2haf9lri7plf00nrxt5fsyzmx, dgiqagc8iygqc0a1f3gj03q0a, 8bz6754ot1g7gd2k90qfqnuy2, yuw4a34cpasw5e4vqsg6ex1x, 7i3zwc7zfo75m8xu49e4faqz8, eeires5yhj68qhrd20r15s8dm, a46nb8nifruibgamjyq2tb4ve, 5yau328orkeysj2rs0wyms73d, 1hqbyv7h0jhjjf1xlwrhdh1w5, 9kgfwdalg9yisv9t7a03zu38, djd741lwm8uxrlpzdci5fz4t0, dgkvf99kbk5z3bzkod29egm50, 1ai400ynp7h18m2abw15lbnro, irrbg32cem9i7s93x1u4m39w",5520577369,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5520693183,197,13642,5520577373,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205317,2,32,1,0,0,335mseh7gazfrf4eu6w9htw6i,1,0,0,5520714485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205309,2,32,1,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,5520714449,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205325,3,1,1,0,0,335mseh7gazfrf4eu6w9htw6i,1,50.2,50.1,5520714523,56,Back,5520714533,279,S,5520714531,213,2.97,5520714525,140,41.4,5520714529,212,9.4,5520714527,141,52.4,,,,,,,cnea18p2z4830dwkn0kcp9pii,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205403,4,1,1,0,3,335mseh7gazfrf4eu6w9htw6i,1,40.3,50.4,5520714903,212,31.7,5520714899,140,23.4,5520714905,213,4.12,5520714897,56,Back,5520714901,141,11.8,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205465,5,1,1,0,6,335mseh7gazfrf4eu6w9htw6i,1,27.7,15.7,5520715193,213,2.11,5520715185,56,Back,5520715189,141,30.1,5520715191,212,11.4,5520715187,140,22.1,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205525,6,1,1,0,11,335mseh7gazfrf4eu6w9htw6i,1,27.9,45.8,5520715529,213,1.79,5520715517,140,24.1,5520715521,141,71.7,5520715525,212,18.1,5520715513,56,Back,,,,,,,,,,6fuk4mojob40kspt4k6vntbhm,Gaurav Bora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205541,7,1,1,0,15,335mseh7gazfrf4eu6w9htw6i,1,25.3,66.6,5520715639,212,26.2,5520715637,141,29.9,5520715641,213,5.02,5520715635,140,32.8,5520715633,56,Back,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205581,8,1,1,0,16,335mseh7gazfrf4eu6w9htw6i,1,32.8,30.1,5520715891,56,Back,5520715897,212,25.9,5520715899,213,2.6,5520715895,141,49.7,5520715893,140,11.7,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205647,9,1,1,0,20,335mseh7gazfrf4eu6w9htw6i,1,11.7,49.7,5520716223,56,Back,5520716231,213,1.17,5520716227,141,91.1,5520716229,212,30.6,5520716225,140,23,,,,,,,,,,36coytybrizxbjsnpc0y4ojro,Padam Chettri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,Goalkeeper
2777205663,10,1,1,0,25,335mseh7gazfrf4eu6w9htw6i,0,26.7,89.7,5520716285,212,21,5520716273,56,Back,5520716281,141,72.5,5520716289,213,5.69,5520716277,140,43.3,5520716271,155,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205691,3,1,1,0,26,28au628w8n2jhgujuwh3y5d8k,1,57,27.6,5520716413,141,49,5520716407,3,,5520716409,56,Center,5520716417,213,1.04,5520716411,140,65.2,5520716415,212,16.9,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205697,4,49,1,0,28,28au628w8n2jhgujuwh3y5d8k,1,64.8,49.1,,,,,,,,,,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205751,5,1,1,0,28,28au628w8n2jhgujuwh3y5d8k,1,62.3,49.4,5520716671,212,15.5,5520716673,213,0.94,5520716665,56,Center,5520716667,140,71,5520716669,141,67.9,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205781,6,1,1,0,31,28au628w8n2jhgujuwh3y5d8k,1,71,67.9,5520716793,141,73.9,5520716795,212,5.3,5520716791,140,67.8,5520716797,213,2.26,5520716789,56,Center,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205823,7,1,1,0,33,28au628w8n2jhgujuwh3y5d8k,0,76.1,74.2,5520717019,213,0,5520717011,141,74.2,5520717053,236,,5520717015,212,2.4,5520717059,286,,5520717007,56,Center,5520717009,140,78.4,5520717055,233,11,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205827,11,74,1,0,33,335mseh7gazfrf4eu6w9htw6i,1,17.4,25.1,5520717035,56,Back,5520717115,233,7,5520717037,285,,,,,,,,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205883,8,1,1,0,36,28au628w8n2jhgujuwh3y5d8k,1,75.5,77.3,5520717315,56,Center,5520717317,140,64.3,5520717321,212,12.4,5520717319,141,71.4,5520717323,213,3.47,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205911,9,1,1,0,38,28au628w8n2jhgujuwh3y5d8k,0,64.3,71.4,5520717433,56,Center,5520717441,213,5.52,5520717443,1,,5520717437,141,29.8,5520717431,155,,5520717439,212,41,5520717435,140,92.5,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205933,12,12,1,0,41,335mseh7gazfrf4eu6w9htw6i,1,8.8,75.5,5520717577,15,,5520717653,167,,5520717559,56,Back,5520717563,141,81.5,5520717565,212,11.2,5520717561,140,0,5520717567,213,2.77,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777205945,10,6,1,0,42,28au628w8n2jhgujuwh3y5d8k,1,97.9,22.8,5520717779,75,,5520717777,56,Center,5520717857,233,13,,,,,,,,,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777205951,13,6,1,0,42,335mseh7gazfrf4eu6w9htw6i,0,2.1,77.2,5520717803,73,,5520717799,56,Back,5520717881,233,10,,,,,,,,,,,,,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777206725,11,1,1,1,20,28au628w8n2jhgujuwh3y5d8k,1,99.5,0.5,5520721503,155,,5520721511,141,53.4,5520721517,1,,5520723899,210,13,5520721499,2,,5520721501,6,,5520721507,56,Center,5520721513,212,36.2,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,1,5520723901,154,5520721515,213,1.68,5520721509,140,95.7,5520721505,223,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777206809,13,44,1,1,23,28au628w8n2jhgujuwh3y5d8k,1,95.2,54.6,5520721923,286,,5520721929,233,14,5520721921,56,Center,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777206719,14,44,1,1,23,335mseh7gazfrf4eu6w9htw6i,0,4.8,45.4,5520721477,56,Back,5520721951,233,13,5520721479,285,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777206729,12,13,1,1,24,28au628w8n2jhgujuwh3y5d8k,1,95.7,53.4,5520724005,103,44.4,5520724009,231,50.5,5520723101,15,,5520723995,29,,5520721545,16,,5520723999,55,11,5520723993,85,,5520724003,102,53.1,6bgcubncyevstsj12znvexbhm,Anwar Ali,,5520723099,25,5520724007,230,98.9,5520723105,328,,5520721547,56,Center,5520723997,154,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207077,15,5,1,1,26,335mseh7gazfrf4eu6w9htw6i,1,-0.9,30,5521556029,233,657,5520723265,346,,5520723263,56,Back,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777360187,657,5,1,1,26,28au628w8n2jhgujuwh3y5d8k,0,100.9,70,5521555729,346,,5521556055,233,15,5521555727,56,Center,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207097,16,1,1,1,43,335mseh7gazfrf4eu6w9htw6i,1,5.4,49.4,5520723375,213,5.65,5520723371,141,29.6,5520723379,237,,5520723363,56,Back,5520723657,189,,5520723361,124,,5520723369,140,23,5520723373,212,22.9,36coytybrizxbjsnpc0y4ojro,Padam Chettri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,Goalkeeper
2777207133,17,1,1,1,44,335mseh7gazfrf4eu6w9htw6i,1,23,29.6,5520723625,213,2.1,5520723617,56,Back,5520723621,141,58.4,5520723619,140,12,5520723623,212,22.7,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207185,18,1,1,1,48,335mseh7gazfrf4eu6w9htw6i,1,13.8,62.3,5520723945,56,Back,5520723959,213,1.05,5520723957,212,24.1,5520723949,140,25.3,5520723953,141,93,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207215,19,1,1,1,50,335mseh7gazfrf4eu6w9htw6i,1,25.3,93,5520724093,56,Back,5520724101,213,4.86,5520724095,140,26.2,5520724099,212,6.6,5520724097,141,83.4,,,,,,,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207255,20,1,1,1,51,335mseh7gazfrf4eu6w9htw6i,1,22.1,87.8,5520724293,56,Back,5520724295,140,10.2,5520724299,212,12.5,5520724297,141,86.1,5520724301,213,3.23,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207297,21,1,1,1,54,335mseh7gazfrf4eu6w9htw6i,0,11.8,87.9,5520724507,141,100,5520724501,157,,5520724509,212,23.3,5520724505,140,32.3,5520724513,1,,5520724503,56,Back,5520724511,213,0.39,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207513,14,5,1,1,56,28au628w8n2jhgujuwh3y5d8k,1,68.4,-1.4,5520725679,56,Right,5520725781,233,22,5520725681,347,,,,,,,,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207309,22,5,1,1,56,335mseh7gazfrf4eu6w9htw6i,0,31.6,101.4,5520725809,233,14,5520724549,56,Back,5520724551,347,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207551,15,1,1,2,10,28au628w8n2jhgujuwh3y5d8k,1,65.8,0,5520725915,212,16.2,5520725917,213,1.29,5520725911,140,70.1,5520725909,56,Center,5520725907,107,,5520725913,141,21.5,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207575,16,1,1,2,12,28au628w8n2jhgujuwh3y5d8k,1,70.1,21.5,5520726007,56,Right,5520726009,140,58.3,5520726013,212,12.4,5520726015,213,3.17,5520726053,156,,5520726011,141,20.9,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207715,17,1,1,2,16,28au628w8n2jhgujuwh3y5d8k,1,56.9,23.7,5520726679,213,2.16,5520726675,212,18.1,5520726665,56,Back,5520726667,140,47.3,5520726669,141,45.8,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207731,18,1,1,2,20,28au628w8n2jhgujuwh3y5d8k,1,49.7,54.5,5520726783,56,Back,5520726785,140,47.2,5520726787,141,77.9,5520726791,213,1.73,5520726789,212,16.1,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207779,19,1,1,2,22,28au628w8n2jhgujuwh3y5d8k,1,47.2,77.9,5520727017,141,95.6,5520727021,212,21.1,5520727013,140,63.7,5520727023,213,0.61,5520727009,56,Left,,,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207785,20,61,1,2,24,28au628w8n2jhgujuwh3y5d8k,0,63.7,95.6,5520727053,56,Left,,,,,,,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207805,21,5,1,2,24,28au628w8n2jhgujuwh3y5d8k,0,61.3,101.4,5520727131,56,Left,5520727895,233,23,5520727133,347,,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777207949,23,5,1,2,24,335mseh7gazfrf4eu6w9htw6i,1,38.7,-1.4,5520727867,233,21,5520727837,347,,5520727835,56,Back,,,,,,,,,,,,,,,,b9o23q2u9ehavlom8bb7op42d,Marc Andre Schmerböck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207973,24,1,1,2,34,335mseh7gazfrf4eu6w9htw6i,1,37.2,0,5520727953,56,Back,5520727961,213,2.08,5520727955,140,29,5520727951,107,,5520727957,141,21.8,5520727959,212,17.6,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777207999,25,1,1,2,36,335mseh7gazfrf4eu6w9htw6i,1,28.2,29.8,5520728123,140,27.4,5520728127,212,17.7,5520728121,56,Back,5520728129,213,1.62,5520728125,141,55.8,,,,,,,,,,6fuk4mojob40kspt4k6vntbhm,Gaurav Bora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777208095,26,1,1,2,37,335mseh7gazfrf4eu6w9htw6i,1,27.3,55.8,5520728677,213,0.3,5520728671,140,37.3,5520728675,212,11,5520728669,56,Back,5520728673,141,60.5,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777208153,27,1,1,2,43,335mseh7gazfrf4eu6w9htw6i,1,33.9,41.2,5520728957,56,Center,5520728959,140,52.2,5520728963,212,19.2,5520728961,141,40.4,5520728965,213,6.25,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777208169,28,1,1,2,45,335mseh7gazfrf4eu6w9htw6i,0,52.2,40.4,5520729063,56,Back,5520729353,156,,5520729065,140,45.7,5520729071,213,2.99,5520729069,212,6.9,5520729067,141,41.9,,,,,,,cnea18p2z4830dwkn0kcp9pii,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777208215,22,49,1,2,47,28au628w8n2jhgujuwh3y5d8k,1,59.5,56.7,,,,,,,,,,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777208413,23,1,1,2,53,28au628w8n2jhgujuwh3y5d8k,1,66.4,65.4,5520730255,56,Left,5520730271,212,15.5,5520730275,213,1.65,5520730267,141,88.1,5520730261,140,65.3,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777208451,24,1,1,2,56,28au628w8n2jhgujuwh3y5d8k,1,64.7,92.6,5520730459,141,92.3,5520730455,140,44.7,5520730453,56,Back,5520730469,213,3.15,5520730465,212,21,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777208559,25,1,1,2,58,28au628w8n2jhgujuwh3y5d8k,1,44.2,92.1,5520731075,141,54.9,5520731079,213,3.99,5520731077,212,33.8,5520731071,56,Back,5520731081,1,,5520731073,140,22.9,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777208731,26,1,1,3,2,28au628w8n2jhgujuwh3y5d8k,1,24.9,52.8,5520731903,140,31.3,5520731911,212,14.9,5520731907,141,72.4,5520731899,56,Back,5520731913,213,1.1,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2777208905,27,1,1,3,9,28au628w8n2jhgujuwh3y5d8k,1,35.4,74.8,5520732733,56,Right,5520732741,213,5.09,5520732729,155,,5520732743,1,,5520732739,212,53.9,5520732731,196,,5520732737,141,1.1,5520732735,140,54.3,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777208987,28,1,1,3,16,28au628w8n2jhgujuwh3y5d8k,1,61,5,5520733161,213,2.75,5520733153,56,Right,5520733159,212,10.1,5520733157,141,10.6,5520733155,140,52.1,,,,,,,,,,2haf9lri7plf00nrxt5fsyzmx,Nandhakumar Sekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777209081,29,1,1,3,20,28au628w8n2jhgujuwh3y5d8k,1,52.1,10.6,5520733657,213,1.57,5520733651,140,52.1,5520733649,56,Center,5520733655,212,13.3,5520733653,141,30.1,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777209111,30,1,1,3,23,28au628w8n2jhgujuwh3y5d8k,1,53.4,42.5,5520733773,213,0.62,5520733767,140,65.3,5520733769,141,55.7,5520733765,56,Center,5520733771,212,15.4,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777209171,31,1,1,3,25,28au628w8n2jhgujuwh3y5d8k,1,65.3,55.7,5520734093,212,12.8,5520734095,213,3.53,5520734087,56,Center,5520734091,141,48.5,5520734089,140,54,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777209167,29,4,1,3,28,335mseh7gazfrf4eu6w9htw6i,1,45.7,51.1,5520734115,152,,5520734111,13,,5520734117,265,,5520734119,286,,5520734185,233,32,5520734113,56,Back,,,,,,,cnea18p2z4830dwkn0kcp9pii,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777209185,32,4,1,3,28,28au628w8n2jhgujuwh3y5d8k,0,54.3,48.9,5520734143,56,Center,5520734155,285,,5520734149,265,,5520734147,152,,5520734141,13,,5520734241,233,29,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777209631,30,1,1,3,51,335mseh7gazfrf4eu6w9htw6i,1,48.9,47.2,5520737525,189,,5520736557,5,,5520736563,140,38.7,5520736559,152,,5520736569,213,3.44,5520736567,212,11.2,5520736561,56,Back,5520736565,141,42.4,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777209687,31,1,1,3,53,335mseh7gazfrf4eu6w9htw6i,1,38.7,42.5,5520736893,56,Left,5520736901,213,1.05,5520736903,1,,5520736895,140,58.9,5520736899,212,42.4,5520736897,141,96.5,5520736891,155,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777209761,32,1,1,3,56,335mseh7gazfrf4eu6w9htw6i,0,52.1,97.5,5520737263,141,86.4,5520737257,140,45.1,5520737265,212,10.5,5520737269,213,3.94,5520737253,56,Back,,,,,,,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777209751,33,8,1,4,0,28au628w8n2jhgujuwh3y5d8k,1,63.8,14.1,5520737221,56,Right,,,,,,,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777209833,34,49,1,4,3,28au628w8n2jhgujuwh3y5d8k,1,47,19.7,,,,,,,,,,,,,,,,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
