id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value,qualifier/19/value,qualifier/16/value,teamName,Position
2786067185,1,34,16,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,2025-03-09T13:14:02.049Z,2025-03-09T14:05:13Z,5569209245,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5569209237,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5569209225,30,"5sifbrmwnzisvbvutlcx25v1m, a5hmrpq6qy5ac6ir7hd4fajxm, bepdz3gbb2rxeuae2lt159g16, 18du6lik5pot8uofj1s1n0nl6, 9h25nvm0qom316k8qamw5zh1w, ajkkf12dn8livsb196zp7w0d1, 3macevv6d8kk7a3na4b3zh2j8, h8166wj7jjqddgelgyf61nu1, 83rpxksxq3qq7vxslur4ge5sl, co1a0flew05hmeteg442x7vmd, 5phslvtihgvzghwa9dqmqtune, 87ij2wepxhp3jdsgylz99c8dm, a9gquocdgtb8bpk99a5a110mi, gjlr532pk0g0fx3us9d61q6t, evpkruwe8cis1pfkujwfwr9hx, amlbv42tcsqmxktheidr23sru, 8s6nlre415t2uxinzkx3w0xlg, e5pgescmpgtyk96b07mpicsq2, af2pz7tnkibqwj9qoq6pnwm0a, auhy9ipee9aqnksz1ons6et49",5569209233,130,2,5569322835,197,18550,5569209241,194,ajkkf12dn8livsb196zp7w0d1,5569209231,59,"1, 6, 23, 8, 4, 5, 19, 71, 9, 27, 70, 7, 13, 17, 20, 21, 22, 37, 77, 88",5569209229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786069755,1,34,16,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-09T13:16:50.056Z,2025-03-09T14:02:39Z,5569333377,197,27608,5569223297,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5569223295,130,8,5569223293,59,"32, 77, 23, 15, 6, 3, 5, 20, 9, 8, 11, 7, 13, 17, 18, 21, 22, 33, 56, 68",5569223289,30,"5jtd252do025958pgqkigc0d1, 1ilh1vogo8mggj0vhf2oknswk, a1rjrfrukdqfztu8c9l88wduc, 2z2u1jd91uyccw2pn5qoiti0a, 9vjotu14gqx0jhgrs12qwkezt, banlw3aybtscei2n206mlzf85, iydj3zcyzjgguy8iwmitdp05, 7q0oc78bzao7g3iy7zoobmy1, 88x8tqxamao1dzdfz5libluui, 3i9ye7yfz4j9bhbi8gco7mjca, 11een7yuvw4psjhjuakk75clw, 31g5m4lerjmoykobyt8cckxxx, 851tv9v6www1lbd2eeehwbrx0, e2kge0d4o0jg6ndxsq0tm0x9m, 3e4twzsgwcxza9739q17gn4h6, 27ep4aadiffsck8usuolvc416, 8vulbgpf7e1nmpnawi5z8vbze, b8l2ubkujj1lhnld7k97qa2qy, 46v439ra4pzfd0xs7ddlkj7ro, 8h08hdzxeycejk9hao8022txw",5569223291,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5569223299,194,3i9ye7yfz4j9bhbi8gco7mjca,5569223301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786103821,2,32,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-09T14:00:28.430Z,2025-03-09T14:00:28Z,5569405829,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786103839,2,32,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,2025-03-09T14:00:28.430Z,2025-03-09T14:00:29Z,5569405927,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786103867,3,1,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,49.8,50,2025-03-09T14:00:28.431Z,2025-03-09T16:09:45Z,5569406063,279,S,5569406051,56,Back,5569406061,213,2.89,5569406053,140,31.6,5569406055,141,57.2,5569406057,212,19.7,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786103879,4,1,1,0,4,1kqb5u8em0tj1k40607w2vtl4,1,33.8,60.6,2025-03-09T14:00:32.748Z,2025-03-09T14:00:34Z,5569406139,213,5.95,5569406129,155,,5569406141,1,,5569406131,56,Center,5569406133,140,65.5,5569406135,141,43.4,5569406137,212,35.3,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786103889,5,1,1,0,6,1kqb5u8em0tj1k40607w2vtl4,0,65.2,42.7,2025-03-09T14:00:34.607Z,2025-03-09T14:00:35Z,5569406195,56,Right,5569406197,140,93.4,5569406193,3,,5569406201,212,33.5,5569406205,1,,5569406203,213,5.8,5569406199,141,19.8,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786103941,3,12,1,0,7,ajwqetklk0m22x7ifsjax5yi,1,13.1,82.3,2025-03-09T14:00:36.093Z,2025-03-09T14:00:41Z,5569406449,56,Back,5569406451,140,2.7,5569406473,167,,5569406457,213,2.28,5569406455,212,16.8,5569406453,141,100,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786103945,4,5,1,0,12,ajwqetklk0m22x7ifsjax5yi,0,9.4,101,2025-03-09T14:00:40.763Z,2025-03-09T16:01:38Z,5569408515,233,6,5569408553,347,,5569406467,56,Back,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786103965,6,5,1,0,12,1kqb5u8em0tj1k40607w2vtl4,1,90.6,-1,2025-03-09T14:00:40.763Z,2025-03-09T14:01:17Z,5569406579,56,Right,5569408549,347,,5569408495,233,4,,,,,,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104141,5,43,1,0,32,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-09T14:01:01.420Z,2025-03-09T14:01:06Z,5569407609,73,0,5569407607,56,Back,5569407863,144,6,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786104215,7,1,1,0,38,1kqb5u8em0tj1k40607w2vtl4,0,91,0,2025-03-09T14:01:06.772Z,2025-03-09T14:02:24Z,5569407939,141,37.1,5569413427,1,,5569413425,107,,5569407943,212,26.1,5569407933,56,Center,5569407947,213,1.53,5569407937,140,92.1,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104239,6,61,1,0,41,ajwqetklk0m22x7ifsjax5yi,1,7,60,2025-03-09T14:01:10.248Z,2025-03-09T14:01:10Z,5569408085,56,Back,,,,,,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786104289,7,61,1,0,42,ajwqetklk0m22x7ifsjax5yi,1,3.9,67.3,2025-03-09T14:01:11.379Z,2025-03-09T14:01:57Z,5569408295,56,Back,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786104355,8,12,1,0,43,ajwqetklk0m22x7ifsjax5yi,1,15.1,55.8,2025-03-09T14:01:11.915Z,2025-03-09T14:01:55Z,5569408621,213,1.83,5569408617,141,100,5569408821,15,,5569408653,167,,5569408615,140,7.2,5569408613,56,Back,5569408619,212,32.5,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786104319,8,5,1,0,44,1kqb5u8em0tj1k40607w2vtl4,1,92.4,-1.8,2025-03-09T14:01:13.319Z,2025-03-09T16:01:38Z,5569408457,56,Right,5569408659,233,9,5569408459,347,,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104361,9,5,1,0,44,ajwqetklk0m22x7ifsjax5yi,0,7.6,101.8,2025-03-09T14:01:13.319Z,2025-03-09T16:01:39Z,5569408649,347,,5569408647,56,Back,5569408693,233,8,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786104383,9,1,1,0,49,1kqb5u8em0tj1k40607w2vtl4,1,91.7,0,2025-03-09T14:01:17.772Z,2025-03-09T14:01:20Z,5569408803,213,2.79,5569408799,141,11.9,5569408805,1,,5569408793,107,,5569408801,212,26.7,5569408795,56,Right,5569408797,140,67.8,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104399,10,1,1,0,52,1kqb5u8em0tj1k40607w2vtl4,1,68.5,10.3,2025-03-09T14:01:20.662Z,2025-03-09T14:01:22Z,5569408905,213,6.18,5569408897,56,Right,5569408903,212,14.7,5569408901,141,8,5569408899,140,82.4,,,,,,,,,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104445,11,1,1,0,54,1kqb5u8em0tj1k40607w2vtl4,1,82.5,8,2025-03-09T14:01:22.647Z,2025-03-09T14:01:26Z,5569409131,56,Center,5569409129,155,,5569409139,213,1.31,5569409137,212,40,5569409127,2,,5569409135,141,64.8,5569409133,140,92.4,5569409143,1,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104447,12,61,1,0,57,1kqb5u8em0tj1k40607w2vtl4,1,92.6,67.3,2025-03-09T14:01:26.287Z,2025-03-09T14:01:26Z,5569409161,56,Center,,,,,,,,,,,,,,,,,,,,,,co1a0flew05hmeteg442x7vmd,Daniel Chima Chukwu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104617,13,15,1,1,8,1kqb5u8em0tj1k40607w2vtl4,1,78.8,74.2,2025-03-09T14:01:36.787Z,2025-03-09T15:58:17Z,5569410777,146,99,5569410765,29,,5569410177,20,,5570000109,233,11,5569409933,18,,5569409935,56,Center,5569410779,147,52.2,5569410767,133,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,5569410775,103,15.2,5569409931,22,5569410773,102,53.7,5569410761,76,5569410769,55,12,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104683,11,10,1,1,8,ajwqetklk0m22x7ifsjax5yi,1,2.1,48.9,2025-03-09T14:01:36.887Z,2025-03-09T15:58:17Z,5569410619,177,,5569410253,56,Back,5569410621,180,,5570000129,233,13,5569410251,182,,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2786104649,10,61,1,1,11,ajwqetklk0m22x7ifsjax5yi,1,20.9,41.9,2025-03-09T14:01:39.865Z,2025-03-09T14:01:39Z,5569410089,56,Back,,,,,,,,,,,,,,,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786104687,12,52,1,1,14,ajwqetklk0m22x7ifsjax5yi,1,4.5,48.7,2025-03-09T14:01:42.587Z,2025-03-09T14:01:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2786104939,13,1,1,1,32,ajwqetklk0m22x7ifsjax5yi,0,7.6,45.5,2025-03-09T14:02:00.784Z,2025-03-09T14:02:02Z,5569411573,199,,5569411575,56,Back,5569411581,212,39.4,5569411577,140,39.7,5569411579,141,75.6,5569411583,213,0.55,5569411585,1,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2786104949,14,49,1,1,34,1kqb5u8em0tj1k40607w2vtl4,1,59,8.8,2025-03-09T14:02:03.102Z,2025-03-09T14:02:03Z,,,,,,,,,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786104967,15,3,1,1,35,1kqb5u8em0tj1k40607w2vtl4,0,64.4,7,2025-03-09T14:02:04.087Z,2025-03-09T14:02:08Z,5569411727,56,Right,5569411729,286,,5569412031,233,14,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786105009,14,7,1,1,35,ajwqetklk0m22x7ifsjax5yi,1,37.8,92.5,2025-03-09T14:02:04.088Z,2025-03-09T14:02:08Z,5569412025,233,15,5569411991,56,Back,5569411993,285,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105031,15,1,1,1,39,ajwqetklk0m22x7ifsjax5yi,1,43.3,92.4,2025-03-09T14:02:07.598Z,2025-03-09T14:02:08Z,5569412123,213,4.67,5569412119,141,69.3,5569412115,140,42.6,5569412113,56,Back,5569412121,212,15.7,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105049,16,1,1,1,40,ajwqetklk0m22x7ifsjax5yi,1,42.6,69.3,2025-03-09T14:02:08.764Z,2025-03-09T14:02:10Z,5569412245,212,12.4,5569412247,213,2.46,5569412243,141,80.8,5569412241,140,33.4,5569412239,56,Back,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105095,17,1,1,1,41,ajwqetklk0m22x7ifsjax5yi,1,34.2,79.6,2025-03-09T14:02:10.220Z,2025-03-09T14:02:13Z,5569412473,213,3.26,5569412465,56,Back,5569412467,140,25.9,5569412469,141,78.1,5569412471,212,8.8,,,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105107,18,1,1,1,44,ajwqetklk0m22x7ifsjax5yi,1,26.1,78.1,2025-03-09T14:02:13.020Z,2025-03-09T14:02:14Z,5569412529,140,43.2,5569412531,141,77.9,5569412533,212,18,5569412527,56,Back,5569412535,213,6.28,,,,,,,,,,banlw3aybtscei2n206mlzf85,Lazar Ćirković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105125,19,1,1,1,45,ajwqetklk0m22x7ifsjax5yi,1,43.3,78.4,2025-03-09T14:02:14.428Z,2025-03-09T14:02:15Z,5569412611,213,2.42,5569412609,212,7.8,5569412607,141,86,5569412605,140,37.7,5569412603,56,Back,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105181,20,1,1,1,47,ajwqetklk0m22x7ifsjax5yi,1,33.4,86.6,2025-03-09T14:02:15.676Z,2025-03-09T14:02:18Z,5569412933,212,19.8,5569412935,213,0.28,5569412927,56,Left,5569412929,140,51.5,5569412931,141,94.7,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105185,21,4,1,1,49,ajwqetklk0m22x7ifsjax5yi,1,50.4,94.8,2025-03-09T14:02:18.364Z,2025-03-09T15:57:20Z,5569413023,286,,5569413007,13,,5569413013,152,,5569413223,233,16,5569413017,265,,5569413009,56,Left,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105193,16,4,1,1,49,1kqb5u8em0tj1k40607w2vtl4,0,49.6,5.2,2025-03-09T14:02:18.365Z,2025-03-09T15:57:20Z,5569413191,265,,5569413189,152,,5569413187,56,Back,5569413185,13,,5569413193,285,,5569413237,233,21,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786105609,22,1,1,2,15,ajwqetklk0m22x7ifsjax5yi,0,51.9,95.9,2025-03-09T14:02:43.582Z,2025-03-09T14:02:45Z,5569415183,213,5.41,5569415169,155,,5569415179,141,35.7,5569415171,196,,5569415185,1,,5569415173,152,,5569415181,212,53.4,5569415177,140,84.5,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,5569415167,5,,5569415175,56,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786105635,17,1,1,2,17,1kqb5u8em0tj1k40607w2vtl4,1,13.3,71.4,2025-03-09T14:02:45.944Z,2025-03-09T14:02:47Z,5569415347,141,60.9,5569415345,140,25.4,5569415343,56,Back,5569415351,213,5.77,5569415341,3,,5569415349,212,14.6,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786105669,18,1,1,2,18,1kqb5u8em0tj1k40607w2vtl4,1,25.5,60.9,2025-03-09T14:02:47.194Z,2025-03-09T14:02:48Z,5569415521,140,34.8,5569415519,56,Back,5569415525,212,12.4,5569415527,213,0.66,5569415523,141,72.1,,,,,,,,,,co1a0flew05hmeteg442x7vmd,Daniel Chima Chukwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786105675,19,49,1,2,20,1kqb5u8em0tj1k40607w2vtl4,1,34.8,72.1,2025-03-09T14:02:48.647Z,2025-03-09T14:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786105743,20,1,1,2,20,1kqb5u8em0tj1k40607w2vtl4,1,34.8,72.1,2025-03-09T14:02:48.913Z,2025-03-09T14:02:53Z,5569415891,56,Back,5569415899,213,5.98,5569415895,141,66.4,5569415897,212,13.2,5569415893,140,46.8,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786105747,21,4,1,2,24,1kqb5u8em0tj1k40607w2vtl4,1,50.2,65.8,2025-03-09T14:02:52.975Z,2025-03-09T15:57:20Z,5569415987,265,,5569416161,233,23,5569415985,152,,5569415983,56,Center,5569415981,13,,5569415989,286,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786105753,23,4,1,2,24,ajwqetklk0m22x7ifsjax5yi,0,49.8,34.2,2025-03-09T14:02:52.976Z,2025-03-09T15:57:20Z,5569416143,285,,5569416133,13,,5569416135,56,Back,5569416137,152,,5569416139,265,,5569416169,233,21,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786106247,22,1,1,2,47,1kqb5u8em0tj1k40607w2vtl4,0,57.2,68.1,2025-03-09T14:03:16.006Z,2025-03-09T14:03:17Z,5569418257,155,,5569418269,213,6.23,5569418255,5,,5569418261,56,Center,5569418263,140,74.7,5569418265,141,66.6,5569418267,212,18.4,5569418259,152,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786106295,24,12,1,2,50,ajwqetklk0m22x7ifsjax5yi,1,23.7,36.1,2025-03-09T14:03:18.526Z,2025-03-09T14:03:20Z,5569418471,56,Back,5569418479,213,6.26,5569418475,141,35.2,5569418477,212,24.6,5569418473,140,47.1,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786106299,25,49,1,2,51,ajwqetklk0m22x7ifsjax5yi,1,47.1,35.2,2025-03-09T14:03:19.933Z,2025-03-09T14:03:20Z,,,,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786106329,26,1,1,2,51,ajwqetklk0m22x7ifsjax5yi,1,47.1,35.2,2025-03-09T14:03:20.414Z,2025-03-09T14:03:21Z,5569418617,140,37.3,5569418615,56,Back,5569418621,212,10.6,5569418623,213,3.4,5569418619,141,31.2,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786106407,27,1,1,2,53,ajwqetklk0m22x7ifsjax5yi,1,36.1,27.7,2025-03-09T14:03:21.693Z,2025-03-09T14:03:27Z,5569419045,56,Right,5569419055,141,13.8,5569419041,155,,5569419059,212,45.6,5569419065,1,,5569419063,213,6.07,5569419051,140,78.6,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786106421,28,50,1,2,58,ajwqetklk0m22x7ifsjax5yi,1,92.6,21.8,2025-03-09T14:03:27.101Z,2025-03-09T14:03:29Z,5569419111,56,Center,5569419277,233,23,5569419117,286,,,,,,,,,,,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786106443,23,7,1,2,58,1kqb5u8em0tj1k40607w2vtl4,1,6.4,78.3,2025-03-09T14:03:27.102Z,2025-03-09T14:03:29Z,5569419261,233,28,5569419231,285,,5569419229,56,Back,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786106453,24,49,1,3,0,1kqb5u8em0tj1k40607w2vtl4,1,12.3,77.3,2025-03-09T14:03:28.693Z,2025-03-09T14:03:29Z,,,,,,,,,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786106551,25,1,1,3,0,1kqb5u8em0tj1k40607w2vtl4,0,15.2,86.2,2025-03-09T14:03:29.318Z,2025-03-09T14:03:33Z,5569419669,141,89.7,5569419671,212,24.8,5569419673,213,0.1,5569419665,56,Back,5569419667,140,38.7,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786106557,29,61,1,3,5,ajwqetklk0m22x7ifsjax5yi,1,61.6,4.6,2025-03-09T14:03:33.434Z,2025-03-09T14:03:33Z,5569419697,56,Right,,,,,,,,,,,,,,,,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786106763,26,5,1,3,6,1kqb5u8em0tj1k40607w2vtl4,1,39.2,102,2025-03-09T14:03:34.638Z,2025-03-09T16:01:42Z,5569420719,233,30,5569420671,347,,5569420669,56,Back,,,,,,,,,,,,,,,,h8166wj7jjqddgelgyf61nu1,Farukh Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786106575,30,5,1,3,6,ajwqetklk0m22x7ifsjax5yi,0,60.8,-2,2025-03-09T14:03:34.638Z,2025-03-09T14:03:47Z,5569420751,233,26,5569419783,56,Right,5569419785,347,,,,,,,,,,,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
