id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,,qualifier/15/value,teamName,Position
2776200041,1,34,16,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5515393197,30,"a9gquocdgtb8bpk99a5a110mi, evpkruwe8cis1pfkujwfwr9hx, bepdz3gbb2rxeuae2lt159g16, 8s6nlre415t2uxinzkx3w0xlg, ajkkf12dn8livsb196zp7w0d1, 9o2dyl3cbm2ni3874doydh49h, 87ij2wepxhp3jdsgylz99c8dm, e5pgescmpgtyk96b07mpicsq2, dkk86y8pa3svtz43c0m55qn6x, 83rpxksxq3qq7vxslur4ge5sl, 3macevv6d8kk7a3na4b3zh2j8, 5sifbrmwnzisvbvutlcx25v1m, a5hmrpq6qy5ac6ir7hd4fajxm, 18du6lik5pot8uofj1s1n0nl6, amlbv42tcsqmxktheidr23sru, co1a0flew05hmeteg442x7vmd, dej3o41jgebei5deqs5m5fris, 5phslvtihgvzghwa9dqmqtune, h8166wj7jjqddgelgyf61nu1, auhy9ipee9aqnksz1ons6et49",5515393203,130,2,5515393199,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5515393201,59,"13, 20, 23, 22, 5, 3, 7, 37, 10, 9, 19, 1, 6, 8, 21, 27, 47, 70, 71, 88",5515393209,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5515393205,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5515393207,194,9o2dyl3cbm2ni3874doydh49h,5515450083,197,18550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776200967,1,34,16,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5515397613,130,8,5515397609,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5515397617,194,2b4zbxnmjo1fd9gntr3zgn4yd,5515397607,30,"eu9kw6jcgneygerxqlfj00r11, 1i4qgopfzsr2xyfs93kjtcvai, 8js8a2yz6jly94vf0ilyg76s4, 99p8q4t09iq7scfgt0bkrmlpm, 5ku3ut12bd65rq9qoobyv2jh0, 3znwt67r5j8mghoi2wm9urris, bwiqj25qbrcc2xhc8faqb44wl, 1csytueiqmph9zm2p58ww333e, 2hsgcgekgsls87pbwwz9a3q39, 2b4zbxnmjo1fd9gntr3zgn4yd, cqwjl27qlms7fxa3edgkvpr6d, 3hyx5x335jn5udim2a132nt2h, dc8zct96hw1uct3arbrq408b8, d0b9bmoy2tfpyra3bra95rdhw, fekzw1l7xz97js7ns7ag2mfo, 61omz2augmafukhx5q6zydw8a, ciydd242v6efvzsqd2hxqvwus, 9w7vzklkn51n608f2md2ds3kk, 1uvpqxrzxnjfb790p5t1mjztg, 2n6c8ciuley3hz0fnt6gn4zpx",5515397615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5515397619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5515397611,59,"1, 12, 27, 23, 14, 4, 10, 6, 20, 24, 7, 16, 25, 26, 29, 31, 35, 77, 78, 99",5515449875,197,21302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776212927,2,32,1,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5515457615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776212931,2,32,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5515457631,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776212959,3,1,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,50,50,5515457803,141,46.1,5515457799,56,Back,5515457807,213,3.26,5515457805,212,22.5,5515457809,279,S,5515457801,140,28.7,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776212975,4,1,1,0,5,1kqb5u8em0tj1k40607w2vtl4,1,28.3,46.1,5515457857,56,Left,5515457855,155,,5515457859,140,70.3,5515457867,213,0.53,5515457861,141,84.5,5515457869,1,,5515457865,212,51.3,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776212977,5,44,1,0,6,1kqb5u8em0tj1k40607w2vtl4,1,74,89.9,5515457881,233,3,5515457875,56,Left,5515457877,286,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776212967,3,44,1,0,6,8uacz8yrceknwsreon4rb5i8o,0,26,10.1,5515457837,56,Back,5515457839,285,,5515457885,233,5,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776212983,6,1,1,0,8,1kqb5u8em0tj1k40607w2vtl4,0,70.3,84.5,5515457925,212,10.4,5515457921,140,75.7,5515457927,213,5.29,5515457917,3,,5515457923,141,71.7,5515457919,56,Center,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776212987,4,49,1,0,9,8uacz8yrceknwsreon4rb5i8o,1,18.4,24,,,,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213003,5,1,1,0,10,8uacz8yrceknwsreon4rb5i8o,1,18.4,24,5515458031,141,45.7,5515458035,213,1.85,5515458027,56,Back,5515458029,140,14.3,5515458033,212,15.4,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213013,6,1,1,0,12,8uacz8yrceknwsreon4rb5i8o,0,14.1,46.6,5515458105,212,37.3,5515458101,140,49.1,5515458109,1,,5515458107,213,0.17,5515458103,141,55.8,5515458099,56,Back,5515458097,157,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213017,7,44,1,0,13,1kqb5u8em0tj1k40607w2vtl4,1,51.7,40.9,5515458119,286,,5515458137,233,7,5515458117,56,Center,,,,,,,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213021,7,44,1,0,13,8uacz8yrceknwsreon4rb5i8o,0,48.3,59.1,5515458129,56,Back,5515458141,233,7,5515458133,285,,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213057,8,1,1,0,14,1kqb5u8em0tj1k40607w2vtl4,1,53,35.5,5515458355,3,,5515458359,140,76.7,5515458357,56,Right,5515458363,212,31.4,5515458361,141,7.4,5515458365,213,5.63,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213061,9,61,1,0,20,1kqb5u8em0tj1k40607w2vtl4,0,80.4,5.2,5515458369,56,Right,,,,,,,,,,,,,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213189,8,5,1,0,21,8uacz8yrceknwsreon4rb5i8o,1,-1,94.6,5515459031,233,10,5515459019,346,,5515459017,56,Back,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213081,10,5,1,0,21,1kqb5u8em0tj1k40607w2vtl4,0,101,5.4,5515458469,56,Right,5515459043,233,8,5515458471,346,,,,,,,,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213277,9,1,1,1,5,8uacz8yrceknwsreon4rb5i8o,1,5.2,50.7,5515459573,141,44.9,5515459577,213,6.21,5515459569,56,Center,5515459579,1,,5515459583,74,,5515459571,140,54.7,5515459567,124,,5515459575,212,52.1,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2776213299,10,1,1,1,9,8uacz8yrceknwsreon4rb5i8o,1,54.6,45.5,5515459677,168,,5515459679,56,Center,5515459683,141,23.3,5515459675,3,,5515459685,212,22.4,5515459681,140,70.4,5515459687,213,5.54,,,,2b4zbxnmjo1fd9gntr3zgn4yd,Filip Mrzljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213295,11,49,1,1,12,1kqb5u8em0tj1k40607w2vtl4,1,27.1,74.7,,,,,,,,,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213301,11,1,1,1,13,8uacz8yrceknwsreon4rb5i8o,0,70.4,23.3,5515459699,56,Center,5515459701,140,79.1,5515459705,212,9.8,5515459695,3,,5515459707,213,0.37,5515459697,168,,5515459703,141,28.5,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213313,12,1,1,1,14,1kqb5u8em0tj1k40607w2vtl4,0,29.7,68.8,5515459763,141,64.2,5515459767,213,5.77,5515459759,56,Back,5515459765,212,6.4,5515459761,140,35,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213329,12,61,1,1,16,8uacz8yrceknwsreon4rb5i8o,1,67.1,33.3,5515459867,56,Center,,,,,,,,,,,,,,,,,,,,,,2b4zbxnmjo1fd9gntr3zgn4yd,Filip Mrzljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213335,13,1,1,1,18,1kqb5u8em0tj1k40607w2vtl4,1,35.3,55.7,5515459897,140,39.3,5515459903,213,4.96,5515459899,141,31.5,5515459895,56,Back,5515459901,212,17,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213351,14,1,1,1,19,1kqb5u8em0tj1k40607w2vtl4,1,39.2,31.9,5515459977,212,17.3,5515459971,56,Right,5515459979,213,5.55,5515459975,141,14.9,5515459973,140,51.4,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213353,13,83,1,1,21,8uacz8yrceknwsreon4rb5i8o,0,56,92.7,5515460099,399,87ij2wepxhp3jdsgylz99c8dm,,,,,,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213355,15,1,1,1,23,1kqb5u8em0tj1k40607w2vtl4,1,45.5,12.3,5515459999,212,9.5,5515459995,140,36.7,5515459997,141,15.5,5515460001,213,2.91,5515459993,56,Back,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213375,16,1,1,1,24,1kqb5u8em0tj1k40607w2vtl4,1,36.5,16.8,5515460083,56,Back,5515460085,140,25.7,5515460089,212,13.9,5515460093,213,2.53,5515460087,141,28.5,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213401,17,1,1,1,26,1kqb5u8em0tj1k40607w2vtl4,1,25.7,28.5,5515460215,212,27.6,5515460211,140,28,5515460209,56,Back,5515460217,213,1.48,5515460213,141,69,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213415,18,1,1,1,31,1kqb5u8em0tj1k40607w2vtl4,1,30.9,71.7,5515460337,212,17.9,5515460339,213,1.15,5515460331,56,Back,5515460335,141,95.7,5515460333,140,37.8,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213419,19,1,1,1,36,1kqb5u8em0tj1k40607w2vtl4,0,37.5,95.7,5515460365,56,Center,5515460377,212,43.2,5515460361,155,,5515460369,140,71.9,5515460373,141,60.9,5515460381,213,5.7,5515460385,1,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213447,14,49,1,1,41,8uacz8yrceknwsreon4rb5i8o,1,16.3,55.1,,,,,,,,,,,,,,,,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2776213493,15,1,1,1,42,8uacz8yrceknwsreon4rb5i8o,1,16.3,55.1,5515460825,213,1.07,5515460821,141,70.2,5515460817,56,Back,5515460823,212,11.7,5515460819,140,21.6,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2776213525,16,1,1,1,48,8uacz8yrceknwsreon4rb5i8o,1,24.6,70.2,5515461003,141,28.5,5515461007,213,4.51,5515461005,212,28.9,5515460999,56,Back,5515461001,140,19.1,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213551,17,1,1,1,54,8uacz8yrceknwsreon4rb5i8o,1,24.6,23.4,5515461175,213,1.57,5515461167,56,Back,5515461171,141,71.5,5515461177,1,,5515461169,140,24.6,5515461173,212,32.7,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213601,18,1,1,1,59,8uacz8yrceknwsreon4rb5i8o,1,26.3,74.7,5515461457,212,45.5,5515461455,141,8.3,5515461451,56,Back,5515461459,213,4.83,5515461453,140,31.3,5515461449,196,,5515461461,1,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213609,19,1,1,2,9,8uacz8yrceknwsreon4rb5i8o,0,47.8,4.9,5515461495,140,70,5515461499,212,23.3,5515461497,141,6.2,5515461503,213,0.04,5515461493,56,Right,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213653,20,49,1,2,17,1kqb5u8em0tj1k40607w2vtl4,1,31.2,85,,,,,,,,,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213663,21,1,1,2,17,1kqb5u8em0tj1k40607w2vtl4,1,30,77.8,5515461799,212,15.6,5515461801,213,4.51,5515461795,140,27,5515461797,141,55.4,5515461793,56,Back,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213679,22,1,1,2,18,1kqb5u8em0tj1k40607w2vtl4,1,26.9,52.7,5515461873,140,9.9,5515461875,141,36.9,5515461871,56,Back,5515461879,213,3.68,5515461877,212,20.8,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213727,23,1,1,2,21,1kqb5u8em0tj1k40607w2vtl4,1,9.7,34.8,5515462187,141,10.4,5515462185,140,35.1,5515462181,155,,5515462183,56,Back,5515462195,213,5.73,5515462191,212,31.4,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2776213733,24,61,1,2,26,1kqb5u8em0tj1k40607w2vtl4,0,34.6,3.5,5515462225,56,Back,,,,,,,,,,,,,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213765,20,5,1,2,27,8uacz8yrceknwsreon4rb5i8o,1,63,102,5515462415,233,25,5515462385,347,,5515462383,56,Left,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213741,25,5,1,2,27,1kqb5u8em0tj1k40607w2vtl4,0,37,-2,5515462267,56,Back,5515462269,347,,5515462435,233,20,,,,,,,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776213807,21,1,1,2,34,8uacz8yrceknwsreon4rb5i8o,1,60.8,100,5515462619,141,94.8,5515462623,213,3.37,5515462615,56,Back,5515462617,140,40.6,5515462621,212,21.8,5515462625,1,,5515462613,107,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213813,22,1,1,2,39,8uacz8yrceknwsreon4rb5i8o,1,41.1,93.9,5515462649,140,47.2,5515462653,212,12.3,5515462647,56,Back,5515462655,213,5.26,5515462651,141,78.4,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213861,23,1,1,2,40,8uacz8yrceknwsreon4rb5i8o,1,47.2,78.4,5515462883,141,88.7,5515462879,56,Back,5515462887,213,2.67,5515462885,212,15.3,5515462881,140,34.2,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213877,24,1,1,2,47,8uacz8yrceknwsreon4rb5i8o,1,37.4,77.8,5515462983,155,,5515462995,1,,5515462991,212,41.3,5515462993,213,0.28,5515462987,140,75.2,5515462985,56,Left,5515462989,141,94.4,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213895,25,1,1,2,51,8uacz8yrceknwsreon4rb5i8o,0,78.1,92.7,5515463085,56,Center,5515463089,141,64.8,5515463093,213,5.62,5515463087,140,100,5515463091,212,30.7,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213893,26,56,1,2,55,1kqb5u8em0tj1k40607w2vtl4,1,6.9,28.3,5515463083,56,Back,,,,,,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214025,26,5,1,2,55,8uacz8yrceknwsreon4rb5i8o,0,101.3,65.4,5515463779,56,Center,5515463781,346,,5515463789,233,27,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776213901,27,5,1,2,55,1kqb5u8em0tj1k40607w2vtl4,1,-1.3,34.6,5515463783,233,26,5515463169,346,,5515463121,56,Back,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214179,27,27,1,3,32,8uacz8yrceknwsreon4rb5i8o,1,0,0,5515464561,53,2hsgcgekgsls87pbwwz9a3q39,5515464559,41,Injury,5515511819,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214077,28,27,1,3,32,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5515511793,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214333,28,28,1,4,6,8uacz8yrceknwsreon4rb5i8o,1,0,0,5515465365,233,29,5515465349,55,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214321,29,28,1,4,6,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5515465357,233,28,5515465301,55,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214385,30,1,1,4,13,1kqb5u8em0tj1k40607w2vtl4,1,4.6,50.3,5515465633,213,5.84,5515465623,124,,5515465627,140,34.9,5515465629,141,27.9,5515465625,56,Back,5515465639,237,,5515465657,189,,5515465631,212,35.3,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,5515465635,1,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2776214409,31,1,1,4,17,1kqb5u8em0tj1k40607w2vtl4,1,34.9,27.7,5515465777,140,34.7,5515465775,56,Back,5515465779,141,66.9,5515465783,213,1.58,5515465781,212,26.7,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214417,32,1,1,4,19,1kqb5u8em0tj1k40607w2vtl4,1,34.7,66.9,5515465821,141,97.4,5515465825,213,1.01,5515465819,140,47.2,5515465823,212,24.5,5515465817,56,Back,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214429,33,1,1,4,23,1kqb5u8em0tj1k40607w2vtl4,1,47.1,91.8,5515465903,141,70,5515465899,56,Center,5515465907,213,5.32,5515465901,140,56.9,5515465905,212,18,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214431,34,1,1,4,27,1kqb5u8em0tj1k40607w2vtl4,0,62.4,63,5515465933,155,,5515465941,212,25.7,5515465943,213,5.63,5515465935,56,Center,5515465939,141,40.1,5515465937,140,81.9,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214437,29,1,1,4,30,8uacz8yrceknwsreon4rb5i8o,0,19.2,65.7,5515465967,140,27.8,5515465983,1,,5515465979,213,5.7,5515465971,141,56.9,5515465975,212,10.8,5515465961,157,,5515465963,56,Back,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214461,30,1,1,4,32,8uacz8yrceknwsreon4rb5i8o,1,32.3,45.2,5515466105,212,9.7,5515466101,140,32.2,5515466107,213,1.58,5515466099,56,Back,5515466103,141,59.4,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214463,31,49,1,4,34,8uacz8yrceknwsreon4rb5i8o,1,32.2,59.4,,,,,,,,,,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214467,32,1,1,4,35,8uacz8yrceknwsreon4rb5i8o,0,32.2,59.4,5515466145,140,51.7,5515466149,212,35.5,5515466153,1,,5515466147,141,100,5515466151,213,0.96,5515466143,56,Left,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214469,33,5,1,4,36,8uacz8yrceknwsreon4rb5i8o,0,49.8,101.7,5515466157,347,,5515466155,56,Back,5515466465,233,35,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214513,35,5,1,4,36,1kqb5u8em0tj1k40607w2vtl4,1,50.2,-1.7,5515466461,233,33,5515466437,347,,5515466435,56,Right,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214527,36,1,1,4,48,1kqb5u8em0tj1k40607w2vtl4,1,54.6,0,5515466517,141,11.4,5515466511,107,,5515466519,212,21.3,5515466515,140,72.9,5515466521,213,0.44,5515466513,56,Right,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214529,37,44,1,4,49,1kqb5u8em0tj1k40607w2vtl4,1,72.6,11.4,5515466525,56,Right,5515466527,286,,5515466559,233,34,,,,,,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776214533,34,44,1,4,49,8uacz8yrceknwsreon4rb5i8o,0,27.4,88.6,5515466541,56,Back,5515466567,233,37,5515466543,285,,,,,,,,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776214545,38,1,1,4,50,1kqb5u8em0tj1k40607w2vtl4,0,69.9,3.9,5515466603,56,Right,5515466599,3,,5515466607,141,0,5515466611,213,6.05,5515466609,212,15,5515466601,168,,5515466605,140,83.8,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
