id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,,qualifier/15/value,teamName,Position
2776219757,129,1,1,20,9,1kqb5u8em0tj1k40607w2vtl4,1,45.7,22.8,5515495531,212,9.5,5515495533,213,2.52,5515495525,56,Back,5515495529,141,30.9,5515495527,140,38.3,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776219765,130,1,1,20,12,1kqb5u8em0tj1k40607w2vtl4,0,37.7,28.3,5515495561,141,21.9,5515495565,213,6.14,5515495557,56,Center,5515495555,155,,5515495559,140,66.5,5515495563,212,30.6,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776219769,154,8,1,20,13,8uacz8yrceknwsreon4rb5i8o,1,42.4,83.8,5515495609,15,,5515495571,56,Back,,,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776219789,155,49,1,20,17,8uacz8yrceknwsreon4rb5i8o,1,53.3,74.1,,,,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776219803,156,1,1,20,20,8uacz8yrceknwsreon4rb5i8o,1,50.8,52.8,5515495819,56,Center,5515495823,141,37.6,5515495827,213,5.54,5515495821,140,61.5,5515495825,212,15.3,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776219811,157,1,1,20,22,8uacz8yrceknwsreon4rb5i8o,1,61.5,37.9,5515495887,212,8.2,5515495889,213,0.26,5515495881,56,Center,5515495885,141,41,5515495883,140,69,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776219817,158,1,1,20,24,8uacz8yrceknwsreon4rb5i8o,0,69,41,5515495917,140,56.9,5515495915,56,Center,5515495923,213,3.32,5515495919,141,37.6,5515495921,212,12.9,,,,,,,,,,2b4zbxnmjo1fd9gntr3zgn4yd,Filip Mrzljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776219819,131,8,1,20,25,1kqb5u8em0tj1k40607w2vtl4,1,38.9,42.4,5515495925,56,Back,,,,,,,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776219831,132,49,1,20,28,1kqb5u8em0tj1k40607w2vtl4,1,45,43.9,,,,,,,,,,,,,,,,,,,,,,,,,8s6nlre415t2uxinzkx3w0xlg,Lalrinliana Hnamte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776219839,133,1,1,20,28,1kqb5u8em0tj1k40607w2vtl4,1,43.3,44.5,5515496027,140,39.1,5515496033,213,3.67,5515496025,56,Back,5515496029,141,40.7,5515496031,212,5.1,,,,,,,,,,8s6nlre415t2uxinzkx3w0xlg,Lalrinliana Hnamte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776219845,134,1,1,20,30,1kqb5u8em0tj1k40607w2vtl4,1,39.1,40.7,5515496065,140,41.5,5515496069,212,21.9,5515496067,141,72.7,5515496071,213,1.46,5515496063,56,Back,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776219873,135,1,1,20,35,1kqb5u8em0tj1k40607w2vtl4,0,43.2,80.6,5515496199,213,6.18,5515496191,56,Center,5515496195,141,73.2,5515496197,212,49.7,5515496189,155,,5515496193,140,90.3,5515496201,1,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776219875,159,52,1,20,36,8uacz8yrceknwsreon4rb5i8o,1,10.8,22.8,,,,,,,,,,,,,,,,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2776219969,160,1,1,20,54,8uacz8yrceknwsreon4rb5i8o,1,14,49.4,5515496677,123,,5515496683,141,78.7,5515496679,56,Back,5515496681,140,28.9,5515496685,212,25.3,5515496687,213,0.91,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2776219975,161,1,1,20,58,8uacz8yrceknwsreon4rb5i8o,0,33.7,88,5515496717,212,25.5,5515496715,141,85.1,5515496711,56,Left,5515496719,213,6.21,5515496713,140,57.9,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220017,136,8,1,21,3,1kqb5u8em0tj1k40607w2vtl4,1,32.8,8.2,5515496945,56,Back,,,,,,,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220025,137,1,1,21,4,1kqb5u8em0tj1k40607w2vtl4,0,24.5,4.4,5515496977,56,Back,5515509887,236,,5515509893,286,,5515509889,233,162,5515496979,140,26.9,5515496983,212,2.5,5515509873,157,,5515509875,1,,ajkkf12dn8livsb196zp7w0d1,Elsinho,5515496985,213,,6.18,5515496981,141,4,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220001,162,74,1,21,4,8uacz8yrceknwsreon4rb5i8o,1,76,97.1,5515497103,285,,5515496861,56,Left,5515497113,233,137,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220063,138,5,1,21,5,1kqb5u8em0tj1k40607w2vtl4,1,29.2,-1.8,5515497157,347,,5515511569,233,163,5515497155,56,Back,,,,,,,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220007,163,5,1,21,5,8uacz8yrceknwsreon4rb5i8o,0,70.8,101.8,5515511591,233,138,5515496899,347,,5515496897,56,Left,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220117,139,1,1,21,22,1kqb5u8em0tj1k40607w2vtl4,1,28.7,0,5515497561,1,,5515497553,140,56.1,5515497549,107,,5515497557,212,29.5,5515497551,56,Right,5515497559,213,0.22,5515497555,141,8.3,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220127,140,1,1,21,28,1kqb5u8em0tj1k40607w2vtl4,1,57.1,8.5,5515497593,56,Right,5515497599,212,3.3,5515497595,140,54,5515497597,141,7.9,5515497601,213,3.27,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220131,141,43,1,21,30,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5515497829,144,42,,,,,,,,,,,,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220137,164,4,1,21,30,8uacz8yrceknwsreon4rb5i8o,1,44.4,93.7,5515497661,56,Back,5515497667,286,,5515501209,12,,5515497915,233,142,5515501211,241,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220133,142,4,1,21,30,1kqb5u8em0tj1k40607w2vtl4,0,55.6,6.3,5515497735,241,,5515497731,12,,5515497931,233,164,5515497733,56,Right,5515497889,285,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220151,165,1,1,21,32,8uacz8yrceknwsreon4rb5i8o,1,39.8,97.1,5515497711,213,3.97,5515497707,141,80.3,5515497705,140,29.9,5515497701,152,,5515497709,212,15.4,5515497699,5,,5515497703,56,Back,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220165,166,1,1,21,33,8uacz8yrceknwsreon4rb5i8o,1,29.9,77.2,5515497815,56,Back,5515497823,213,4.8,5515497819,141,43.1,5515497817,140,31.9,5515497821,212,23.3,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220175,167,1,1,21,36,8uacz8yrceknwsreon4rb5i8o,1,36.2,38,5515497899,212,24.6,5515497895,140,45.6,5515497897,141,4.9,5515497901,213,5.13,5515497893,56,Back,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220177,168,4,1,21,41,8uacz8yrceknwsreon4rb5i8o,1,43.8,5.3,5515497937,56,Back,5515497939,152,,5515497935,13,,5515497943,286,,5515498023,233,143,5515497941,265,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220185,143,4,1,21,41,1kqb5u8em0tj1k40607w2vtl4,0,56.2,94.7,5515498017,265,,5515498015,152,,5515498011,13,,5515498019,285,,5515498013,56,Left,5515498027,233,168,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220299,169,1,1,22,9,8uacz8yrceknwsreon4rb5i8o,1,44.7,4.9,5515498613,141,15.9,5515598439,189,,5515498617,213,1.93,5515498605,5,,5515498609,56,Back,5515498611,140,42,5515498607,152,,5515498615,212,8,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220285,144,49,1,22,11,1kqb5u8em0tj1k40607w2vtl4,1,41.3,20.1,,,,,,,,,,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220291,145,1,1,22,11,1kqb5u8em0tj1k40607w2vtl4,1,40.8,17.7,5515498561,212,9.4,5515498563,213,5.09,5515498557,140,44.1,5515498555,56,Back,5515498559,141,4.9,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220297,146,1,1,22,13,1kqb5u8em0tj1k40607w2vtl4,0,43.6,4.7,5515498603,213,2.35,5515498597,140,41.5,5515498595,56,Back,5515498599,141,8,5515498601,212,3.1,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776240291,382,49,1,22,14,8uacz8yrceknwsreon4rb5i8o,1,58.1,94.1,,,,,,,,,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220303,170,61,1,22,14,8uacz8yrceknwsreon4rb5i8o,1,43.1,16.4,5515598667,189,,5515498633,56,Back,,,,,,,,,,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776240599,383,1,1,22,15,8uacz8yrceknwsreon4rb5i8o,1,58.1,94.1,5515602001,213,3.06,5515601997,141,95,5515601995,140,51.1,5515601999,212,7.4,5515601993,56,Left,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220307,171,43,1,22,15,8uacz8yrceknwsreon4rb5i8o,1,0,0,5515498661,56,Back,5515598769,144,56,,,,,,,,,,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220309,172,43,1,22,15,8uacz8yrceknwsreon4rb5i8o,1,0,0,5515510637,144,56,5515498663,56,Back,,,,,,,,,,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220343,173,1,1,22,23,8uacz8yrceknwsreon4rb5i8o,1,47.1,85.4,5515498849,212,22.3,5515498845,140,26.3,5515498847,141,78.8,5515498851,213,3.34,5515498843,56,Back,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220345,174,1,1,22,25,8uacz8yrceknwsreon4rb5i8o,1,27.5,76.4,5515498873,212,33.2,5515498871,141,27.7,5515498867,56,Back,5515498875,213,4.76,5515498877,1,,5515498869,140,29,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220355,175,1,1,22,27,8uacz8yrceknwsreon4rb5i8o,1,29.7,26.4,5515498937,141,72.1,5515498935,140,28,5515498939,212,31.1,5515498933,56,Back,5515498941,213,1.63,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220383,176,1,1,22,32,8uacz8yrceknwsreon4rb5i8o,1,36.5,83.5,5515499095,141,36,5515499091,56,Back,5515499099,213,4.65,5515499097,212,32.4,5515499101,1,,5515499093,140,34.5,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220401,177,1,1,22,39,8uacz8yrceknwsreon4rb5i8o,1,39.4,33.1,5515499231,212,29.3,5515499227,140,36.5,5515499229,141,76,5515499225,56,Back,5515499233,213,1.67,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220419,178,1,1,22,45,8uacz8yrceknwsreon4rb5i8o,1,36.9,81.5,5515499337,56,Center,5515499339,140,57,5515499343,212,21.4,5515499341,141,76.7,5515499345,213,6.13,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220429,179,1,1,22,48,8uacz8yrceknwsreon4rb5i8o,0,59.9,80.6,5515499397,213,0.48,5515499391,140,72.7,5515499395,212,15.2,5515499393,141,90.9,5515499389,56,Left,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220441,147,1,1,22,52,1kqb5u8em0tj1k40607w2vtl4,0,34.4,8,5515499457,157,,5515499459,56,Center,5515499463,141,27.6,5515499467,213,0.27,5515499465,212,49.5,5515499469,1,,5515499461,140,79.8,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220451,180,1,1,22,56,8uacz8yrceknwsreon4rb5i8o,1,19.9,71.5,5515499525,141,82.7,5515499529,213,0.68,5515499521,56,Back,5515499527,212,12.1,5515499523,140,28.9,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2776220457,181,1,1,22,57,8uacz8yrceknwsreon4rb5i8o,1,31.3,81.1,5515499563,56,Back,5515499573,1,,5515499567,141,31.6,5515499571,213,4.85,5515499569,212,34,5515499565,140,35.8,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220477,182,1,1,23,1,8uacz8yrceknwsreon4rb5i8o,1,38.9,20.3,5515499673,140,55.2,5515499677,212,17.2,5515499679,213,0.07,5515499671,56,Center,5515499675,141,22.1,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220485,183,1,1,23,8,8uacz8yrceknwsreon4rb5i8o,0,53.5,28.2,5515499691,140,64.2,5515499695,212,13.2,5515499697,213,0.55,5515499689,56,Center,5515499687,155,,5515499693,141,38.3,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220489,148,8,1,23,9,1kqb5u8em0tj1k40607w2vtl4,1,41,43.6,5515499711,15,,5515499709,56,Back,,,,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220493,149,1,1,23,11,1kqb5u8em0tj1k40607w2vtl4,0,56.9,70.6,5515499725,140,60.7,5515499729,212,7.9,5515499721,3,,5515499727,141,60.6,5515499723,56,Center,5515499731,213,5.24,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220503,184,1,1,23,14,8uacz8yrceknwsreon4rb5i8o,0,38.2,37.6,5515499801,213,1.01,5515499793,56,Back,5515499791,157,,5515499799,212,22.5,5515499795,140,49.6,5515499797,141,65.7,5515499803,1,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220511,150,1,1,23,16,1kqb5u8em0tj1k40607w2vtl4,1,52.3,30.6,5515499883,140,58.4,5515499879,3,,5515499887,212,10,5515499889,213,5.41,5515499881,56,Right,5515499885,141,19.4,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220519,151,1,1,23,20,1kqb5u8em0tj1k40607w2vtl4,1,59.2,14.3,5515499927,56,Back,5515499933,212,23.4,5515499929,140,37.3,5515499935,213,3.33,5515499931,141,8,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220531,152,1,1,23,21,1kqb5u8em0tj1k40607w2vtl4,1,37.3,8,5515500027,213,1.92,5515500025,212,18.3,5515500021,140,31.4,5515500023,141,33.4,5515500019,56,Back,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220549,153,1,1,23,25,1kqb5u8em0tj1k40607w2vtl4,1,35,25.3,5515500139,56,Center,5515500143,141,28.2,5515500137,155,,5515500147,213,0.05,5515500149,1,,5515500141,140,74.8,5515500145,212,41.8,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220553,154,44,1,23,28,1kqb5u8em0tj1k40607w2vtl4,1,68.6,22.8,5515500173,233,185,5515500157,56,Center,5515500159,286,,,,,,,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220543,185,44,1,23,28,8uacz8yrceknwsreon4rb5i8o,0,31.4,77.2,5515500089,56,Back,5515500179,233,154,5515500091,285,,,,,,,,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220563,155,1,1,23,29,1kqb5u8em0tj1k40607w2vtl4,1,73.9,27.6,5515500225,56,Right,5515500229,141,8.9,5515500221,3,,5515500227,140,92.8,5515500231,212,23.6,5515500233,213,5.71,5515500223,168,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220575,156,1,1,23,32,1kqb5u8em0tj1k40607w2vtl4,1,93,10.4,5515500293,213,1.76,5515500287,140,91.8,5515500285,56,Right,5515500289,141,20.3,5515500291,212,6.8,,,,,,,,,,87ij2wepxhp3jdsgylz99c8dm,Kiyan Nassiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220577,157,1,1,23,35,1kqb5u8em0tj1k40607w2vtl4,0,96.9,22.5,5515500301,140,92.7,5515500305,212,19.2,5515500307,213,1.8,5515500299,56,Center,5515500303,141,50,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220581,186,12,1,23,36,8uacz8yrceknwsreon4rb5i8o,1,8.6,46.1,5515500327,212,41.2,5515500325,141,100,5515500321,56,Back,5515500329,213,1.12,5515500323,140,25.7,5515500349,167,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220635,158,5,1,23,37,1kqb5u8em0tj1k40607w2vtl4,1,75.6,-1.2,5515500623,233,187,5515500605,347,,5515500603,56,Right,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220585,187,5,1,23,37,8uacz8yrceknwsreon4rb5i8o,0,24.4,101.2,5515500343,347,,5515500647,233,158,5515500341,56,Back,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220683,159,1,1,23,57,1kqb5u8em0tj1k40607w2vtl4,1,77.7,0,5515500899,140,91.4,5515500895,107,,5515500897,56,Right,5515500903,212,17.5,5515500901,141,12.8,5515500905,213,0.61,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220695,160,1,1,24,2,1kqb5u8em0tj1k40607w2vtl4,0,94.6,13.5,5515500975,2,,5515500979,56,Center,5515500983,141,45.2,5515500987,213,1.71,5515500981,140,91.8,5515500985,212,21.8,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220703,188,12,1,24,4,8uacz8yrceknwsreon4rb5i8o,1,7,56.1,5515501023,56,Back,5515501041,167,,5515501031,213,1.62,5515501025,140,5.5,5515501029,212,30.6,5515501027,141,100,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220725,161,5,1,24,5,1kqb5u8em0tj1k40607w2vtl4,1,95.2,-1.2,5515501197,233,189,5515501195,347,,5515501193,56,Right,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220707,189,5,1,24,5,8uacz8yrceknwsreon4rb5i8o,0,4.8,101.2,5515501037,56,Back,5515501039,347,,5515501201,233,161,,,,,,,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220779,162,1,1,24,25,1kqb5u8em0tj1k40607w2vtl4,0,90.7,0,5515501509,107,,5515501517,212,23.1,5515501515,141,32.5,5515501519,213,1.48,5515501511,56,Center,5515501513,140,92.8,5515501521,1,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220785,190,44,1,24,29,8uacz8yrceknwsreon4rb5i8o,1,8.1,64.4,5515501575,233,163,5515501551,285,,5515501547,56,Back,,,,,,,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220787,163,44,1,24,29,1kqb5u8em0tj1k40607w2vtl4,0,91.9,35.6,5515501559,286,,5515501555,56,Center,5515501579,233,190,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220793,191,12,1,24,29,8uacz8yrceknwsreon4rb5i8o,1,9.6,59.4,5515501595,213,0.05,5515501591,141,60.8,5515501593,212,20.3,5515501587,56,Back,5515501609,15,,5515501589,140,28.9,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220805,164,61,1,24,33,1kqb5u8em0tj1k40607w2vtl4,0,72.3,22.1,5515501637,56,Center,,,,,,,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2776220807,192,49,1,24,33,8uacz8yrceknwsreon4rb5i8o,1,29.8,77.6,,,,,,,,,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220839,193,1,1,24,35,8uacz8yrceknwsreon4rb5i8o,0,36.9,65.7,5515501797,140,40,5515501799,141,5,5515501795,56,Back,5515501803,213,4.79,5515501805,1,,5515501801,212,41.4,5515501793,196,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2776220837,165,49,1,24,38,1kqb5u8em0tj1k40607w2vtl4,1,62.9,86.3,,,,,,,,,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
