id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,teamName,Position
2784740137,1,34,16,0,0,5yvw8xpbzap5lhlze04odtgk4,1,0,0,2025-03-07T12:56:02.749Z,2025-03-07T12:56:02Z,5562114811,197,20568,5562114813,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5562114805,130,2,5562114799,30,"eraojginbnda524w48mv1i4us, 58kclnrwfszhkvtfexyctsn3d, arzfyvstbc17d1mioc40tidm2, ap6n4q8c3c5cj9ilb8bxcy9sk, bcjkyeu4gtghgy9khmmob9g45, 6r8f0lomojaqk37bz5ajprze1, 5arf4f4k8om3ux3rryhincxzo, 23m69s7nd9vnc9u9ra2aspn11, bmdl4tqssmqzrgn8n5ldwcavo, 5fbvdc1bd5b3ukg3232sqn1pm, ccrqgyzzq44gpjva980k10gt0, 11i7jwqw21v1kzwndjlk7zzdh, g9tbrt8vtobe5k8p9z88nuju, e26d5q10exurstp1jj47u67mc, 3an8bc2nxiodsw6rbcgji1ilm, 30vv3ayo58dx1eln576s87p0q, da3tvbccuhs3ie2u2tweqcxec, ezqz8zz3azusaew3tmf7f96mt, z6g26xqafehjzqkd3tzejt91, dy0x2kt0h4e6fahxns2k5t2c4",5562114807,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5562114809,194,23m69s7nd9vnc9u9ra2aspn11,5562114801,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5562114803,59,"2, 27, 50, 8, 94, 15, 25, 10, 14, 26, 19, 3, 4, 6, 13, 21, 22, 31, 77, 97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784740349,1,34,16,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-07T12:58:48.275Z,2025-03-07T12:58:48Z,5562116031,130,4,5562116033,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5562116039,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5562116025,30,"911ma7mry52gxar14xb0wrkkp, 8uo53q5n2lt81faxntpfsj0q2, 46imbd3n5ksawlc59rxd6ymwa, 6n6x88fmmeybwkr6nt8djmac5, dh1cktmvz3s0ynf3gv6u6hy39, 8jagdiyhimgmuz0ku5mm1266t, 8ivkc4eqlrtucjitvl8fcgu6t, 7t90qi8vml1rdscbbwy0wbuuh, 4caacpozfluk9p6ljrkzzo8o9, 8hst6awgd2m3z7kxj0bjoj4oa, uuh0y713rzg940ai1bjs08ut, cam37rgi4c0zyddtt7vwwubbp, 380ubomb76m0img8g2dfwx7mx, 6wycqyl2ra8kyopmew3thk3ys, 63q26pto3aa8n25y7d0n9baw9, 4m8kav4ahgvl1j1ie9x7hn1lh, ds9i23kxqerve1nqc9l2vlsk, 2c5ua7pkk2ty91mbbyghs3w9g, ewsvhfqhdx59yl2ui9wkxwez9, cmr1iot1ws3kzxkwu0pl5gb9w",5562116037,197,13742,5562116035,194,4caacpozfluk9p6ljrkzzo8o9,5562116029,59,"1, 3, 36, 8, 13, 4, 21, 10, 7, 6, 29, 9, 11, 16, 18, 23, 27, 28, 33, 92",5562116027,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745063,2,32,1,0,0,5yvw8xpbzap5lhlze04odtgk4,1,0,0,2025-03-07T14:00:06.462Z,2025-03-07T14:00:09Z,5562141915,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745059,2,32,1,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-07T14:00:06.462Z,2025-03-07T14:00:06Z,5562141891,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745067,3,1,1,0,0,1oyc8wvt31xlmocyg7euv40bo,1,50.2,50.1,2025-03-07T14:00:06.463Z,2025-03-07T14:00:09Z,5562141933,56,Back,5562141945,278,,5562141941,213,3.19,5562141943,279,S,5562141939,212,5.5,5562141937,141,49.7,5562141935,140,45,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745073,4,1,1,0,2,1oyc8wvt31xlmocyg7euv40bo,1,45,49.7,2025-03-07T14:00:09.447Z,2025-03-07T14:00:13Z,5562141985,56,Back,5562141989,141,90.3,5562141995,1,,5562141987,140,28,5562141993,213,2.14,5562141991,212,32.9,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745079,5,1,1,0,7,1oyc8wvt31xlmocyg7euv40bo,1,28,90.5,2025-03-07T14:00:13.559Z,2025-03-07T14:01:08Z,5562142035,141,75.4,5562142037,212,12.7,5562142033,140,20.9,5562142039,213,4.08,5562142031,56,Back,,,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745085,6,1,1,0,8,1oyc8wvt31xlmocyg7euv40bo,1,20.9,75.4,2025-03-07T14:00:15.335Z,2025-03-07T14:01:03Z,5562142075,213,4.76,5562142069,140,22.1,5562142067,56,Back,5562142073,212,28.8,5562142071,141,33.1,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745089,7,1,1,0,10,1oyc8wvt31xlmocyg7euv40bo,1,22.1,33.1,2025-03-07T14:00:16.839Z,2025-03-07T14:01:06Z,5562142091,56,Back,5562142093,140,26.2,5562142095,141,10.1,5562142099,213,4.98,5562142097,212,16.2,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745093,8,1,1,0,11,1oyc8wvt31xlmocyg7euv40bo,1,26.2,10.1,2025-03-07T14:00:18.167Z,2025-03-07T14:00:20Z,5562142115,213,1.93,5562142107,56,Back,5562142109,140,21.2,5562142111,141,30.4,5562142113,212,14.8,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745099,9,1,1,0,14,1oyc8wvt31xlmocyg7euv40bo,1,21.3,30.4,2025-03-07T14:00:20.551Z,2025-03-07T14:00:23Z,5562142145,212,21.8,5562142147,213,1.5,5562142141,140,22.8,5562142143,141,62.4,5562142139,56,Back,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745103,10,1,1,0,16,1oyc8wvt31xlmocyg7euv40bo,1,19.2,51.8,2025-03-07T14:00:23.383Z,2025-03-07T14:00:26Z,5562142155,141,82,5562142153,140,22.2,5562142159,213,1.42,5562142151,56,Back,5562142157,212,20.8,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745119,11,1,1,0,19,1oyc8wvt31xlmocyg7euv40bo,1,24.9,78.1,2025-03-07T14:00:26.183Z,2025-03-07T14:00:30Z,5562142243,212,33.3,5562142241,141,29.2,5562142239,140,24.1,5562142237,56,Back,5562142247,1,,5562142245,213,4.69,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745121,12,1,1,0,23,1oyc8wvt31xlmocyg7euv40bo,1,29,25.5,2025-03-07T14:00:29.927Z,2025-03-07T14:00:32Z,5562142255,140,37.5,5562142257,141,31.2,5562142259,212,9.7,5562142261,213,0.41,5562142253,56,Back,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745127,13,1,1,0,25,1oyc8wvt31xlmocyg7euv40bo,1,37.7,33.4,2025-03-07T14:00:32.391Z,2025-03-07T14:00:36Z,5562142295,141,41.6,5562142299,213,2.85,5562142291,56,Back,5562142293,140,19.9,5562142297,212,19.5,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745131,14,1,1,0,30,1oyc8wvt31xlmocyg7euv40bo,1,20.9,40,2025-03-07T14:00:36.983Z,2025-03-07T14:00:38Z,5562142335,56,Back,5562142339,141,6.4,5562142343,213,5.49,5562142341,212,32,5562142337,140,42.2,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745133,15,43,1,0,32,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-07T14:00:38.567Z,2025-03-07T14:00:48Z,5562142401,144,1,5562142353,141,18.9,5562142351,140,25.2,5562142349,56,Back,5562142355,212,19.8,5562142357,213,2.7,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745135,16,4,1,0,35,1oyc8wvt31xlmocyg7euv40bo,1,37.8,8.1,2025-03-07T14:00:42.279Z,2025-03-07T14:00:48Z,5562142381,56,Back,5562142383,152,,5562142379,13,,5562142389,233,3,5562142387,286,,5562142385,265,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745137,3,4,1,0,35,5yvw8xpbzap5lhlze04odtgk4,0,62.2,91.9,2025-03-07T14:00:42.280Z,2025-03-07T14:59:02Z,5562142373,152,,5562142371,56,Left,5562142395,233,16,5562142369,13,,5562142377,285,,5562142625,55,4,5562142375,265,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745175,4,17,1,1,9,5yvw8xpbzap5lhlze04odtgk4,1,0,0,2025-03-07T14:01:15.624Z,2025-03-07T14:01:19Z,5562142619,55,3,5562142613,31,,5562142617,13,243,5562142615,392,,,,,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745209,17,1,1,1,26,1oyc8wvt31xlmocyg7euv40bo,1,37.4,9.2,2025-03-07T14:01:32.919Z,2025-03-07T14:01:35Z,5562142787,56,Back,5562142789,140,23.5,5562142795,213,2.51,5562142785,152,,5562142783,5,,5562142791,141,24.9,5562142793,212,18.1,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745217,18,1,1,1,28,1oyc8wvt31xlmocyg7euv40bo,1,23.6,25,2025-03-07T14:01:35.415Z,2025-03-07T14:01:41Z,5562142843,56,Back,5562142845,140,27.3,5562142849,212,25.7,5562142851,213,1.42,5562142847,141,62.3,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745227,19,1,1,1,35,1oyc8wvt31xlmocyg7euv40bo,1,34.1,70.2,2025-03-07T14:01:41.463Z,2025-03-07T14:01:44Z,5562142915,141,52.5,5562142917,212,13.5,5562142913,140,28.3,5562142919,213,4.24,5562142911,56,Back,,,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745237,20,1,1,1,38,1oyc8wvt31xlmocyg7euv40bo,1,28.9,53.4,2025-03-07T14:01:44.712Z,2025-03-07T14:01:48Z,5562142967,141,95.4,5562142969,212,34.4,5562142971,213,0.98,5562142973,1,,5562142965,140,47.1,5562142963,56,Back,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745241,21,1,1,1,42,1oyc8wvt31xlmocyg7euv40bo,1,44.4,93.5,2025-03-07T14:01:48.775Z,2025-03-07T16:05:24Z,5562142977,56,Back,5562142985,213,3.9,5562142979,140,25.5,5562142983,212,27.3,5562142981,141,66,,,,,,,,,,uuh0y713rzg940ai1bjs08ut,Bipin Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745251,22,1,1,1,45,1oyc8wvt31xlmocyg7euv40bo,1,25,64.8,2025-03-07T14:01:51.639Z,2025-03-07T14:01:54Z,5562143045,141,23.3,5562143041,56,Back,5562143049,213,4.78,5562143043,140,26.8,5562143047,212,28.3,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745257,23,1,1,1,48,1oyc8wvt31xlmocyg7euv40bo,1,27.8,22.8,2025-03-07T14:01:54.807Z,2025-03-07T14:01:58Z,5562143091,140,49.8,5562143093,141,5.5,5562143097,213,5.81,5562143089,56,Back,5562143095,212,25.9,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745261,24,4,1,1,52,1oyc8wvt31xlmocyg7euv40bo,1,44.6,9.6,2025-03-07T14:01:58.648Z,2025-03-07T14:59:02Z,5562143115,56,Back,5562143121,286,,5562143119,265,,5562143113,13,,5562143133,233,5,5562143117,152,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745263,5,4,1,1,52,5yvw8xpbzap5lhlze04odtgk4,0,55.4,90.4,2025-03-07T14:01:58.649Z,2025-03-07T14:59:02Z,5562143131,285,,5562143123,13,,5562143125,56,Left,5562143137,233,24,5562143129,265,,5562143127,152,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745271,25,1,1,2,3,1oyc8wvt31xlmocyg7euv40bo,1,49,7.7,2025-03-07T14:02:10.200Z,2025-03-07T14:02:12Z,5562143201,141,61.4,5562143203,212,38.2,5562143193,5,,5562143195,152,,5562143207,1,,5562143197,56,Back,5562143205,213,1.87,5562143199,140,38.4,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,5562143211,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745281,26,1,1,2,6,1oyc8wvt31xlmocyg7euv40bo,1,39.4,59.3,2025-03-07T14:02:12.471Z,2025-03-07T14:02:17Z,5562143255,1,,5562143245,56,Left,5562143247,140,63.3,5562143253,213,0.67,5562143251,212,32.1,5562143249,141,88.7,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745283,27,1,1,2,10,1oyc8wvt31xlmocyg7euv40bo,1,65.3,93.3,2025-03-07T14:02:17.399Z,2025-03-07T16:05:26Z,5562143271,213,3.61,5562143265,140,45.6,5562143267,141,77.9,5562143269,212,23.2,5562143263,56,Back,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745295,28,1,1,2,13,1oyc8wvt31xlmocyg7euv40bo,1,45.4,77.9,2025-03-07T14:02:20.008Z,2025-03-07T14:02:23Z,5562143339,1,,5562143337,213,4.43,5562143329,56,Back,5562143335,212,34.7,5562143331,140,36.3,5562143333,141,28.9,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745297,29,1,1,2,16,1oyc8wvt31xlmocyg7euv40bo,1,38.1,28.6,2025-03-07T14:02:23.143Z,2025-03-07T14:02:26Z,5562143355,141,52.5,5562143357,212,17,5562143351,56,Back,5562143359,213,1.87,5562143353,140,33.3,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745303,30,1,1,2,20,1oyc8wvt31xlmocyg7euv40bo,1,36.4,52.2,2025-03-07T14:02:26.808Z,2025-03-07T14:02:31Z,5562143421,141,4.3,5562143423,212,46.9,5562143415,155,,5562143417,56,Right,5562143419,140,68.6,5562143427,1,,5562143425,213,5.52,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745309,31,1,1,2,24,1oyc8wvt31xlmocyg7euv40bo,1,64.7,9.2,2025-03-07T14:02:31.432Z,2025-03-07T14:02:33Z,5562143455,140,36.5,5562143457,141,13.4,5562143459,212,29.7,5562143461,213,3.05,5562143453,56,Back,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745313,32,1,1,2,27,1oyc8wvt31xlmocyg7euv40bo,1,39.3,13.7,2025-03-07T14:02:33.640Z,2025-03-07T14:02:36Z,5562143475,212,15.5,5562143477,213,5.89,5562143469,56,Right,5562143473,141,4.9,5562143471,140,52.9,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745311,6,83,1,2,27,5yvw8xpbzap5lhlze04odtgk4,0,55.2,86.2,2025-03-07T14:02:34.374Z,2025-03-07T14:02:38Z,5562143513,399,8hst6awgd2m3z7kxj0bjoj4oa,,,,,,,,,,,,,,,,,,,,,,bmdl4tqssmqzrgn8n5ldwcavo,Kwame Peprah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745315,33,1,1,2,29,1oyc8wvt31xlmocyg7euv40bo,1,48.2,6.8,2025-03-07T14:02:36.039Z,2025-03-07T14:02:38Z,5562143491,212,16.5,5562143493,213,2.99,5562143485,56,Back,5562143489,141,10.4,5562143487,140,32.7,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745317,34,1,1,2,31,1oyc8wvt31xlmocyg7euv40bo,1,32.7,10.4,2025-03-07T14:02:37.911Z,2025-03-07T14:02:44Z,5562143509,213,2.48,5562143501,56,Back,5562143503,140,13.1,5562143507,212,26.1,5562143505,141,34,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745325,35,1,1,2,38,1oyc8wvt31xlmocyg7euv40bo,0,13.4,30.7,2025-03-07T14:02:44.504Z,2025-03-07T14:02:46Z,5562143551,140,66.6,5562143553,141,18.9,5562143549,56,Right,5562143547,155,,5562143559,1,,5562143557,213,6.14,5562143555,212,56.4,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2784745327,7,1,1,2,40,5yvw8xpbzap5lhlze04odtgk4,1,44.2,87.2,2025-03-07T14:02:47.171Z,2025-03-07T14:02:49Z,5562143569,212,22.8,5562143567,141,89.4,5562143571,213,0.07,5562143565,140,65.9,5562143561,3,,5562143563,56,Left,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745329,8,49,1,2,42,5yvw8xpbzap5lhlze04odtgk4,1,65.8,89.6,2025-03-07T14:02:49.295Z,2025-03-07T14:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745333,9,1,1,2,44,5yvw8xpbzap5lhlze04odtgk4,0,65.8,89.6,2025-03-07T14:02:50.608Z,2025-03-07T14:02:51Z,5562143585,155,,5562143587,56,Center,5562143595,213,4.88,5562143589,140,67.5,5562143593,212,10.5,5562143591,141,74.4,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745331,36,49,1,2,44,1oyc8wvt31xlmocyg7euv40bo,1,37.1,35.4,2025-03-07T14:02:51.368Z,2025-03-07T14:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745337,37,1,1,2,50,1oyc8wvt31xlmocyg7euv40bo,1,36.6,40.1,2025-03-07T14:02:56.967Z,2025-03-07T14:03:01Z,5562143625,1,,5562143617,140,54,5562143619,141,90.3,5562143621,212,38.7,5562143623,213,1.08,5562143615,56,Left,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745341,38,1,1,2,55,1oyc8wvt31xlmocyg7euv40bo,1,56.3,93.5,2025-03-07T14:03:01.735Z,2025-03-07T14:03:06Z,5562143645,56,Center,5562143653,213,4.36,5562143651,212,15.8,5562143649,141,71.7,5562143647,140,51.1,,,,,,,,,,uuh0y713rzg940ai1bjs08ut,Bipin Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745343,39,1,1,2,59,1oyc8wvt31xlmocyg7euv40bo,1,51.3,62.7,2025-03-07T14:03:06.087Z,2025-03-07T14:03:07Z,5562143659,140,35.9,5562143657,56,Back,5562143665,213,3.63,5562143663,212,18.3,5562143661,141,50.1,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745345,40,1,1,3,1,1oyc8wvt31xlmocyg7euv40bo,1,35.9,50.1,2025-03-07T14:03:07.703Z,2025-03-07T14:03:08Z,5562143677,213,4.76,5562143675,212,21.5,5562143673,141,18.5,5562143671,140,36.9,5562143669,56,Back,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745349,41,1,1,3,2,1oyc8wvt31xlmocyg7euv40bo,1,36.9,18.5,2025-03-07T14:03:08.823Z,2025-03-07T14:03:11Z,5562143699,141,43.1,5562143697,140,34.1,5562143695,56,Back,5562143701,212,17,5562143703,213,1.74,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745351,42,1,1,3,4,1oyc8wvt31xlmocyg7euv40bo,1,34.5,44.2,2025-03-07T14:03:11.063Z,2025-03-07T14:03:13Z,5562143713,141,72,5562143711,140,36.8,5562143709,56,Back,5562143717,213,1.44,5562143715,212,19.1,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745353,43,1,1,3,7,1oyc8wvt31xlmocyg7euv40bo,1,38.5,72.9,2025-03-07T14:03:13.800Z,2025-03-07T14:03:15Z,5562143731,213,0.48,5562143723,56,Left,5562143725,140,63.9,5562143727,141,93.2,5562143729,212,30,,,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745355,44,1,1,3,11,1oyc8wvt31xlmocyg7euv40bo,0,62.3,95.6,2025-03-07T14:03:17.559Z,2025-03-07T14:03:18Z,5562143741,141,100,5562143743,212,16.5,5562143739,140,77.5,5562143737,56,Left,5562143745,213,0.25,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745363,10,5,1,3,12,5yvw8xpbzap5lhlze04odtgk4,1,21.7,-1.6,2025-03-07T14:03:18.684Z,2025-03-07T14:58:45Z,5562143791,347,,5562143805,233,45,5562143789,56,Back,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784745357,45,5,1,3,12,1oyc8wvt31xlmocyg7euv40bo,0,78.3,101.6,2025-03-07T14:03:18.684Z,2025-03-07T14:58:45Z,5562143747,56,Left,5562143813,233,10,5562143749,347,,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784745371,11,1,1,3,22,5yvw8xpbzap5lhlze04odtgk4,1,22.5,0,2025-03-07T14:03:28.685Z,2025-03-07T14:03:34Z,5562143885,212,15.6,5562143887,213,2.27,5562143877,107,,5562143879,56,Back,5562143881,140,12.9,5562143883,141,16.1,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
