id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,teamName,Position
2784749531,337,1,1,39,32,1oyc8wvt31xlmocyg7euv40bo,0,60.1,6.5,2025-03-07T14:39:39.369Z,2025-03-07T14:39:40Z,5562167731,140,76.8,5562167733,141,11.9,5562167737,213,0.21,5562167729,56,Right,5562167735,212,17.9,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749541,311,8,1,39,34,5yvw8xpbzap5lhlze04odtgk4,1,19.7,93.2,2025-03-07T14:39:40.825Z,2025-03-07T14:40:00Z,5562167775,56,Back,,,,,,,,,,,,,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749547,312,5,1,39,34,5yvw8xpbzap5lhlze04odtgk4,0,19.6,101.2,2025-03-07T14:39:41.401Z,2025-03-07T14:58:59Z,5562167795,56,Back,5562167797,347,,5562167825,233,338,,,,,,,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749551,338,5,1,39,34,1oyc8wvt31xlmocyg7euv40bo,1,80.4,-1.2,2025-03-07T14:39:41.401Z,2025-03-07T14:58:59Z,5562167815,347,,5562167817,233,312,5562167813,56,Right,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749561,339,1,1,39,43,1oyc8wvt31xlmocyg7euv40bo,1,79.7,0,2025-03-07T14:39:50.345Z,2025-03-07T14:39:51Z,5562167899,213,1.35,5562167897,212,11.6,5562167889,107,,5562167895,141,15.3,5562167891,56,Right,5562167893,140,82.1,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749563,340,50,1,39,45,1oyc8wvt31xlmocyg7euv40bo,1,81.1,13.3,2025-03-07T14:39:51.738Z,2025-03-07T14:59:12Z,5562167903,56,Right,5562167941,233,313,5562167905,286,,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749569,313,7,1,39,45,5yvw8xpbzap5lhlze04odtgk4,1,18.9,86.7,2025-03-07T14:39:51.739Z,2025-03-07T14:59:12Z,5562167935,285,,5562167933,56,Back,5562167937,233,340,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749571,314,4,1,39,46,5yvw8xpbzap5lhlze04odtgk4,1,14.8,87,2025-03-07T14:39:53.289Z,2025-03-07T14:40:00Z,5562167945,13,,5562167955,233,341,5562167949,152,,5562167953,285,,5562167951,265,,5562167947,56,Back,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749567,341,4,1,39,46,1oyc8wvt31xlmocyg7euv40bo,0,85.2,13,2025-03-07T14:39:53.290Z,2025-03-07T14:59:05Z,5562167929,265,,5562167927,152,,5562167925,56,Right,5562167923,13,,5562167975,233,314,5562167931,286,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749615,315,1,1,40,13,5yvw8xpbzap5lhlze04odtgk4,1,10.9,90,2025-03-07T14:40:19.944Z,2025-03-07T14:40:22Z,5562168251,140,11.8,5562168253,141,47.2,5562168249,56,Back,5562168247,152,,5562168245,5,,5562168257,213,4.74,5562168255,212,29.1,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749621,316,1,1,40,16,5yvw8xpbzap5lhlze04odtgk4,1,15.2,26.2,2025-03-07T14:40:22.537Z,2025-03-07T14:40:25Z,5562168273,212,21.9,5562168271,141,28.3,5562168267,56,Back,5562168269,140,36,5562168275,213,0.07,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749627,317,61,1,40,16,5yvw8xpbzap5lhlze04odtgk4,0,36,28.3,2025-03-07T14:40:22.945Z,2025-03-07T14:49:48Z,5562168301,56,Back,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749623,342,1,1,40,16,1oyc8wvt31xlmocyg7euv40bo,1,61,78.5,2025-03-07T14:40:22.985Z,2025-03-07T14:50:25Z,5562168297,213,5.81,5562168295,212,9.2,5562168289,56,Center,5562168293,141,72.4,5562168291,140,68.8,,,,,,,,,,uuh0y713rzg940ai1bjs08ut,Bipin Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749629,343,49,1,40,18,1oyc8wvt31xlmocyg7euv40bo,1,68.8,72.4,2025-03-07T14:40:25.065Z,2025-03-07T14:40:25Z,,,,,,,,,,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749635,344,1,1,40,18,1oyc8wvt31xlmocyg7euv40bo,1,68.8,72.4,2025-03-07T14:40:25.305Z,2025-03-07T14:40:28Z,5562168337,141,71.1,5562168341,213,3.22,5562168339,212,11.4,5562168335,140,58,5562168333,56,Center,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749639,345,1,1,40,21,1oyc8wvt31xlmocyg7euv40bo,1,58.1,70.8,2025-03-07T14:40:27.930Z,2025-03-07T14:40:29Z,5562168365,141,36.6,5562168367,212,23.3,5562168361,56,Center,5562168369,213,4.79,5562168363,140,59.8,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749643,346,1,1,40,22,1oyc8wvt31xlmocyg7euv40bo,1,59.8,36.6,2025-03-07T14:40:29.305Z,2025-03-07T14:40:34Z,5562168395,141,62.1,5562168397,212,17.4,5562168393,140,58,5562168399,213,1.68,5562168391,56,Center,,,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749649,347,1,1,40,27,1oyc8wvt31xlmocyg7euv40bo,1,59.9,64.2,2025-03-07T14:40:33.977Z,2025-03-07T14:40:36Z,5562168439,213,4.89,5562168431,56,Center,5562168433,140,63.3,5562168437,212,19.8,5562168435,141,35.5,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749655,348,1,1,40,30,1oyc8wvt31xlmocyg7euv40bo,1,64.6,34.5,2025-03-07T14:40:36.585Z,2025-03-07T14:40:38Z,5562168485,213,5.45,5562168477,56,Right,5562168479,140,81.2,5562168481,141,6.1,5562168483,212,26,,,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749661,349,1,1,40,32,1oyc8wvt31xlmocyg7euv40bo,1,81.5,6.2,2025-03-07T14:40:38.729Z,2025-03-07T14:40:40Z,5562168501,56,Right,5562168509,213,2.74,5562168503,140,66.4,5562168507,212,17.2,5562168505,141,16.1,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749663,350,1,1,40,34,1oyc8wvt31xlmocyg7euv40bo,0,66.4,16.1,2025-03-07T14:40:40.473Z,2025-03-07T14:40:42Z,5562168519,140,68.6,5562168517,56,Right,5562168525,213,0.83,5562168521,141,19.8,5562168523,212,3.4,,,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749665,319,61,1,40,35,5yvw8xpbzap5lhlze04odtgk4,1,30.4,80.9,2025-03-07T14:40:42.332Z,2025-03-07T14:40:42Z,5562168527,56,Back,,,,,,,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749669,351,1,1,40,37,1oyc8wvt31xlmocyg7euv40bo,1,73.4,27.6,2025-03-07T14:40:44.041Z,2025-03-07T14:40:45Z,5562168553,56,Center,5562168561,213,2.55,5562168559,212,4,5562168557,141,30.9,5562168555,140,70.2,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749671,352,1,1,40,38,1oyc8wvt31xlmocyg7euv40bo,1,70.2,30.9,2025-03-07T14:40:45.081Z,2025-03-07T14:40:46Z,5562168565,56,Left,5562168573,213,1.61,5562168571,212,33.4,5562168567,140,69.1,5562168569,141,80,5562168575,1,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749687,353,1,1,40,40,1oyc8wvt31xlmocyg7euv40bo,0,69.5,79.5,2025-03-07T14:40:46.697Z,2025-03-07T14:41:05Z,5562168643,56,Left,5562168645,140,100,5562168647,141,81.2,5562168649,212,33.1,5562168651,213,0.03,5562168653,1,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749685,320,56,1,40,44,5yvw8xpbzap5lhlze04odtgk4,1,2.3,18.3,2025-03-07T14:40:51.299Z,2025-03-07T14:40:51Z,5562168641,56,Back,,,,,,,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749703,321,5,1,40,46,5yvw8xpbzap5lhlze04odtgk4,1,-1,28.6,2025-03-07T14:40:53.064Z,2025-03-07T14:58:59Z,5562168715,56,Back,5562168719,233,354,5562168717,346,,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749693,354,5,1,40,46,1oyc8wvt31xlmocyg7euv40bo,0,101,71.4,2025-03-07T14:40:53.064Z,2025-03-07T14:59:00Z,5562168685,56,Center,5562168723,233,321,5562168687,346,,,,,,,,,,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749753,322,1,1,41,21,5yvw8xpbzap5lhlze04odtgk4,0,5.4,58.5,2025-03-07T14:41:27.466Z,2025-03-07T14:41:33Z,5562169017,1,,5562169021,74,,5562169015,213,0.07,5562169005,124,,5562169013,212,64.2,5562169011,141,65.5,5562169009,140,66.4,5562169007,56,Center,eraojginbnda524w48mv1i4us,Nora Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2784749763,355,44,1,41,25,1oyc8wvt31xlmocyg7euv40bo,1,36,35,2025-03-07T14:41:31.705Z,2025-03-07T15:00:10Z,5562169069,233,323,5562169067,285,,5562169065,56,Back,,,,,,,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749757,323,44,1,41,25,5yvw8xpbzap5lhlze04odtgk4,0,63.9,65,2025-03-07T14:41:31.706Z,2025-03-07T14:41:39Z,5562169079,233,355,5562169031,286,,5562169029,56,Center,,,,,,,,,,,,,,,,bmdl4tqssmqzrgn8n5ldwcavo,Kwame Peprah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749917,364,1,1,41,26,1oyc8wvt31xlmocyg7euv40bo,0,42.2,30.7,2025-03-07T14:41:32.857Z,2025-03-07T14:43:20Z,5562170027,213,1.25,5562170023,141,41.9,5562170021,140,44.6,5562170019,56,Back,5562170025,212,8,5562170017,3,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749761,324,44,1,41,28,5yvw8xpbzap5lhlze04odtgk4,1,54.6,66.3,2025-03-07T14:41:34.574Z,2025-03-07T14:41:38Z,5562169059,286,,5562169057,56,Center,5562169083,233,356,,,,,,,,,,,,,,,,ap6n4q8c3c5cj9ilb8bxcy9sk,Vibin Mohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749765,356,44,1,41,28,1oyc8wvt31xlmocyg7euv40bo,0,44.1,32.2,2025-03-07T14:41:34.575Z,2025-03-07T14:41:37Z,5562169073,56,Back,5562169075,285,,5562169089,233,324,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749767,325,1,1,41,28,5yvw8xpbzap5lhlze04odtgk4,1,58.4,70.8,2025-03-07T14:41:35.277Z,2025-03-07T14:41:38Z,5562169115,213,0.54,5562169107,56,Center,5562169109,140,66,5562169111,141,77.9,5562169113,212,9.3,5562169105,3,,,,,,,,ap6n4q8c3c5cj9ilb8bxcy9sk,Vibin Mohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749793,326,1,1,41,31,5yvw8xpbzap5lhlze04odtgk4,1,65.4,78.7,2025-03-07T14:41:37.605Z,2025-03-07T14:41:46Z,5562169267,212,13,5562169269,213,0.77,5562169259,155,,5562169265,141,92,5562169261,56,Left,5562169263,140,74.3,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749799,357,83,1,41,39,1oyc8wvt31xlmocyg7euv40bo,0,29.5,5.3,2025-03-07T14:41:45.466Z,2025-03-07T14:42:47Z,5562170057,399,ccrqgyzzq44gpjva980k10gt0,,,,,,,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749795,327,61,1,41,39,5yvw8xpbzap5lhlze04odtgk4,0,66.5,96.5,2025-03-07T14:41:46.088Z,2025-03-07T14:41:46Z,5562169273,56,Left,,,,,,,,,,,,,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749801,328,5,1,41,40,5yvw8xpbzap5lhlze04odtgk4,0,64.8,101.4,2025-03-07T14:41:47.338Z,2025-03-07T14:59:00Z,5562169295,347,,5562169293,56,Left,5562169345,233,358,,,,,,,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749805,358,5,1,41,40,1oyc8wvt31xlmocyg7euv40bo,1,35.2,-1.4,2025-03-07T14:41:47.338Z,2025-03-07T14:59:00Z,5562169331,56,Back,5562169333,347,,5562169335,233,328,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749817,359,1,1,41,51,1oyc8wvt31xlmocyg7euv40bo,1,34.1,0,2025-03-07T14:41:57.817Z,2025-03-07T14:41:59Z,5562169419,213,0.95,5562169417,212,5.8,5562169415,141,5.9,5562169413,140,37.3,5562169411,56,Back,5562169409,107,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749823,360,1,1,41,52,1oyc8wvt31xlmocyg7euv40bo,1,37.3,5.9,2025-03-07T14:41:58.905Z,2025-03-07T14:42:02Z,5562169447,56,Back,5562169453,212,11.3,5562169451,141,6.8,5562169449,140,26.6,5562169455,213,3.09,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749825,361,1,1,41,55,1oyc8wvt31xlmocyg7euv40bo,1,26.7,5.5,2025-03-07T14:42:02.346Z,2025-03-07T14:42:03Z,5562169471,213,0.42,5562169465,140,43.3,5562169467,141,16.8,5562169469,212,19,5562169463,56,Back,5562169461,155,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749829,362,1,1,41,57,1oyc8wvt31xlmocyg7euv40bo,0,43.3,16.8,2025-03-07T14:42:03.833Z,2025-03-07T14:42:05Z,5562169491,140,45.1,5562169493,141,53,5562169497,213,1.49,5562169495,212,24.7,5562169489,56,Back,5562169487,3,,,,,,,,8ivkc4eqlrtucjitvl8fcgu6t,Jon Toral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749837,329,49,1,42,0,5yvw8xpbzap5lhlze04odtgk4,1,63.1,38,2025-03-07T14:42:06.728Z,2025-03-07T14:42:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749853,330,1,1,42,2,5yvw8xpbzap5lhlze04odtgk4,1,68.8,38.8,2025-03-07T14:42:09.275Z,2025-03-07T14:42:16Z,5562169623,212,26.5,5562169621,141,21,5562169619,140,91.3,5562169617,56,Right,5562169625,213,5.81,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749861,331,1,1,42,9,5yvw8xpbzap5lhlze04odtgk4,1,77.8,11.7,2025-03-07T14:42:15.883Z,2025-03-07T14:42:20Z,5562169675,212,26.9,5562169677,213,2.27,5562169669,56,Center,5562169673,141,41.9,5562169671,140,61.3,,,,,,,,,,5fbvdc1bd5b3ukg3232sqn1pm,Ishan Pandita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749865,332,1,1,42,13,5yvw8xpbzap5lhlze04odtgk4,1,62,54.9,2025-03-07T14:42:20.288Z,2025-03-07T14:42:22Z,5562169685,56,Left,5562169687,140,66.4,5562169689,141,84.8,5562169693,213,1.35,5562169691,212,20.9,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749867,333,1,1,42,15,5yvw8xpbzap5lhlze04odtgk4,1,67.9,85.3,2025-03-07T14:42:21.882Z,2025-03-07T14:42:23Z,5562169701,141,94.4,5562169703,212,13.7,5562169699,140,79.5,5562169697,56,Left,5562169705,213,0.47,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749885,334,1,1,42,16,5yvw8xpbzap5lhlze04odtgk4,0,84.8,93.6,2025-03-07T14:42:23.272Z,2025-03-07T14:42:34Z,5562169791,213,5.68,5562169785,140,100,5562169787,141,76.7,5562169789,212,20.3,5562169783,56,Center,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749919,335,5,1,42,20,5yvw8xpbzap5lhlze04odtgk4,0,101.6,76.5,2025-03-07T14:42:26.536Z,2025-03-07T14:59:01Z,5562170877,233,363,5562170031,56,Center,5562170033,346,,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749901,363,5,1,42,20,1oyc8wvt31xlmocyg7euv40bo,1,-1.6,23.5,2025-03-07T14:42:26.536Z,2025-03-07T14:59:00Z,5562170873,233,335,5562169903,56,Back,5562169905,346,,,,,,,,,,,,,,,,,dh1cktmvz3s0ynf3gv6u6hy39,Thaer Krouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749923,365,1,1,42,39,1oyc8wvt31xlmocyg7euv40bo,1,3.7,49.3,2025-03-07T14:42:46.361Z,2025-03-07T14:42:48Z,5562170075,141,61.7,5562170083,237,,5562170079,213,1.01,5562170077,212,9.9,5562170069,124,,5562170073,140,8.7,5562170071,56,Back,,,,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2784749927,366,1,1,42,42,1oyc8wvt31xlmocyg7euv40bo,1,8.7,61.7,2025-03-07T14:42:48.474Z,2025-03-07T14:42:50Z,5562170101,140,27.3,5562170103,141,90,5562170099,56,Back,5562170107,213,0.78,5562170105,212,27.4,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749933,367,1,1,42,43,1oyc8wvt31xlmocyg7euv40bo,1,28.8,94.5,2025-03-07T14:42:50.345Z,2025-03-07T14:42:52Z,5562170145,141,95.6,5562170147,212,13,5562170141,56,Back,5562170149,213,0.06,5562170143,140,41.2,,,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749943,368,1,1,42,45,1oyc8wvt31xlmocyg7euv40bo,1,41.2,95.6,2025-03-07T14:42:52.121Z,2025-03-07T14:42:54Z,5562170203,212,13.5,5562170201,141,81.2,5562170199,140,32.4,5562170205,213,3.96,5562170197,56,Back,,,,,,,,,,uuh0y713rzg940ai1bjs08ut,Bipin Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749937,336,83,1,42,46,5yvw8xpbzap5lhlze04odtgk4,0,69.7,9.4,2025-03-07T14:42:53.064Z,2025-03-07T14:42:57Z,5562170241,399,6n6x88fmmeybwkr6nt8djmac5,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2784749947,369,1,1,42,47,1oyc8wvt31xlmocyg7euv40bo,1,32.4,81.2,2025-03-07T14:42:53.914Z,2025-03-07T14:42:55Z,5562170219,141,93.6,5562170217,140,18,5562170215,56,Back,5562170221,212,17.3,5562170223,213,2.63,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749951,370,1,1,42,48,1oyc8wvt31xlmocyg7euv40bo,1,18,93.6,2025-03-07T14:42:55.033Z,2025-03-07T14:42:57Z,5562170243,56,Back,5562170245,140,34.4,5562170247,141,95.6,5562170249,212,17.3,5562170251,213,0.08,,,,,,,,,,46imbd3n5ksawlc59rxd6ymwa,Sahil Panwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749955,371,1,1,42,50,1oyc8wvt31xlmocyg7euv40bo,1,33.5,94.8,2025-03-07T14:42:57.402Z,2025-03-07T14:42:58Z,5562170273,212,9.1,5562170271,141,82.7,5562170267,56,Back,5562170275,213,4.26,5562170269,140,29.7,,,,,,,,,,uuh0y713rzg940ai1bjs08ut,Bipin Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749961,372,1,1,42,51,1oyc8wvt31xlmocyg7euv40bo,1,29.7,82.7,2025-03-07T14:42:58.377Z,2025-03-07T14:43:01Z,5562170323,56,Back,5562170331,213,6.22,5562170327,141,81.4,5562170329,212,14.9,5562170325,140,43.9,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749967,373,1,1,42,54,1oyc8wvt31xlmocyg7euv40bo,1,41.9,80.2,2025-03-07T14:43:01.305Z,2025-03-07T14:43:03Z,5562170349,56,Back,5562170351,140,23.9,5562170353,141,73.3,5562170355,212,19.5,5562170357,213,3.38,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749979,374,1,1,42,56,1oyc8wvt31xlmocyg7euv40bo,1,23.9,73.3,2025-03-07T14:43:02.906Z,2025-03-07T14:43:07Z,5562170393,213,4.62,5562170391,212,30,5562170389,141,29.4,5562170387,140,21.2,5562170385,56,Back,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2784749975,337,83,1,42,58,5yvw8xpbzap5lhlze04odtgk4,0,72.8,40.3,2025-03-07T14:43:04.907Z,2025-03-07T14:43:08Z,5562170443,399,dh1cktmvz3s0ynf3gv6u6hy39,,,,,,,,,,,,,,,,,,,,,,bmdl4tqssmqzrgn8n5ldwcavo,Kwame Peprah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
