id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,,teamName,Position
2787035921,1,34,16,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-11T12:57:25.048Z,2025-03-11T12:57:24Z,5574555865,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5574555863,197,27081,5574555853,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5574555855,59,"1, 3, 27, 8, 5, 4, 7, 10, 9, 6, 11, 13, 16, 20, 21, 23, 29, 33, 36, 92",5574555859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5574555861,194,4caacpozfluk9p6ljrkzzo8o9,5574555857,130,4,5574555851,30,"911ma7mry52gxar14xb0wrkkp, 8uo53q5n2lt81faxntpfsj0q2, ds9i23kxqerve1nqc9l2vlsk, 6n6x88fmmeybwkr6nt8djmac5, easkhb7p76ltpwpqkntmcu6ll, 8jagdiyhimgmuz0ku5mm1266t, 4caacpozfluk9p6ljrkzzo8o9, 7t90qi8vml1rdscbbwy0wbuuh, cam37rgi4c0zyddtt7vwwubbp, 8hst6awgd2m3z7kxj0bjoj4oa, 380ubomb76m0img8g2dfwx7mx, dh1cktmvz3s0ynf3gv6u6hy39, 6wycqyl2ra8kyopmew3thk3ys, jewe7em2j8u4bw7xxbucebbp, 8ivkc4eqlrtucjitvl8fcgu6t, 4m8kav4ahgvl1j1ie9x7hn1lh, uuh0y713rzg940ai1bjs08ut, ewsvhfqhdx59yl2ui9wkxwez9, 46imbd3n5ksawlc59rxd6ymwa, cmr1iot1ws3kzxkwu0pl5gb9w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787036033,1,34,16,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-11T12:58:31.612Z,2025-03-11T14:02:50Z,5574556439,197,28018,5574556433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5574556441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5574556427,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5574556431,130,4,5574556437,194,99cjmvx4xlyzhyf6wxlvisb11,5574556429,59,"22, 25, 32, 23, 2, 5, 7, 8, 17, 31, 11, 1, 6, 9, 12, 14, 18, 24, 26, 29",5574556425,30,"cqtsv8o9c603won64dpi3x2j8, 7vwq6tjwae82epsh6kll9phm2, 3sy4rxdzl4u9e5kkvygxu9x7u, c22j2xs6nnyho3hixmh0txo9g, 183r263z06eesonzbta557ys5, 52hvmgmgja56sqj0zga4tvk5x, cufgsqfkltgeb7ak2uan2dqdx, de6woepvuggpm1z2cwz1nbmne, 7wpltjujzubkwy1k57jzcwafp, daflma7990pzvp9o2ebnzi1as, 99cjmvx4xlyzhyf6wxlvisb11, et5ztuwgv6uaiste9nxba9h3p, 2a9hami994cy6omp5puter6c, deyx0zxr2303hh3cru8l88u1g, eisspzerdcz21ukznum5q30bu, d9a3eym5myc3ohd1lr6d2036c, c8xdtls9ueivjll19yvp5wq1h, 7gknnojch0zpa9cryvymfzcru, 3syfp9ndbs7t5vgj21a02gcno, 73ri99nts1mnwmuqoriohi50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048135,2,32,1,0,0,1oyc8wvt31xlmocyg7euv40bo,1,0,0,2025-03-11T14:00:09.403Z,2025-03-11T14:00:10Z,5574624271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048129,2,32,1,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-11T14:00:09.403Z,2025-03-11T14:00:09Z,5574624251,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048141,3,1,1,0,0,1oyc8wvt31xlmocyg7euv40bo,1,50.1,50.1,2025-03-11T14:00:09.404Z,2025-03-11T14:00:13Z,5574624303,212,28,5574624305,213,2.91,5574624299,140,24.2,5574624301,141,59.6,5574624297,56,Back,5574624307,279,S,,,,,,,cam37rgi4c0zyddtt7vwwubbp,Nikos Karelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048149,4,1,1,0,3,1oyc8wvt31xlmocyg7euv40bo,0,24.6,59.7,2025-03-11T14:00:13.035Z,2025-03-11T14:00:16Z,5574624349,140,75.4,5574624345,155,,5574624357,1,,5574624351,141,80.6,5574624355,213,0.26,5574624353,212,55.2,5574624347,56,Left,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048159,3,1,1,0,6,12ksg0e6d70senzilsic40fzl,0,25.5,20.6,2025-03-11T14:00:15.839Z,2025-03-11T14:01:17Z,5574624401,3,,5574624411,213,5.67,5574624407,141,5.2,5574624409,212,18.1,5574624405,140,39.6,5574624403,56,Back,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048157,5,3,1,0,9,1oyc8wvt31xlmocyg7euv40bo,0,62.4,94.2,2025-03-11T14:00:19.003Z,2025-03-11T14:00:59Z,5574625127,233,4,5574624399,286,,5574624397,56,Left,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048163,4,7,1,0,9,12ksg0e6d70senzilsic40fzl,0,36.6,6.2,2025-03-11T14:00:19.004Z,2025-03-11T14:01:00Z,5574624435,285,,5574624433,56,Back,5574625123,233,5,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048165,6,61,1,0,11,1oyc8wvt31xlmocyg7euv40bo,1,69.5,96.5,2025-03-11T14:00:21.076Z,2025-03-11T14:00:21Z,5574624437,56,Left,,,,,,,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048167,5,1,1,0,12,12ksg0e6d70senzilsic40fzl,0,23.5,3.8,2025-03-11T14:00:22.369Z,2025-03-11T14:00:23Z,5574624445,141,8.8,5574624447,212,13.3,5574624443,140,35.7,5574624441,56,Back,5574624449,213,0.26,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048173,7,61,1,0,15,1oyc8wvt31xlmocyg7euv40bo,0,77.8,88.7,2025-03-11T14:00:25.275Z,2025-03-11T14:18:48Z,5574624481,56,Left,,,,,,,,,,,,,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048247,10,61,1,0,16,1oyc8wvt31xlmocyg7euv40bo,1,65.5,86.8,2025-03-11T14:00:26.258Z,2025-03-11T14:00:59Z,5574624901,56,Left,,,,,,,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048185,6,1,1,0,17,12ksg0e6d70senzilsic40fzl,1,22.2,11,2025-03-11T14:00:27.212Z,2025-03-11T14:00:28Z,5574624557,140,30.5,5574624561,212,16.3,5574624559,141,31.3,5574624555,56,Back,5574624563,213,1.01,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048189,7,49,1,0,18,12ksg0e6d70senzilsic40fzl,1,30.5,31.3,2025-03-11T14:00:28.368Z,2025-03-11T14:00:28Z,,,,,,,,,,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048203,8,1,1,0,19,12ksg0e6d70senzilsic40fzl,1,29.8,31.5,2025-03-11T14:00:28.774Z,2025-03-11T14:00:32Z,5574624657,141,81.4,5574624661,213,1.64,5574624659,212,34,5574624653,56,Back,5574624655,140,27.5,5574624663,1,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048207,9,1,1,0,23,12ksg0e6d70senzilsic40fzl,0,29.9,89.3,2025-03-11T14:00:32.539Z,2025-03-11T14:00:34Z,5574624679,140,43,5574624677,56,Back,5574624681,141,91.8,5574624683,212,13.9,5574624685,213,0.12,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048217,8,61,1,0,26,1oyc8wvt31xlmocyg7euv40bo,1,60.3,4.1,2025-03-11T14:00:35.435Z,2025-03-11T14:01:07Z,5574624725,56,Right,,,,,,,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048243,10,5,1,0,27,12ksg0e6d70senzilsic40fzl,1,39,101.4,2025-03-11T14:00:36.804Z,2025-03-11T14:00:47Z,5574624887,347,,5574624885,56,Back,5574624889,233,9,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048221,9,5,1,0,28,1oyc8wvt31xlmocyg7euv40bo,0,62.6,-1.4,2025-03-11T14:00:38.346Z,2025-03-11T14:00:47Z,5574624745,347,,5574624893,233,10,5574624743,56,Right,,,,,,,,,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048253,11,1,1,0,36,12ksg0e6d70senzilsic40fzl,1,25.9,100,2025-03-11T14:00:46.398Z,2025-03-11T14:00:47Z,5574624939,107,,5574624947,212,8.4,5574624941,56,Back,5574624949,213,4.72,5574624943,140,26,5574624945,141,89,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048261,12,1,1,0,38,12ksg0e6d70senzilsic40fzl,1,26.2,89,2025-03-11T14:00:47.772Z,2025-03-11T14:00:49Z,5574624979,140,29.7,5574624983,212,6.8,5574624985,213,1,5574624981,141,97.4,5574624977,56,Back,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048281,13,1,1,0,40,12ksg0e6d70senzilsic40fzl,0,30.4,96.3,2025-03-11T14:00:49.663Z,2025-03-11T14:00:55Z,5574625091,1,,5574625089,213,0.01,5574625079,157,,5574625083,140,100,5574625087,212,74.4,5574625085,141,97.1,5574625081,56,Left,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048287,14,5,1,0,46,12ksg0e6d70senzilsic40fzl,0,100.9,94.6,2025-03-11T14:00:55.761Z,2025-03-11T14:01:21Z,5574625115,56,Left,5574625531,346,,5574625179,233,11,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048299,11,5,1,0,51,1oyc8wvt31xlmocyg7euv40bo,1,-0.9,5.4,2025-03-11T14:01:00.443Z,2025-03-11T14:01:21Z,5574625529,346,,5574625169,56,Back,5574625173,233,14,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048385,12,1,1,1,12,1oyc8wvt31xlmocyg7euv40bo,0,4.7,58.8,2025-03-11T14:01:22.235Z,2025-03-11T14:01:27Z,5574625599,141,48.5,5574625603,213,6.19,5574625605,1,,5574625593,124,,5574625595,56,Center,5574625607,74,,5574625597,140,78.2,5574625601,212,77.5,911ma7mry52gxar14xb0wrkkp,Phurba Lachenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,Goalkeeper
2787048395,15,1,1,1,17,12ksg0e6d70senzilsic40fzl,0,23.2,51.2,2025-03-11T14:01:27.146Z,2025-03-11T14:01:31Z,5574625687,140,56.2,5574625693,213,0.5,5574625695,1,,5574625685,56,Left,5574625683,157,,5574625689,141,79.3,5574625691,212,39.6,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048397,13,1,1,1,22,1oyc8wvt31xlmocyg7euv40bo,0,42.8,16.4,2025-03-11T14:01:32.058Z,2025-03-11T14:01:32Z,5574625711,212,3.8,5574625707,140,45,5574625709,141,20.9,5574625713,213,0.92,5574625705,56,Back,5574625703,3,,,,,,,,8uo53q5n2lt81faxntpfsj0q2,Valpuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048407,16,1,1,1,23,12ksg0e6d70senzilsic40fzl,0,59.8,76.4,2025-03-11T14:01:32.645Z,2025-03-11T14:01:34Z,5574625767,141,64.6,5574625763,140,58,5574625773,213,4.48,5574625759,56,Center,5574625771,212,8.2,5574625755,3,,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048411,14,1,1,1,24,1oyc8wvt31xlmocyg7euv40bo,0,41.4,37.6,2025-03-11T14:01:33.756Z,2025-03-11T14:01:34Z,5574625801,141,31.3,5574625805,213,5.62,5574625803,212,6.9,5574625799,140,46.6,5574625797,56,Back,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048421,17,49,1,1,26,12ksg0e6d70senzilsic40fzl,1,55.4,70.9,2025-03-11T14:01:36.175Z,2025-03-11T14:01:36Z,,,,,,,,,,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048429,18,1,1,1,27,12ksg0e6d70senzilsic40fzl,1,53.8,74.8,2025-03-11T14:01:36.706Z,2025-03-11T14:01:38Z,5574625867,56,Back,5574625875,213,2.2,5574625873,212,12.5,5574625869,140,46.8,5574625871,141,89.6,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048423,15,83,1,1,27,1oyc8wvt31xlmocyg7euv40bo,0,47,24.6,2025-03-11T14:01:36.922Z,2025-03-11T14:01:38Z,5574625901,399,3sy4rxdzl4u9e5kkvygxu9x7u,,,,,,,,,,,,,,,,,,,,,,8hst6awgd2m3z7kxj0bjoj4oa,Vikram Partap Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048431,19,1,1,1,28,12ksg0e6d70senzilsic40fzl,1,46.8,89.6,2025-03-11T14:01:38.081Z,2025-03-11T14:01:40Z,5574625897,213,3.8,5574625895,212,10.6,5574625893,141,80,5574625891,140,38.8,5574625889,56,Back,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048463,20,1,1,1,31,12ksg0e6d70senzilsic40fzl,1,38.8,80,2025-03-11T14:01:40.627Z,2025-03-11T14:01:46Z,5574626097,212,31.3,5574626091,56,Back,5574626099,213,3.77,5574626093,140,14.6,5574626095,141,53.1,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048475,21,1,1,1,37,12ksg0e6d70senzilsic40fzl,0,14.9,48.4,2025-03-11T14:01:46.813Z,2025-03-11T14:01:49Z,5574626157,157,,5574626161,140,53.5,5574626167,213,0.06,5574626159,56,Center,5574626165,212,40.6,5574626163,141,52.1,5574626169,1,,,,,cqtsv8o9c603won64dpi3x2j8,Sahil Poonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2787048491,16,1,1,1,41,1oyc8wvt31xlmocyg7euv40bo,1,44.7,44.6,2025-03-11T14:01:50.587Z,2025-03-11T14:01:52Z,5574626205,140,62.7,5574626203,56,Center,5574626209,212,23.5,5574626207,141,65.1,5574626211,213,0.64,5574626201,3,,,,,,,,easkhb7p76ltpwpqkntmcu6ll,Mehtab Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048497,17,49,1,1,43,1oyc8wvt31xlmocyg7euv40bo,1,62.7,65.1,2025-03-11T14:01:52.634Z,2025-03-11T14:02:15Z,,,,,,,,,,,,,,,,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048501,18,1,1,1,43,1oyc8wvt31xlmocyg7euv40bo,1,62.8,65.1,2025-03-11T14:01:52.842Z,2025-03-11T14:02:17Z,5574626261,140,65.8,5574626263,141,77.2,5574626267,213,1.21,5574626265,212,8.8,5574626259,56,Center,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048503,19,1,1,1,44,1oyc8wvt31xlmocyg7euv40bo,1,65.8,77.2,2025-03-11T14:01:53.627Z,2025-03-11T14:01:54Z,5574626299,212,8.9,5574626295,140,63.4,5574626301,213,4.43,5574626297,141,64.6,5574626291,56,Center,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048511,20,1,1,1,44,1oyc8wvt31xlmocyg7euv40bo,1,63.4,64.6,2025-03-11T14:01:54.298Z,2025-03-11T14:02:20Z,5574626347,213,2.56,5574626345,212,23.1,5574626343,141,83.3,5574626341,140,45,5574626339,56,Back,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048525,21,1,1,1,46,1oyc8wvt31xlmocyg7euv40bo,1,45,83.3,2025-03-11T14:01:55.738Z,2025-03-11T14:01:59Z,5574626399,56,Back,5574626401,140,45.1,5574626405,212,9.5,5574626407,213,4.72,5574626403,141,69.3,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048533,22,1,1,1,49,1oyc8wvt31xlmocyg7euv40bo,1,45.1,68.8,2025-03-11T14:01:59.178Z,2025-03-11T14:02:00Z,5574626451,213,1.62,5574626445,140,44.2,5574626443,56,Back,5574626449,212,17.5,5574626447,141,94.5,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048539,23,1,1,1,51,1oyc8wvt31xlmocyg7euv40bo,1,44.2,94.5,2025-03-11T14:02:00.474Z,2025-03-11T14:02:02Z,5574626471,141,70.8,5574626469,140,35.3,5574626473,212,18.6,5574626475,213,4.19,5574626467,56,Back,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048565,24,1,1,1,52,1oyc8wvt31xlmocyg7euv40bo,1,35.3,70.6,2025-03-11T14:02:01.866Z,2025-03-11T14:02:05Z,5574626569,56,Left,5574626575,212,29,5574626577,213,0.59,5574626573,141,94.5,5574626571,140,58.2,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048587,25,1,1,1,56,1oyc8wvt31xlmocyg7euv40bo,1,58.2,94.5,2025-03-11T14:02:05.450Z,2025-03-11T14:02:11Z,5574626677,213,3.19,5574626673,141,93.3,5574626675,212,18.3,5574626671,140,40.8,5574626669,56,Back,,,,,,,,,,380ubomb76m0img8g2dfwx7mx,Jorge Ortíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048593,26,61,1,2,1,1oyc8wvt31xlmocyg7euv40bo,0,48.5,96.8,2025-03-11T14:02:10.874Z,2025-03-11T14:02:11Z,5574626689,56,Back,,,,,,,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048597,27,5,1,2,2,1oyc8wvt31xlmocyg7euv40bo,0,54.7,100.9,2025-03-11T14:02:11.499Z,2025-03-11T14:02:20Z,5574626697,347,,5574626695,56,Left,5574626845,233,22,,,,,,,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048627,22,5,1,2,2,12ksg0e6d70senzilsic40fzl,1,45.2,-0.8,2025-03-11T14:02:12.315Z,2025-03-11T14:02:20Z,5574626837,347,,5574626835,56,Back,5574626841,233,27,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048637,23,1,1,2,11,12ksg0e6d70senzilsic40fzl,1,33.5,0,2025-03-11T14:02:20.625Z,2025-03-11T14:02:22Z,5574626885,141,13.7,5574626887,212,16.6,5574626883,140,20.9,5574626881,56,Back,5574626889,213,2.49,5574626879,107,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048651,24,1,1,2,13,12ksg0e6d70senzilsic40fzl,1,20.9,14.1,2025-03-11T14:02:22.797Z,2025-03-11T14:02:28Z,5574626949,140,25,5574626951,141,51.6,5574626955,213,1.4,5574626947,56,Back,5574626953,212,25.9,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048659,25,1,1,2,18,12ksg0e6d70senzilsic40fzl,1,29,59.9,2025-03-11T14:02:28.014Z,2025-03-11T14:02:32Z,5574627033,213,4.6,5574627027,140,27.2,5574627031,212,17.3,5574627025,56,Back,5574627029,141,34.6,,,,,,,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048669,26,1,1,2,22,12ksg0e6d70senzilsic40fzl,1,28.9,31.2,2025-03-11T14:02:32.311Z,2025-03-11T14:02:35Z,5574627085,212,17.1,5574627087,213,4.98,5574627083,141,7,5574627081,140,33.2,5574627079,56,Back,,,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048671,27,1,1,2,25,12ksg0e6d70senzilsic40fzl,0,33.2,7,2025-03-11T14:02:34.920Z,2025-03-11T14:02:37Z,5574627129,141,32.4,5574627125,56,Back,5574627127,140,45.4,5574627131,212,21.5,5574627133,213,0.93,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2787048673,28,49,1,2,28,1oyc8wvt31xlmocyg7euv40bo,1,58.1,67.8,2025-03-11T14:02:37.738Z,2025-03-11T14:03:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048677,29,1,1,2,28,1oyc8wvt31xlmocyg7euv40bo,1,58.1,67.8,2025-03-11T14:02:37.914Z,2025-03-11T14:03:34Z,5574627149,56,Left,5574627157,213,1.54,5574627151,140,58.4,5574627153,141,82.4,5574627155,212,9.9,,,,,,,,,,4caacpozfluk9p6ljrkzzo8o9,Lallianzuala Chhangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048689,30,1,1,2,29,1oyc8wvt31xlmocyg7euv40bo,1,58.4,82.4,2025-03-11T14:02:39.098Z,2025-03-11T14:02:42Z,5574627207,141,68.8,5574627211,213,3.74,5574627205,140,45.4,5574627203,56,Back,5574627209,212,16.5,,,,,,,,,,7t90qi8vml1rdscbbwy0wbuuh,Brandon Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048693,31,1,1,2,33,1oyc8wvt31xlmocyg7euv40bo,1,45.4,68.8,2025-03-11T14:02:42.442Z,2025-03-11T14:02:43Z,5574627237,213,2.16,5574627235,212,17.3,5574627233,141,89.9,5574627231,140,36.2,5574627229,56,Back,,,,,,,,,,6n6x88fmmeybwkr6nt8djmac5,Yoell van Nieff,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048697,32,1,1,2,34,1oyc8wvt31xlmocyg7euv40bo,1,36.2,89.9,2025-03-11T14:02:43.850Z,2025-03-11T14:02:45Z,5574627269,213,4.02,5574627261,56,Back,5574627265,141,72,5574627267,212,15.8,5574627263,140,26.6,,,,,,,,,,ds9i23kxqerve1nqc9l2vlsk,Nathan Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
2787048703,33,1,1,2,35,1oyc8wvt31xlmocyg7euv40bo,1,26.5,72,2025-03-11T14:02:45.130Z,2025-03-11T14:02:47Z,5574627301,56,Back,5574627307,212,22.7,5574627303,140,27.1,5574627305,141,38.6,5574627309,213,4.74,,,,,,,,,,8jagdiyhimgmuz0ku5mm1266t,Tiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai City FC,
