id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/16/value,teamName,Position
2786713327,1,34,16,0,0,335mseh7gazfrf4eu6w9htw6i,1,0,0,2025-03-10T13:07:23.511Z,2025-03-10T14:23:22Z,5572727785,197,21383,5572727773,30,"36coytybrizxbjsnpc0y4ojro, 51kwsfsllwjzbvbuibze1ilg4, 9j7ldugih7jluatsnjb1jcgd1, 111rps7bzz2212jh5g8io7xn8, f3gutlzxtzt5bxtrjdgb0inai, 5rd9832gct7uy0acodmor8b11, 5nzjwpjfso7bmwo37f92jl3ze, 6vhnh2pt7o4wcxltwru4zwtwq, cnea18p2z4830dwkn0kcp9pii, evsrix4aokl5o7dlx9zc41h49, 8biopg2xct41y90c99xuavze, 6fuk4mojob40kspt4k6vntbhm, c882zt0m6vndkww1n342az56, el2g322b4azy0qbi5jtqqpkic, 8mvj2wqfdt16tj8vn162q0fvu, 323c1wpc2u6ein4txc6cj12j8, b9o23q2u9ehavlom8bb7op42d, 4gjr8cf8v850lhgj32xh1vvh0, c96np1hw7eiu2vmgoul66y710, c3o7pp0cqispnqebrz2odiqz8",5572727781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5572727787,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5572727783,194,9j7ldugih7jluatsnjb1jcgd1,5572727775,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5572727779,130,4,5572727777,59,"1, 34, 14, 21, 24, 69, 4, 8, 15, 9, 19, 5, 11, 18, 22, 30, 44, 66, 71, 89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786715609,1,34,16,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T13:12:48.035Z,2025-03-10T13:12:48Z,5572740049,194,2n6c8ciuley3hz0fnt6gn4zpx,5572740041,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5572740047,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5572740043,59,"78, 12, 27, 6, 74, 35, 29, 4, 99, 10, 7, 1, 16, 20, 23, 25, 31, 44, 45, 77",5572740039,30,"1uvpqxrzxnjfb790p5t1mjztg, 1i4qgopfzsr2xyfs93kjtcvai, 8js8a2yz6jly94vf0ilyg76s4, 1csytueiqmph9zm2p58ww333e, 11xl1jtpjn674dw6yxfv33pey, ciydd242v6efvzsqd2hxqvwus, fekzw1l7xz97js7ns7ag2mfo, 3znwt67r5j8mghoi2wm9urris, 2n6c8ciuley3hz0fnt6gn4zpx, bwiqj25qbrcc2xhc8faqb44wl, cqwjl27qlms7fxa3edgkvpr6d, eu9kw6jcgneygerxqlfj00r11, 3hyx5x335jn5udim2a132nt2h, 2hsgcgekgsls87pbwwz9a3q39, 99p8q4t09iq7scfgt0bkrmlpm, dc8zct96hw1uct3arbrq408b8, 61omz2augmafukhx5q6zydw8a, 8d6mz56ogl5wo02hgq3qp3ip6, 696x33mjrjyh5szfidw8gd444, 9w7vzklkn51n608f2md2ds3kk",5572740045,130,8,5572740053,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5572740051,197,13977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735227,2,32,1,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T14:00:10.259Z,2025-03-10T14:00:10Z,5572851903,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735231,2,32,1,0,0,335mseh7gazfrf4eu6w9htw6i,1,0,0,2025-03-10T14:00:10.259Z,2025-03-10T14:00:12Z,5572851913,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735251,3,1,1,0,0,335mseh7gazfrf4eu6w9htw6i,1,49.6,50.3,2025-03-10T14:00:10.260Z,2025-03-10T14:00:13Z,5572852035,212,4.5,5572852037,213,3.61,5572852031,140,45.8,5572852039,279,S,5572852029,56,Back,5572852041,278,,5572852033,141,47.3,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735263,4,1,1,0,2,335mseh7gazfrf4eu6w9htw6i,1,44,49.1,2025-03-10T14:00:12.808Z,2025-03-10T14:00:15Z,5572852099,140,31.7,5572852103,212,17.6,5572852097,56,Back,5572852101,141,66.6,5572852105,213,2.4,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735273,5,1,1,0,4,335mseh7gazfrf4eu6w9htw6i,0,31.7,66.6,2025-03-10T14:00:14.839Z,2025-03-10T14:00:17Z,5572852147,157,,5572852149,56,Left,5572852155,212,42.6,5572852153,141,100,5572852159,1,,5572852151,140,65.3,5572852157,213,0.59,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735291,3,5,1,0,7,8uacz8yrceknwsreon4rb5i8o,1,32.4,-1.8,2025-03-10T14:00:17.417Z,2025-03-10T14:02:21Z,5572852233,347,,5572852231,56,Back,5572852243,233,6,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735279,6,5,1,0,7,335mseh7gazfrf4eu6w9htw6i,0,67.6,101.8,2025-03-10T14:00:17.417Z,2025-03-10T14:00:21Z,5572852175,56,Left,5572852253,233,3,5572852177,347,,,,,,,,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735317,4,43,1,0,16,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T14:00:26.800Z,2025-03-10T14:00:53Z,5572852495,212,23.5,5572853205,144,1,5572852491,140,51.3,5572852487,107,0,5572852497,213,6.26,5572852499,1,0,5572852489,56,Right,5572852493,141,0,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735319,5,43,1,0,19,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T14:00:30.115Z,2025-03-10T14:00:43Z,5572852509,347,0,5572852507,56,Right,5572852897,144,5,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735367,6,1,1,0,28,8uacz8yrceknwsreon4rb5i8o,0,33.8,0,2025-03-10T14:00:39.199Z,2025-03-10T14:00:52Z,5572852779,141,4.4,5572852783,213,0.3,5572852777,140,47.1,5572853171,107,,5572852781,212,14.6,5572852775,56,Back,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735391,7,1,1,0,30,335mseh7gazfrf4eu6w9htw6i,1,49,95.4,2025-03-10T14:00:41.213Z,2025-03-10T14:01:16Z,5572852951,141,79,5572852953,212,21.5,5572852955,213,5.74,5572852947,56,Left,5572852949,140,66.5,,,,,,,,,,9j7ldugih7jluatsnjb1jcgd1,Zodingliana Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735385,7,45,1,0,35,8uacz8yrceknwsreon4rb5i8o,0,33.1,33.6,2025-03-10T14:00:45.479Z,2025-03-10T14:01:18Z,5572852929,56,Back,5572853047,233,8,5572852931,285,,,,,,,,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735407,8,3,1,0,35,335mseh7gazfrf4eu6w9htw6i,1,66.2,60.8,2025-03-10T14:00:45.479Z,2025-03-10T14:00:50Z,5572853031,56,Center,5572853033,286,,5572853041,233,7,,,,,,,,,,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735409,9,4,1,0,38,335mseh7gazfrf4eu6w9htw6i,1,68.6,78.6,2025-03-10T14:00:48.635Z,2025-03-10T14:00:53Z,5572853101,286,,5572853095,295,,5572853103,233,8,5572853093,13,,5572853099,152,,5572853097,56,Center,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735411,8,4,1,0,38,8uacz8yrceknwsreon4rb5i8o,0,31.4,21.4,2025-03-10T14:00:48.636Z,2025-03-10T14:01:06Z,5572853549,295,,5572853057,152,,5572853053,13,,5572853061,285,,5572853109,233,9,5572853055,56,Back,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735571,10,1,1,1,17,335mseh7gazfrf4eu6w9htw6i,0,75.5,77.7,2025-03-10T14:01:27.290Z,2025-03-10T14:08:54Z,5572855501,2,,5572855507,140,79.2,5572855513,213,5.45,5572870535,152,,5572855509,141,71.4,5572855511,212,5.8,5572855505,155,,5572854187,56,Center,5nzjwpjfso7bmwo37f92jl3ze,Mirjalol Kasimov,5572870533,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735593,9,43,1,1,22,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T14:01:32.927Z,2025-03-10T14:02:14Z,5572854355,94,0,5572854357,56,Back,5572855723,144,10,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735597,10,49,1,1,23,8uacz8yrceknwsreon4rb5i8o,1,58.2,58.7,2025-03-10T14:01:33.903Z,2025-03-10T14:01:34Z,,,,,,,,,,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735633,11,1,1,1,29,8uacz8yrceknwsreon4rb5i8o,1,74.3,85.9,2025-03-10T14:01:39.567Z,2025-03-10T14:01:41Z,5572854645,213,2.59,5572854641,141,89.4,5572854643,212,4.6,5572854637,56,Left,5572854639,140,70.6,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735641,12,3,1,1,31,8uacz8yrceknwsreon4rb5i8o,0,70.8,88.7,2025-03-10T14:01:41.664Z,2025-03-10T14:01:42Z,5572854697,211,,5572854681,56,Left,5572854683,286,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735659,11,1,1,1,32,335mseh7gazfrf4eu6w9htw6i,0,29.9,18.8,2025-03-10T14:01:43.117Z,2025-03-10T14:01:48Z,5572854771,212,3.9,5572854767,140,33.6,5572854765,56,Back,5572854769,141,18.6,5572854773,213,6.25,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735667,13,1,1,1,33,8uacz8yrceknwsreon4rb5i8o,1,65,83.2,2025-03-10T14:01:43.823Z,2025-03-10T14:01:46Z,5572854821,140,60,5572854827,213,4.08,5572854823,141,72.6,5572854819,56,Center,5572854825,212,8.9,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735689,14,1,1,1,36,8uacz8yrceknwsreon4rb5i8o,1,60.3,68.2,2025-03-10T14:01:46.399Z,2025-03-10T14:01:53Z,5572854977,140,70.6,5572854979,141,17.7,5572854987,1,,5572854981,212,36,5572854975,56,Right,5572854985,213,5.02,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735711,16,1,1,1,41,8uacz8yrceknwsreon4rb5i8o,1,86.2,31.6,2025-03-10T14:01:51.487Z,2025-03-10T14:01:57Z,5572855103,140,90.7,5572855107,212,5.9,5572855101,56,Center,5572855109,213,5.65,5572855105,141,26.5,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735693,15,1,1,1,42,8uacz8yrceknwsreon4rb5i8o,0,95.7,28.8,2025-03-10T14:01:53.023Z,2025-03-10T14:02:09Z,5572855007,212,6.9,5572855001,56,Center,5572855569,195,,5572855009,213,1.94,5572855003,140,93.3,5572855005,141,38.3,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735703,12,12,1,1,44,335mseh7gazfrf4eu6w9htw6i,1,9.2,60.2,2025-03-10T14:01:55.132Z,2025-03-10T14:01:57Z,5572855083,140,0,5572855089,213,2.82,5572855081,56,Back,5572855097,167,,5572855087,212,10.8,5572855085,141,65.2,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735705,13,6,1,1,46,335mseh7gazfrf4eu6w9htw6i,0,3.2,68.4,2025-03-10T14:01:56.320Z,2025-03-10T14:02:24Z,5572856011,233,17,5572855129,56,Back,5572855131,73,,,,,,,,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735731,17,6,1,1,46,8uacz8yrceknwsreon4rb5i8o,1,96.8,31.6,2025-03-10T14:01:56.320Z,2025-03-10T14:02:24Z,5572855281,56,Center,5572856005,233,13,5572855283,75,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735887,18,1,1,2,18,8uacz8yrceknwsreon4rb5i8o,1,99.5,0.5,2025-03-10T14:02:28.815Z,2025-03-10T14:02:33Z,5572856277,6,,5572856279,155,,5572856283,56,Center,5572856291,213,1.97,5572856287,141,39.2,5572856281,224,,5572856289,212,28.6,5572856275,2,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,5572856285,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735889,19,1,1,2,22,8uacz8yrceknwsreon4rb5i8o,1,84.2,38.9,2025-03-10T14:02:32.591Z,2025-03-10T14:02:34Z,5572856305,212,2.7,5572856301,140,81.7,5572856307,213,3.44,5572856299,56,Center,5572856303,141,37.7,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735901,20,61,1,2,24,8uacz8yrceknwsreon4rb5i8o,0,81.7,37.7,2025-03-10T14:02:34.719Z,2025-03-10T14:02:35Z,5572856405,56,Center,,,,,,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735903,21,83,1,2,25,8uacz8yrceknwsreon4rb5i8o,0,80.6,36,2025-03-10T14:02:35.966Z,2025-03-10T14:02:43Z,5572856655,399,8biopg2xct41y90c99xuavze,,,,,,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735909,14,61,1,2,25,335mseh7gazfrf4eu6w9htw6i,1,27.9,77.9,2025-03-10T14:02:36.037Z,2025-03-10T14:02:36Z,5572856437,56,Back,,,,,,,,,,,,,,,,,,,,,,8biopg2xct41y90c99xuavze,Makan Chote ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735913,15,49,1,2,26,335mseh7gazfrf4eu6w9htw6i,1,26.8,76.6,2025-03-10T14:02:37.115Z,2025-03-10T14:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735933,16,1,1,2,27,335mseh7gazfrf4eu6w9htw6i,1,25,76.6,2025-03-10T14:02:37.584Z,2025-03-10T14:02:40Z,5572856589,213,2.79,5572856587,212,6.6,5572856581,56,Back,5572856583,140,19.1,5572856585,141,79.9,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735943,17,1,1,2,29,335mseh7gazfrf4eu6w9htw6i,1,18,81.8,2025-03-10T14:02:39.927Z,2025-03-10T14:02:42Z,5572856643,56,Back,5572856651,213,3.97,5572856647,141,61.2,5572856645,140,5.7,5572856649,212,19.1,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735945,18,1,1,2,32,335mseh7gazfrf4eu6w9htw6i,0,5.2,58.1,2025-03-10T14:02:42.443Z,2025-03-10T14:02:43Z,5572856671,1,,5572856659,157,,5572856665,141,73.8,5572856667,212,18.8,5572856661,56,Back,5572856669,213,0.61,5572856663,140,19.9,,,,36coytybrizxbjsnpc0y4ojro,Padam Chettri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,Goalkeeper
2786735939,22,61,1,2,32,8uacz8yrceknwsreon4rb5i8o,1,72.2,34,2025-03-10T14:02:42.591Z,2025-03-10T14:02:42Z,5572856627,56,Center,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735961,23,1,1,2,33,8uacz8yrceknwsreon4rb5i8o,1,72.3,33.4,2025-03-10T14:02:43.327Z,2025-03-10T14:02:44Z,5572856741,212,3.1,5572856737,140,72.4,5572856743,213,1.54,5572856735,56,Center,5572856739,141,37.9,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735965,24,61,1,2,34,8uacz8yrceknwsreon4rb5i8o,0,72.4,37.9,2025-03-10T14:02:44.287Z,2025-03-10T14:02:44Z,5572856753,56,Center,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786735999,19,1,1,2,39,335mseh7gazfrf4eu6w9htw6i,1,27,69.4,2025-03-10T14:02:49.474Z,2025-03-10T14:02:52Z,5572857025,141,79,5572857027,212,10.1,5572857021,56,Back,5572857029,213,2.44,5572857023,140,19.7,,,,,,,,,,5nzjwpjfso7bmwo37f92jl3ze,Mirjalol Kasimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786735993,25,83,1,2,41,8uacz8yrceknwsreon4rb5i8o,0,66.2,20.9,2025-03-10T14:02:51.886Z,2025-03-10T14:02:58Z,5572857173,399,9j7ldugih7jluatsnjb1jcgd1,,,,,,,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786736001,20,1,1,2,42,335mseh7gazfrf4eu6w9htw6i,1,21.4,79.6,2025-03-10T14:02:52.474Z,2025-03-10T14:03:01Z,5572857035,56,Back,5572857041,212,39.3,5572857341,1,,5572857039,141,25.3,5572857037,140,34.3,5572857043,213,5.06,,,,,,,9j7ldugih7jluatsnjb1jcgd1,Zodingliana Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786736093,21,1,1,2,50,335mseh7gazfrf4eu6w9htw6i,1,57.7,18.6,2025-03-10T14:03:01.114Z,2025-03-10T14:03:06Z,5572857631,212,7.5,5572857627,140,59.8,5572857629,141,29.2,5572857633,213,1.27,5572857625,56,Center,,,,,,,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786736075,26,83,1,2,55,8uacz8yrceknwsreon4rb5i8o,0,46.4,75.6,2025-03-10T14:03:05.375Z,2025-03-10T14:03:08Z,5572857777,399,111rps7bzz2212jh5g8io7xn8,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786736107,22,1,1,2,56,335mseh7gazfrf4eu6w9htw6i,1,46,24.1,2025-03-10T14:03:06.536Z,2025-03-10T14:03:08Z,5572857741,141,14.6,5572857745,213,3.87,5572857739,140,39.1,5572857743,212,9.7,5572857737,56,Back,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786736129,23,1,1,3,0,335mseh7gazfrf4eu6w9htw6i,0,40.9,16.7,2025-03-10T14:03:10.614Z,2025-03-10T14:03:11Z,5572857875,155,,5572857879,140,73.5,5572857883,212,34.8,5572857877,56,Center,5572857885,213,0.18,5572857887,1,,5572857881,141,26.1,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786736141,27,43,1,3,2,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T14:03:12.831Z,2025-03-10T14:03:18Z,5572858267,144,3,5572857963,56,Back,5572857965,285,0,,,,,,,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786736149,28,12,1,3,3,8uacz8yrceknwsreon4rb5i8o,1,29.9,75,2025-03-10T14:03:13.503Z,2025-03-10T14:03:14Z,5572858007,213,0.18,5572858001,140,41.1,5572858005,212,12,5572858011,15,,5572857999,56,Back,5572858003,141,78.2,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786736161,29,44,1,3,3,8uacz8yrceknwsreon4rb5i8o,1,35.2,74,2025-03-10T14:03:13.534Z,2025-03-10T14:03:16Z,5572858097,233,24,5572858079,285,,5572858077,56,Back,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786736145,24,44,1,3,3,335mseh7gazfrf4eu6w9htw6i,0,62.8,24.6,2025-03-10T14:03:13.535Z,2025-03-10T14:03:16Z,5572857981,286,,5572857979,56,Center,5572858125,233,29,,,,,,,,,,,,,,,,cnea18p2z4830dwkn0kcp9pii,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786736177,30,1,1,3,5,8uacz8yrceknwsreon4rb5i8o,0,41.1,78.2,2025-03-10T14:03:15.695Z,2025-03-10T14:03:16Z,5572858163,140,33.7,5572858167,212,8.6,5572858161,56,Back,5572858169,213,2.71,5572858159,3,,5572858165,141,83.5,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786736189,25,61,1,3,7,335mseh7gazfrf4eu6w9htw6i,1,79.2,16.2,2025-03-10T14:03:17.660Z,2025-03-10T14:03:59Z,5572858237,56,Right,,,,,,,,,,,,,,,,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786736345,27,4,1,3,9,335mseh7gazfrf4eu6w9htw6i,1,87,10.3,2025-03-10T14:03:19.878Z,2025-03-10T14:08:38Z,5572869991,233,31,5572859235,56,Right,5572859239,265,,5572859237,152,,5572859241,286,,5572859233,13,,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786736205,31,4,1,3,9,8uacz8yrceknwsreon4rb5i8o,0,13,89.7,2025-03-10T14:03:19.879Z,2025-03-10T14:08:38Z,5572858367,13,,5572858369,56,Back,5572858377,285,,5572870025,233,27,5572858371,152,,5572858373,265,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786736219,26,43,1,3,10,335mseh7gazfrf4eu6w9htw6i,1,0,0,2025-03-10T14:03:20.566Z,2025-03-10T14:03:55Z,5572858409,56,Right,5572859771,144,3,5572858411,286,0,,,,,,,,,,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
