id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/16/value,teamName,Position
2786745607,181,49,1,24,47,8uacz8yrceknwsreon4rb5i8o,1,33.9,30,2025-03-10T14:24:58.184Z,2025-03-10T14:24:58Z,,,,,,,,,,,,,,,,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786745647,182,1,1,24,48,8uacz8yrceknwsreon4rb5i8o,1,33.9,30,2025-03-10T14:24:58.935Z,2025-03-10T14:25:03Z,5572913577,141,66.9,5572913579,212,25.4,5572913575,140,37.5,5572913581,213,1.42,5572913573,56,Back,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786745683,183,1,1,24,53,8uacz8yrceknwsreon4rb5i8o,1,41.7,70,2025-03-10T14:25:03.624Z,2025-03-10T14:25:08Z,5572913859,141,81.8,5572913857,140,67.9,5572913861,212,28.7,5572913853,56,Left,5572913863,213,0.28,5572913849,155,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786745723,184,1,1,24,57,8uacz8yrceknwsreon4rb5i8o,1,68.4,81.5,2025-03-10T14:25:08.039Z,2025-03-10T14:25:12Z,5572914111,212,10.1,5572914105,56,Center,5572914109,141,66.7,5572914113,213,4.84,5572914107,140,69.6,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786745735,185,1,1,25,2,8uacz8yrceknwsreon4rb5i8o,1,70.8,71.5,2025-03-10T14:25:12.662Z,2025-03-10T14:25:13Z,5572914173,213,1.69,5572914171,212,15.1,5572914165,56,Left,5572914167,140,69.1,5572914169,141,93.5,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786745745,186,1,1,25,3,8uacz8yrceknwsreon4rb5i8o,1,69,93.5,2025-03-10T14:25:13.751Z,2025-03-10T14:25:15Z,5572914285,212,14.3,5572914283,141,87.1,5572914279,56,Left,5572914281,140,56,5572914287,213,3.45,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786745797,187,61,1,25,5,8uacz8yrceknwsreon4rb5i8o,1,56,87.1,2025-03-10T14:25:15.718Z,2025-03-10T14:30:32Z,5572914599,56,Left,5572929919,238,,,,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786745801,188,5,1,25,11,8uacz8yrceknwsreon4rb5i8o,0,59.7,-1.8,2025-03-10T14:25:22.244Z,2025-03-10T14:56:09Z,5572914613,347,,5572914611,56,Right,5572916385,233,198,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746083,198,5,1,25,15,335mseh7gazfrf4eu6w9htw6i,1,40.3,101.8,2025-03-10T14:25:25.284Z,2025-03-10T14:28:38Z,5572916327,347,,5572916377,233,188,5572916325,56,Back,,,,,,,,,,,,,,,,9j7ldugih7jluatsnjb1jcgd1,Zodingliana Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786745979,189,1,1,25,35,8uacz8yrceknwsreon4rb5i8o,1,49.6,3.1,2025-03-10T14:25:45.862Z,2025-03-10T14:25:47Z,5572915603,141,14.3,5572915595,56,Back,5572915607,213,1.93,5572915599,140,46.9,5572915605,212,8.1,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746009,190,1,1,25,36,8uacz8yrceknwsreon4rb5i8o,1,47.3,14.3,2025-03-10T14:25:47.206Z,2025-03-10T14:26:17Z,5572915783,141,50,5572915779,56,Back,5572915781,140,43,5572915787,213,1.75,5572915785,212,24.7,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746041,191,1,1,25,45,8uacz8yrceknwsreon4rb5i8o,1,40.5,56.6,2025-03-10T14:25:55.575Z,2025-03-10T14:25:59Z,5572916009,56,Back,5572916013,141,49.7,5572916011,140,22.5,5572916017,213,3.38,5572916015,212,19.5,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746055,192,1,1,25,48,8uacz8yrceknwsreon4rb5i8o,1,24.1,50,2025-03-10T14:25:58.918Z,2025-03-10T14:26:01Z,5572916157,56,Back,5572916159,140,29.7,5572916165,213,5.28,5572916163,212,11,5572916161,141,36.4,,,,,,,,,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2786746067,193,1,1,25,51,8uacz8yrceknwsreon4rb5i8o,1,37.7,34.6,2025-03-10T14:26:01.718Z,2025-03-10T14:26:04Z,5572916245,141,21,5572916249,213,5.87,5572916247,212,23.1,5572916241,56,Right,5572916243,140,57.9,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746089,199,4,1,25,53,335mseh7gazfrf4eu6w9htw6i,1,44.3,76,2025-03-10T14:26:04.059Z,2025-03-10T14:26:11Z,5572916423,152,,5572916463,233,194,5572916421,56,Back,5572916427,286,,5572916425,265,,5572916419,13,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746069,194,4,1,25,53,8uacz8yrceknwsreon4rb5i8o,0,55.4,24.2,2025-03-10T14:26:04.060Z,2025-03-10T14:57:29Z,5572916283,152,,5572916487,233,199,5572916279,13,,5572916281,56,Center,5572916287,285,,5572916285,265,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746145,200,1,1,25,57,335mseh7gazfrf4eu6w9htw6i,1,47.3,75.1,2025-03-10T14:26:07.690Z,2025-03-10T14:26:11Z,5572916765,212,4,5572916759,56,Center,5572916757,152,,5572916763,141,71.8,5572916755,5,,5572916761,140,50.4,5572916767,213,5.68,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746163,201,1,1,25,58,335mseh7gazfrf4eu6w9htw6i,1,53,71.7,2025-03-10T14:26:08.768Z,2025-03-10T14:26:13Z,5572916849,140,59.3,5572916847,56,Left,5572916853,212,15,5572916851,141,91.5,5572916855,213,1.11,,,,,,,,,,5nzjwpjfso7bmwo37f92jl3ze,Mirjalol Kasimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746177,202,1,1,26,2,335mseh7gazfrf4eu6w9htw6i,1,59.3,91.5,2025-03-10T14:26:12.783Z,2025-03-10T14:26:14Z,5572916935,213,4.73,5572916933,212,14.3,5572916931,141,70.5,5572916927,56,Center,5572916929,140,59.6,,,,,,,,,,8biopg2xct41y90c99xuavze,Makan Chote ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746197,203,1,1,26,3,335mseh7gazfrf4eu6w9htw6i,1,63.3,68.2,2025-03-10T14:26:14.236Z,2025-03-10T14:26:17Z,5572917083,141,19.5,5572917079,56,Right,5572917081,140,78.6,5572917087,213,5.16,5572917089,1,,5572917085,212,36.8,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746217,204,1,1,26,6,335mseh7gazfrf4eu6w9htw6i,0,80.7,16.1,2025-03-10T14:26:16.986Z,2025-03-10T14:26:20Z,5572917175,56,Center,5572917179,141,52.7,5572917183,213,1.13,5572917171,2,,5572917177,140,92,5572917173,155,,5572917181,212,27.6,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786760341,344,44,1,26,9,8uacz8yrceknwsreon4rb5i8o,1,8.2,50.4,2025-03-10T14:26:19.259Z,2025-03-10T14:57:11Z,5572997413,233,205,5572997383,285,,5572997381,56,Back,,,,,,,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746219,205,44,1,26,9,335mseh7gazfrf4eu6w9htw6i,0,91.8,49.6,2025-03-10T14:26:19.260Z,2025-03-10T14:57:11Z,5572917189,286,,5572997437,233,344,5572917187,56,Center,,,,,,,,,,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746235,195,12,1,26,10,8uacz8yrceknwsreon4rb5i8o,1,14.4,59.7,2025-03-10T14:26:20.886Z,2025-03-10T14:56:56Z,5572917309,15,,5572917273,140,14.5,5572917277,212,18.5,5572917271,56,Back,5572917275,141,86.9,5572917279,213,1.57,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746255,196,49,1,26,13,8uacz8yrceknwsreon4rb5i8o,1,16.2,87.4,2025-03-10T14:26:23.750Z,2025-03-10T14:26:23Z,,,,,,,,,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746267,197,1,1,26,13,8uacz8yrceknwsreon4rb5i8o,1,16.2,87.4,2025-03-10T14:26:24.102Z,2025-03-10T14:26:25Z,5572917449,140,32.5,5572917453,212,17.2,5572917447,56,Back,5572917451,141,84.8,5572917455,213,6.18,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746279,198,1,1,26,15,8uacz8yrceknwsreon4rb5i8o,0,32.4,84.7,2025-03-10T14:26:25.719Z,2025-03-10T14:26:27Z,5572917529,213,0.03,5572917521,56,Back,5572917527,212,6.1,5572917523,140,38.2,5572917525,141,85,5572917519,168,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746289,206,1,1,26,17,335mseh7gazfrf4eu6w9htw6i,0,62.5,17.9,2025-03-10T14:26:27.345Z,2025-03-10T14:26:27Z,5572917573,140,72,5572917571,56,Right,5572917577,212,10,5572917579,213,6.21,5572917569,155,,5572917575,141,16.8,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746337,199,1,1,26,18,8uacz8yrceknwsreon4rb5i8o,1,15.3,81.2,2025-03-10T14:26:29.142Z,2025-03-10T14:26:31Z,5572917767,3,,5572917769,56,Back,5572917775,212,13.1,5572917777,213,6.06,5572917771,140,27.5,5572917773,141,77,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746347,200,61,1,26,20,8uacz8yrceknwsreon4rb5i8o,1,27.5,77,2025-03-10T14:26:30.996Z,2025-03-10T14:26:31Z,5572917819,56,Back,,,,,,,,,,,,,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746415,201,1,1,26,22,8uacz8yrceknwsreon4rb5i8o,1,43,87.2,2025-03-10T14:26:32.838Z,2025-03-10T14:26:35Z,5572918045,213,5.73,5572918041,141,69.7,5572918043,212,22.5,5572918037,56,Center,5572918039,140,61.2,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746423,202,61,1,26,24,8uacz8yrceknwsreon4rb5i8o,1,61.2,70.6,2025-03-10T14:26:35.031Z,2025-03-10T14:26:35Z,5572918067,56,Center,,,,,,,,,,,,,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746471,203,1,1,26,26,8uacz8yrceknwsreon4rb5i8o,1,60,56.9,2025-03-10T14:26:36.358Z,2025-03-10T14:26:40Z,5572918257,56,Right,5572918261,141,19.2,5572918265,213,5.18,5572918259,140,72.4,5572918263,212,28.8,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746481,204,1,1,26,30,8uacz8yrceknwsreon4rb5i8o,1,73.6,23.1,2025-03-10T14:26:40.534Z,2025-03-10T14:26:41Z,5572918315,213,1.67,5572918311,212,4.4,5572918303,140,73.2,5572918299,56,Center,5572918307,141,29.5,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746507,205,1,1,26,31,8uacz8yrceknwsreon4rb5i8o,0,73.4,32.5,2025-03-10T14:26:41.302Z,2025-03-10T14:26:44Z,5572918411,141,20.6,5572918415,213,5.96,5572918409,140,96.1,5572918407,56,Right,5572918413,212,25.2,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746513,207,49,1,26,34,335mseh7gazfrf4eu6w9htw6i,1,7.5,69.3,2025-03-10T14:26:45.251Z,2025-03-10T14:26:45Z,,,,,,,,,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746533,208,1,1,26,37,335mseh7gazfrf4eu6w9htw6i,1,17.8,82.9,2025-03-10T14:26:47.313Z,2025-03-10T14:26:48Z,5572918563,141,70.6,5572918561,140,16.2,5572918567,213,4.51,5572918565,212,8.5,5572918559,56,Back,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746561,209,1,1,26,38,335mseh7gazfrf4eu6w9htw6i,0,16.3,70.3,2025-03-10T14:26:48.625Z,2025-03-10T14:26:57Z,5572918691,56,Back,5572918697,212,10.1,5572918699,213,2.48,5572918695,141,79.4,5572918693,140,8.7,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746557,206,44,1,26,42,8uacz8yrceknwsreon4rb5i8o,1,56,24.6,2025-03-10T14:26:52.790Z,2025-03-10T14:26:58Z,5572918899,233,211,5572918675,286,,5572918673,56,Center,,,,,,,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746591,211,44,1,26,42,335mseh7gazfrf4eu6w9htw6i,0,41.2,75.2,2025-03-10T14:26:52.791Z,2025-03-10T14:26:57Z,5572918849,56,Back,5572918935,233,206,5572918851,285,,,,,,,,,,,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746569,207,1,1,26,43,8uacz8yrceknwsreon4rb5i8o,0,64.4,25.2,2025-03-10T14:26:53.303Z,2025-03-10T14:26:54Z,5572918733,3,,5572918741,212,18.3,5572918743,213,0.07,5572918737,140,81.8,5572918739,141,27.1,5572918735,56,Center,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786746589,210,1,1,26,43,335mseh7gazfrf4eu6w9htw6i,0,9.2,79.7,2025-03-10T14:26:53.485Z,2025-03-10T14:26:56Z,5572918845,1,,5572918841,212,39.6,5572918833,56,Back,5572918843,213,6.21,5572918839,141,75.6,5572918829,155,,5572918835,140,46.8,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746621,212,1,1,26,46,335mseh7gazfrf4eu6w9htw6i,1,35.8,69.7,2025-03-10T14:26:57.125Z,2025-03-10T14:26:58Z,5572919015,212,14.9,5572919013,141,52.1,5572919009,56,Back,5572919017,213,5.35,5572919011,140,44.2,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746625,213,1,1,26,48,335mseh7gazfrf4eu6w9htw6i,0,44.4,51.9,2025-03-10T14:26:58.641Z,2025-03-10T14:26:59Z,5572919051,212,30.9,5572919045,56,Center,5572919049,141,39.7,5572919053,213,6.01,5572919047,140,72.7,,,,,,,,,,5nzjwpjfso7bmwo37f92jl3ze,Mirjalol Kasimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746643,208,59,1,26,52,8uacz8yrceknwsreon4rb5i8o,1,25.2,68.7,2025-03-10T14:27:02.519Z,2025-03-10T14:27:03Z,5572919167,56,Back,,,,,,,,,,,,,,,,,,,,,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2786746649,209,1,1,26,53,8uacz8yrceknwsreon4rb5i8o,0,25.2,68.7,2025-03-10T14:27:03.399Z,2025-03-10T14:33:18Z,5572919195,212,24.9,5572919193,141,100,5572919199,1,,5572919189,56,Back,5572919191,140,35,5572919187,157,,5572919197,213,1.14,,,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2786746645,214,5,1,26,53,335mseh7gazfrf4eu6w9htw6i,1,63.4,-2,2025-03-10T14:27:03.687Z,2025-03-10T14:33:21Z,5572919171,56,Right,5572919263,233,210,5572919173,347,,,,,,,,,,,,,,,,,5nzjwpjfso7bmwo37f92jl3ze,Mirjalol Kasimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786746657,210,5,1,26,54,8uacz8yrceknwsreon4rb5i8o,0,36.6,102,2025-03-10T14:27:04.283Z,2025-03-10T14:33:21Z,5572919235,56,Back,5572919269,233,214,5572919237,347,,,,,,,,,,,,,,,,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2786747351,211,27,1,28,3,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T14:28:13.423Z,2025-03-10T14:28:20Z,5572923131,41,Injury,5572923159,233,215,5572923133,53,11xl1jtpjn674dw6yxfv33pey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786747297,215,27,1,28,3,335mseh7gazfrf4eu6w9htw6i,1,0,0,2025-03-10T14:28:13.423Z,2025-03-10T14:28:20Z,5572923135,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747655,212,28,1,28,46,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-10T14:28:57.143Z,2025-03-10T14:28:59Z,5572924921,55,211,5572925065,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786747675,216,28,1,28,46,335mseh7gazfrf4eu6w9htw6i,1,0,0,2025-03-10T14:28:57.143Z,2025-03-10T14:28:58Z,5572925027,55,215,5572925055,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747707,217,1,1,28,50,335mseh7gazfrf4eu6w9htw6i,1,54.2,0,2025-03-10T14:29:00.402Z,2025-03-10T14:29:03Z,5572925219,141,31.3,5572925217,140,55.3,5572925213,107,,5572925227,213,1.52,5572925215,56,Center,5572925229,1,,5572925241,189,,5572925223,212,22.2,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747739,218,1,1,28,53,335mseh7gazfrf4eu6w9htw6i,1,63.3,46.7,2025-03-10T14:29:03.574Z,2025-03-10T14:29:06Z,5572925339,140,59.8,5572925337,56,Center,5572925343,212,14,5572925341,141,66.6,5572925345,213,1.84,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747757,219,1,1,28,55,335mseh7gazfrf4eu6w9htw6i,1,62.5,60.3,2025-03-10T14:29:06.136Z,2025-03-10T14:29:07Z,5572925447,141,45.4,5572925445,140,60.1,5572925449,212,10.4,5572925443,56,Center,5572925451,213,4.47,,,,,,,,,,9j7ldugih7jluatsnjb1jcgd1,Zodingliana Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747775,220,1,1,28,57,335mseh7gazfrf4eu6w9htw6i,1,60.2,45.4,2025-03-10T14:29:07.777Z,2025-03-10T14:29:10Z,5572925577,212,16.2,5572925567,56,Back,5572925571,140,47.2,5572925575,141,32.5,5572925579,213,3.71,,,,,,,,,,5nzjwpjfso7bmwo37f92jl3ze,Mirjalol Kasimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747799,221,1,1,29,0,335mseh7gazfrf4eu6w9htw6i,1,47.2,32.5,2025-03-10T14:29:10.808Z,2025-03-10T14:29:13Z,5572925707,213,1.57,5572925701,140,47.3,5572925699,56,Back,5572925703,141,72.3,5572925705,212,27.1,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747815,222,1,1,29,3,335mseh7gazfrf4eu6w9htw6i,1,47.3,72.3,2025-03-10T14:29:13.620Z,2025-03-10T14:29:16Z,5572925853,141,65.7,5572925851,140,57.1,5572925857,213,5.87,5572925849,56,Center,5572925855,212,11.2,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747837,223,1,1,29,6,335mseh7gazfrf4eu6w9htw6i,1,57.7,69.6,2025-03-10T14:29:16.354Z,2025-03-10T14:29:19Z,5572925991,140,73.4,5572925997,213,0.84,5572925989,56,Left,5572925993,141,96.6,5572925995,212,24.7,,,,,,,,,,6vhnh2pt7o4wcxltwru4zwtwq,Amarjit Singh Kiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747861,224,1,1,29,8,335mseh7gazfrf4eu6w9htw6i,1,73.4,96.6,2025-03-10T14:29:18.932Z,2025-03-10T14:29:20Z,5572926103,140,70.2,5572926109,213,4.24,5572926105,141,86.9,5572926101,56,Left,5572926107,212,7.4,,,,,,,,,,8biopg2xct41y90c99xuavze,Makan Chote ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747879,225,1,1,29,10,335mseh7gazfrf4eu6w9htw6i,1,70.2,86.9,2025-03-10T14:29:20.260Z,2025-03-10T14:29:22Z,5572926203,56,Left,5572926211,213,1.27,5572926209,212,6,5572926207,141,95.4,5572926205,140,71.9,,,,,,,,,,9j7ldugih7jluatsnjb1jcgd1,Zodingliana Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747887,226,50,1,29,11,335mseh7gazfrf4eu6w9htw6i,1,67.8,96.1,2025-03-10T14:29:22.026Z,2025-03-10T14:34:50Z,5572926245,286,,5572942113,233,213,5572926243,56,Left,,,,,,,,,,,,,,,,8biopg2xct41y90c99xuavze,Makan Chote ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
2786747917,213,7,1,29,11,8uacz8yrceknwsreon4rb5i8o,1,30.6,3.8,2025-03-10T14:29:22.027Z,2025-03-10T14:34:51Z,5572926385,56,Back,5572926389,285,,5572942075,233,226,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2786747913,227,5,1,29,12,335mseh7gazfrf4eu6w9htw6i,1,65.6,101.6,2025-03-10T14:29:23.042Z,2025-03-10T14:35:11Z,5572926377,347,,5572926375,56,Left,5572926447,233,214,,,,,,,,,,,,,,,,8biopg2xct41y90c99xuavze,Makan Chote ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,
