id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,,teamName,Position
2775651519,376,2,1,44,39,7xo09xnh3y03lyai6azr77fo0,1,66.7,46.7,2025-02-13T14:45:02.845Z,2025-02-13T14:45:09Z,5512341823,141,57.9,5512341897,7,xm1pai2cllklkwkgpb7n5mmt,5512341821,140,84.8,5512341899,56,Center,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651531,422,55,1,44,39,ajwqetklk0m22x7ifsjax5yi,1,12.2,71.6,2025-02-13T14:45:02.846Z,2025-02-13T15:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651737,434,70,1,45,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-02-13T14:45:24.255Z,2025-02-13T14:45:59Z,5512342973,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651627,423,1,1,45,4,ajwqetklk0m22x7ifsjax5yi,1,11.7,49.6,2025-02-13T14:45:27.587Z,2025-02-13T14:45:31Z,5512342421,213,0.37,5512342411,241,,5512342417,141,85.1,5512342413,56,Left,5512342419,212,66.5,5512342423,1,,5512342415,140,70.7,5512342407,5,,5jtd252do025958pgqkigc0d1,Albino Gomes,5512342409,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2775651629,424,1,1,45,8,ajwqetklk0m22x7ifsjax5yi,1,71,85.6,2025-02-13T14:45:31.674Z,2025-02-13T14:45:32Z,5512342437,141,78.1,5512342433,56,Center,5512342439,212,5.9,5512342435,140,68.1,5512342441,213,4.17,5512342431,3,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651639,425,1,1,45,9,ajwqetklk0m22x7ifsjax5yi,1,68.2,79.3,2025-02-13T14:45:32.546Z,2025-02-13T14:45:35Z,5512342473,212,8.2,5512342469,140,74.1,5512342467,56,Center,5512342475,213,5.57,5512342471,141,71.4,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651645,426,1,1,45,11,ajwqetklk0m22x7ifsjax5yi,1,69.9,66,2025-02-13T14:45:35.169Z,2025-02-13T14:45:36Z,5512342525,212,16.5,5512342521,140,62.2,5512342527,213,2.08,5512342519,56,Left,5512342523,141,87.2,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651653,427,1,1,45,13,ajwqetklk0m22x7ifsjax5yi,0,61.7,87.1,2025-02-13T14:45:36.488Z,2025-02-13T14:45:38Z,5512342575,141,95,5512342571,56,Left,5512342579,213,0.62,5512342577,212,9.3,5512342573,140,68.9,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651659,428,43,1,45,15,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-02-13T14:45:39.227Z,2025-02-13T14:45:43Z,5512342693,144,61,5512342609,56,Left,,,,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651665,377,8,1,45,16,7xo09xnh3y03lyai6azr77fo0,1,24.5,3.8,2025-02-13T14:45:40.077Z,2025-02-13T14:45:40Z,5512342623,56,Back,,,,,,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651667,429,1,1,45,16,ajwqetklk0m22x7ifsjax5yi,0,69.6,96.8,2025-02-13T14:45:40.299Z,2025-02-13T14:45:40Z,5512342635,213,5.05,5512342631,141,93.3,5512342633,212,2.5,5512342627,56,Left,5512342629,140,70.4,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651677,378,61,1,45,17,7xo09xnh3y03lyai6azr77fo0,1,25.5,1.7,2025-02-13T14:45:40.743Z,2025-02-13T14:47:03Z,5512342671,56,Back,,,,,,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651679,379,5,1,45,18,7xo09xnh3y03lyai6azr77fo0,0,30.2,-1.2,2025-02-13T14:45:41.733Z,2025-02-13T15:02:00Z,5512342677,347,,5512342779,233,430,5512342675,56,Back,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651693,430,5,1,45,18,ajwqetklk0m22x7ifsjax5yi,1,69.8,101.2,2025-02-13T14:45:41.733Z,2025-02-13T14:45:47Z,5512342751,233,379,5512342749,347,,5512342747,56,Left,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651713,431,1,1,45,22,ajwqetklk0m22x7ifsjax5yi,1,67.1,100,2025-02-13T14:45:45.645Z,2025-02-13T14:45:51Z,5512342861,141,93.6,5512342855,107,,5512342867,1,,5512342863,212,23.4,5512342865,213,6.05,5512342857,56,Left,5512342859,140,88.8,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651717,432,1,1,45,27,ajwqetklk0m22x7ifsjax5yi,0,88.1,96,2025-02-13T14:45:50.931Z,2025-02-13T14:45:52Z,5512342875,140,86,5512342881,213,2.99,5512342925,286,,5512342873,56,Left,5512342877,141,96.5,5512342879,212,2.2,5512342919,236,,5512342921,233,380,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651723,380,74,1,45,27,7xo09xnh3y03lyai6azr77fo0,1,15.4,2.5,2025-02-13T14:45:50.932Z,2025-02-13T15:56:08Z,5512342911,285,,5512342927,233,432,5512342909,56,Back,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651727,381,5,1,45,29,7xo09xnh3y03lyai6azr77fo0,0,18,-1.2,2025-02-13T14:45:52.618Z,2025-02-13T15:02:00Z,5512342977,233,433,5512342937,56,Back,5512342939,347,,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651731,433,5,1,45,29,ajwqetklk0m22x7ifsjax5yi,1,82,101.2,2025-02-13T14:45:52.618Z,2025-02-13T14:46:47Z,5512342969,233,381,5512342963,347,,5512342961,56,Left,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651779,435,1,1,45,45,ajwqetklk0m22x7ifsjax5yi,0,87.2,100,2025-02-13T14:46:09.388Z,2025-02-13T14:46:13Z,5512343201,141,58.4,5512343207,1,,5512343199,140,91.2,5512343203,212,29.9,5512343197,56,Center,5512343195,107,,5512343205,213,4.85,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651781,382,12,1,45,49,7xo09xnh3y03lyai6azr77fo0,1,7.4,35.8,2025-02-13T14:46:13.245Z,2025-02-13T14:46:18Z,5512343211,140,8.8,5512343217,213,4.77,5512343213,141,0,5512343223,15,,5512343263,167,,5512343209,56,Back,5512343215,212,24.8,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651793,383,5,1,45,51,7xo09xnh3y03lyai6azr77fo0,0,9.8,-1.4,2025-02-13T14:46:14.589Z,2025-02-13T15:02:00Z,5512343293,347,,5512343291,56,Back,5512343323,233,436,,,,,,,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651787,436,5,1,45,51,ajwqetklk0m22x7ifsjax5yi,1,90.2,101.4,2025-02-13T14:46:14.589Z,2025-02-13T15:02:00Z,5512343265,56,Left,5512343319,233,383,5512343267,347,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651821,437,1,1,46,8,ajwqetklk0m22x7ifsjax5yi,0,89,100,2025-02-13T14:46:32.358Z,2025-02-13T14:46:35Z,5512343455,213,4.89,5512343453,212,27.9,5512343457,1,,5512343445,107,,5512343447,56,Center,5512343451,141,61.7,5512343449,140,93.8,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651823,384,12,1,46,11,7xo09xnh3y03lyai6azr77fo0,1,4.9,35.7,2025-02-13T14:46:34.909Z,2025-02-13T14:46:39Z,5512343467,212,21.4,5512343463,140,21.2,5512343469,213,5.64,5512343461,56,Back,5512343499,15,,5512343465,141,16.8,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651835,385,12,1,46,15,7xo09xnh3y03lyai6azr77fo0,1,21.2,16.8,2025-02-13T14:46:39.005Z,2025-02-13T14:46:40Z,5512343565,140,32.1,5512343583,167,,5512343563,56,Back,5512343567,141,0,5512343571,213,5.48,5512343569,212,16.4,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651837,386,5,1,46,16,7xo09xnh3y03lyai6azr77fo0,0,31.6,-1,2025-02-13T14:46:39.526Z,2025-02-13T15:02:01Z,5512343577,347,,5512343691,233,438,5512343575,56,Back,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651853,438,5,1,46,16,ajwqetklk0m22x7ifsjax5yi,1,68.4,101,2025-02-13T14:46:39.526Z,2025-02-13T15:02:01Z,5512343647,347,,5512343671,233,386,5512343645,56,Left,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651879,439,1,1,46,26,ajwqetklk0m22x7ifsjax5yi,1,69.4,100,2025-02-13T14:46:50.180Z,2025-02-13T14:46:51Z,5512343775,140,88.8,5512343781,213,6.02,5512343779,212,21.1,5512343773,56,Left,5512343777,141,93.8,5512343771,107,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651887,440,1,1,46,27,ajwqetklk0m22x7ifsjax5yi,1,92.6,92.1,2025-02-13T14:46:51.061Z,2025-02-13T14:46:52Z,5512343821,141,94.8,5512343817,56,Left,5512343823,212,13.7,5512343819,140,79.7,5512343825,213,3.01,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651891,441,1,1,46,29,ajwqetklk0m22x7ifsjax5yi,0,79.7,94.8,2025-02-13T14:46:52.582Z,2025-02-13T14:46:59Z,5512343839,212,6.8,5512343833,56,Left,5512343837,141,90.8,5512343835,140,85.6,5512343841,213,5.87,5512343831,155,,5512343829,2,,5512343931,233,387,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651893,387,61,1,46,29,7xo09xnh3y03lyai6azr77fo0,1,11.7,14.1,2025-02-13T14:46:52.682Z,2025-02-13T14:46:56Z,5512343849,56,Back,,,,,,,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651919,388,5,1,46,32,7xo09xnh3y03lyai6azr77fo0,0,1.8,-1.1,2025-02-13T14:46:55.729Z,2025-02-13T15:02:01Z,5512343965,347,,5512343977,233,442,5512343963,56,Back,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651909,442,5,1,46,32,ajwqetklk0m22x7ifsjax5yi,1,98.2,101.1,2025-02-13T14:46:55.729Z,2025-02-13T15:02:01Z,5512343929,347,,5512343927,56,Left,5512343971,233,388,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651933,443,1,1,46,45,ajwqetklk0m22x7ifsjax5yi,0,99,100,2025-02-13T14:47:09.082Z,2025-02-13T14:47:11Z,5512344079,107,,5512344091,1,,5512344081,56,Center,5512344085,141,61.2,5512344089,213,4.48,5512344087,212,28.3,5512344083,140,92.8,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651935,389,41,1,46,48,7xo09xnh3y03lyai6azr77fo0,1,3.6,39.7,2025-02-13T14:47:11.853Z,2025-02-13T14:47:13Z,5512344115,140,19.8,5512344117,141,31,5512344119,212,18,5512344121,213,5.95,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2775651939,390,12,1,46,50,7xo09xnh3y03lyai6azr77fo0,1,19.8,31,2025-02-13T14:47:13.581Z,2025-02-13T14:47:15Z,5512344141,213,4.85,5512344135,140,22.5,5512344139,212,21.4,5512344137,141,0,5512344147,167,,5512344133,56,Back,,,,,,,e41kyipdxjy3gkni3idz31mac,Parthib Gogoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651941,391,5,1,46,50,7xo09xnh3y03lyai6azr77fo0,0,20.2,-0.4,2025-02-13T14:47:14.213Z,2025-02-13T15:02:02Z,5512344143,56,Back,5512344283,233,444,5512344145,347,,,,,,,,,,,,,,,,,e41kyipdxjy3gkni3idz31mac,Parthib Gogoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651965,444,5,1,46,50,ajwqetklk0m22x7ifsjax5yi,1,79.8,100.4,2025-02-13T14:47:14.213Z,2025-02-13T15:02:02Z,5512344275,56,Left,5512344279,233,391,5512344277,347,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651975,445,1,1,47,8,ajwqetklk0m22x7ifsjax5yi,0,83.6,100,2025-02-13T14:47:31.418Z,2025-02-13T14:47:32Z,5512344341,212,24.1,5512344345,1,,5512344335,56,Center,5512344343,213,5.11,5512344337,140,92.5,5512344333,107,,5512344339,141,68.1,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775651981,392,12,1,47,9,7xo09xnh3y03lyai6azr77fo0,1,7.2,37.1,2025-02-13T14:47:33.070Z,2025-02-13T14:47:34Z,5512344359,213,4.73,5512344357,212,26.1,5512344353,140,7.7,5512344355,141,0,5512344367,167,,5512344351,56,Back,5512344361,15,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775651983,393,5,1,47,10,7xo09xnh3y03lyai6azr77fo0,0,7.2,-1.2,2025-02-13T14:47:33.823Z,2025-02-13T15:02:02Z,5512344365,347,,5512344491,233,446,5512344363,56,Back,,,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652013,446,5,1,47,10,ajwqetklk0m22x7ifsjax5yi,1,92.8,101.2,2025-02-13T14:47:33.823Z,2025-02-13T14:53:06Z,5512344479,347,,5512344477,56,Left,5512344481,233,393,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652041,447,1,1,47,26,ajwqetklk0m22x7ifsjax5yi,0,94.2,100,2025-02-13T14:47:49.656Z,2025-02-13T14:47:55Z,5512344621,107,,5512344633,1,,5512344631,213,4.54,5512344627,141,66.6,5512344623,56,Center,5512344629,212,23.7,5512344625,140,90.4,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652045,394,12,1,47,30,7xo09xnh3y03lyai6azr77fo0,1,6.3,46.9,2025-02-13T14:47:53.661Z,2025-02-13T14:47:57Z,5512344657,141,45.8,5512344653,56,Back,5512344659,212,2.6,5512344661,213,3.43,5512344655,140,3.9,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652191,403,11,1,47,30,7xo09xnh3y03lyai6azr77fo0,0,4.1,50.3,2025-02-13T14:47:54.214Z,2025-02-13T14:50:34Z,5512346779,56,Back,5512346781,88,,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2775652051,448,15,1,47,30,ajwqetklk0m22x7ifsjax5yi,1,97.3,47.5,2025-02-13T14:47:54.226Z,2025-02-13T14:53:28Z,5512344683,16,,5512346341,108,,5512344685,56,Center,5512346345,458,,5512346335,80,,5512346347,100,,5512346343,328,,5512346337,102,47.5,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,5512346355,230,98.5,5512345197,82,,5512346787,20,5512346353,147,47.5,5512346357,231,50,5512348561,233,395,5512345191,160,,,,5512346351,146,,100,5512346339,103,19,5512346349,101,,,Jamshedpur FC,
2775652049,395,10,1,47,30,7xo09xnh3y03lyai6azr77fo0,1,1.8,50.5,2025-02-13T14:47:54.326Z,2025-02-13T17:05:45Z,5512344677,56,Back,5512345167,14,,5512348549,233,448,5512344675,94,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652057,449,15,1,47,31,ajwqetklk0m22x7ifsjax5yi,1,95.9,43.3,2025-02-13T14:47:54.878Z,2025-02-13T14:53:24Z,5512346381,160,,5512346425,458,,5512344717,56,Center,5512346427,100,,5512346423,328,,5512346419,103,19,5512344715,60,,5512346387,82,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,5512348505,233,396,5512346415,80,,5512346833,72,5512346417,102,47.4,5512346429,146,98.1,5512346431,147,45.5,5512346435,231,49.6,,,5512346433,230,,100,,,,,,,,Jamshedpur FC,
2775652055,396,10,1,47,31,7xo09xnh3y03lyai6azr77fo0,1,1.9,54.5,2025-02-13T14:47:54.978Z,2025-02-13T15:01:07Z,5512344709,56,Back,5512352145,233,449,5512344707,94,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652063,450,15,1,47,33,ajwqetklk0m22x7ifsjax5yi,1,93.3,39.1,2025-02-13T14:47:56.776Z,2025-02-13T15:01:07Z,5512345103,80,,5512346699,108,,5512345107,103,19,5512345119,231,47.5,5512345105,102,46,5512345101,72,,5512345115,147,43,5512344743,17,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,5512345099,160,,5512352137,233,,5512345109,458,5512345047,82,,5512345117,230,100,5512344745,56,Center,5512345113,146,97.1,398,,5512346701,328,,,5512345111,100,,,,,,Jamshedpur FC,
2775652115,398,10,1,47,33,7xo09xnh3y03lyai6azr77fo0,1,2.9,57,2025-02-13T14:47:56.876Z,2025-02-13T15:01:08Z,5512352141,233,450,5512345081,56,Back,5512345079,94,,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652061,397,60,1,47,37,7xo09xnh3y03lyai6azr77fo0,0,2.5,51.8,2025-02-13T14:48:01.069Z,2025-02-13T14:48:06Z,5512344825,56,Back,,,,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2775652151,399,6,1,47,39,7xo09xnh3y03lyai6azr77fo0,0,2.2,59.8,2025-02-13T14:48:02.732Z,2025-02-13T15:01:41Z,5512345353,56,Back,5512345753,233,451,5512345355,73,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652067,451,6,1,47,39,ajwqetklk0m22x7ifsjax5yi,1,97.8,40.2,2025-02-13T14:48:02.732Z,2025-02-13T15:01:41Z,5512344773,56,Center,5512344775,75,,5512345749,233,399,,,,,,,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652159,452,1,1,48,11,ajwqetklk0m22x7ifsjax5yi,1,99.5,0.5,2025-02-13T14:48:34.687Z,2025-02-13T14:48:40Z,5512345407,213,1.69,5512345403,141,65.8,5512345405,212,44.7,5512345401,140,94.4,5512345399,56,Center,5512345409,1,,5512345391,2,,5512345397,223,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,5512345393,6,,5512345395,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652167,453,44,1,48,14,ajwqetklk0m22x7ifsjax5yi,1,94.4,64.4,2025-02-13T14:48:37.697Z,2025-02-13T15:01:38Z,5512345463,286,,5512345461,56,Center,5512345465,233,400,,,,,,,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652163,400,44,1,48,14,7xo09xnh3y03lyai6azr77fo0,0,5.6,35.6,2025-02-13T14:48:37.698Z,2025-02-13T15:01:38Z,5512345443,56,Back,5512345445,285,,5512345469,233,453,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652169,454,1,1,48,15,ajwqetklk0m22x7ifsjax5yi,1,94.2,65.7,2025-02-13T14:48:38.938Z,2025-02-13T14:48:40Z,5512345475,56,Center,5512345481,212,3.1,5512345479,141,61.8,5512345473,3,,5512345477,140,95.7,5512345483,213,5.25,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652181,456,61,1,48,16,ajwqetklk0m22x7ifsjax5yi,0,95.4,62,2025-02-13T14:48:39.574Z,2025-02-13T14:51:06Z,5512345519,56,Center,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652185,401,12,1,48,16,7xo09xnh3y03lyai6azr77fo0,1,5.7,34.6,2025-02-13T14:48:39.628Z,2025-02-13T14:50:50Z,5512345551,213,5.79,5512345549,212,51,5512345547,141,0,5512345545,140,48.4,5512345541,56,Back,5512345567,167,,5512347059,233,459,5512347057,397,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775652467,459,74,1,48,16,ajwqetklk0m22x7ifsjax5yi,1,87.6,65.7,2025-02-13T14:48:39.629Z,2025-02-13T14:50:50Z,5512347041,56,Center,5512347053,397,,5512347065,233,401,5512347043,285,,,,,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652177,455,61,1,48,16,ajwqetklk0m22x7ifsjax5yi,0,95.7,61.8,2025-02-13T14:48:39.903Z,2025-02-13T14:51:10Z,5512345513,56,Center,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775652187,402,5,1,48,18,7xo09xnh3y03lyai6azr77fo0,0,46.6,-1.3,2025-02-13T14:48:42.162Z,2025-02-13T15:02:03Z,5512345553,56,Back,5512346361,233,457,5512345555,347,,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
