id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,,teamName,Position
2775636237,1,34,16,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-02-13T13:05:50.962Z,2025-02-13T13:05:51Z,5512252399,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5512252401,194,3vdeg67iuouaj5rfdrnh14h5h,5512252393,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5512252397,130,2,5512252395,59,"32, 77, 23, 14, 4, 3, 7, 8, 9, 10, 11, 6, 12, 15, 17, 18, 20, 21, 24, 33",5512252391,30,"5jtd252do025958pgqkigc0d1, 1ilh1vogo8mggj0vhf2oknswk, a1rjrfrukdqfztu8c9l88wduc, ex1jk22ckbwg721ie0azus2c5, 14w76iqim5kly2adzwc9n6wgl, banlw3aybtscei2n206mlzf85, 31g5m4lerjmoykobyt8cckxxx, 3i9ye7yfz4j9bhbi8gco7mjca, 88x8tqxamao1dzdfz5libluui, 3vdeg67iuouaj5rfdrnh14h5h, 11een7yuvw4psjhjuakk75clw, 9vjotu14gqx0jhgrs12qwkezt, c3a0lyz3sn54rehi0tk1pba39, 2z2u1jd91uyccw2pn5qoiti0a, e2kge0d4o0jg6ndxsq0tm0x9m, 3e4twzsgwcxza9739q17gn4h6, 7q0oc78bzao7g3iy7zoobmy1, 27ep4aadiffsck8usuolvc416, 7ci9hj1m4rzmmu0cvyk2iy0ru, b8l2ubkujj1lhnld7k97qa2qy",5512252403,197,21428,5512252405,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775636337,1,34,16,0,0,7xo09xnh3y03lyai6azr77fo0,1,0,0,2025-02-13T13:06:36.253Z,2025-02-13T13:06:36Z,5512252991,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5512252987,59,"1, 22, 77, 6, 12, 4, 19, 13, 11, 10, 14, 2, 3, 16, 17, 23, 26, 29, 32, 50",5512252983,30,"f1tuc3g6x0bvykbf3l6kckhnu, 27cg2gd6m8m4cw75j37dquxud, 31a4sn8saxhfnh57j7c1yy2ac, cmipqs8kvp9fztc1ekgzlwogl, dq2edinn9zcsx9ztdmkw33l61, awmnvgz0piarvn8o7b7zk57f9, 5g8572gxi73ztuk13kttx9b84, 6vak9npg73k6di2oagxg8ttgq, e41kyipdxjy3gkni3idz31mac, xm1pai2cllklkwkgpb7n5mmt, 8dzeq723volchfye1smryolt6, dpg6dskbwuf9die5imz7z1y7e, 6ariy9j4fdbyhn54pldheaz56, 6gu13e7x453t0lhnmz1gfr2tw, 989i9o2rat334wwkdlqssejh0, 8e7tqocxsueniln7rzsy2l46i, 7hdjglam5w0880u4mqxs4onsa, 1gvtrxfn3vt9ddiextvtjicd0, 1ctlomg9lmbz9y86xgonquvsa, 4mzaycg26owpa7i0etvntogh6",5512252989,130,8,5512252993,194,awmnvgz0piarvn8o7b7zk57f9,5512252997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5512252985,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5512252995,197,21982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775641999,2,32,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-02-13T14:00:23.392Z,2025-02-13T14:00:26Z,5512286465,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775641991,2,32,1,0,0,7xo09xnh3y03lyai6azr77fo0,1,0,0,2025-02-13T14:00:23.392Z,2025-02-13T14:00:23Z,5512286447,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642017,3,1,1,0,0,ajwqetklk0m22x7ifsjax5yi,1,50.3,50.1,2025-02-13T14:00:23.393Z,2025-02-13T14:00:27Z,5512286547,140,27.1,5512286551,212,24.4,5512286549,141,51.2,5512286545,56,Back,5512286553,213,3.11,5512286555,279,S,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642023,4,1,1,0,3,ajwqetklk0m22x7ifsjax5yi,0,27.1,50.4,2025-02-13T14:00:27.297Z,2025-02-13T14:00:27Z,5512286579,212,1.5,5512286577,141,51,5512286573,140,28.5,5512286569,157,,5512286585,1,,5512286571,56,Back,5512286583,213,0.27,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642031,3,61,1,0,6,7xo09xnh3y03lyai6azr77fo0,1,54.9,56.6,2025-02-13T14:00:29.898Z,2025-02-13T14:52:23Z,5512286619,56,Center,,,,,,,,,,,,,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642039,5,1,1,0,7,ajwqetklk0m22x7ifsjax5yi,1,24.9,58.8,2025-02-13T14:00:30.840Z,2025-02-13T14:00:32Z,5512286661,56,Back,5512286665,141,52.4,5512286669,213,5.56,5512286667,212,6.6,5512286663,140,29.6,,,,,,,,,,banlw3aybtscei2n206mlzf85,Lazar Ćirković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642047,6,1,1,0,8,ajwqetklk0m22x7ifsjax5yi,1,32.6,52.8,2025-02-13T14:00:31.959Z,2025-02-13T14:00:33Z,5512286707,141,41,5512286703,56,Back,5512286709,212,12.4,5512286705,140,23.6,5512286711,213,3.85,,,,,,,,,,ex1jk22ckbwg721ie0azus2c5,Pronay Halder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642059,7,1,1,0,10,ajwqetklk0m22x7ifsjax5yi,0,21.3,37.1,2025-02-13T14:00:33.463Z,2025-02-13T16:00:20Z,5512286805,1,,5512286803,213,0.65,5512286795,56,Left,5512286799,141,81.7,5512286793,157,,5512286797,140,59.1,5512286801,212,50,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775663657,885,1,1,0,11,ajwqetklk0m22x7ifsjax5yi,0,47.6,85.3,2025-02-13T14:00:34.392Z,2025-02-13T16:00:42Z,5512414549,56,Left,5512414551,140,54.7,5512414547,168,,5512414545,3,,5512414553,141,82.3,5512414557,213,6.02,5512414555,212,7.7,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642055,4,61,1,0,12,7xo09xnh3y03lyai6azr77fo0,1,35.2,17.6,2025-02-13T14:00:35.563Z,2025-02-13T14:00:35Z,5512286769,56,Back,,,,,,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642067,8,1,1,0,13,ajwqetklk0m22x7ifsjax5yi,1,49.4,84.7,2025-02-13T14:00:37.273Z,2025-02-13T14:00:38Z,5512286841,141,89.1,5512286845,213,2.88,5512286837,56,Back,5512286843,212,11.5,5512286839,140,38.8,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642069,9,1,1,0,14,ajwqetklk0m22x7ifsjax5yi,0,37.7,88.6,2025-02-13T14:00:38.192Z,2025-02-13T14:00:39Z,5512286857,213,5.32,5512286853,141,68.1,5512286849,56,Back,5512286851,140,47,5512286855,212,17,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642071,5,49,1,0,16,7xo09xnh3y03lyai6azr77fo0,1,56.6,32.5,2025-02-13T14:00:39.579Z,2025-02-13T14:00:39Z,,,,,,,,,,,,,,,,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642077,6,1,1,0,16,7xo09xnh3y03lyai6azr77fo0,1,56.6,32.5,2025-02-13T14:00:39.867Z,2025-02-13T14:00:41Z,5512286883,213,0,5512286877,140,69.9,5512286879,141,32.5,5512286875,56,Center,5512286881,212,14,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642079,7,1,1,0,18,7xo09xnh3y03lyai6azr77fo0,1,70.6,34.3,2025-02-13T14:00:41.691Z,2025-02-13T14:00:43Z,5512286891,56,Center,5512286895,141,25,5512286899,213,4.28,5512286897,212,7,5512286893,140,67.8,,,,,,,,,,e41kyipdxjy3gkni3idz31mac,Parthib Gogoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642081,8,1,1,0,19,7xo09xnh3y03lyai6azr77fo0,1,67.8,25,2025-02-13T14:00:43.275Z,2025-02-13T14:00:44Z,5512286915,213,5.35,5512286909,140,76.3,5512286907,56,Right,5512286913,212,14.9,5512286911,141,7.4,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642083,9,1,1,0,20,7xo09xnh3y03lyai6azr77fo0,1,76.3,7.4,2025-02-13T14:00:44.202Z,2025-02-13T14:00:46Z,5512286923,140,93.2,5512286927,212,17.9,5512286929,213,0.11,5512286925,141,10.4,5512286921,56,Right,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642087,10,1,1,0,22,7xo09xnh3y03lyai6azr77fo0,0,93.2,10.4,2025-02-13T14:00:45.931Z,2025-02-13T14:00:48Z,5512286955,212,4.2,5512286963,236,,5512286969,286,,5512286957,213,1.95,5512286965,233,10,5512286953,141,16.2,5512286945,2,,5512286949,56,Right,e41kyipdxjy3gkni3idz31mac,Parthib Gogoi,5512286951,140,91.7,5512286947,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642089,10,12,1,0,22,ajwqetklk0m22x7ifsjax5yi,1,10.1,82.1,2025-02-13T14:00:46.031Z,2025-02-13T14:00:48Z,5512286959,185,,5512286973,233,10,5512286961,56,Back,,,,,,,,,,,,,,,,banlw3aybtscei2n206mlzf85,Lazar Ćirković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642095,11,5,1,0,24,ajwqetklk0m22x7ifsjax5yi,0,8.4,101.2,2025-02-13T14:00:47.666Z,2025-02-13T15:01:42Z,5512286991,56,Back,5512287149,347,,5512290495,233,12,,,,,,,,,,,,,,,,banlw3aybtscei2n206mlzf85,Lazar Ćirković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642111,12,5,1,0,24,7xo09xnh3y03lyai6azr77fo0,1,91.6,-1.2,2025-02-13T14:00:47.666Z,2025-02-13T15:01:41Z,5512287105,347,,5512287103,56,Right,5512290491,233,11,,,,,,,,,,,,,,,,e41kyipdxjy3gkni3idz31mac,Parthib Gogoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642119,13,1,1,0,35,7xo09xnh3y03lyai6azr77fo0,1,94.2,0,2025-02-13T14:00:58.410Z,2025-02-13T14:01:00Z,5512287145,213,2.1,5512287135,107,,5512287143,212,12.2,5512287137,56,Right,5512287139,140,88.3,5512287141,141,14.4,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642123,14,1,1,0,37,7xo09xnh3y03lyai6azr77fo0,1,88.3,14.4,2025-02-13T14:01:00.714Z,2025-02-13T14:01:01Z,5512287171,213,4.59,5512287169,212,7.1,5512287167,141,4.1,5512287163,56,Right,5512287165,140,87.5,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642133,15,1,1,0,38,7xo09xnh3y03lyai6azr77fo0,1,87.5,4.1,2025-02-13T14:01:01.787Z,2025-02-13T14:01:07Z,5512287235,155,,5512287245,212,37.1,5512287239,56,Center,5512287249,1,,5512287243,141,58.7,5512287247,213,1.6,5512287241,140,86.5,5512287231,2,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642135,16,61,1,0,43,7xo09xnh3y03lyai6azr77fo0,1,86.5,58.7,2025-02-13T14:01:07.322Z,2025-02-13T14:01:07Z,5512287253,56,Center,,,,,,,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642153,17,1,1,0,46,7xo09xnh3y03lyai6azr77fo0,1,78.7,94.2,2025-02-13T14:01:09.483Z,2025-02-13T14:01:16Z,5512287401,56,Left,5512287405,141,81.7,5512287407,212,9.4,5512287403,140,74.8,5512287409,213,4.26,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642161,18,1,1,0,52,7xo09xnh3y03lyai6azr77fo0,1,89,92,2025-02-13T14:01:16.218Z,2025-02-13T14:01:19Z,5512287457,212,16.3,5512287453,140,73.5,5512287459,213,3.07,5512287451,56,Left,5512287455,141,93.6,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642165,19,1,1,0,55,7xo09xnh3y03lyai6azr77fo0,1,72.7,95.9,2025-02-13T14:01:19.002Z,2025-02-13T14:01:20Z,5512287475,140,68.7,5512287481,213,4.38,5512287477,141,77.9,5512287473,56,Center,5512287479,212,12.9,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642177,20,1,1,0,56,7xo09xnh3y03lyai6azr77fo0,0,68.7,76.4,2025-02-13T14:01:20.299Z,2025-02-13T14:01:23Z,5512287545,141,69.1,5512287549,213,5.89,5512287543,140,80.1,5512287547,212,13,5512287541,56,Center,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642175,12,8,1,0,59,ajwqetklk0m22x7ifsjax5yi,1,21.9,33.3,2025-02-13T14:01:22.713Z,2025-02-13T14:01:22Z,5512287533,56,Back,,,,,,,,,,,,,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642183,13,49,1,1,1,ajwqetklk0m22x7ifsjax5yi,1,26.5,48.1,2025-02-13T14:01:24.633Z,2025-02-13T14:01:24Z,,,,,,,,,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642187,14,1,1,1,1,ajwqetklk0m22x7ifsjax5yi,1,26.6,51.6,2025-02-13T14:01:25.002Z,2025-02-13T14:01:26Z,5512287587,56,Back,5512287589,140,30.5,5512287593,212,15.3,5512287595,213,1.3,5512287591,141,73.3,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642189,15,1,1,1,2,ajwqetklk0m22x7ifsjax5yi,1,30.6,73.6,2025-02-13T14:01:25.973Z,2025-02-13T14:01:26Z,5512287605,212,10.2,5512287603,141,66.9,5512287607,213,5.82,5512287601,140,39.3,5512287599,56,Back,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642191,16,1,1,1,3,ajwqetklk0m22x7ifsjax5yi,1,39.3,66.9,2025-02-13T14:01:26.765Z,2025-02-13T14:01:27Z,5512287615,141,59.6,5512287619,213,3.88,5512287617,212,7.4,5512287613,140,34.1,5512287647,156,,5512287611,56,Back,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642203,17,1,1,1,4,ajwqetklk0m22x7ifsjax5yi,1,34,59.3,2025-02-13T14:01:28.170Z,2025-02-13T14:01:29Z,5512287681,56,Back,5512287685,141,43.9,5512287689,213,5.36,5512287683,140,41.6,5512287687,212,13.2,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642205,18,1,1,1,5,ajwqetklk0m22x7ifsjax5yi,1,40.9,43.1,2025-02-13T14:01:29.173Z,2025-02-13T14:01:30Z,5512287713,213,3.5,5512287721,156,,5512287705,56,Back,5512287711,212,10.4,5512287707,140,31.6,5512287709,141,37.7,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642225,19,1,1,1,7,ajwqetklk0m22x7ifsjax5yi,1,32.3,36,2025-02-13T14:01:31.094Z,2025-02-13T14:01:35Z,5512287781,56,Back,5512287787,212,21.3,5512287783,140,42.1,5512287789,213,5.22,5512287785,141,8.6,,,,,,,,,,ex1jk22ckbwg721ie0azus2c5,Pronay Halder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642229,20,1,1,1,11,ajwqetklk0m22x7ifsjax5yi,1,45.8,9.4,2025-02-13T14:01:35.129Z,2025-02-13T14:02:09Z,5512287821,140,54.4,5512287819,56,Center,5512287827,213,0.76,5512287823,141,22.1,5512287825,212,12.5,,,,,,,,,,31g5m4lerjmoykobyt8cckxxx,Imran Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642231,21,1,1,1,14,ajwqetklk0m22x7ifsjax5yi,1,54.3,20.9,2025-02-13T14:01:38.284Z,2025-02-13T14:01:40Z,5512287835,140,53.7,5512287839,212,8.6,5512287837,141,8.3,5512287833,56,Right,5512287841,213,4.64,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642233,22,1,1,1,17,ajwqetklk0m22x7ifsjax5yi,1,54.4,8.6,2025-02-13T14:01:40.591Z,2025-02-13T14:01:42Z,5512287895,213,0.37,5512287893,212,18,5512287887,56,Right,5512287889,140,70.4,5512287891,141,18.3,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642237,23,1,1,1,18,ajwqetklk0m22x7ifsjax5yi,0,68.6,17.4,2025-02-13T14:01:42.327Z,2025-02-13T16:01:29Z,5512287915,56,Center,5512287921,212,9.5,5512287923,213,1.89,5512287919,141,30.7,5512287917,140,65.8,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642239,21,1,1,1,20,7xo09xnh3y03lyai6azr77fo0,0,34,66.4,2025-02-13T14:01:44.026Z,2025-02-13T14:01:44Z,5512287935,213,0.33,5512287927,56,Back,5512287933,212,9.9,5512287929,140,42.9,5512287931,141,71.1,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642249,24,1,1,1,22,ajwqetklk0m22x7ifsjax5yi,1,59.3,36.9,2025-02-13T14:01:45.643Z,2025-02-13T14:01:48Z,5512287999,212,12.7,5512287993,56,Center,5512287997,141,52.2,5512288001,213,0.96,5512287995,140,66.2,,,,,,,,,,ex1jk22ckbwg721ie0azus2c5,Pronay Halder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642263,22,83,1,1,23,7xo09xnh3y03lyai6azr77fo0,1,28.8,48.4,2025-02-13T14:01:47.053Z,2025-02-13T14:11:25Z,5512299255,399,3i9ye7yfz4j9bhbi8gco7mjca,,,,,,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642251,25,61,1,1,24,ajwqetklk0m22x7ifsjax5yi,0,73.2,53.3,2025-02-13T14:01:48.052Z,2025-02-13T14:01:55Z,5512288005,56,Center,,,,,,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642265,23,52,1,1,29,7xo09xnh3y03lyai6azr77fo0,1,7.3,40.3,2025-02-13T14:01:52.491Z,2025-02-13T14:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2775642327,24,1,1,1,45,7xo09xnh3y03lyai6azr77fo0,0,13.3,51.5,2025-02-13T14:02:08.874Z,2025-02-13T14:02:10Z,5512288421,56,Right,5512288443,189,,5512288425,141,17,5512288431,1,,5512288429,213,5.85,5512288419,199,,5512288427,212,56,5512288423,140,61.7,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2775642331,26,61,1,1,47,ajwqetklk0m22x7ifsjax5yi,1,42,93,2025-02-13T14:02:10.792Z,2025-02-13T14:02:10Z,5512288447,56,Back,,,,,,,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642365,25,5,1,1,47,7xo09xnh3y03lyai6azr77fo0,1,57.4,-1.2,2025-02-13T14:02:11.379Z,2025-02-13T15:01:42Z,5512288619,347,,5512288617,56,Right,5512288621,233,27,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2775642335,27,5,1,1,47,ajwqetklk0m22x7ifsjax5yi,0,42.6,101.2,2025-02-13T14:02:11.379Z,2025-02-13T15:01:42Z,5512288625,233,25,5512288461,56,Back,5512288463,347,,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642369,26,1,1,1,55,7xo09xnh3y03lyai6azr77fo0,1,59.3,0,2025-02-13T14:02:19.002Z,2025-02-13T14:02:20Z,5512288661,140,44.2,5512288667,213,2.8,5512288663,141,7.3,5512288657,107,,5512288665,212,16.9,5512288659,56,Back,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642373,27,1,1,1,57,7xo09xnh3y03lyai6azr77fo0,1,44.2,7.3,2025-02-13T14:02:20.762Z,2025-02-13T14:02:21Z,5512288701,212,5.5,5512288699,141,2.9,5512288703,213,5.71,5512288697,140,48.6,5512288695,56,Back,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642377,28,1,1,1,58,7xo09xnh3y03lyai6azr77fo0,1,48.6,2.9,2025-02-13T14:02:21.450Z,2025-02-13T14:02:22Z,5512288727,213,2.95,5512288723,141,6.1,5512288719,56,Back,5512288721,140,38,5512288725,212,11.3,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642383,29,1,1,1,59,7xo09xnh3y03lyai6azr77fo0,0,38,6.1,2025-02-13T14:02:22.746Z,2025-02-13T14:02:24Z,5512288761,1,,5512288755,141,47.2,5512288749,157,,5512288751,56,Center,5512288757,212,44.8,5512288753,140,71.4,5512288759,213,0.67,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2775642399,28,1,1,2,3,ajwqetklk0m22x7ifsjax5yi,1,24.4,60.5,2025-02-13T14:02:26.611Z,2025-02-13T14:02:29Z,5512288853,213,0.26,5512288843,3,,5512288847,140,43.4,5512288849,141,68.4,5512288851,212,20.7,5512288845,56,Back,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2775642403,29,44,1,2,5,ajwqetklk0m22x7ifsjax5yi,1,48.5,65.7,2025-02-13T14:02:28.885Z,2025-02-13T15:01:29Z,5512288907,233,30,5512288873,285,,5512288871,56,Back,,,,,,,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
