id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,teamName,Position
2779088235,1,34,16,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5531163411,197,13977,5531165053,194,5hi3s09qsxkuv8l5nw8d8qqj9,5531163407,130,8,5531163409,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5531163413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5531163405,59,"1, 12, 31, 6, 74, 33, 7, 23, 20, 10, 29, 14, 25, 26, 30, 35, 44, 77, 78, 99",5531163399,30,"eu9kw6jcgneygerxqlfj00r11, 1i4qgopfzsr2xyfs93kjtcvai, 61omz2augmafukhx5q6zydw8a, 1csytueiqmph9zm2p58ww333e, 11xl1jtpjn674dw6yxfv33pey, 5hi3s09qsxkuv8l5nw8d8qqj9, cqwjl27qlms7fxa3edgkvpr6d, 99p8q4t09iq7scfgt0bkrmlpm, 2hsgcgekgsls87pbwwz9a3q39, bwiqj25qbrcc2xhc8faqb44wl, fekzw1l7xz97js7ns7ag2mfo, 5ku3ut12bd65rq9qoobyv2jh0, dc8zct96hw1uct3arbrq408b8, d0b9bmoy2tfpyra3bra95rdhw, 1w5gsyg7y2tdm86v2oqg3l34k, ciydd242v6efvzsqd2hxqvwus, 8d6mz56ogl5wo02hgq3qp3ip6, 9w7vzklkn51n608f2md2ds3kk, 1uvpqxrzxnjfb790p5t1mjztg, 2n6c8ciuley3hz0fnt6gn4zpx",5531163403,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779089035,1,34,16,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,5531167677,59,"13, 12, 5, 23, 44, 4, 29, 21, 9, 28, 82, 3, 6, 14, 22, 24, 59, 62, 85, 88",5531167679,130,2,5531167683,194,5yau328orkeysj2rs0wyms73d,5531167675,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5531167685,197,7231,5531167673,30,"d18hxamo4wksojpx0f2zjy63u, 369ef7pxl6ckbg088w9zi36ne, 5ygjbmzm0l7t0bgv55bvthlyi, 37a8scojsvio37fatx5zxih91, 2hi6y8so55eic1ukr0jy88a1h, 6bgcubncyevstsj12znvexbhm, dgiqagc8iygqc0a1f3gj03q0a, 5yau328orkeysj2rs0wyms73d, yuw4a34cpasw5e4vqsg6ex1x, 8bz6754ot1g7gd2k90qfqnuy2, 7i3zwc7zfo75m8xu49e4faqz8, eeires5yhj68qhrd20r15s8dm, b9kf9cu52au3odus91nzktc2y, a46nb8nifruibgamjyq2tb4ve, 5brj4wwxu99bicq7xhzs6zvmx, 1hqbyv7h0jhjjf1xlwrhdh1w5, 9kgfwdalg9yisv9t7a03zu38, dgkvf99kbk5z3bzkod29egm50, 5v3uwywml338auid2883s5990, irrbg32cem9i7s93x1u4m39w",5531167681,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5531167687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101471,2,32,1,0,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,5531236993,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101465,2,32,1,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5531236965,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101481,3,1,1,0,0,28au628w8n2jhgujuwh3y5d8k,1,50.2,50,5531237057,213,3.03,5531237059,279,S,5531237055,212,20.1,5531237053,141,53.4,5531237049,56,Back,5531237051,140,31.2,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101491,4,1,1,0,3,28au628w8n2jhgujuwh3y5d8k,0,31.4,53.4,5531237161,141,65.5,5531237163,212,35.2,5531237165,213,0.24,5531237155,155,,5531237157,56,Center,5531237167,1,,5531237159,140,64,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101501,3,1,1,0,6,8uacz8yrceknwsreon4rb5i8o,0,34.3,27.1,5531237233,1,,5531237223,56,Back,5531237221,157,,5531237231,213,5.37,5531237225,140,48.9,5531237229,212,25,5531237227,141,0,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101507,4,5,1,0,7,8uacz8yrceknwsreon4rb5i8o,0,50.6,-1.7,5531237393,233,5,5531237257,56,Right,5531237259,347,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101535,5,5,1,0,7,28au628w8n2jhgujuwh3y5d8k,1,49.4,101.7,5531237379,56,Back,5531237381,347,,5531237389,233,4,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101547,6,1,1,0,16,28au628w8n2jhgujuwh3y5d8k,1,46.6,100,5531237477,140,28.7,5531237479,141,94.4,5531237475,56,Back,5531237483,213,3.38,5531237473,107,,5531237481,212,19.3,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101559,7,1,1,0,18,28au628w8n2jhgujuwh3y5d8k,1,29.1,92.9,5531237561,141,60.2,5531237563,212,25.9,5531237565,213,4.17,5531237559,140,16.4,5531237557,56,Back,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101581,8,1,1,0,20,28au628w8n2jhgujuwh3y5d8k,1,16.2,60,5531237667,141,20.9,5531237669,212,30.6,5531237665,140,30.6,5531237663,56,Back,5531237671,213,5.23,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779101599,9,1,1,0,23,28au628w8n2jhgujuwh3y5d8k,1,32.5,30.4,5531237745,140,31.5,5531237749,212,19.9,5531237747,141,59.6,5531237753,213,1.62,5531237743,56,Back,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101611,10,1,1,0,25,28au628w8n2jhgujuwh3y5d8k,1,31.5,59.6,5531237851,212,20.3,5531237845,56,Back,5531237849,141,59.3,5531237847,140,12.2,5531237853,213,3.15,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101643,11,1,1,0,28,28au628w8n2jhgujuwh3y5d8k,1,12.2,59.3,5531237975,213,0.04,5531237977,1,,5531237969,140,61.5,5531237967,56,Center,5531237965,157,,5531237971,141,62.6,5531237973,212,51.8,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779101659,12,1,1,0,31,28au628w8n2jhgujuwh3y5d8k,0,61.5,63,5531238055,140,62.8,5531238059,212,5.7,5531238057,141,54.9,5531238053,56,Center,5531238061,213,4.96,5531238051,168,,5531238049,3,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101739,14,44,1,0,33,28au628w8n2jhgujuwh3y5d8k,1,64.7,71.6,5531238509,233,5,5531238507,286,,5531238505,56,Center,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101653,5,44,1,0,33,8uacz8yrceknwsreon4rb5i8o,0,35.3,28.4,5531238023,285,,5531238515,233,14,5531238021,56,Back,,,,,,,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101671,6,1,1,0,36,8uacz8yrceknwsreon4rb5i8o,0,33.7,35.4,5531238121,141,23.9,5531238125,213,5.42,5531238123,212,10.3,5531238117,56,Back,5531238119,140,40.1,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101691,7,4,1,0,40,8uacz8yrceknwsreon4rb5i8o,1,44,26.2,5531238267,295,,5531238269,56,Back,5531238273,286,,5531238265,13,,5531238271,152,,5531238275,233,13,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101689,13,4,1,0,40,28au628w8n2jhgujuwh3y5d8k,0,56,73.8,5531238215,56,Center,5531238219,285,,5531238217,152,,5531238281,233,7,5531238211,13,,5531238213,295,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101721,8,1,1,0,47,8uacz8yrceknwsreon4rb5i8o,1,52.9,25,5531238401,56,Back,5531238403,140,37.5,5531238405,141,6.1,5531238397,5,,5531238399,152,,5531238407,212,20.7,5531238409,213,3.81,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101731,9,1,1,0,48,8uacz8yrceknwsreon4rb5i8o,1,37.5,6.1,5531238473,212,21.5,5531238469,140,58,5531238467,56,Right,5531238475,213,6.27,5531238471,141,5.6,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101745,10,1,1,0,50,8uacz8yrceknwsreon4rb5i8o,0,58,5.6,5531238543,140,84.5,5531238549,213,0.47,5531238547,212,31.2,5531238545,141,26.4,5531238541,56,Center,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101749,15,49,1,0,53,28au628w8n2jhgujuwh3y5d8k,1,14.2,68.8,,,,,,,,,,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101751,16,1,1,0,53,28au628w8n2jhgujuwh3y5d8k,1,14.2,68.8,5531238573,141,54.5,5531238571,140,2.5,5531238569,56,Back,5531238577,213,3.81,5531238575,212,15.7,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101761,17,12,1,0,55,28au628w8n2jhgujuwh3y5d8k,1,2.1,54.3,5531238615,212,4.2,5531238611,140,0,5531238617,213,2.25,5531238629,167,,5531238613,141,59.1,5531238609,56,Back,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779101759,11,6,1,0,56,8uacz8yrceknwsreon4rb5i8o,1,100,40.2,5531238621,56,Center,5531238793,233,18,5531238623,75,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101765,18,6,1,0,56,28au628w8n2jhgujuwh3y5d8k,0,0,59.8,5531238797,233,11,5531238777,73,,5531238775,56,Back,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779101949,12,1,1,1,30,8uacz8yrceknwsreon4rb5i8o,0,99.5,0.5,5531239585,213,1.83,5531239569,2,,5531239587,1,,5531239579,140,91.7,5531239577,56,Center,5531239575,223,,5531239581,141,46.3,5531239573,155,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,5531239583,212,32.2,5531239571,6,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101975,19,12,1,1,34,28au628w8n2jhgujuwh3y5d8k,1,8.2,63.1,5531239767,213,4.93,5531239759,56,Back,5531239761,140,12.7,5531239765,212,21.7,5531239763,141,31.9,5531239863,15,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779101981,20,12,1,1,36,28au628w8n2jhgujuwh3y5d8k,1,12.3,31.9,5531239801,213,5.33,5531239807,167,,5531239793,56,Back,5531239795,140,27.8,5531239799,212,28.2,5531239797,141,0,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102029,13,5,1,1,37,8uacz8yrceknwsreon4rb5i8o,1,68,101.8,5531240025,56,Left,5531240027,347,,5531240029,233,21,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779101983,21,5,1,1,37,28au628w8n2jhgujuwh3y5d8k,0,32,-1.8,5531239803,56,Back,5531240071,233,13,5531239805,347,,,,,,,,,,,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102051,14,1,1,1,46,8uacz8yrceknwsreon4rb5i8o,1,61.4,100,5531240153,56,Left,5531240161,213,5.64,5531240151,107,,5531240159,212,11.2,5531240157,141,91.7,5531240155,140,69.9,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102063,15,1,1,1,49,8uacz8yrceknwsreon4rb5i8o,1,69.9,91.7,5531240223,212,6.7,5531240219,140,74.8,5531240217,56,Left,5531240221,141,98.1,5531240225,213,0.7,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102073,16,1,1,1,50,8uacz8yrceknwsreon4rb5i8o,1,74.8,98.1,5531240265,140,67.3,5531240267,141,96.3,5531240269,212,8,5531240263,56,Left,5531240271,213,3.3,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102075,17,3,1,1,52,8uacz8yrceknwsreon4rb5i8o,0,68,96.2,5531240275,56,Left,5531240389,233,22,5531240277,286,,,,,,,,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102077,22,7,1,1,52,28au628w8n2jhgujuwh3y5d8k,1,32,3.8,5531240395,233,17,5531240279,167,,5531240283,285,,5531240281,56,Back,,,,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102087,18,5,1,1,52,8uacz8yrceknwsreon4rb5i8o,1,70.4,101.7,5531240345,347,,5531240343,56,Left,5531243265,233,23,,,,,,,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102097,23,5,1,1,52,28au628w8n2jhgujuwh3y5d8k,0,29.6,-1.7,5531240369,347,,5531240365,56,Back,5531243269,233,18,,,,,,,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102169,19,1,1,2,3,8uacz8yrceknwsreon4rb5i8o,0,84.3,100,5531240663,213,5.1,5531240661,212,19.5,5531243863,107,,5531240657,140,91.3,5531240659,141,75.1,5531240655,56,Center,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102185,24,12,1,2,5,28au628w8n2jhgujuwh3y5d8k,1,6.3,33.4,5531240749,213,5.26,5531240747,212,23,5531240745,141,4.6,5531240743,140,17.8,5531240741,56,Back,5531240755,15,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102199,20,1,1,2,8,8uacz8yrceknwsreon4rb5i8o,1,79.4,94.5,5531240821,141,91.1,5531244043,212,15.2,5531240819,140,93.7,5531241391,56,Left,5531244045,213,6.13,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779103621,47,1,1,2,10,8uacz8yrceknwsreon4rb5i8o,0,93.3,90.3,5531248429,213,4.94,5531248427,212,37.7,5531248425,141,36.3,5531248431,1,,5531248421,56,Center,5531248423,140,100,5531248417,157,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102307,25,5,1,2,36,28au628w8n2jhgujuwh3y5d8k,1,-1.4,61.2,5531241397,346,,5531256543,233,88,5531241395,56,Back,,,,,,,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779105121,88,5,1,2,36,8uacz8yrceknwsreon4rb5i8o,0,101.4,38.8,5531256559,233,25,5531256541,346,,5531256539,56,Center,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102313,26,1,1,2,37,28au628w8n2jhgujuwh3y5d8k,1,5,63,5531241431,124,,5531241441,213,0.53,5531241433,56,Back,5531242105,189,,5531241435,140,20.4,5531241439,212,18.7,5531241437,141,76.9,5531241445,237,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779102323,27,1,1,2,38,28au628w8n2jhgujuwh3y5d8k,0,20.4,76.6,5531241457,140,69.1,5531241467,1,,5531241459,141,76.9,5531241455,56,Center,5531241453,155,,5531241463,213,0,5531241461,212,51.1,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102487,23,44,1,2,39,8uacz8yrceknwsreon4rb5i8o,1,28.8,19,5531242281,56,Back,5531242327,233,29,5531242283,285,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102483,29,44,1,2,39,28au628w8n2jhgujuwh3y5d8k,0,71.2,81,5531242277,286,,5531242275,56,Left,5531242331,233,23,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102349,21,1,1,2,40,8uacz8yrceknwsreon4rb5i8o,1,30.4,4.1,5531241583,140,35.1,5531241581,56,Back,5531241579,3,,5531241589,213,1.25,5531241587,212,15.6,5531241585,141,25.9,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102357,22,4,1,2,43,8uacz8yrceknwsreon4rb5i8o,1,32.7,30.3,5531241663,13,,5531241933,233,28,5531241669,265,,5531241667,152,,5531241937,285,,5531241665,56,Back,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102365,28,4,1,2,43,28au628w8n2jhgujuwh3y5d8k,0,67.3,69.7,5531241907,13,,5531241909,56,Center,5531241913,265,,5531241947,233,22,5531241911,152,,5531241915,286,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102515,24,1,1,3,6,8uacz8yrceknwsreon4rb5i8o,1,37.6,28.3,5531242447,56,Back,5531242449,140,34.6,5531242473,189,,5531242445,152,,5531242451,141,75.3,5531242453,212,32.1,5531242457,1,,5531242455,213,1.67,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,5531242443,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102531,25,1,1,3,9,8uacz8yrceknwsreon4rb5i8o,0,33.8,76.6,5531242557,1,,5531242555,213,5.75,5531242553,212,49.8,5531242547,56,Center,5531242549,140,74.6,5531242551,141,39.4,5531242545,157,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102535,30,1,1,3,9,28au628w8n2jhgujuwh3y5d8k,1,24.2,62.3,5531242585,213,0.19,5531242581,141,65.5,5531242579,140,35.2,5531242577,56,Back,5531242583,212,11.8,5531242575,3,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102539,31,49,1,3,11,28au628w8n2jhgujuwh3y5d8k,1,35.2,65.7,,,,,,,,,,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102545,32,1,1,3,11,28au628w8n2jhgujuwh3y5d8k,0,35.2,65.7,5531242625,56,Back,5531242639,213,4.96,5531242693,286,,5531242629,140,35.9,5531242635,212,2.9,5531242689,233,26,5531242687,236,,5531242631,141,61.5,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102553,26,74,1,3,11,8uacz8yrceknwsreon4rb5i8o,1,67.7,33.1,5531242695,233,32,5531242679,56,Center,5531242683,285,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102565,27,1,1,3,15,8uacz8yrceknwsreon4rb5i8o,0,72.2,41.2,5531242731,140,74.1,5531242733,141,45.5,5531242759,236,,5531242765,286,,5531242737,213,0.97,5531242729,56,Center,5531242735,212,3.5,5531242761,233,33,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102567,33,74,1,3,15,28au628w8n2jhgujuwh3y5d8k,1,29,47,5531242755,56,Back,5531242767,233,27,5531242757,285,,,,,,,,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102575,28,1,1,3,17,8uacz8yrceknwsreon4rb5i8o,0,67.9,68.1,5531242815,213,6.14,5531242811,141,65.5,5531242807,56,Center,5531242813,212,12.1,5531242809,140,79.3,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779102579,34,49,1,3,18,28au628w8n2jhgujuwh3y5d8k,1,24.6,18.5,,,,,,,,,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102595,35,1,1,3,19,28au628w8n2jhgujuwh3y5d8k,1,27.5,11,5531242863,140,37.7,5531242869,212,16.7,5531242873,213,0.87,5531242865,141,29.8,5531242861,56,Back,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102617,36,1,1,3,21,28au628w8n2jhgujuwh3y5d8k,1,37.8,29.8,5531242981,212,13.3,5531242979,141,17.9,5531242977,140,47.8,5531242983,213,5.63,5531242975,56,Back,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102619,37,1,1,3,24,28au628w8n2jhgujuwh3y5d8k,1,46.6,15.3,5531243003,140,37,5531243005,141,20.1,5531243001,56,Back,5531243007,212,10.6,5531243009,213,2.83,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102627,38,1,1,3,25,28au628w8n2jhgujuwh3y5d8k,1,37,20.1,5531243063,141,3.1,5531243061,140,34.1,5531243059,56,Back,5531243067,213,4.45,5531243065,212,12,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102633,39,1,1,3,27,28au628w8n2jhgujuwh3y5d8k,1,34.1,3.1,5531243153,213,2.36,5531243151,212,20.6,5531243145,56,Back,5531243149,141,24.4,5531243147,140,20.1,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779102641,40,1,1,3,31,28au628w8n2jhgujuwh3y5d8k,1,19.9,24.9,5531243215,56,Back,5531243223,213,1.62,5531243217,140,18.7,5531243219,141,66.7,5531243221,212,28.5,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
