id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,teamName,Position
2779106649,113,1,1,14,25,28au628w8n2jhgujuwh3y5d8k,1,25.2,0,5531265169,107,,5531265179,212,12,5531265177,141,11.4,5531265175,140,33.3,5531265181,213,0.79,5531265173,56,Back,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779106661,114,1,1,14,27,28au628w8n2jhgujuwh3y5d8k,0,34.4,11.6,5531265245,213,6.2,5531265241,141,7,5531265247,1,,5531265235,157,,5531265243,212,36.6,5531265237,56,Right,5531265239,140,69.1,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779106677,118,1,1,14,30,8uacz8yrceknwsreon4rb5i8o,0,28.5,90.5,5531265327,141,88.9,5531265329,212,12.9,5531265325,140,40.7,5531265323,56,Back,5531265331,213,6.2,5531265321,3,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779106687,115,1,1,14,32,28au628w8n2jhgujuwh3y5d8k,0,54.9,8.2,5531265369,213,0.01,5531265367,212,15.5,5531265359,3,,5531265365,141,8.5,5531265361,56,Right,5531265363,140,69.7,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779106705,119,1,1,14,33,8uacz8yrceknwsreon4rb5i8o,1,27.4,90.5,5531265471,140,40.2,5531265473,141,84.5,5531265475,212,14,5531265477,213,5.99,5531265467,3,,5531265469,56,Back,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779106715,120,1,1,14,35,8uacz8yrceknwsreon4rb5i8o,0,39,84.8,5531265523,140,57.4,5531265525,141,91.5,5531265521,56,Left,5531265529,213,0.23,5531265527,212,19.8,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779106741,116,1,1,14,36,28au628w8n2jhgujuwh3y5d8k,0,46.3,14.4,5531265681,212,45,5531265683,213,1.1,5531265671,140,65.9,5531265685,1,,5531265665,155,,5531265667,56,Center,5531265675,141,73.2,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779106751,121,43,1,14,40,8uacz8yrceknwsreon4rb5i8o,1,0,0,5531265727,56,Back,5531265729,285,0,5531273455,144,44,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779106771,117,43,1,14,40,28au628w8n2jhgujuwh3y5d8k,1,0,0,5531273353,144,44,5531265881,233,121,5531265839,56,Center,5531265843,286,0,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779106761,122,1,1,14,40,8uacz8yrceknwsreon4rb5i8o,0,31.8,29.2,5531265793,140,46.3,5531265791,56,Back,5531265795,141,21,5531265789,3,,5531265799,213,5.93,5531265797,212,16.2,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107301,119,1,1,14,43,28au628w8n2jhgujuwh3y5d8k,0,53.9,84.4,5531268977,56,Left,5531268979,140,67,5531268983,212,13.9,5531268975,3,,5531268985,213,6.16,5531268981,141,81.8,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779106785,123,61,1,14,45,8uacz8yrceknwsreon4rb5i8o,0,30.3,30.4,5531265947,56,Back,,,,,,,,,,,,,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107971,155,51,1,14,46,8uacz8yrceknwsreon4rb5i8o,1,21.8,30.7,5531273113,170,118,,,,,,,,,,,,,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779106859,118,16,1,14,48,28au628w8n2jhgujuwh3y5d8k,1,93.8,70.2,5531268617,231,53.6,5531268615,230,99,5531266361,56,Center,5531266357,22,,5531266359,64,,5531266795,72,,5531266803,375,14:47.3,5531266799,374,45:51.5,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,5531268607,102,51.7,5531268613,136,,5531268609,103,2.5,5531268605,78,5531268611,458,,,,,,,,,,,,,,,,,East Bengal FC,
2779107241,124,1,1,15,56,8uacz8yrceknwsreon4rb5i8o,1,49.9,50.1,5531268573,140,31.2,5531268581,279,G,5531268571,56,Back,5531268587,189,,5531268575,141,60,5531268579,213,2.81,5531268577,212,20.8,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107253,125,1,1,16,2,8uacz8yrceknwsreon4rb5i8o,1,31.6,54.6,5531268677,56,Back,5531268679,140,25.4,5531268683,212,16.9,5531268685,213,1.97,5531268681,141,77.5,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107259,126,1,1,16,3,8uacz8yrceknwsreon4rb5i8o,1,25.4,77.5,5531268725,212,18.3,5531268727,213,0.71,5531268721,140,38.6,5531268719,56,Back,5531268723,141,95,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107277,127,1,1,16,4,8uacz8yrceknwsreon4rb5i8o,1,38.6,95,5531268821,213,3.78,5531268817,141,83.9,5531268819,212,12.7,5531268815,140,28.9,5531268813,56,Back,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107323,128,1,1,16,8,8uacz8yrceknwsreon4rb5i8o,1,31.1,82,5531269067,140,27.8,5531269069,141,62.1,5531269073,213,4.46,5531269065,56,Back,5531269071,212,14,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107347,129,1,1,16,16,8uacz8yrceknwsreon4rb5i8o,1,33.5,38.3,5531269225,213,1.37,5531269221,141,67.8,5531269217,56,Back,5531269219,140,37.4,5531269223,212,20.5,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107355,130,1,1,16,19,8uacz8yrceknwsreon4rb5i8o,0,38.1,71.8,5531269255,141,75.1,5531269251,56,Center,5531269257,212,22.3,5531269259,213,0.1,5531269253,140,59.2,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107359,120,49,1,16,20,28au628w8n2jhgujuwh3y5d8k,1,45.6,18,,,,,,,,,,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107367,121,3,1,16,23,28au628w8n2jhgujuwh3y5d8k,0,56,27.6,5531269329,56,Center,5531269331,286,,5531269375,233,131,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107369,131,7,1,16,23,8uacz8yrceknwsreon4rb5i8o,0,44,72.4,5531269337,233,121,5531269335,285,,5531269333,56,Back,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107379,132,1,1,16,26,8uacz8yrceknwsreon4rb5i8o,1,44.8,34.6,5531269429,56,Center,5531269435,212,16.1,5531269437,213,1.08,5531269433,141,55.5,5531269431,140,52.1,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107383,133,1,1,16,27,8uacz8yrceknwsreon4rb5i8o,1,52.1,55.5,5531269463,141,41.6,5531269461,140,60.3,5531269467,213,5.45,5531269459,56,Center,5531269465,212,12.8,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107393,134,1,1,16,28,8uacz8yrceknwsreon4rb5i8o,1,60.3,41.6,5531269535,56,Right,5531269543,213,5.17,5531269537,140,69,5531269539,141,14,5531269541,212,20.9,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107397,135,49,1,16,30,8uacz8yrceknwsreon4rb5i8o,1,69,14,,,,,,,,,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107411,136,1,1,16,30,8uacz8yrceknwsreon4rb5i8o,1,69,14,5531269605,140,79.7,5531269607,141,29.1,5531269609,212,15.2,5531269611,213,0.74,5531269603,56,Center,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107419,137,1,1,16,34,8uacz8yrceknwsreon4rb5i8o,1,81,31.6,5531269643,212,11.5,5531269639,140,71,5531269637,56,Center,5531269641,141,38.6,5531269645,213,2.72,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107427,138,1,1,16,35,8uacz8yrceknwsreon4rb5i8o,0,71,38.6,5531269663,56,Center,5531269671,213,5.96,5531269669,212,17.2,5531269667,141,30.6,5531269665,140,86.5,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107429,122,49,1,16,37,28au628w8n2jhgujuwh3y5d8k,1,20,69.9,,,,,,,,,,,,,,,,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107449,123,1,1,16,37,28au628w8n2jhgujuwh3y5d8k,0,20,69.9,5531269767,157,,5531269769,56,Left,5531269779,1,,5531269777,213,0.16,5531269775,212,46.1,5531269773,141,80.5,5531269771,140,63.4,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107469,139,1,1,16,40,8uacz8yrceknwsreon4rb5i8o,1,35.7,27.4,5531269887,141,12.2,5531269889,212,26.8,5531269891,213,5.89,5531269885,140,59.2,5531269881,3,,5531269883,56,Right,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107471,140,49,1,16,43,8uacz8yrceknwsreon4rb5i8o,1,59.2,12.2,,,,,,,,,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107473,141,1,1,16,43,8uacz8yrceknwsreon4rb5i8o,1,59.2,12.2,5531269895,56,Center,5531269899,141,31.9,5531269897,140,54,5531269903,213,1.96,5531269901,212,14.5,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107475,142,1,1,16,44,8uacz8yrceknwsreon4rb5i8o,1,54,31.9,5531269915,213,3.44,5531269911,141,24.7,5531269909,140,38.8,5531269913,212,16.7,5531269907,56,Back,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107487,143,1,1,16,46,8uacz8yrceknwsreon4rb5i8o,1,38.8,24.7,5531269955,56,Back,5531269959,141,46,5531269957,140,31.6,5531269963,213,2.05,5531269961,212,16.3,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107503,144,1,1,16,48,8uacz8yrceknwsreon4rb5i8o,1,32.7,44.9,5531270061,140,45.3,5531270063,141,87.8,5531270065,212,32,5531270059,56,Back,5531270067,213,1.15,5531270069,1,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107517,145,1,1,16,53,8uacz8yrceknwsreon4rb5i8o,1,53.6,90.8,5531270143,212,11.2,5531270137,56,Left,5531270139,140,64.2,5531270141,141,93,5531270145,213,0.13,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107519,146,61,1,16,54,8uacz8yrceknwsreon4rb5i8o,0,64.2,93,5531270153,56,Left,,,,,,,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107525,124,1,1,16,55,28au628w8n2jhgujuwh3y5d8k,1,46.5,10.7,5531270165,140,38.2,5531270169,212,8.7,5531270167,141,10.9,5531270171,213,3.13,5531270163,56,Back,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107527,125,49,1,16,56,28au628w8n2jhgujuwh3y5d8k,1,38.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107547,126,1,1,16,56,28au628w8n2jhgujuwh3y5d8k,1,38.2,10.9,5531270255,212,9.9,5531270257,213,1.59,5531270251,140,38,5531270249,56,Back,5531270253,141,25.5,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107555,127,1,1,17,1,28au628w8n2jhgujuwh3y5d8k,0,44.4,27.1,5531270293,141,7.1,5531270291,140,55.6,5531270295,212,18,5531270289,56,Right,5531270297,213,5.43,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107559,147,8,1,17,4,8uacz8yrceknwsreon4rb5i8o,1,44.6,94.1,5531270315,56,Back,,,,,,,,,,,,,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107585,128,1,1,17,5,28au628w8n2jhgujuwh3y5d8k,1,41.9,7.1,5531270439,213,1.88,5531270437,212,12.6,5531270435,141,24.7,5531270431,56,Back,5531270433,140,38.2,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107623,129,1,1,17,7,28au628w8n2jhgujuwh3y5d8k,1,38.8,33.7,5531270641,212,18.4,5531270643,213,2.23,5531270637,140,28.1,5531270639,141,55.2,5531270635,56,Back,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107639,130,1,1,17,11,28au628w8n2jhgujuwh3y5d8k,0,28.7,50.4,5531270723,155,,5531270733,213,5.48,5531270735,1,,5531270729,141,0,5531270731,212,48.7,5531270727,140,60.8,5531270725,56,Right,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107647,131,5,1,17,13,28au628w8n2jhgujuwh3y5d8k,0,63.4,-1.3,5531270759,56,Right,5531272521,233,148,5531270763,347,,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779107759,148,5,1,17,13,8uacz8yrceknwsreon4rb5i8o,1,36.6,101.3,5531271367,347,,5531271365,56,Back,5531272505,233,131,,,,,,,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107771,149,1,1,17,31,8uacz8yrceknwsreon4rb5i8o,1,33.7,100,5531271423,56,Left,5531271433,1,,5531271431,213,5.98,5531271421,107,,5531271427,141,90.9,5531271429,212,24.1,5531271425,140,55.6,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107795,150,1,1,17,32,8uacz8yrceknwsreon4rb5i8o,1,55.6,90.9,5531271531,212,9,5531271529,141,90.8,5531271527,140,64.2,5531271525,56,Left,5531271533,213,6.28,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107815,151,1,1,17,34,8uacz8yrceknwsreon4rb5i8o,1,64.4,88,5531271617,1,,5531271615,213,4.26,5531271611,141,28.2,5531271613,212,45.3,5531271607,56,Back,5531271609,140,45.4,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107845,152,1,1,17,36,8uacz8yrceknwsreon4rb5i8o,1,56.6,27.3,5531271761,213,5.69,5531271753,56,Right,5531271759,212,23.2,5531271757,141,8.3,5531271755,140,75,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107883,153,1,1,17,39,8uacz8yrceknwsreon4rb5i8o,1,74,10.6,5531271969,141,27.6,5531271967,140,90.1,5531271973,213,0.6,5531271965,56,Center,5531271971,212,20.5,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107887,154,61,1,17,43,8uacz8yrceknwsreon4rb5i8o,0,90.1,27.6,5531271989,56,Center,,,,,,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779107907,132,52,1,17,46,28au628w8n2jhgujuwh3y5d8k,1,2.3,61.1,,,,,,,,,,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779108299,156,27,1,18,44,8uacz8yrceknwsreon4rb5i8o,1,0,0,5531290181,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779111155,197,27,1,18,44,28au628w8n2jhgujuwh3y5d8k,1,0,0,5531290187,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779108441,157,28,1,19,5,8uacz8yrceknwsreon4rb5i8o,1,0,0,5531274869,55,156,5531274885,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779111157,198,28,1,19,5,28au628w8n2jhgujuwh3y5d8k,1,0,0,5531290215,233,157,5531289965,55,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779108479,135,68,1,19,14,28au628w8n2jhgujuwh3y5d8k,1,13.6,65.7,5531275083,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779108483,158,68,1,19,14,8uacz8yrceknwsreon4rb5i8o,0,89.6,27.1,5531275093,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108519,137,1,1,19,16,28au628w8n2jhgujuwh3y5d8k,0,15.6,70.8,5531275221,213,0.47,5531275215,140,54.5,5531275223,1,,5531275219,212,45.9,5531275217,141,100,5531275213,56,Left,5531275211,157,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779108521,138,5,1,19,17,28au628w8n2jhgujuwh3y5d8k,0,58.8,101.6,5531275227,347,,5531275347,233,159,5531275225,56,Left,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779108535,159,5,1,19,17,8uacz8yrceknwsreon4rb5i8o,1,41.2,-1.6,5531275339,56,Back,5531275343,233,138,5531275341,347,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108505,136,43,1,19,18,28au628w8n2jhgujuwh3y5d8k,1,0,0,5531275175,144,52,,,,,,,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779108547,160,1,1,19,26,8uacz8yrceknwsreon4rb5i8o,1,35.1,0,5531275431,213,2.45,5531275421,107,,5531275423,56,Back,5531275427,141,13.8,5531275429,212,16.2,5531275425,140,23.2,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108559,161,1,1,19,28,8uacz8yrceknwsreon4rb5i8o,1,24.9,12.6,5531275525,56,Back,5531275537,213,1.49,5531275531,141,63.3,5531275527,140,27.4,5531275535,212,34.6,5531275541,1,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108571,162,1,1,19,31,8uacz8yrceknwsreon4rb5i8o,1,29.6,65.2,5531275601,140,40.6,5531275603,141,93.3,5531275607,213,1.03,5531275599,56,Back,5531275605,212,22.3,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108613,163,1,1,19,33,8uacz8yrceknwsreon4rb5i8o,1,40.6,93.3,5531275801,212,12.7,5531275799,141,82.9,5531275797,140,30.6,5531275803,213,3.73,5531275795,56,Back,,,,,,,,,,61omz2augmafukhx5q6zydw8a,Leon Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108663,164,1,1,19,39,8uacz8yrceknwsreon4rb5i8o,1,35,72.1,5531276037,213,4.63,5531276029,56,Back,5531276035,212,29.5,5531276031,140,32.7,5531276033,141,28.8,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108697,165,1,1,19,44,8uacz8yrceknwsreon4rb5i8o,1,36.1,28.3,5531276271,140,71.7,5531276273,141,88.7,5531276275,212,55.5,5531276279,1,,5531276277,213,0.83,5531276267,196,,5531276269,56,Left,5531276265,155,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108711,166,1,1,19,50,8uacz8yrceknwsreon4rb5i8o,0,72.3,90.5,5531276323,213,3.81,5531276315,56,Left,5531276319,141,81.8,5531276317,140,65.2,5531276321,212,9.5,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108715,139,8,1,19,51,28au628w8n2jhgujuwh3y5d8k,1,38.2,15.3,5531276341,56,Back,,,,,,,,,,,,,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779108725,140,49,1,19,52,28au628w8n2jhgujuwh3y5d8k,1,40.8,8.2,,,,,,,,,,,,,,,,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779108737,141,1,1,19,53,28au628w8n2jhgujuwh3y5d8k,0,40,7.1,5531276457,212,15.5,5531276459,213,0.96,5531276455,141,25.8,5531276653,155,,5531276453,140,48.4,5531276451,56,Back,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779108739,167,49,1,19,55,8uacz8yrceknwsreon4rb5i8o,1,56.5,76.6,,,,,,,,,,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779108789,168,1,1,19,58,8uacz8yrceknwsreon4rb5i8o,1,59.9,70,5531276741,212,17,5531276735,56,Left,5531276743,213,1.46,5531276737,140,61.7,5531276739,141,94.8,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
