id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,teamName,Position
2787356439,60,1,1,8,58,d65t4cxgbtgc2ztx2n88b8tii,1,51.5,43.7,2025-03-12T14:09:11.059Z,2025-03-12T14:09:14Z,5576346367,213,5.99,5576346365,212,10.3,5576346359,56,Center,5576346363,141,39.3,5576346361,140,60.9,,,,,,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356453,61,1,1,9,1,d65t4cxgbtgc2ztx2n88b8tii,1,61.5,34.2,2025-03-12T14:09:13.876Z,2025-03-12T14:09:16Z,5576346411,140,60.1,5576346409,56,Right,5576346417,213,4.63,5576346415,212,18.8,5576346413,141,6.7,,,,,,,,,,3ddplpbiqnmaisa6t058w2tm2,Ayush Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356459,62,1,1,9,3,d65t4cxgbtgc2ztx2n88b8tii,1,60.1,6.7,2025-03-12T14:09:16.211Z,2025-03-12T14:09:18Z,5576346461,140,70.9,5576346463,141,1.3,5576346467,212,11.9,5576346469,213,5.97,5576346459,56,Right,,,,,,,,,,nhw0pvzxev9opwvkg3cydd78,Abdul Rabeeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356483,63,1,1,9,6,d65t4cxgbtgc2ztx2n88b8tii,1,70.9,1.3,2025-03-12T14:09:18.595Z,2025-03-12T14:09:24Z,5576346579,213,3.03,5576346577,212,14.2,5576346575,141,3.7,5576346573,140,57.5,5576346571,56,Right,,,,,,,,,,cczfio2y0doub738tvqss83qh,Cy Goddard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356519,64,1,1,9,11,d65t4cxgbtgc2ztx2n88b8tii,1,59.6,16.3,2025-03-12T14:09:23.848Z,2025-03-12T14:09:36Z,5576346797,56,Right,5576346799,140,67.6,5576346801,141,3.5,5576346805,213,5.48,5576346803,212,12.1,,,,,,,,,,nhw0pvzxev9opwvkg3cydd78,Abdul Rabeeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356513,99,83,1,9,22,5yvw8xpbzap5lhlze04odtgk4,0,26.7,72.1,2025-03-12T14:09:34.604Z,2025-03-12T14:09:39Z,5576346911,399,cczfio2y0doub738tvqss83qh,,,,,,,,,,,,,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356535,65,1,1,9,24,d65t4cxgbtgc2ztx2n88b8tii,1,68.1,24,2025-03-12T14:09:36.735Z,2025-03-12T14:09:38Z,5576346865,212,16.7,5576346867,213,2.42,5576346863,141,40.2,5576346859,56,Center,5576346861,140,56.2,,,,,,,,,,cczfio2y0doub738tvqss83qh,Cy Goddard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356555,66,1,1,9,25,d65t4cxgbtgc2ztx2n88b8tii,1,56.2,40.2,2025-03-12T14:09:38.019Z,2025-03-12T14:09:41Z,5576346971,56,Center,5576346977,212,18.7,5576346979,213,1.67,5576346973,140,54.4,5576346975,141,67.5,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356561,67,1,1,9,28,d65t4cxgbtgc2ztx2n88b8tii,1,53.5,67.3,2025-03-12T14:09:41.236Z,2025-03-12T14:09:43Z,5576347011,56,Left,5576347015,141,92.7,5576347013,140,63,5576347017,212,19.9,5576347019,213,1.05,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356571,68,1,1,9,31,d65t4cxgbtgc2ztx2n88b8tii,1,63.3,92.4,2025-03-12T14:09:43.820Z,2025-03-12T14:09:48Z,5576347085,141,96.5,5576347087,212,8.4,5576347081,56,Left,5576347083,140,70.8,5576347089,213,0.34,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356575,69,50,1,9,35,d65t4cxgbtgc2ztx2n88b8tii,1,70.4,69.2,2025-03-12T14:09:48.236Z,2025-03-12T15:56:05Z,5576347097,56,Center,5576347101,286,,5576347199,233,100,,,,,,,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356587,100,7,1,9,35,5yvw8xpbzap5lhlze04odtgk4,1,29.6,30.8,2025-03-12T14:09:48.237Z,2025-03-12T15:56:05Z,5576347171,233,69,5576347169,285,,5576347167,56,Back,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356589,101,49,1,9,37,5yvw8xpbzap5lhlze04odtgk4,1,31.2,34.2,2025-03-12T14:09:50.252Z,2025-03-12T14:09:50Z,,,,,,,,,,,,,,,,,,,,,,,,,bmdl4tqssmqzrgn8n5ldwcavo,Kwame Peprah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356607,102,1,1,9,39,5yvw8xpbzap5lhlze04odtgk4,1,31.9,35.8,2025-03-12T14:09:51.948Z,2025-03-12T14:09:55Z,5576347291,140,23.2,5576347289,56,Back,5576347293,141,36.3,5576347295,212,9.1,5576347297,213,3.1,,,,,,,,,,bmdl4tqssmqzrgn8n5ldwcavo,Kwame Peprah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356619,103,1,1,9,42,5yvw8xpbzap5lhlze04odtgk4,1,20.3,35.8,2025-03-12T14:09:54.891Z,2025-03-12T14:09:57Z,5576347345,213,5.19,5576347343,212,21,5576347337,56,Back,5576347339,140,29.5,5576347341,141,8.3,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356631,104,1,1,9,45,5yvw8xpbzap5lhlze04odtgk4,1,35.9,17,2025-03-12T14:09:57.740Z,2025-03-12T14:09:59Z,5576347379,56,Back,5576347385,212,16.7,5576347383,141,41.6,5576347387,213,1.61,5576347381,140,35.3,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356655,105,1,1,9,47,5yvw8xpbzap5lhlze04odtgk4,1,35.3,41.6,2025-03-12T14:09:59.548Z,2025-03-12T14:10:02Z,5576347481,213,2.12,5576347479,212,14.8,5576347473,56,Back,5576347477,141,60.2,5576347475,140,27.9,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356669,106,1,1,9,49,5yvw8xpbzap5lhlze04odtgk4,1,32.4,69.6,2025-03-12T14:10:02.412Z,2025-03-12T14:10:07Z,5576347607,213,0.03,5576347605,212,14.4,5576347603,141,70.2,5576347601,140,46.1,5576347599,56,Back,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356679,107,1,1,9,55,5yvw8xpbzap5lhlze04odtgk4,1,52.6,74.1,2025-03-12T14:10:07.532Z,2025-03-12T14:10:12Z,5576347645,141,95.1,5576347647,212,18.8,5576347643,140,64.3,5576347649,213,0.86,5576347641,56,Left,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356695,108,1,1,9,58,5yvw8xpbzap5lhlze04odtgk4,1,72.9,92.9,2025-03-12T14:10:11.324Z,2025-03-12T14:10:15Z,5576347761,213,5.65,5576347753,56,Center,5576347759,212,18.2,5576347755,140,86.9,5576347757,141,77,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356707,109,1,1,10,2,5yvw8xpbzap5lhlze04odtgk4,1,86.9,69.9,2025-03-12T14:10:14.877Z,2025-03-12T14:10:17Z,5576347847,141,44.9,5576347845,140,87,5576347855,213,4.72,5576347851,212,17,5576347841,56,Center,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356711,110,61,1,10,5,5yvw8xpbzap5lhlze04odtgk4,0,87,44.9,2025-03-12T14:10:17.660Z,2025-03-12T14:10:18Z,5576347863,56,Center,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356713,70,1,1,10,5,d65t4cxgbtgc2ztx2n88b8tii,1,16.4,59,2025-03-12T14:10:18.051Z,2025-03-12T14:10:19Z,5576347887,212,10.7,5576347885,141,70.2,5576347881,56,Back,5576347889,213,0.8,5576347883,140,23.5,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356721,71,49,1,10,6,d65t4cxgbtgc2ztx2n88b8tii,1,23.5,70.2,2025-03-12T14:10:19.131Z,2025-03-12T14:10:20Z,,,,,,,,,,,,,,,,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356725,72,1,1,10,7,d65t4cxgbtgc2ztx2n88b8tii,1,23.7,71.6,2025-03-12T14:10:19.875Z,2025-03-12T14:10:23Z,5576348005,141,87.8,5576348007,212,11.3,5576348003,140,21.2,5576348009,213,1.8,5576348001,56,Back,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356727,73,1,1,10,11,d65t4cxgbtgc2ztx2n88b8tii,1,21.2,87.8,2025-03-12T14:10:23.424Z,2025-03-12T14:10:25Z,5576348019,141,79.5,5576348021,212,9.7,5576348017,140,13.7,5576348023,213,3.76,5576348015,56,Back,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356733,74,1,1,10,12,d65t4cxgbtgc2ztx2n88b8tii,1,13.7,79.5,2025-03-12T14:10:25.195Z,2025-03-12T14:10:26Z,5576348045,212,18,5576348043,141,80.7,5576348047,213,0.05,5576348039,56,Back,5576348041,140,30.8,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356745,75,1,1,10,13,d65t4cxgbtgc2ztx2n88b8tii,1,30.8,80.7,2025-03-12T14:10:26.312Z,2025-03-12T14:10:27Z,5576348103,56,Back,5576348105,140,32,5576348109,212,11.2,5576348111,213,1.46,5576348107,141,97,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356749,76,1,1,10,15,d65t4cxgbtgc2ztx2n88b8tii,0,32,97,2025-03-12T14:10:27.580Z,2025-03-12T14:10:28Z,5576348119,56,Back,5576348127,213,3.81,5576348125,212,12.7,5576348123,141,85.5,5576348121,140,22.5,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356755,111,49,1,10,18,5yvw8xpbzap5lhlze04odtgk4,1,71.3,12.5,2025-03-12T14:10:30.524Z,2025-03-12T14:10:30Z,,,,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356761,77,83,1,10,19,d65t4cxgbtgc2ztx2n88b8tii,0,19.5,95.2,2025-03-12T14:10:32.141Z,2025-03-12T14:10:36Z,5576348239,399,5arf4f4k8om3ux3rryhincxzo,,,,,,,,,,,,,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356769,112,1,1,10,20,5yvw8xpbzap5lhlze04odtgk4,1,70.3,15.2,2025-03-12T14:10:32.893Z,2025-03-12T14:10:35Z,5576348219,141,32.8,5576348221,212,14.6,5576348215,56,Center,5576348223,213,2.18,5576348217,140,62.3,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356787,113,1,1,10,24,5yvw8xpbzap5lhlze04odtgk4,1,62.3,32.8,2025-03-12T14:10:36.685Z,2025-03-12T14:10:39Z,5576348339,212,16.9,5576348333,56,Center,5576348337,141,57.6,5576348335,140,60.8,5576348343,213,1.66,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356795,114,1,1,10,27,5yvw8xpbzap5lhlze04odtgk4,1,63.7,55.2,2025-03-12T14:10:39.485Z,2025-03-12T14:10:41Z,5576348387,213,6.19,5576348379,56,Center,5576348383,141,53.9,5576348385,212,9.2,5576348381,140,72.4,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356799,115,1,1,10,28,5yvw8xpbzap5lhlze04odtgk4,1,72.4,53.9,2025-03-12T14:10:41.405Z,2025-03-12T14:10:43Z,5576348445,213,2.34,5576348443,212,8.5,5576348441,141,62.9,5576348439,140,66.8,5576348437,56,Center,,,,,,,,,,bmdl4tqssmqzrgn8n5ldwcavo,Kwame Peprah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356811,116,1,1,10,30,5yvw8xpbzap5lhlze04odtgk4,0,66.8,62.9,2025-03-12T14:10:43.150Z,2025-03-12T14:10:45Z,5576348493,213,5.9,5576348483,155,,5576348485,56,Center,5576348487,140,83.5,5576348491,212,18.9,5576348489,141,52.5,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356815,78,12,1,10,33,d65t4cxgbtgc2ztx2n88b8tii,1,9.9,50.6,2025-03-12T14:10:46.409Z,2025-03-12T14:10:47Z,5576348545,141,36,5576348543,140,21.3,5576348549,213,5.59,5576348547,212,15.6,5576348541,56,Back,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356817,79,12,1,10,35,d65t4cxgbtgc2ztx2n88b8tii,1,21.3,36,2025-03-12T14:10:47.659Z,2025-03-12T14:10:49Z,5576348561,213,5.64,5576348553,56,Back,5576348555,140,39.2,5576348557,141,15.3,5576348559,212,23.5,,,,,,,,,,nhw0pvzxev9opwvkg3cydd78,Abdul Rabeeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356823,80,49,1,10,36,d65t4cxgbtgc2ztx2n88b8tii,1,38.5,15.3,2025-03-12T14:10:49.366Z,2025-03-12T14:10:49Z,,,,,,,,,,,,,,,,,,,,,,,,,df5mqt7nfb84a3lvylfp08y22,Allan Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356837,81,4,1,10,39,d65t4cxgbtgc2ztx2n88b8tii,1,41,23.4,2025-03-12T14:10:51.601Z,2025-03-12T14:20:43Z,5576348777,286,,5576348775,265,,5576364673,233,117,5576348771,56,Back,5576348769,13,,5576348773,152,,,,,,,,df5mqt7nfb84a3lvylfp08y22,Allan Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356855,117,4,1,10,39,5yvw8xpbzap5lhlze04odtgk4,0,59,76.6,2025-03-12T14:10:51.602Z,2025-03-12T14:20:43Z,5576348815,152,,5576348817,265,,5576364679,233,81,5576348811,13,,5576348813,56,Center,5576348819,285,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787356951,82,1,1,11,5,d65t4cxgbtgc2ztx2n88b8tii,1,38.1,16.3,2025-03-12T14:11:18.227Z,2025-03-12T14:11:25Z,5576349315,213,2.44,5576349323,189,,5576349303,5,,5576349309,140,29.6,5576349313,212,11.6,5576349305,152,,5576349311,141,27.3,5576349307,56,Back,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356971,83,1,1,11,14,d65t4cxgbtgc2ztx2n88b8tii,1,34.2,70.2,2025-03-12T14:11:26.763Z,2025-03-12T14:11:27Z,5576349399,213,4.43,5576349393,140,26.3,5576349391,56,Back,5576349397,212,30,5576349395,141,27.8,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356977,84,1,1,11,14,d65t4cxgbtgc2ztx2n88b8tii,1,26.3,27.8,2025-03-12T14:11:27.386Z,2025-03-12T14:11:28Z,5576349437,212,12.4,5576349435,141,11.9,5576349431,56,Back,5576349439,213,5.23,5576349433,140,32.1,,,,,,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356985,85,1,1,11,15,d65t4cxgbtgc2ztx2n88b8tii,1,32.1,11.9,2025-03-12T14:11:28.239Z,2025-03-12T14:11:30Z,5576349469,213,0.08,5576349467,212,31,5576349463,140,61.5,5576349465,141,15.5,5576349461,56,Right,,,,,,,,,,nhw0pvzxev9opwvkg3cydd78,Abdul Rabeeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356989,86,50,1,11,17,d65t4cxgbtgc2ztx2n88b8tii,1,66.4,19.8,2025-03-12T14:11:30.374Z,2025-03-12T15:56:06Z,5576349479,56,Right,5576349559,233,118,5576349481,286,,,,,,,,,,,,,,,,,3ddplpbiqnmaisa6t058w2tm2,Ayush Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787356999,118,7,1,11,17,5yvw8xpbzap5lhlze04odtgk4,1,33.6,80.2,2025-03-12T14:11:30.375Z,2025-03-12T15:56:05Z,5576349537,56,Back,5576349539,285,,5576349551,233,86,,,,,,,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787357005,119,49,1,11,19,5yvw8xpbzap5lhlze04odtgk4,1,31.8,79.9,2025-03-12T14:11:32.079Z,2025-03-12T14:11:32Z,,,,,,,,,,,,,,,,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787357013,120,1,1,11,20,5yvw8xpbzap5lhlze04odtgk4,1,31.8,79.9,2025-03-12T14:11:32.655Z,2025-03-12T14:11:33Z,5576349617,212,10,5576349619,213,5.65,5576349613,140,39.5,5576349615,141,71.2,5576349611,56,Back,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787357027,121,1,1,11,21,5yvw8xpbzap5lhlze04odtgk4,1,39.5,71.2,2025-03-12T14:11:33.439Z,2025-03-12T14:11:38Z,5576349701,212,12.4,5576349697,140,49.4,5576349703,213,5.7,5576349695,56,Back,5576349699,141,61.2,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787357045,122,1,1,11,25,5yvw8xpbzap5lhlze04odtgk4,0,66.4,67,2025-03-12T14:11:38.319Z,2025-03-12T14:11:40Z,5576349807,140,83.1,5576349811,212,17.7,5576349809,141,70.2,5576349805,56,Center,5576349813,213,0.12,,,,,,,,,,ap6n4q8c3c5cj9ilb8bxcy9sk,Vibin Mohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787357063,87,12,1,11,28,d65t4cxgbtgc2ztx2n88b8tii,1,6.5,38.8,2025-03-12T14:11:40.774Z,2025-03-12T14:11:43Z,5576349943,213,5.12,5576349937,140,8.2,5576349939,141,32.7,5576349935,56,Back,5576349941,212,4.5,,,,,,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357073,88,1,1,11,30,d65t4cxgbtgc2ztx2n88b8tii,1,13.5,20.8,2025-03-12T14:11:43.355Z,2025-03-12T14:11:44Z,5576349989,141,17.7,5576349993,213,6.18,5576349985,56,Back,5576349991,212,19.6,5576349987,140,32.1,,,,,,,,,,nhw0pvzxev9opwvkg3cydd78,Abdul Rabeeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357075,89,49,1,11,32,d65t4cxgbtgc2ztx2n88b8tii,1,32.1,17.7,2025-03-12T14:11:44.792Z,2025-03-12T14:11:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cczfio2y0doub738tvqss83qh,Cy Goddard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357107,90,1,1,11,32,d65t4cxgbtgc2ztx2n88b8tii,1,32.1,17.7,2025-03-12T14:11:45.095Z,2025-03-12T14:11:50Z,5576350131,56,Back,5576350139,213,1.98,5576350133,140,27.5,5576350137,212,12,5576350135,141,33.9,,,,,,,,,,cczfio2y0doub738tvqss83qh,Cy Goddard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357121,91,1,1,11,38,d65t4cxgbtgc2ztx2n88b8tii,1,30.2,30.8,2025-03-12T14:11:50.792Z,2025-03-12T14:11:56Z,5576350229,141,40.9,5576350227,140,29.4,5576350231,212,6.9,5576350225,56,Back,5576350233,213,1.69,,,,,,,,,,3ddplpbiqnmaisa6t058w2tm2,Ayush Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357127,92,1,1,11,43,d65t4cxgbtgc2ztx2n88b8tii,1,36.1,62.6,2025-03-12T14:11:56.185Z,2025-03-12T14:11:57Z,5576350281,141,93.2,5576350279,140,30.2,5576350285,213,1.86,5576350283,212,21.7,5576350277,56,Back,,,,,,,,,,cczfio2y0doub738tvqss83qh,Cy Goddard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357145,93,1,1,11,45,d65t4cxgbtgc2ztx2n88b8tii,1,30.2,93.2,2025-03-12T14:11:57.530Z,2025-03-12T14:12:04Z,5576350421,140,41.6,5576350423,141,97.1,5576350417,56,Back,5576350433,213,0.22,5576350431,212,12.3,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357159,94,3,1,11,51,d65t4cxgbtgc2ztx2n88b8tii,1,52.4,83.8,2025-03-12T14:12:03.611Z,2025-03-12T16:10:09Z,5576350485,56,Left,5576350489,233,123,5576350487,286,,,,,,,,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787357151,123,45,1,11,51,5yvw8xpbzap5lhlze04odtgk4,0,47.6,16.2,2025-03-12T14:12:03.611Z,2025-03-12T16:10:09Z,5576350497,233,94,5576350451,285,,5576350449,56,Back,,,,,,,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787357167,95,3,1,11,54,d65t4cxgbtgc2ztx2n88b8tii,0,66.2,76.4,2025-03-12T14:12:06.485Z,2025-03-12T15:56:06Z,5576350517,286,,5576350515,56,Center,5576350563,233,125,,,,,,,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
