id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,teamName,Position
2787341573,1,34,16,0,0,d65t4cxgbtgc2ztx2n88b8tii,1,0,0,2025-03-12T12:56:19.779Z,2025-03-12T12:56:19Z,5576260667,194,epjm2k6lplvween8gexdifyi2,5576260657,30,"91uv3tace3n1v7v7422lisi5l, nhw0pvzxev9opwvkg3cydd78, 2utdfp1sj3pzsr2k9b3khmnoq, 1cz2q65pbg4w6698n6dy028rt, epjm2k6lplvween8gexdifyi2, 7nl0hn7670l84eqqbp2ecjdux, 37bxlfo2kj1bowgi4tm4jgcgk, 3ddplpbiqnmaisa6t058w2tm2, df5mqt7nfb84a3lvylfp08y22, 27dzs6us163s1g41tevj9u7f8, cczfio2y0doub738tvqss83qh, 7o888qpdzcc1wnt4qovjdaiok, d75znztlcz5g3p5t6jg77s02y, dyqnk2t1a29zre3x9wlforgx6, 3o7dpj9z9n58rl1woias5yiac, 2ve8ej5ej6fnbjpzpuzcdd4gl, dwog7lmj6sp8lgs8ls6ou4fmc, 77w23oif80n182nsktwf43949, 7i6kz4bfox0j52efjxfa34mj8, 64ks0du9vw4wvzanhoi62l05",5576260665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5576260671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5576260661,59,"1, 77, 41, 5, 4, 65, 27, 8, 9, 17, 11, 3, 6, 7, 22, 24, 25, 28, 29, 31",5576260659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5576260669,197,22969,5576260663,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787342149,1,34,16,0,0,5yvw8xpbzap5lhlze04odtgk4,1,0,0,2025-03-12T12:59:02.516Z,2025-03-12T14:25:48Z,5576263773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5576263763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5576263769,197,26356,5576263759,59,"2, 27, 50, 10, 94, 15, 25, 13, 14, 8, 19, 3, 4, 6, 21, 22, 26, 77, 81, 97",5576263761,130,2,5576263755,30,"eraojginbnda524w48mv1i4us, 58kclnrwfszhkvtfexyctsn3d, arzfyvstbc17d1mioc40tidm2, 23m69s7nd9vnc9u9ra2aspn11, bcjkyeu4gtghgy9khmmob9g45, 6r8f0lomojaqk37bz5ajprze1, 5arf4f4k8om3ux3rryhincxzo, 3an8bc2nxiodsw6rbcgji1ilm, bmdl4tqssmqzrgn8n5ldwcavo, ap6n4q8c3c5cj9ilb8bxcy9sk, ccrqgyzzq44gpjva980k10gt0, 11i7jwqw21v1kzwndjlk7zzdh, g9tbrt8vtobe5k8p9z88nuju, e26d5q10exurstp1jj47u67mc, 30vv3ayo58dx1eln576s87p0q, da3tvbccuhs3ie2u2tweqcxec, 5fbvdc1bd5b3ukg3232sqn1pm, z6g26xqafehjzqkd3tzejt91, 430jp7ijbrfaw6pmz19hg2tjo, dy0x2kt0h4e6fahxns2k5t2c4",5576263767,194,23m69s7nd9vnc9u9ra2aspn11,5576263757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354767,2,32,1,0,0,d65t4cxgbtgc2ztx2n88b8tii,1,0,0,2025-03-12T14:00:12.420Z,2025-03-12T14:00:15Z,5576336725,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787354765,2,32,1,0,0,5yvw8xpbzap5lhlze04odtgk4,1,0,0,2025-03-12T14:00:12.420Z,2025-03-12T14:00:12Z,5576336723,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354787,3,1,1,0,0,5yvw8xpbzap5lhlze04odtgk4,1,49.9,49.9,2025-03-12T14:00:12.421Z,2025-03-12T14:00:16Z,5576336871,140,32.6,5576336873,141,57.2,5576336875,212,18.8,5576336879,279,S,5576336877,213,2.87,5576336869,56,Back,,,,,,,ap6n4q8c3c5cj9ilb8bxcy9sk,Vibin Mohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354793,4,1,1,0,4,5yvw8xpbzap5lhlze04odtgk4,1,32.6,57.2,2025-03-12T14:00:16.492Z,2025-03-12T14:00:19Z,5576336907,141,86.2,5576336909,212,19.8,5576336911,213,1.66,5576336905,140,30.9,5576336903,56,Back,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354801,5,1,1,0,6,5yvw8xpbzap5lhlze04odtgk4,1,30.9,86.2,2025-03-12T14:00:18.971Z,2025-03-12T14:00:21Z,5576336917,56,Left,5576336923,212,26.2,5576336921,141,87.2,5576336919,140,55.8,5576336925,213,0.03,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354809,6,1,1,0,8,5yvw8xpbzap5lhlze04odtgk4,1,55.8,87.2,2025-03-12T14:00:20.924Z,2025-03-12T14:00:23Z,5576336971,213,3.17,5576336967,141,86,5576336969,212,24.6,5576336963,56,Back,5576336965,140,32.4,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354813,7,1,1,0,10,5yvw8xpbzap5lhlze04odtgk4,1,32.4,86,2025-03-12T14:00:22.939Z,2025-03-12T14:00:24Z,5576337001,140,23,5576336999,56,Back,5576337007,213,4.16,5576337005,212,18.7,5576337003,141,62.7,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354823,8,1,1,0,12,5yvw8xpbzap5lhlze04odtgk4,1,23,62.7,2025-03-12T14:00:24.508Z,2025-03-12T14:00:28Z,5576337061,212,13.8,5576337059,141,46.1,5576337063,213,5.33,5576337057,140,30.6,5576337055,56,Back,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354825,9,1,1,0,15,5yvw8xpbzap5lhlze04odtgk4,1,30.9,32.4,2025-03-12T14:00:28.075Z,2025-03-12T14:00:30Z,5576337071,141,7.4,5576337073,212,17.8,5576337069,140,35.9,5576337075,213,5.01,5576337067,56,Back,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354855,10,1,1,0,17,5yvw8xpbzap5lhlze04odtgk4,1,28.1,11.1,2025-03-12T14:00:30.092Z,2025-03-12T14:00:38Z,5576337213,212,14.9,5576337215,213,0.92,5576337211,141,28.5,5576337209,140,36.7,5576337207,56,Back,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354835,3,83,1,0,20,d65t4cxgbtgc2ztx2n88b8tii,0,55.8,66.7,2025-03-12T14:00:33.401Z,2025-03-12T14:00:42Z,5576337233,399,3an8bc2nxiodsw6rbcgji1ilm,,,,,,,,,,,,,,,,,,,,,,27dzs6us163s1g41tevj9u7f8,Abhijith P A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787354841,4,83,1,0,22,d65t4cxgbtgc2ztx2n88b8tii,0,54.9,68.6,2025-03-12T14:00:35.105Z,2025-03-12T14:00:42Z,5576337231,399,3an8bc2nxiodsw6rbcgji1ilm,,,,,,,,,,,,,,,,,,,,,,3ddplpbiqnmaisa6t058w2tm2,Ayush Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787354859,11,1,1,0,26,5yvw8xpbzap5lhlze04odtgk4,1,29.8,26.7,2025-03-12T14:00:38.844Z,2025-03-12T14:00:41Z,5576337219,56,Back,5576337227,213,1.57,5576337225,212,28.4,5576337223,141,68.4,5576337221,140,29.7,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354867,12,1,1,0,31,5yvw8xpbzap5lhlze04odtgk4,1,37.7,64,2025-03-12T14:00:43.932Z,2025-03-12T14:00:45Z,5576337261,141,75.9,5576337259,140,58.3,5576337263,212,23.1,5576337257,56,Center,5576337265,213,0.36,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354869,13,1,1,0,33,5yvw8xpbzap5lhlze04odtgk4,1,58.3,75.9,2025-03-12T14:00:45.596Z,2025-03-12T14:00:50Z,5576337275,140,73.6,5576337277,141,81.2,5576337281,213,0.22,5576337273,56,Left,5576337279,212,16.5,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354877,14,1,1,0,37,5yvw8xpbzap5lhlze04odtgk4,1,73.5,97.1,2025-03-12T14:00:49.996Z,2025-03-12T14:00:51Z,5576337327,213,3.54,5576337319,56,Left,5576337325,212,19.6,5576337323,141,85.9,5576337321,140,56.3,,,,,,,,,,bmdl4tqssmqzrgn8n5ldwcavo,Kwame Peprah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354887,15,1,1,0,39,5yvw8xpbzap5lhlze04odtgk4,1,56.8,83.3,2025-03-12T14:00:51.772Z,2025-03-12T14:00:53Z,5576337371,140,60.2,5576337373,141,92.9,5576337375,212,7.4,5576337377,213,1.07,5576337369,56,Left,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354893,16,1,1,0,41,5yvw8xpbzap5lhlze04odtgk4,1,60.2,92.9,2025-03-12T14:00:53.821Z,2025-03-12T14:00:56Z,5576337395,140,52.1,5576337393,56,Left,5576337401,213,3.91,5576337397,141,80.9,5576337399,212,11.8,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354899,17,1,1,0,43,5yvw8xpbzap5lhlze04odtgk4,0,54.6,77.6,2025-03-12T14:00:56.173Z,2025-03-12T14:00:57Z,5576337439,155,,5576337441,56,Center,5576337445,141,65.1,5576337443,140,74.5,5576337447,212,22.6,5576337449,213,5.9,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354901,5,1,1,0,45,d65t4cxgbtgc2ztx2n88b8tii,1,19.1,47.8,2025-03-12T14:00:58.060Z,2025-03-12T14:01:15Z,5576337455,140,31.5,5576337457,141,64.2,5576337453,56,Back,5576337459,212,17.1,5576337451,3,,5576337461,213,0.71,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787354903,6,61,1,0,47,d65t4cxgbtgc2ztx2n88b8tii,0,31.5,64.2,2025-03-12T14:00:59.546Z,2025-03-12T14:00:59Z,5576337465,56,Back,,,,,,,,,,,,,,,,,,,,,,3ddplpbiqnmaisa6t058w2tm2,Ayush Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787354905,18,1,1,0,48,5yvw8xpbzap5lhlze04odtgk4,1,60.5,45.2,2025-03-12T14:01:01.084Z,2025-03-12T14:01:02Z,5576337467,56,Center,5576337475,213,4.64,5576337471,141,22.5,5576337469,140,59.4,5576337473,212,15.5,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354907,19,1,1,0,49,5yvw8xpbzap5lhlze04odtgk4,1,56.9,20.6,2025-03-12T14:01:02.397Z,2025-03-12T14:01:03Z,5576337479,56,Center,5576337483,141,38.9,5576337485,212,12.8,5576337487,213,1.35,5576337481,140,59.6,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354925,20,1,1,0,50,5yvw8xpbzap5lhlze04odtgk4,1,59.6,38.9,2025-03-12T14:01:03.037Z,2025-03-12T14:01:10Z,5576337591,56,Right,5576337599,213,5.39,5576337593,140,72.5,5576337597,212,21.7,5576337595,141,14,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354927,21,61,1,0,57,5yvw8xpbzap5lhlze04odtgk4,0,89.8,11.9,2025-03-12T14:01:10.013Z,2025-03-12T14:01:10Z,5576337603,56,Right,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354937,7,5,1,0,58,d65t4cxgbtgc2ztx2n88b8tii,1,-0.7,86.5,2025-03-12T14:01:10.480Z,2025-03-12T14:49:32Z,5576337649,346,,5576337647,56,Back,5576338035,233,22,,,,,,,,,,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787354987,22,5,1,0,58,5yvw8xpbzap5lhlze04odtgk4,0,100.7,13.5,2025-03-12T14:01:10.480Z,2025-03-12T14:49:33Z,5576338043,233,7,5576338015,346,,5576338013,56,Right,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,Korou Singh Thingujam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354979,8,1,1,1,28,d65t4cxgbtgc2ztx2n88b8tii,0,5,63,2025-03-12T14:01:40.673Z,2025-03-12T15:56:57Z,5576337981,212,71.1,5576337979,141,83.9,5576337983,213,0.2,5576337989,74,,5576337973,124,,5576340399,189,,5576337985,1,,5576337977,140,71.3,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,5576337975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
2787354991,23,44,1,1,31,5yvw8xpbzap5lhlze04odtgk4,1,32.7,18.2,2025-03-12T14:01:43.447Z,2025-03-12T14:53:54Z,5576338033,285,,5576338039,233,9,5576338031,56,Back,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354983,9,44,1,1,31,d65t4cxgbtgc2ztx2n88b8tii,0,67.3,81.8,2025-03-12T14:01:43.448Z,2025-03-12T15:56:55Z,5576338049,233,23,5576338007,286,,5576338005,56,Left,,,,,,,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787355003,24,1,1,1,32,5yvw8xpbzap5lhlze04odtgk4,0,37.7,20.9,2025-03-12T14:01:44.463Z,2025-03-12T14:01:48Z,5576338095,140,60,5576338093,56,Right,5576338097,141,0,5576338099,212,27.8,5576338101,213,5.71,5576338091,3,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787354999,10,5,1,1,32,d65t4cxgbtgc2ztx2n88b8tii,1,38.4,101.5,2025-03-12T14:01:44.616Z,2025-03-12T14:49:33Z,5576338117,233,25,5576338069,56,Back,5576338071,347,,,,,,,,,,,,,,,,,27dzs6us163s1g41tevj9u7f8,Abhijith P A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787355005,25,5,1,1,32,5yvw8xpbzap5lhlze04odtgk4,0,61.6,-1.5,2025-03-12T14:01:44.616Z,2025-03-12T14:49:33Z,5576338107,347,,5576338103,56,Right,5576338139,233,10,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355037,11,1,1,1,59,d65t4cxgbtgc2ztx2n88b8tii,0,49.3,100,2025-03-12T14:02:12.089Z,2025-03-12T14:02:16Z,5576338289,140,63.1,5576338295,213,5.79,5576338285,107,,5576338287,56,Left,5576338291,141,89.9,5576338293,212,16.5,,,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787355045,26,44,1,2,3,5yvw8xpbzap5lhlze04odtgk4,1,34.6,10.4,2025-03-12T14:02:15.607Z,2025-03-12T14:53:54Z,5576338323,56,Back,5576338331,233,12,5576338325,285,,,,,,,,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355039,12,44,1,2,3,d65t4cxgbtgc2ztx2n88b8tii,0,65.4,89.6,2025-03-12T14:02:15.608Z,2025-03-12T14:53:54Z,5576338299,56,Left,5576338301,286,,5576338339,233,26,,,,,,,,,,,,,,,,37bxlfo2kj1bowgi4tm4jgcgk,Sourav K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787355051,13,1,1,2,4,d65t4cxgbtgc2ztx2n88b8tii,0,54.6,82,2025-03-12T14:02:16.856Z,2025-03-12T14:02:18Z,5576338359,213,5.52,5576338357,212,6.1,5576338355,141,75.8,5576338353,140,58.8,5576338349,3,,5576338351,56,Center,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2787355055,27,1,1,2,4,5yvw8xpbzap5lhlze04odtgk4,0,30.8,10.9,2025-03-12T14:02:17.280Z,2025-03-12T14:02:18Z,5576338371,141,13.5,5576338369,140,41.7,5576338373,212,11.6,5576338367,56,Back,5576338365,3,,5576338375,213,0.15,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355057,28,49,1,2,8,5yvw8xpbzap5lhlze04odtgk4,1,40.2,26.2,2025-03-12T14:02:20.479Z,2025-03-12T14:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355063,29,1,1,2,8,5yvw8xpbzap5lhlze04odtgk4,1,40.2,26.2,2025-03-12T14:02:20.942Z,2025-03-12T14:02:23Z,5576338405,140,55.4,5576338403,56,Center,5576338407,141,58.4,5576338409,212,27.1,5576338411,213,0.94,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355077,30,1,1,2,10,5yvw8xpbzap5lhlze04odtgk4,1,58.3,59.1,2025-03-12T14:02:23.359Z,2025-03-12T14:02:27Z,5576338481,140,67.5,5576338479,56,Center,5576338485,212,16.2,5576338483,141,78.2,5576338487,213,0.93,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355087,31,1,1,2,14,5yvw8xpbzap5lhlze04odtgk4,1,61.2,87.4,2025-03-12T14:02:27.359Z,2025-03-12T14:02:32Z,5576338545,213,3.54,5576338543,212,29.7,5576338535,140,35.2,5576338541,141,70.3,5576338533,56,Back,,,,,,,,,,ap6n4q8c3c5cj9ilb8bxcy9sk,Vibin Mohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355093,32,1,1,2,19,5yvw8xpbzap5lhlze04odtgk4,1,36.7,69.1,2025-03-12T14:02:32.095Z,2025-03-12T14:02:33Z,5576338571,212,20.3,5576338569,141,70.9,5576338573,213,0.06,5576338567,140,56,5576338565,56,Center,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355099,33,1,1,2,21,5yvw8xpbzap5lhlze04odtgk4,1,56,70.9,2025-03-12T14:02:33.535Z,2025-03-12T14:02:34Z,5576338613,213,3.25,5576338607,140,36.1,5576338611,212,21,5576338605,56,Back,5576338609,141,67.5,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355111,34,1,1,2,22,5yvw8xpbzap5lhlze04odtgk4,1,36.1,67.5,2025-03-12T14:02:34.560Z,2025-03-12T14:02:39Z,5576338683,213,0.98,5576338679,141,96.3,5576338681,212,23.6,5576338677,140,48.7,5576338675,56,Back,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355121,35,1,1,2,26,5yvw8xpbzap5lhlze04odtgk4,1,44.4,91.7,2025-03-12T14:02:39.039Z,2025-03-12T14:02:44Z,5576338745,213,4.06,5576338743,212,16.4,5576338739,140,34.9,5576338737,56,Back,5576338741,141,72.6,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355129,36,1,1,2,31,5yvw8xpbzap5lhlze04odtgk4,1,35.9,68.8,2025-03-12T14:02:44.095Z,2025-03-12T14:02:47Z,5576338805,141,43.4,5576338807,212,23.6,5576338801,56,Center,5576338803,140,51.2,5576338809,213,5.46,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355135,37,1,1,2,34,5yvw8xpbzap5lhlze04odtgk4,1,44.8,45.1,2025-03-12T14:02:47.104Z,2025-03-12T14:02:49Z,5576338841,213,2.17,5576338833,56,Back,5576338835,140,35,5576338839,212,18.3,5576338837,141,67.3,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355147,38,1,1,2,37,5yvw8xpbzap5lhlze04odtgk4,1,38.6,64.6,2025-03-12T14:02:49.791Z,2025-03-12T14:02:52Z,5576338897,140,47.3,5576338895,56,Back,5576338903,213,1.1,5576338899,141,90.8,5576338901,212,20,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355157,39,1,1,2,39,5yvw8xpbzap5lhlze04odtgk4,1,52.9,93.5,2025-03-12T14:02:52.368Z,2025-03-12T14:02:57Z,5576338963,213,0.02,5576338959,141,93.9,5576338961,212,15.4,5576338955,56,Left,5576338957,140,67.6,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355165,40,1,1,2,44,5yvw8xpbzap5lhlze04odtgk4,1,56.7,88.4,2025-03-12T14:02:56.880Z,2025-03-12T14:02:59Z,5576339001,140,54.2,5576339005,212,10,5576339003,141,74.2,5576339007,213,4.45,5576338999,56,Center,,,,,,,,,,ccrqgyzzq44gpjva980k10gt0,Mohammed Aimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2787355171,41,1,1,2,46,5yvw8xpbzap5lhlze04odtgk4,0,52.3,71.2,2025-03-12T14:02:59.263Z,2025-03-12T14:03:01Z,5576339033,212,23.6,5576339031,141,52.5,5576339025,155,,5576339027,56,Center,5576339035,213,5.71,5576339029,140,71.2,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
