id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,teamName,Position
2781472273,1,34,16,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5544136055,30,"1uvpqxrzxnjfb790p5t1mjztg, 1i4qgopfzsr2xyfs93kjtcvai, 8js8a2yz6jly94vf0ilyg76s4, 99p8q4t09iq7scfgt0bkrmlpm, 11xl1jtpjn674dw6yxfv33pey, 5hi3s09qsxkuv8l5nw8d8qqj9, cqwjl27qlms7fxa3edgkvpr6d, 3znwt67r5j8mghoi2wm9urris, 2n6c8ciuley3hz0fnt6gn4zpx, 1csytueiqmph9zm2p58ww333e, fekzw1l7xz97js7ns7ag2mfo, eu9kw6jcgneygerxqlfj00r11, 2hsgcgekgsls87pbwwz9a3q39, dc8zct96hw1uct3arbrq408b8, 1w5gsyg7y2tdm86v2oqg3l34k, 61omz2augmafukhx5q6zydw8a, ciydd242v6efvzsqd2hxqvwus, 8d6mz56ogl5wo02hgq3qp3ip6, 696x33mjrjyh5szfidw8gd444, 9w7vzklkn51n608f2md2ds3kk",5544136067,197,13977,5544136063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5544136069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5544136059,59,"78, 12, 27, 23, 74, 33, 7, 4, 99, 6, 29, 1, 20, 25, 30, 31, 35, 44, 45, 77",5544136065,194,2n6c8ciuley3hz0fnt6gn4zpx,5544136057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5544136061,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781472321,1,34,16,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,5544136389,194,cs6a7dp9ot01jwplqj2xmxrrp,5544136393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5544136383,59,"55, 21, 27, 4, 16, 3, 10, 14, 9, 26, 42, 8, 13, 15, 18, 20, 30, 41, 44, 99",5544136387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5544136379,30,"ekizuw6hg7uyaojwjusby1jbo, d5adi48nrkr3n0dqoitcdzu95, 9dp54x2ylvg08u109thcf7dux, 5hligrqwpc6qzxiyg4rfeay1h, cs6a7dp9ot01jwplqj2xmxrrp, qlk46xybcoxrvr01pauxibpx, a6ys5uqsrmmeorj6f8ogoxbvu, 9d8lhd93zoyekfcypi15zt7je, b3khxum0vaam8qme2imlwhh3p, cjlcl3qpjqrsnouucxg7xpuqd, e2j3eitceuxqxf4lj5yjfccno, 57fizz3ad5m2w0qz8v6xeazmd, e7dhnqiwnz4k433yqu7sb13e2, j8o05z2drw3xbcgcwk7g04wl, 2133i1f3tem0bpoxw0naq3sgl, 8aa6rgjs6vqeqnt8f5dsu9l2h, 8ea7iywugl9n7ntz3uu251ih, cpodiheplpmn42lw8l2fdrjtg, bpjhf7w833sd77s9phx8bpvdg, 2vxh7pu3vudg8uz0ieozae4us",5544136381,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5544136385,130,8,5544136391,197,3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781479841,2,32,1,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5544179409,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781479835,2,32,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,5544179379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781479885,3,1,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,50.3,50.3,5544179515,56,Back,5544179525,279,S,5544179521,212,30.7,5544179523,213,3.16,5544179519,141,49.6,5544179517,140,21.1,,,,,,,b3khxum0vaam8qme2imlwhh3p,Armando Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781479891,4,1,1,0,5,9eqjks8amwm1ycytsoi7xld25,0,23.8,49.9,5544179561,56,Left,5544179565,141,82.7,5544179571,1,,5544179559,157,,5544179569,213,0.5,5544179567,212,46.4,5544179563,140,62.5,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2781479915,3,1,1,0,8,8uacz8yrceknwsreon4rb5i8o,1,38.6,27,5544179717,56,Back,5544179719,140,31.6,5544179723,212,14,5544179725,213,2.12,5544179721,141,44.5,5544179715,3,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781479921,4,1,1,0,10,8uacz8yrceknwsreon4rb5i8o,0,31.6,44.3,5544179763,141,36.4,5544179767,213,5.76,5544179765,212,10.7,5544179761,140,40.4,5544179757,3,,5544179759,56,Back,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781479927,5,1,1,0,12,9eqjks8amwm1ycytsoi7xld25,1,56.9,69,5544179789,3,,5544179793,140,73.7,5544179797,212,18,5544179799,213,0.19,5544179791,56,Center,5544179795,141,74.1,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781479933,6,1,1,0,13,9eqjks8amwm1ycytsoi7xld25,0,73.7,74.1,5544179827,3,,5544179833,141,60.8,5544179837,212,9.4,5544179839,213,4.44,5544179831,140,71.3,5544179829,56,Center,,,,,,,b3khxum0vaam8qme2imlwhh3p,Armando Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781479965,5,1,1,0,14,8uacz8yrceknwsreon4rb5i8o,0,29.1,44.2,5544180007,141,29.1,5544180003,140,55.5,5544180111,1,,5544180009,212,29.6,5544179999,56,Center,5544180011,213,5.93,5544180109,157,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781479955,7,1,1,0,17,9eqjks8amwm1ycytsoi7xld25,0,39.9,73,5544179951,3,,5544179959,212,20,5544179955,140,45.1,5544179961,213,1.29,5544179957,141,100,5544179953,56,Back,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781479979,6,5,1,0,18,8uacz8yrceknwsreon4rb5i8o,1,56.6,-1.6,5544180093,56,Right,5544180115,233,8,5544180095,347,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781479959,8,5,1,0,18,9eqjks8amwm1ycytsoi7xld25,0,43.4,101.6,5544179975,56,Back,5544180147,233,6,5544179977,347,,,,,,,,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781479991,7,1,1,0,23,8uacz8yrceknwsreon4rb5i8o,1,59.3,0,5544180199,213,1.54,5544180193,140,59.5,5544180197,212,6.3,5544180189,107,,5544180191,56,Right,5544180195,141,7.3,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781479995,8,1,1,0,24,8uacz8yrceknwsreon4rb5i8o,1,59.5,7.3,5544180221,212,2.9,5544180215,56,Right,5544180217,140,59.1,5544180219,141,3.1,5544180227,156,,5544180223,213,4.57,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480001,9,1,1,0,26,8uacz8yrceknwsreon4rb5i8o,1,59.1,3.1,5544180259,141,8.3,5544180255,56,Right,5544180263,213,0.19,5544180257,140,76.2,5544180253,155,,5544180261,212,18.3,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480019,10,1,1,0,28,8uacz8yrceknwsreon4rb5i8o,1,86,13.2,5544180381,56,Center,5544180385,141,60,5544180383,140,84.4,5544180387,212,31.9,5544180379,155,,5544180377,2,,5544180389,213,1.62,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480025,11,1,1,0,30,8uacz8yrceknwsreon4rb5i8o,0,84.4,60,5544180421,212,4.8,5544180417,140,83.6,5544180423,213,4.54,5544180415,56,Center,5544180419,141,53.1,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480039,9,49,1,0,32,9eqjks8amwm1ycytsoi7xld25,1,20,28.8,,,,,,,,,,,,,,,,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480053,12,83,1,0,35,8uacz8yrceknwsreon4rb5i8o,0,79.9,64.2,5544180789,399,9d8lhd93zoyekfcypi15zt7je,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480073,10,1,1,0,39,9eqjks8amwm1ycytsoi7xld25,0,27.1,7.9,5544180775,212,23,5544180771,140,48,5544180769,56,Back,5544180773,141,0,5544180777,213,5.99,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480077,11,5,1,0,42,9eqjks8amwm1ycytsoi7xld25,0,49.2,-1.7,5544180779,56,Back,5544180781,347,,5544180903,233,13,,,,,,,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480109,13,5,1,0,42,8uacz8yrceknwsreon4rb5i8o,1,50.8,101.7,5544180881,347,,5544180879,56,Left,5544180887,233,11,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480115,14,1,1,0,46,8uacz8yrceknwsreon4rb5i8o,0,48.8,100,5544180911,140,60.7,5544180915,212,13.2,5544180917,213,5.96,5544180913,141,95.1,5544180909,56,Left,5544180907,107,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480123,12,1,1,0,47,9eqjks8amwm1ycytsoi7xld25,1,34.7,12.6,5544180965,140,37.3,5544180961,56,Back,5544180959,3,,5544180975,212,4,5544180971,141,8.3,5544180979,213,5.46,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480127,13,49,1,0,49,9eqjks8amwm1ycytsoi7xld25,1,37.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480137,14,1,1,0,49,9eqjks8amwm1ycytsoi7xld25,0,37.3,8.9,5544181021,140,38.1,5544181025,212,1,5544181027,213,0.57,5544181023,141,9.7,5544181019,56,Back,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480149,15,61,1,0,51,8uacz8yrceknwsreon4rb5i8o,1,58.2,93.6,5544181087,56,Left,,,,,,,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480155,15,83,1,0,52,9eqjks8amwm1ycytsoi7xld25,0,40.4,9.4,5544181179,399,8js8a2yz6jly94vf0ilyg76s4,,,,,,,,,,,,,,,,,,,,,,b3khxum0vaam8qme2imlwhh3p,Armando Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480159,16,49,1,0,53,8uacz8yrceknwsreon4rb5i8o,1,53.1,95.1,,,,,,,,,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480163,17,1,1,0,53,8uacz8yrceknwsreon4rb5i8o,0,53.6,94.7,5544181193,212,6.4,5544181189,140,59.3,5544181191,141,91.4,5544181195,213,5.92,5544181187,56,Left,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480181,16,61,1,0,56,9eqjks8amwm1ycytsoi7xld25,0,39.9,20.1,5544181287,56,Back,,,,,,,,,,,,,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480207,18,1,1,1,3,8uacz8yrceknwsreon4rb5i8o,1,32.9,86.6,5544181543,212,31.1,5544181539,140,31.9,5544181545,213,4.68,5544181541,141,40.9,5544181537,56,Back,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480335,19,1,1,1,12,8uacz8yrceknwsreon4rb5i8o,0,38.2,20.6,5544182341,155,,5544182351,213,0.28,5544182349,212,38,5544182345,140,73,5544182347,141,35.8,5544182343,56,Center,5544182353,1,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480215,17,44,1,1,13,9eqjks8amwm1ycytsoi7xld25,1,29.5,68.4,5544181577,56,Back,5544181579,285,,5544203417,233,104,,,,,,,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781484027,104,44,1,1,13,8uacz8yrceknwsreon4rb5i8o,0,70.5,31.6,5544203233,286,,5544203433,233,17,5544203231,56,Center,,,,,,,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480221,18,1,1,1,14,9eqjks8amwm1ycytsoi7xld25,1,30.9,69.3,5544181619,141,56.4,5544181615,56,Back,5544181623,213,4.47,5544181613,3,,5544181617,140,28.8,5544181621,212,9,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480227,19,1,1,1,16,9eqjks8amwm1ycytsoi7xld25,0,28.8,56.4,5544181663,3,,5544181671,212,15.5,5544181667,140,42.4,5544181669,141,65.4,5544181665,56,Back,5544181673,213,0.4,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781491809,341,1,1,1,19,8uacz8yrceknwsreon4rb5i8o,1,52.9,31.9,5544248613,56,Center,5544248617,141,48.8,5544248621,213,1.63,5544248615,140,52.2,5544248619,212,11.5,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781491811,342,49,1,1,20,8uacz8yrceknwsreon4rb5i8o,1,52.2,48.8,,,,,,,,,,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781491873,343,1,1,1,21,8uacz8yrceknwsreon4rb5i8o,1,52.2,48.8,5544248953,141,55.5,5544248957,213,2.79,5544248949,56,Back,5544248955,212,13.1,5544248951,140,40.5,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781491881,344,1,1,1,22,8uacz8yrceknwsreon4rb5i8o,1,40.5,55.5,5544249015,213,1.35,5544249011,141,90.6,5544249013,212,24.5,5544249009,140,45.6,5544249007,56,Back,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781491951,345,1,1,1,26,8uacz8yrceknwsreon4rb5i8o,0,43.3,95.6,5544249437,140,61,5544249441,212,18.6,5544249443,213,0.06,5544249435,56,Left,5544249439,141,97.2,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781484033,168,61,1,1,29,9eqjks8amwm1ycytsoi7xld25,1,39.2,6.4,5544203253,56,Back,,,,,,,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480269,20,5,1,1,30,9eqjks8amwm1ycytsoi7xld25,0,37.1,-1.5,5544181915,347,,5544203655,233,105,5544181913,56,Back,,,,,,,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781484087,105,5,1,1,30,8uacz8yrceknwsreon4rb5i8o,1,62.9,101.5,5544203637,347,,5544203635,56,Left,5544203639,233,20,,,,,,,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480343,21,1,1,1,57,8uacz8yrceknwsreon4rb5i8o,0,60.1,100,5544182403,213,5.81,5544182397,140,69.7,5544182393,107,,5544182399,141,94.2,5544182395,56,Left,5544182401,212,11.3,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480357,22,50,1,1,58,8uacz8yrceknwsreon4rb5i8o,1,68.8,94.2,5544182475,56,Left,5544182509,233,21,5544182477,286,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480351,21,7,1,1,58,9eqjks8amwm1ycytsoi7xld25,1,31.2,5.8,5544182443,285,,5544182439,167,,5544182441,56,Back,5544182483,233,22,,,,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480339,20,5,1,2,0,8uacz8yrceknwsreon4rb5i8o,1,62.8,101.8,5544182379,347,,5544216765,233,22,5544182377,56,Left,,,,,,,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480353,22,5,1,2,0,9eqjks8amwm1ycytsoi7xld25,0,37.2,-1.8,5544182445,56,Back,5544216769,233,20,5544216705,347,,,,,,,,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480359,23,43,1,2,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5544182515,56,Left,5544204629,144,5,5544182517,347,0,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480367,24,1,1,2,3,8uacz8yrceknwsreon4rb5i8o,0,62.8,100,5544182573,213,5.55,5544182557,107,,5544182571,212,14.4,5544182567,141,87.2,5544182563,140,73,5544182559,56,Left,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781492085,346,1,1,2,4,8uacz8yrceknwsreon4rb5i8o,1,80.6,77.6,5544250263,213,2.42,5544250307,156,,5544250259,141,79.9,5544250255,56,Left,5544250261,212,2.4,5544250257,140,78.9,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781492139,347,61,1,2,4,8uacz8yrceknwsreon4rb5i8o,0,78.5,75.1,5544250491,56,Center,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480375,23,43,1,2,5,9eqjks8amwm1ycytsoi7xld25,1,0,0,5544250783,144,49,,,,,,,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781492331,469,12,1,2,6,9eqjks8amwm1ycytsoi7xld25,1,19.9,73,5544251667,141,94.2,5544251671,213,0.3,5544251663,56,Left,5544251665,140,64.1,5544251669,212,48.6,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480397,24,43,1,2,6,9eqjks8amwm1ycytsoi7xld25,1,0,0,5544250801,144,1,5544182715,140,67.1,5544182719,212,49.8,5544182723,1,0,5544182713,56,Left,5544182717,141,96.2,5544182721,213,0.27,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781492335,470,61,1,2,7,9eqjks8amwm1ycytsoi7xld25,0,64.1,94.2,5544251687,56,Left,,,,,,,,,,,,,,,,,,,,,,e2j3eitceuxqxf4lj5yjfccno,Brison Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480403,25,49,1,2,12,8uacz8yrceknwsreon4rb5i8o,1,23.6,9.2,,,,,,,,,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480415,26,1,1,2,12,8uacz8yrceknwsreon4rb5i8o,1,23.6,9.2,5544182781,140,21.4,5544182785,212,11.9,5544182783,141,26.4,5544182787,213,1.77,5544182779,56,Back,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480421,27,1,1,2,13,8uacz8yrceknwsreon4rb5i8o,1,21.4,26.4,5544182829,212,14.8,5544182819,56,Back,5544182821,140,34.4,5544182825,141,18,5544182833,213,5.89,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480427,28,1,1,2,15,8uacz8yrceknwsreon4rb5i8o,1,34.4,18,5544182861,213,5.48,5544182853,56,Back,5544182857,141,3.5,5544182859,212,13.7,5544182855,140,43.4,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480445,29,1,1,2,16,8uacz8yrceknwsreon4rb5i8o,1,43.4,3.5,5544182915,141,9.2,5544182919,213,2.87,5544182911,56,Back,5544182913,140,30.3,5544182917,212,14.3,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480455,30,1,1,2,17,8uacz8yrceknwsreon4rb5i8o,1,30.3,9.2,5544183005,140,24.3,5544183011,213,2.22,5544183009,212,10.4,5544183007,141,21.3,5544183003,56,Back,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480473,31,1,1,2,19,8uacz8yrceknwsreon4rb5i8o,1,24.3,22.1,5544183075,141,55.4,5544183071,56,Back,5544183077,212,23,5544183073,140,28.1,5544183079,213,1.4,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480491,32,1,1,2,22,8uacz8yrceknwsreon4rb5i8o,0,39.9,75.6,5544183161,212,19.4,5544183157,140,47.6,5544183155,56,Back,5544183159,141,100,5544183163,213,1.14,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480511,25,5,1,2,26,9eqjks8amwm1ycytsoi7xld25,1,48.1,-2,5544183235,347,,5544183251,233,33,5544183233,56,Back,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480495,33,5,1,2,26,8uacz8yrceknwsreon4rb5i8o,0,51.9,102,5544183173,347,,5544183171,56,Left,5544183267,233,25,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2781480569,26,1,1,2,48,9eqjks8amwm1ycytsoi7xld25,1,45.6,0,5544183585,212,12.5,5544183581,140,55.5,5544183603,189,,5544183579,56,Right,5544183583,141,8.3,5544183587,213,0.59,5544183577,107,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2781480575,27,61,1,2,50,9eqjks8amwm1ycytsoi7xld25,1,55.5,8.3,5544183621,56,Right,5544183657,189,,,,,,,,,,,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
