id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,teamName,Position
2793694503,104,1,1,15,3,ajwqetklk0m22x7ifsjax5yi,1,43.5,5.5,2025-03-30T14:15:32.582Z,2025-03-30T14:15:34Z,5611006243,141,6.7,5611006239,56,Back,5611006241,140,36.3,5611006245,212,7.6,5611006247,213,3.03,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793694547,105,1,1,15,5,ajwqetklk0m22x7ifsjax5yi,1,36.3,6.7,2025-03-30T14:15:34.438Z,2025-03-30T14:15:36Z,5611006471,213,4.32,5611006463,56,Back,5611006465,140,35,5611006467,141,1.9,5611006469,212,3.5,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793694595,106,1,1,15,7,ajwqetklk0m22x7ifsjax5yi,0,35,1.9,2025-03-30T14:15:36.039Z,2025-03-30T14:15:37Z,5611006661,212,36.8,5611006665,1,,5611006653,157,,5611006659,141,7.9,5611006657,140,69.8,5611006663,213,0.11,5611006655,56,Right,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793694665,139,1,1,15,8,7xo09xnh3y03lyai6azr77fo0,1,32.7,83.6,2025-03-30T14:15:37.729Z,2025-03-30T14:15:39Z,5611006923,213,5.74,5611006913,157,,5611006921,212,15,5611006925,1,,5611006919,141,72.1,5611006915,56,Back,5611006917,140,44.9,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793694733,140,1,1,15,10,7xo09xnh3y03lyai6azr77fo0,0,44.9,72.1,2025-03-30T14:15:39.456Z,2025-03-30T14:15:42Z,5611007311,140,47.8,5611007319,1,,5611007315,212,4,5611007317,213,0.72,5611007307,157,,5611007309,56,Back,5611007313,141,76,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793694799,141,44,1,15,14,7xo09xnh3y03lyai6azr77fo0,1,46.3,84.6,2025-03-30T14:15:43.781Z,2025-03-30T14:15:46Z,5611007665,233,107,5611007653,285,,5611007651,56,Back,,,,,,,,,,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793694759,107,44,1,15,14,ajwqetklk0m22x7ifsjax5yi,0,53,17.5,2025-03-30T14:15:43.782Z,2025-03-30T14:15:46Z,5611007693,233,141,5611007461,56,Right,5611007467,286,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793694781,108,61,1,15,15,ajwqetklk0m22x7ifsjax5yi,1,54.4,13.4,2025-03-30T14:15:44.739Z,2025-03-30T14:15:44Z,5611007531,56,Right,,,,,,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793694819,142,1,1,15,16,7xo09xnh3y03lyai6azr77fo0,0,48.3,78.4,2025-03-30T14:15:45.216Z,2025-03-30T14:15:46Z,5611007763,56,Back,5611007765,140,46.9,5611007767,141,77.8,5611007761,3,,5611007769,212,1.5,5611007771,213,3.41,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793694861,143,1,1,15,17,7xo09xnh3y03lyai6azr77fo0,0,46.6,76.1,2025-03-30T14:15:46.880Z,2025-03-30T14:15:48Z,5611008039,212,20.2,5611008043,213,6.11,5611008035,140,65.5,5611008033,56,Center,5611008037,141,70.9,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793694945,109,1,1,15,18,ajwqetklk0m22x7ifsjax5yi,1,31.5,16.5,2025-03-30T14:15:46.918Z,2025-03-30T14:15:50Z,5611008417,213,1.79,5611008415,212,22,5611008411,140,26.9,5611008409,56,Back,5611008413,141,48.1,,,,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695083,110,1,1,15,21,ajwqetklk0m22x7ifsjax5yi,1,27.1,52.4,2025-03-30T14:15:50.198Z,2025-03-30T14:15:55Z,5611009215,213,0.08,5611009213,212,21.1,5611009211,141,54.9,5611009209,140,47.1,5611009207,56,Back,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695095,111,1,1,15,26,ajwqetklk0m22x7ifsjax5yi,0,47.5,88.1,2025-03-30T14:15:55.303Z,2025-03-30T14:15:56Z,5611009349,236,,5611009253,212,7.5,5611009247,56,Left,5611009249,140,54.6,5611009251,141,87.5,5611009255,213,6.23,5611009357,286,,5611009351,233,144,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695109,144,74,1,15,26,7xo09xnh3y03lyai6azr77fo0,1,45,14.3,2025-03-30T14:15:55.304Z,2025-03-30T14:56:08Z,5611009311,56,Back,5611009313,285,,5611009435,233,111,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793695229,112,1,1,15,28,ajwqetklk0m22x7ifsjax5yi,1,53.7,79.9,2025-03-30T14:15:57.110Z,2025-03-30T14:16:00Z,5611009931,141,66.4,5611009933,212,9.2,5611009935,213,4.69,5611009929,140,53.5,5611009925,56,Center,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695371,113,1,1,15,31,ajwqetklk0m22x7ifsjax5yi,1,62.5,60.6,2025-03-30T14:16:00.598Z,2025-03-30T14:16:06Z,5611010739,212,27.5,5611010737,141,20.1,5611010741,213,4.72,5611010733,56,Right,5611010735,140,62.7,,,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695429,114,1,1,15,37,ajwqetklk0m22x7ifsjax5yi,1,62.8,23,2025-03-30T14:16:06.326Z,2025-03-30T14:16:09Z,5611011019,213,0.87,5611011011,56,Center,5611011017,212,12.5,5611011013,140,70.5,5611011015,141,37.1,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695433,115,43,1,15,40,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-30T14:16:09.301Z,2025-03-30T14:16:12Z,5611011079,265,0,5611011081,286,0,5611011077,152,0,5611011075,56,Center,5611011379,144,4,5611011073,13,0,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695607,116,61,1,15,45,ajwqetklk0m22x7ifsjax5yi,1,66.7,35.2,2025-03-30T14:16:14.278Z,2025-03-30T14:16:40Z,5611011923,56,Center,,,,,,,,,,,,,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695657,117,1,1,15,46,ajwqetklk0m22x7ifsjax5yi,1,57,34.2,2025-03-30T14:16:15.862Z,2025-03-30T14:16:36Z,5611012251,212,44.3,5611012229,155,,5611012255,1,,5611012239,56,Left,5611012243,140,72.6,5611012235,196,,5611012253,213,1.19,5611012249,141,94.7,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695677,118,1,1,15,48,ajwqetklk0m22x7ifsjax5yi,0,77.7,92.7,2025-03-30T14:16:17.606Z,2025-03-30T14:16:24Z,5611012379,56,Center,5611012381,140,85.4,5611012385,212,31.9,5611012375,2,,5611012387,213,4.97,5611012377,155,,5611012383,141,47.3,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793695721,146,12,1,15,49,7xo09xnh3y03lyai6azr77fo0,1,9,54.3,2025-03-30T14:16:18.767Z,2025-03-30T14:16:20Z,5611012623,213,5.57,5611012619,212,23.8,5611012613,56,Back,5611012615,140,26.1,5611012617,141,31.3,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793695725,147,49,1,15,51,7xo09xnh3y03lyai6azr77fo0,1,26.1,31.3,2025-03-30T14:16:20.176Z,2025-03-30T14:16:20Z,,,,,,,,,,,,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793695759,148,1,1,15,52,7xo09xnh3y03lyai6azr77fo0,1,27.9,28.6,2025-03-30T14:16:21.279Z,2025-03-30T14:16:23Z,5611012849,140,23.5,5611012847,56,Back,5611012853,212,4.6,5611012855,213,3.19,5611012851,141,28.3,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793695761,149,49,1,15,53,7xo09xnh3y03lyai6azr77fo0,1,23.5,28.3,2025-03-30T14:16:22.879Z,2025-03-30T14:16:23Z,,,,,,,,,,,,,,,,,,,,,,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793695931,150,1,1,15,54,7xo09xnh3y03lyai6azr77fo0,1,23.5,28.3,2025-03-30T14:16:23.295Z,2025-03-30T14:16:28Z,5611013739,212,9.9,5611013737,141,28.5,5611013741,213,0.01,5611013733,56,Back,5611013735,140,32.9,,,,,,,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793695985,119,45,1,15,59,ajwqetklk0m22x7ifsjax5yi,0,57.2,70.6,2025-03-30T14:16:28.736Z,2025-03-30T14:16:33Z,5611014039,285,,5611014443,233,151,5611014037,56,Center,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696053,151,3,1,15,59,7xo09xnh3y03lyai6azr77fo0,1,44.3,28.8,2025-03-30T14:16:28.736Z,2025-03-30T14:16:34Z,5611014423,233,119,5611014389,286,,5611014387,56,Back,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696255,152,1,1,16,4,7xo09xnh3y03lyai6azr77fo0,1,66.8,28.8,2025-03-30T14:16:33.167Z,2025-03-30T14:16:41Z,5611015367,56,Right,5611015369,140,83.7,5611015371,141,5.8,5611015373,212,23.7,5611015375,213,5.56,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696263,153,61,1,16,12,7xo09xnh3y03lyai6azr77fo0,0,97.3,15.5,2025-03-30T14:16:41.200Z,2025-03-30T14:16:41Z,5611015409,56,Right,,,,,,,,,,,,,,,,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696277,120,49,1,16,13,ajwqetklk0m22x7ifsjax5yi,1,4.6,83.8,2025-03-30T14:16:42.134Z,2025-03-30T14:16:42Z,,,,,,,,,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696309,121,1,1,16,13,ajwqetklk0m22x7ifsjax5yi,1,4.6,83.8,2025-03-30T14:16:42.245Z,2025-03-30T14:16:43Z,5611015631,213,0.61,5611015629,212,11.3,5611015625,140,13.4,5611015623,56,Back,5611015627,141,93.3,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696351,122,1,1,16,14,ajwqetklk0m22x7ifsjax5yi,1,13.4,93.3,2025-03-30T14:16:43.414Z,2025-03-30T14:16:45Z,5611015833,56,Back,5611015835,140,26.8,5611015837,141,80.5,5611015841,213,5.73,5611015839,212,16.5,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696373,123,1,1,16,16,ajwqetklk0m22x7ifsjax5yi,0,26.8,80.5,2025-03-30T14:16:45.205Z,2025-03-30T14:16:46Z,5611015967,213,1.31,5611015963,141,91.1,5611015965,212,7.5,5611015959,56,Back,5611015961,140,28.6,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696383,154,8,1,16,17,7xo09xnh3y03lyai6azr77fo0,1,71.4,13.7,2025-03-30T14:16:46.176Z,2025-03-30T14:16:46Z,5611015991,56,Right,,,,,,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696411,155,49,1,16,18,7xo09xnh3y03lyai6azr77fo0,1,68.7,24.3,2025-03-30T14:16:47.663Z,2025-03-30T14:16:47Z,,,,,,,,,,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696465,156,1,1,16,18,7xo09xnh3y03lyai6azr77fo0,1,68.7,25.5,2025-03-30T14:16:47.872Z,2025-03-30T14:16:49Z,5611016367,56,Center,5611016369,140,68.1,5611016371,141,49.7,5611016373,212,16.5,5611016375,213,1.61,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696487,157,1,1,16,20,7xo09xnh3y03lyai6azr77fo0,0,72.6,53.4,2025-03-30T14:16:49.744Z,2025-03-30T14:16:50Z,5611016489,56,Center,5611016491,140,80.9,5611016497,213,6.02,5611016493,141,49.9,5611016495,212,9,,,,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696507,124,8,1,16,22,ajwqetklk0m22x7ifsjax5yi,1,19.9,51.8,2025-03-30T14:16:51.830Z,2025-03-30T14:16:51Z,5611016627,56,Back,,,,,,,,,,,,,,,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696533,125,8,1,16,23,ajwqetklk0m22x7ifsjax5yi,1,19.9,51.8,2025-03-30T14:16:52.630Z,2025-03-30T14:16:52Z,5611016735,56,Back,,,,,,,,,,,,,,,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696577,126,1,1,16,24,ajwqetklk0m22x7ifsjax5yi,1,20.4,56.3,2025-03-30T14:16:53.351Z,2025-03-30T14:16:54Z,5611016959,141,51.2,5611016955,56,Back,5611016963,213,5.99,5611016957,140,31.4,5611016961,212,12.1,5611016953,155,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696605,127,1,1,16,25,ajwqetklk0m22x7ifsjax5yi,0,31.4,51.2,2025-03-30T14:16:54.711Z,2025-03-30T14:16:55Z,5611017087,157,,5611017097,213,0.44,5611017095,212,18.5,5611017089,56,Back,5611017099,1,,5611017091,140,47.4,5611017093,141,62.7,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793696683,158,1,1,16,27,7xo09xnh3y03lyai6azr77fo0,1,54.1,40.1,2025-03-30T14:16:55.967Z,2025-03-30T14:16:58Z,5611017577,141,57.3,5611017575,140,48,5611017579,212,13.3,5611017581,213,2.07,5611017571,3,,5611017573,56,Back,,,,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696741,159,1,1,16,29,7xo09xnh3y03lyai6azr77fo0,1,45.4,70.5,2025-03-30T14:16:58.751Z,2025-03-30T14:17:01Z,5611017903,141,50.6,5611017899,56,Back,5611017901,140,33.6,5611017905,212,18.3,5611017907,213,3.97,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696919,160,1,1,16,32,7xo09xnh3y03lyai6azr77fo0,1,34.3,50.4,2025-03-30T14:17:01.135Z,2025-03-30T14:17:09Z,5611018749,212,24.2,5611018747,141,26.1,5611018743,56,Center,5611018745,140,51.2,5611018751,213,5.53,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793696965,161,1,1,16,40,7xo09xnh3y03lyai6azr77fo0,1,64.6,36,2025-03-30T14:17:08.975Z,2025-03-30T14:17:11Z,5611018985,56,Center,5611018987,140,66.5,5611018991,212,16.2,5611018989,141,59.7,5611018993,213,1.45,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793697035,162,1,1,16,42,7xo09xnh3y03lyai6azr77fo0,1,67.5,60.8,2025-03-30T14:17:11.663Z,2025-03-30T14:17:15Z,5611019367,212,18.1,5611019365,141,77.8,5611019363,140,80.8,5611019369,213,0.69,5611019361,56,Center,,,,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793697069,163,1,1,16,46,7xo09xnh3y03lyai6azr77fo0,1,79.6,80.3,2025-03-30T14:17:14.975Z,2025-03-30T14:17:17Z,5611019533,141,82.9,5611019537,213,0.09,5611019535,212,19.9,5611019531,140,98.5,5611019529,56,Left,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793697093,164,1,1,16,48,7xo09xnh3y03lyai6azr77fo0,0,98.5,82.9,2025-03-30T14:17:17.183Z,2025-03-30T14:17:18Z,5611019683,141,66.9,5611019679,56,Center,5611019681,140,95.7,5611019687,213,4.45,5611019677,155,,5611019685,212,11.3,5611019675,2,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793697123,128,12,1,16,49,ajwqetklk0m22x7ifsjax5yi,1,6.1,30.7,2025-03-30T14:17:18.823Z,2025-03-30T14:17:20Z,5611019841,141,11.6,5611019837,56,Back,5611019845,213,5.04,5611019843,212,13.7,5611019839,140,10.3,5611019861,15,,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793697187,129,1,1,16,52,ajwqetklk0m22x7ifsjax5yi,0,10.5,11,2025-03-30T14:17:21.638Z,2025-03-30T14:17:23Z,5611020251,141,23.1,5611020255,213,0.21,5611020257,1,,5611020247,56,Back,5611020245,157,,5611020249,140,47.3,5611020253,212,39.5,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793697245,165,1,1,16,54,7xo09xnh3y03lyai6azr77fo0,0,54.5,65.7,2025-03-30T14:17:23.311Z,2025-03-30T14:17:25Z,5611020521,3,,5611020529,212,14.7,5611020525,140,68.4,5611020523,56,Center,5611020527,141,63.4,5611020531,213,6.18,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793697309,130,49,1,16,59,ajwqetklk0m22x7ifsjax5yi,1,36.1,28.3,2025-03-30T14:17:27.926Z,2025-03-30T14:17:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793697453,131,1,1,16,59,ajwqetklk0m22x7ifsjax5yi,1,36.1,28.3,2025-03-30T14:17:28.166Z,2025-03-30T14:18:20Z,5611021717,213,0.68,5611021715,212,45.7,5611021711,140,70,5611026649,210,15,5611021719,1,,5611021713,141,70.5,5611026651,154,,5611021709,56,Center,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,1,5611021707,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793697459,132,15,1,17,5,ajwqetklk0m22x7ifsjax5yi,1,84,66.1,2025-03-30T14:17:34.134Z,2025-03-30T14:18:21Z,5611021761,64,,5611026683,55,131,5611026693,146,85.9,5611026725,233,166,5611023359,82,,5611026695,147,64.4,5611021765,56,Center,5611023353,23,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,5611026699,231,51.8,5611026689,103,19,5611026691,215,5611026679,29,5611026681,154,5611023355,20,,5611026677,76,5611026697,230,,,99.4,5611026687,102,52.2,,,,,,,Jamshedpur FC,
2793697451,166,10,1,17,5,7xo09xnh3y03lyai6azr77fo0,1,14.1,35.6,2025-03-30T14:17:34.234Z,2025-03-30T14:18:21Z,5611026817,233,132,5611021695,94,,5611021699,56,Back,,,,,,,,,,,,,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793697513,133,6,1,17,9,ajwqetklk0m22x7ifsjax5yi,1,91.2,21,2025-03-30T14:17:38.150Z,2025-03-30T14:17:45Z,5611022601,75,,5611022615,233,167,5611022597,56,Right,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793697521,167,6,1,17,9,7xo09xnh3y03lyai6azr77fo0,0,8.8,79,2025-03-30T14:17:38.150Z,2025-03-30T14:56:12Z,5611022205,73,,5611022623,233,133,5611022203,56,Back,,,,,,,,,,,,,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793698399,134,1,1,17,54,ajwqetklk0m22x7ifsjax5yi,0,99.5,0.5,2025-03-30T14:18:23.493Z,2025-03-30T14:18:25Z,5611027135,212,39.6,5611027115,155,,5611027139,213,1.81,5611027111,2,,5611027131,141,57,5611027119,224,,5611027143,1,,5611027127,140,90.5,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,5611027113,6,,5611027123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793698419,168,12,1,17,55,7xo09xnh3y03lyai6azr77fo0,1,9.6,45.2,2025-03-30T14:18:24.846Z,2025-03-30T14:18:26Z,5611027269,213,0.92,5611027261,56,Back,5611027267,212,11,5611027263,140,15.9,5611027265,141,58.1,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793698431,169,49,1,17,56,7xo09xnh3y03lyai6azr77fo0,1,15.9,58.1,2025-03-30T14:18:25.870Z,2025-03-30T14:18:26Z,,,,,,,,,,,,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793698491,170,1,1,17,57,7xo09xnh3y03lyai6azr77fo0,1,16.8,58.2,2025-03-30T14:18:26.830Z,2025-03-30T14:18:28Z,5611027627,212,22.2,5611027623,140,35.2,5611027625,141,74.2,5611027621,56,Back,5611027629,213,0.51,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793698497,171,49,1,17,59,7xo09xnh3y03lyai6azr77fo0,1,35.2,74.2,2025-03-30T14:18:28.734Z,2025-03-30T14:18:29Z,,,,,,,,,,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793698671,135,83,1,18,2,ajwqetklk0m22x7ifsjax5yi,1,55.2,31.8,2025-03-30T14:18:31.853Z,2025-03-30T14:18:48Z,5611029899,399,8dzeq723volchfye1smryolt6,,,,,,,,,,,,,,,,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
