id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,teamName,Position
2793764419,354,28,2,54,46,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-30T15:13:55.950Z,2025-03-30T15:14:32Z,5611388731,55,353,5611391327,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793764103,497,28,2,54,46,7xo09xnh3y03lyai6azr77fo0,1,0,0,2025-03-30T15:13:55.950Z,2025-03-30T15:14:32Z,5611391311,233,354,5611387113,55,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764121,498,1,2,54,46,7xo09xnh3y03lyai6azr77fo0,1,64.1,100,2025-03-30T15:13:56.278Z,2025-03-30T15:13:57Z,5611387203,140,54.7,5611387199,107,,5611387201,56,Left,5611387209,213,3.76,5611387207,212,12.1,5611387205,141,90.8,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764259,499,1,2,54,47,7xo09xnh3y03lyai6azr77fo0,1,54.7,90.8,2025-03-30T15:13:56.957Z,2025-03-30T15:16:15Z,5611387887,213,4.94,5611387885,212,40.3,5611387875,56,Center,5611387879,140,63.3,5611387889,1,,5611401923,210,15,5611387883,141,33,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764269,500,15,2,54,53,7xo09xnh3y03lyai6azr77fo0,1,72.8,29.2,2025-03-30T15:14:02.721Z,2025-03-30T15:16:15Z,5611401951,103,19,5611401959,230,98.2,5611400827,82,,5611401957,147,44.6,5611401943,29,,5611387925,22,,5611401945,55,499,5611387935,56,Center,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,5611401955,146,92.9,5611401939,114,,5611400823,20,5611401961,231,5611387929,18,5611401953,215,,5611402025,233,5611401949,102,48.2,,50,5611401941,78,,,356,,,,,Northeast United FC,
2793764501,356,10,2,54,53,ajwqetklk0m22x7ifsjax5yi,1,7.1,55.4,2025-03-30T15:14:02.821Z,2025-03-30T15:16:16Z,5611402043,233,500,5611389169,56,Back,5611389167,94,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793764539,357,5,2,54,57,ajwqetklk0m22x7ifsjax5yi,0,39.3,101.4,2025-03-30T15:14:06.497Z,2025-03-30T15:19:38Z,5611390593,233,501,5611389381,347,,5611389379,56,Back,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793764385,501,5,2,54,57,7xo09xnh3y03lyai6azr77fo0,1,60.7,-1.4,2025-03-30T15:14:06.497Z,2025-03-30T15:19:37Z,5611390569,233,357,5611388565,56,Right,5611388567,347,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764457,502,1,2,55,0,7xo09xnh3y03lyai6azr77fo0,1,60.1,0,2025-03-30T15:14:09.825Z,2025-03-30T15:14:13Z,5611388919,107,,5611388925,141,8.6,5611388927,212,9.7,5611388929,213,0.78,5611388921,56,Right,5611388923,140,66.7,,,,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764427,355,43,2,55,2,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-30T15:14:11.482Z,2025-03-30T15:14:14Z,5611389019,144,12,5611388767,185,0,5611388769,56,Back,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793764509,503,1,2,55,3,7xo09xnh3y03lyai6azr77fo0,1,68.4,14,2025-03-30T15:14:13.073Z,2025-03-30T15:14:15Z,5611389189,140,60.5,5611389191,141,5.2,5611389195,213,3.77,5611389187,56,Right,5611389193,212,10.2,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764567,504,1,2,55,6,7xo09xnh3y03lyai6azr77fo0,1,60.5,5.2,2025-03-30T15:14:15.408Z,2025-03-30T15:14:18Z,5611389551,213,6.25,5611389545,140,71.1,5611389547,141,4.7,5611389549,212,11.1,5611389541,56,Right,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764573,505,61,2,55,8,7xo09xnh3y03lyai6azr77fo0,0,71.1,4.7,2025-03-30T15:14:17.921Z,2025-03-30T15:14:20Z,5611389585,56,Right,,,,,,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764593,358,49,2,55,9,ajwqetklk0m22x7ifsjax5yi,1,38.7,86.6,2025-03-30T15:14:19.081Z,2025-03-30T15:14:19Z,,,,,,,,,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793764625,359,1,2,55,9,ajwqetklk0m22x7ifsjax5yi,0,38.7,86.6,2025-03-30T15:14:19.322Z,2025-03-30T15:14:20Z,5611389819,140,36.3,5611389817,56,Back,5611389833,213,4.51,5611389823,141,68.5,5611389827,212,12.6,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793764743,506,49,2,55,15,7xo09xnh3y03lyai6azr77fo0,1,66.8,51.8,2025-03-30T15:14:24.449Z,2025-03-30T15:14:24Z,,,,,,,,,,,,,,,,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764811,507,1,2,55,15,7xo09xnh3y03lyai6azr77fo0,1,67.6,54.3,2025-03-30T15:14:24.801Z,2025-03-30T15:14:28Z,5611390783,141,90.5,5611390785,212,25,5611390787,213,1.41,5611390777,56,Left,5611390781,140,71.5,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764857,508,1,2,55,18,7xo09xnh3y03lyai6azr77fo0,1,72.5,91.2,2025-03-30T15:14:27.826Z,2025-03-30T15:14:30Z,5611391007,141,78.5,5611391003,56,Center,5611391005,140,63.9,5611391009,212,12.5,5611391011,213,3.9,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764901,509,1,2,55,20,7xo09xnh3y03lyai6azr77fo0,0,62.9,75.9,2025-03-30T15:14:30.096Z,2025-03-30T15:14:31Z,5611391217,212,16.4,5611391213,141,55.5,5611391209,140,71.2,5611391221,213,5.27,5611391205,56,Center,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793764957,360,8,2,55,25,ajwqetklk0m22x7ifsjax5yi,1,28.5,53.6,2025-03-30T15:14:34.555Z,2025-03-30T15:14:34Z,5611391547,56,Back,,,,,,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765035,361,1,2,55,27,ajwqetklk0m22x7ifsjax5yi,1,32,52.4,2025-03-30T15:14:36.713Z,2025-03-30T15:14:39Z,5611391943,56,Back,5611391951,213,5.07,5611391949,212,6.8,5611391947,141,43,5611391975,156,,5611391945,140,34.3,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765081,362,49,2,55,31,ajwqetklk0m22x7ifsjax5yi,1,35,43.6,2025-03-30T15:14:41.257Z,2025-03-30T15:14:41Z,,,,,,,,,,,,,,,,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765133,363,1,2,55,32,ajwqetklk0m22x7ifsjax5yi,1,35,43.6,2025-03-30T15:14:41.498Z,2025-03-30T15:14:44Z,5611392547,213,0.85,5611392533,140,61.5,5611392541,212,42.3,5611392553,1,,5611392537,141,90.5,5611392527,56,Left,5611392525,155,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765165,364,1,2,55,34,ajwqetklk0m22x7ifsjax5yi,1,63.6,84.1,2025-03-30T15:14:44.217Z,2025-03-30T15:14:46Z,5611392751,212,5.9,5611392753,213,4.25,5611392749,141,76.3,5611392747,140,61.1,5611392745,56,Center,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765191,365,1,2,55,36,ajwqetklk0m22x7ifsjax5yi,1,61.7,76.1,2025-03-30T15:14:45.849Z,2025-03-30T15:14:48Z,5611392909,212,12.9,5611392903,56,Center,5611392905,140,71.2,5611392907,141,64,5611392911,213,5.59,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765215,366,1,2,55,38,ajwqetklk0m22x7ifsjax5yi,1,71.6,62.9,2025-03-30T15:14:48.009Z,2025-03-30T15:14:49Z,5611393029,213,2.14,5611393021,56,Center,5611393027,212,4.7,5611393025,141,68.7,5611393023,140,69.2,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765227,367,1,2,55,39,ajwqetklk0m22x7ifsjax5yi,0,69.2,68.7,2025-03-30T15:14:49.066Z,2025-03-30T15:14:50Z,5611393107,213,6,5611393105,212,28.3,5611393103,141,57,5611393101,140,95.1,5611393099,56,Center,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765271,510,52,2,55,43,7xo09xnh3y03lyai6azr77fo0,1,11.1,47.8,2025-03-30T15:14:52.702Z,2025-03-30T15:14:52Z,,,,,,,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2793765311,511,1,2,55,43,7xo09xnh3y03lyai6azr77fo0,1,13.1,51,2025-03-30T15:14:53.374Z,2025-03-30T15:14:56Z,5611393583,213,0.86,5611393573,123,,5611393579,141,72.9,5611393581,212,19.7,5611393577,140,25.4,5611393575,56,Back,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2793765323,512,1,2,55,46,7xo09xnh3y03lyai6azr77fo0,0,29.5,76.1,2025-03-30T15:14:56.103Z,2025-03-30T15:14:58Z,5611393671,212,46.2,5611393675,1,,5611393665,56,Center,5611393667,140,66.1,5611393669,141,38.3,5611393673,213,5.69,5611393663,157,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793765457,513,1,2,55,52,7xo09xnh3y03lyai6azr77fo0,0,53.2,54.5,2025-03-30T15:15:01.867Z,2025-03-30T15:15:06Z,5611394459,1,,5611394451,140,73.9,5611394455,212,35.5,5611394457,213,5.37,5611394449,56,Right,5611394453,141,13.2,,,,,,,dq03xoo08fyces9h371x0ce1g,Macarton Nickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793765411,368,1,2,55,53,ajwqetklk0m22x7ifsjax5yi,0,36.9,60.5,2025-03-30T15:15:02.473Z,2025-03-30T15:15:03Z,5611394221,212,13,5611394223,213,5.32,5611394219,141,44.8,5611394217,140,43.9,5611394215,56,Back,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765465,369,49,2,55,57,ajwqetklk0m22x7ifsjax5yi,1,19.9,90.9,2025-03-30T15:15:07.001Z,2025-03-30T15:15:07Z,,,,,,,,,,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765565,370,1,2,55,57,ajwqetklk0m22x7ifsjax5yi,0,19.9,90.9,2025-03-30T15:15:07.193Z,2025-03-30T15:15:12Z,5611394947,212,71.4,5611394945,141,75.1,5611394941,56,Center,5611394949,213,6.13,5611394939,157,,5611394943,140,87.1,5611394951,1,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793765595,514,52,2,56,4,7xo09xnh3y03lyai6azr77fo0,1,15.2,28,2025-03-30T15:15:13.446Z,2025-03-30T15:15:13Z,,,,,,,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2793765625,515,1,2,56,4,7xo09xnh3y03lyai6azr77fo0,1,15.2,28.8,2025-03-30T15:15:13.993Z,2025-03-30T15:15:16Z,5611395259,1,,5611395251,140,34.6,5611395257,213,0.93,5611395255,212,34.1,5611395253,141,69,5611395245,123,,5611395285,287,,5611395249,56,Back,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2793765777,516,1,2,56,11,7xo09xnh3y03lyai6azr77fo0,1,57.5,85,2025-03-30T15:15:20.803Z,2025-03-30T15:15:24Z,5611396121,213,4.87,5611396117,141,68.1,5611396113,56,Center,5611396115,140,59.2,5611396119,212,11.6,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793765847,517,1,2,56,14,7xo09xnh3y03lyai6azr77fo0,1,61.1,71.8,2025-03-30T15:15:24Z,2025-03-30T15:15:27Z,5611396577,213,1.03,5611396575,212,19.1,5611396571,140,70.4,5611396569,56,Left,5611396573,141,95.9,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793765867,518,1,2,56,18,7xo09xnh3y03lyai6azr77fo0,0,71.1,97.1,2025-03-30T15:15:27.402Z,2025-03-30T15:15:44Z,5611396645,140,71.6,5611396649,141,93.6,5611396641,56,Left,5611398485,286,,5611398477,236,,5611398481,233,371,5611396653,213,4.93,5611396639,155,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,5611396637,2,,5611396651,212,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793765973,371,12,2,56,18,ajwqetklk0m22x7ifsjax5yi,1,18.2,16.7,2025-03-30T15:15:27.502Z,2025-03-30T15:15:44Z,5611397223,56,Back,5611397221,185,,5611398503,233,518,,,,,,,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793766097,519,1,2,56,24,7xo09xnh3y03lyai6azr77fo0,1,77.3,68.2,2025-03-30T15:15:33.729Z,2025-03-30T15:16:00Z,5611398045,140,74.1,5611398047,141,46.6,5611398049,212,15.1,5611398043,56,Center,5611400225,210,13,5611398051,213,4.49,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793766105,520,13,2,56,28,7xo09xnh3y03lyai6azr77fo0,1,76.2,46.6,2025-03-30T15:15:38.232Z,2025-03-30T15:16:00Z,5611400273,29,,5611398561,72,,5611400295,103,69.4,5611398079,22,,5611398081,18,,5611398083,56,Center,5611400299,230,97.6,5611400281,55,519,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,5611400291,102,57.3,5611400301,231,48.7,5611400297,215,5611400269,77,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793766189,372,5,2,56,30,ajwqetklk0m22x7ifsjax5yi,1,-1.4,54,2025-03-30T15:15:40.172Z,2025-03-30T15:19:38Z,5611398419,56,Back,5611398421,346,,5611398593,233,521,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793766219,521,5,2,56,30,7xo09xnh3y03lyai6azr77fo0,0,101.4,46,2025-03-30T15:15:40.172Z,2025-03-30T15:19:38Z,5611398625,233,372,5611398543,346,,5611398539,56,Center,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793766913,373,1,2,57,8,ajwqetklk0m22x7ifsjax5yi,0,5,63,2025-03-30T15:16:17.465Z,2025-03-30T15:16:18Z,5611402263,56,Center,5611402273,1,,5611402269,212,63.7,5611402261,124,,5611402265,140,65.6,5611402267,141,66,5611402275,74,,5611402271,213,0.03,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2793766991,522,1,2,57,9,7xo09xnh3y03lyai6azr77fo0,0,34.9,36.1,2025-03-30T15:16:18.831Z,2025-03-30T15:16:37Z,5611402657,213,6.23,5611402653,141,34.5,5611402655,212,21.8,5611402651,140,55.6,5611402649,56,Center,5611402683,189,,,,,,,,dq2edinn9zcsx9ztdmkw33l61,Asheer Akhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793766949,374,49,2,57,10,ajwqetklk0m22x7ifsjax5yi,1,37.5,67.2,2025-03-30T15:16:19.755Z,2025-03-30T15:16:19Z,,,,,,,,,,,,,,,,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793766983,375,1,2,57,10,ajwqetklk0m22x7ifsjax5yi,1,37.5,67.2,2025-03-30T15:16:20.057Z,2025-03-30T15:16:53Z,5611402877,233,523,5611402623,56,Back,5611402631,213,1.3,5611402629,212,13.3,5611402627,141,86,5611402625,140,40.9,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793767145,376,1,2,57,14,ajwqetklk0m22x7ifsjax5yi,0,42.5,90,2025-03-30T15:16:24.097Z,2025-03-30T15:16:56Z,5611403473,212,4.3,5611403465,157,,5611403475,213,0,5611403495,286,,5611403469,140,46.6,5611403467,56,Back,5611403487,236,,5611403477,1,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,5611403491,233,523,5611403471,141,90,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793767035,523,74,2,57,14,7xo09xnh3y03lyai6azr77fo0,1,53.6,6.4,2025-03-30T15:16:24.098Z,2025-03-30T15:19:41Z,5611402831,56,Right,5611402933,233,376,5611402837,285,,,,,,,,,,,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793767225,377,5,2,57,15,ajwqetklk0m22x7ifsjax5yi,1,51,101.2,2025-03-30T15:16:24.842Z,2025-03-30T15:19:38Z,5611403931,347,,5611403929,56,Left,5611405575,233,524,,,,,,,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793767089,524,5,2,57,15,7xo09xnh3y03lyai6azr77fo0,0,49,-1.2,2025-03-30T15:16:24.842Z,2025-03-30T15:19:39Z,5611403139,347,,5611405611,233,377,5611403135,56,Back,,,,,,,,,,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793767401,378,1,2,57,27,ajwqetklk0m22x7ifsjax5yi,1,48,100,2025-03-30T15:16:36.777Z,2025-03-30T15:16:39Z,5611404847,1,,5611404833,107,,5611404841,212,23.3,5611404839,141,89.4,5611404843,213,5.94,5611404835,56,Left,5611404837,140,68.9,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793767409,379,44,2,57,30,ajwqetklk0m22x7ifsjax5yi,1,74.1,93.4,2025-03-30T15:16:39.784Z,2025-03-30T15:16:42Z,5611405021,233,525,5611404871,56,Left,5611404875,286,,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793767437,525,44,2,57,30,7xo09xnh3y03lyai6azr77fo0,0,27,7.4,2025-03-30T15:16:39.785Z,2025-03-30T15:16:42Z,5611405063,233,379,5611405001,56,Back,5611405003,285,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793767463,380,1,2,57,30,ajwqetklk0m22x7ifsjax5yi,0,70.7,91.2,2025-03-30T15:16:40.121Z,2025-03-30T15:16:42Z,5611405129,140,100,5611405125,168,,5611405127,56,Center,5611405131,141,74.7,5611405137,1,,5611405135,213,5.94,5611405123,3,,5611405133,212,33.7,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793767531,381,5,2,57,32,ajwqetklk0m22x7ifsjax5yi,0,101,79.5,2025-03-30T15:16:41.888Z,2025-03-30T15:19:39Z,5611405479,56,Left,5611406817,233,526,5611405481,346,,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2793767777,526,5,2,57,32,7xo09xnh3y03lyai6azr77fo0,1,-1,20.5,2025-03-30T15:16:41.888Z,2025-03-30T15:19:39Z,5611406715,346,,5611406711,56,Back,5611406761,233,381,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793767827,527,1,2,57,46,7xo09xnh3y03lyai6azr77fo0,1,5,37,2025-03-30T15:16:55.631Z,2025-03-30T15:16:57Z,5611406999,213,5.89,5611406991,141,20.6,5611406989,140,30.4,5611406987,56,Back,5611407005,237,,5611406995,212,28.9,5611406985,124,,5611407029,189,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2793767957,528,1,2,57,48,7xo09xnh3y03lyai6azr77fo0,1,37.2,16.5,2025-03-30T15:16:58.303Z,2025-03-30T15:17:04Z,5611407719,141,12.9,5611407713,56,Right,5611407715,140,51.8,5611407723,212,15.5,5611407725,213,6.12,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793768013,529,1,2,57,54,7xo09xnh3y03lyai6azr77fo0,1,79.7,57.9,2025-03-30T15:17:03.951Z,2025-03-30T15:17:06Z,5611408065,212,22.8,5611408063,141,89.6,5611408059,56,Left,5611408061,140,86.9,5611408069,213,1.23,,,,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793768063,530,1,2,57,56,7xo09xnh3y03lyai6azr77fo0,0,89.9,92.1,2025-03-30T15:17:06.383Z,2025-03-30T15:17:08Z,5611408371,212,5.9,5611408373,213,4.86,5611408355,155,,5611408367,140,90.7,5611408351,2,,5611408361,56,Left,5611408369,141,83.5,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793768107,531,4,2,58,0,7xo09xnh3y03lyai6azr77fo0,1,91.3,86.4,2025-03-30T15:17:10.200Z,2025-03-30T15:19:33Z,5611408893,152,,5611408895,286,,5611409057,233,382,5611408889,10,,5611408891,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2793768093,382,4,2,58,0,ajwqetklk0m22x7ifsjax5yi,0,8.7,13.6,2025-03-30T15:17:10.201Z,2025-03-30T15:19:33Z,5611408997,10,,5611409005,152,,5611409009,285,,5611409001,56,Back,5611409085,233,531,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
