id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,keyPass,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,teamName,Position
2799648955,1,34,16,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,0,0,2025-04-12T13:14:48.302Z,2025-04-12T14:01:12Z,5643922337,130,8,5643922341,194,825wa3surm6iii587l4ekx7mx,5643922331,30,"dwb1qzzd5g32lwxam6skmdr6x, ck9nyxv100c1x24zxde7fx1t6, 825wa3surm6iii587l4ekx7mx, 95zechkfla1l7dwt8sjhevvca, 3zl5ec82f8zebkxkfdz16e3th, 5hmx68vjqij9ywdv61v2qyrmy, 1cclqc2tw3zav2if1cqij7ofe, 1yu4qt00czfbr5myr0cidwmw9, 31v9w4cyk1fxlig452kuc65ed, 4l0se1iapxcmd1jb4851aj6c5, 4sqnd13g7n9e4orv6hcp27fxm, ar6epfwqqob8wx8tra17jxkgl, 1rsxl4rnswqez6c6rwp7768r9, 1ljdpwqn16dijby5ss9eockfe, 1qthfdkbz92jucy9vpqimltec, wx88q7cbam0swyvjt262qui, 5u8pjzdgzsnrait021jvk3sdm, doiw2drickz2eacyeudn3szmy, cdd3to4e3ac0d61iy3vtp6pzo, f4jhjhj5vfp8fp67m7a89di50",5643922339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643922333,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5643922335,59,"1, 44, 15, 45, 5, 21, 11, 6, 29, 35, 17, 9, 10, 12, 16, 18, 19, 22, 32, 72",5643922345,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643922343,197,9596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799655269,1,34,16,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-12T13:19:52.544Z,2025-04-12T13:19:52Z,5643957719,30,"et5ztuwgv6uaiste9nxba9h3p, 7vwq6tjwae82epsh6kll9phm2, 3sy4rxdzl4u9e5kkvygxu9x7u, c8xdtls9ueivjll19yvp5wq1h, duxnzil70n1147w8ob8ooxo89, 183r263z06eesonzbta557ys5, jtmpumg28emowvrre2ujqtw5, de6woepvuggpm1z2cwz1nbmne, 7wpltjujzubkwy1k57jzcwafp, cufgsqfkltgeb7ak2uan2dqdx, 99cjmvx4xlyzhyf6wxlvisb11, 52hvmgmgja56sqj0zga4tvk5x, 2a9hami994cy6omp5puter6c, deyx0zxr2303hh3cru8l88u1g, eisspzerdcz21ukznum5q30bu, c22j2xs6nnyho3hixmh0txo9g, pf04royfgavano96z7n7x3v9, 73ri99nts1mnwmuqoriohi50, bq6z0bjgr610tyjw8cs0hzr2t, daflma7990pzvp9o2ebnzi1as",5643957727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643957733,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643957723,59,"1, 25, 32, 18, 4, 2, 10, 8, 17, 7, 11, 5, 6, 9, 12, 23, 28, 29, 30, 31",5643957725,130,4,5643957731,197,21469,5643957729,194,99cjmvx4xlyzhyf6wxlvisb11,5643957721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799694573,2,32,1,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,0,0,2025-04-12T14:00:14.720Z,2025-04-12T14:00:16Z,5644163085,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799694583,2,32,1,0,0,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-12T14:00:14.720Z,2025-04-12T14:00:15Z,5644163109,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799694597,3,1,1,0,0,9xb6v8osxty9w0mel2x7dd4ru,1,49.9,50.1,2025-04-12T14:00:14.784Z,2025-04-12T14:00:17Z,5644163145,140,27.6,5644163143,56,Back,5644163149,212,24.3,5644163147,141,59.7,5644163151,213,2.87,5644163153,279,S,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799694721,4,1,1,0,3,9xb6v8osxty9w0mel2x7dd4ru,1,27.1,60.2,2025-04-12T14:00:18.220Z,2025-04-12T14:00:22Z,5644163779,213,5.75,5644163765,56,Right,5644163773,141,16.1,5644163769,140,75.9,5644163761,155,,5644163781,1,,5644163777,212,59.4,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799694731,5,44,1,0,6,9xb6v8osxty9w0mel2x7dd4ru,1,72.2,13.6,2025-04-12T14:00:20.871Z,2025-04-12T14:01:04Z,5644163809,286,,5644163849,233,3,5644163807,56,Right,,,,,,,,,,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799694715,3,44,1,0,6,12ksg0e6d70senzilsic40fzl,0,27.8,86.4,2025-04-12T14:00:20.872Z,2025-04-12T14:00:29Z,5644164081,233,5,5644163739,285,,5644163737,56,Back,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799694931,6,1,1,0,7,9xb6v8osxty9w0mel2x7dd4ru,1,75.9,16.1,2025-04-12T14:00:21.940Z,2025-04-12T14:00:49Z,5644164749,3,,5644164757,140,83.6,5644164767,213,5.57,5644164761,141,5.9,5644164753,56,Right,5644164763,212,10.7,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799694939,7,1,1,0,11,9xb6v8osxty9w0mel2x7dd4ru,0,84.5,11.4,2025-04-12T14:00:25.876Z,2025-04-12T14:00:29Z,5644164813,213,1.54,5644164807,140,85.3,5644164811,212,25.4,5644164805,56,Center,5644164803,155,,5644164809,141,48.7,5644164801,2,,,,,4l0se1iapxcmd1jb4851aj6c5,Jason Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799694965,4,12,1,0,14,12ksg0e6d70senzilsic40fzl,1,13,49.1,2025-04-12T14:00:29.400Z,2025-04-12T14:01:25Z,5644164947,56,Back,5644164951,141,64.6,5644164953,212,23.1,5644164955,213,0.47,5644164949,140,32.6,5644173115,15,,,,,,,,183r263z06eesonzbta557ys5,Rahul Bheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695029,8,1,1,0,16,9xb6v8osxty9w0mel2x7dd4ru,0,70.8,31.2,2025-04-12T14:00:31.328Z,2025-04-12T14:00:32Z,5644165241,141,29.7,5644165239,140,81.7,5644165237,56,Center,5644165245,213,6.19,5644165243,212,11.5,,,,,,,,,,95zechkfla1l7dwt8sjhevvca,Apuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799695039,5,8,1,0,18,12ksg0e6d70senzilsic40fzl,1,30.4,67.6,2025-04-12T14:00:32.778Z,2025-04-12T14:00:32Z,5644165279,56,Back,,,,,,,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695055,6,49,1,0,18,12ksg0e6d70senzilsic40fzl,1,30.4,67.6,2025-04-12T14:00:33.416Z,2025-04-12T14:00:33Z,,,,,,,,,,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695129,7,1,1,0,19,12ksg0e6d70senzilsic40fzl,1,30.4,67.6,2025-04-12T14:00:33.929Z,2025-04-12T14:00:35Z,5644165705,213,4.43,5644165699,141,57.9,5644165695,56,Back,5644165697,140,28.6,5644165701,212,6.9,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695203,8,1,1,0,20,12ksg0e6d70senzilsic40fzl,1,28.6,58.8,2025-04-12T14:00:35.352Z,2025-04-12T14:00:37Z,5644166017,140,20.9,5644166021,212,18,5644166023,213,2.04,5644166015,56,Back,5644166019,141,82.4,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695323,9,1,1,0,22,12ksg0e6d70senzilsic40fzl,0,22.7,84.2,2025-04-12T14:00:37.657Z,2025-04-12T14:00:41Z,5644166553,157,,5644166565,140,65.8,5644166575,213,0.19,5644166559,56,Left,5644166569,141,97.1,5644166573,212,46.1,5644166577,1,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695305,9,49,1,0,25,9xb6v8osxty9w0mel2x7dd4ru,1,33.5,6.1,2025-04-12T14:00:40.669Z,2025-04-12T14:00:40Z,,,,,,,,,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799695451,10,1,1,0,30,9xb6v8osxty9w0mel2x7dd4ru,0,42.5,4.1,2025-04-12T14:00:44.856Z,2025-04-12T14:00:46Z,5644167201,140,63.9,5644167199,56,Right,5644167203,141,0,5644167205,212,22.8,5644167197,155,,5644167207,213,6.12,,,,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799695557,10,5,1,0,31,12ksg0e6d70senzilsic40fzl,1,42.9,101.6,2025-04-12T14:00:45.903Z,2025-04-12T14:05:58Z,5644167837,233,11,5644167769,347,,5644167763,56,Back,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695463,11,5,1,0,31,9xb6v8osxty9w0mel2x7dd4ru,0,57.1,-1.6,2025-04-12T14:00:45.903Z,2025-04-12T14:05:58Z,5644167909,233,10,5644167259,347,,5644167257,56,Right,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799695601,11,1,1,0,35,12ksg0e6d70senzilsic40fzl,0,54.3,100,2025-04-12T14:00:50.024Z,2025-04-12T14:01:16Z,5644168013,141,83.6,5644168015,212,25.4,5644168007,107,,5644168017,213,5.77,5644168011,140,75.4,5644168009,56,Left,5644168019,1,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799695755,12,49,1,0,41,9xb6v8osxty9w0mel2x7dd4ru,1,28.5,9.1,2025-04-12T14:00:56.712Z,2025-04-12T14:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799695789,13,4,1,0,42,9xb6v8osxty9w0mel2x7dd4ru,1,32.7,10.2,2025-04-12T14:00:57.560Z,2025-04-12T14:01:02Z,5644168911,152,,5644168909,56,Back,5644168915,285,,5644168913,265,,5644168907,13,,5644168955,233,12,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799695751,12,4,1,0,42,12ksg0e6d70senzilsic40fzl,0,67.3,89.8,2025-04-12T14:00:57.561Z,2025-04-12T14:01:02Z,5644168821,56,Left,5644168825,265,,5644168823,152,,5644168989,286,,5644168991,233,13,5644168819,13,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799696977,14,1,1,1,14,9xb6v8osxty9w0mel2x7dd4ru,0,30.2,7.1,2025-04-12T14:01:29.706Z,2025-04-12T14:03:05Z,5644174481,155,,5644174489,212,72.7,5644174491,213,0.32,5644174485,140,95.9,5644174483,56,Center,5644174493,1,,5644174487,141,40.7,5644190329,5,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,5644190331,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799697035,13,52,1,1,20,12ksg0e6d70senzilsic40fzl,1,2.1,58.1,2025-04-12T14:01:35.480Z,2025-04-12T14:01:35Z,,,,,,,,,,,,,,,,,,,,,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2799697585,14,1,1,1,32,12ksg0e6d70senzilsic40fzl,0,13.1,45.2,2025-04-12T14:01:47.319Z,2025-04-12T14:01:52Z,5644177539,212,71.4,5644177529,56,Center,5644177531,140,79.5,5644177541,213,0.22,5644177543,1,,5644177535,141,68.1,5644177527,199,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2799697719,15,1,1,1,37,9xb6v8osxty9w0mel2x7dd4ru,0,27.5,29.7,2025-04-12T14:01:52.436Z,2025-04-12T14:01:56Z,5644178153,213,6.27,5644178149,141,29.4,5644178147,140,38.4,5644178143,3,,5644178145,56,Back,5644178151,212,11.4,,,,,,,3zl5ec82f8zebkxkfdz16e3th,Tom Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799697725,15,44,1,1,39,12ksg0e6d70senzilsic40fzl,1,65.6,72,2025-04-12T14:01:54.567Z,2025-04-12T14:18:48Z,5644178167,56,Center,5644178419,233,16,5644178169,286,,,,,,,,,,,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799697739,16,44,1,1,39,9xb6v8osxty9w0mel2x7dd4ru,0,34.4,28,2025-04-12T14:01:54.568Z,2025-04-12T14:18:48Z,5644178425,233,15,5644178237,285,,5644178235,56,Back,,,,,,,,,,,,,,,,95zechkfla1l7dwt8sjhevvca,Apuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799697749,16,1,1,1,41,12ksg0e6d70senzilsic40fzl,0,71.5,73,2025-04-12T14:01:55.801Z,2025-04-12T14:01:56Z,5644178285,3,,5644178295,140,75.8,5644178303,212,4.6,5644178307,213,0.13,5644178299,141,73.9,5644178291,56,Center,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799697861,17,1,1,1,43,9xb6v8osxty9w0mel2x7dd4ru,1,26.7,20.7,2025-04-12T14:01:58.711Z,2025-04-12T14:02:00Z,5644178917,140,38.1,5644178915,56,Back,5644178921,212,15.8,5644178925,213,5.57,5644178919,141,5.6,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799697907,18,1,1,1,46,9xb6v8osxty9w0mel2x7dd4ru,0,38.1,5.6,2025-04-12T14:02:00.789Z,2025-04-12T14:02:33Z,5644179143,212,7.3,5644179147,213,0.48,5644179133,56,Back,5644179135,140,44.3,5644179139,141,10.6,,,,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799697895,17,43,1,1,46,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-12T14:02:01.400Z,2025-04-12T14:02:58Z,5644189127,144,49,,,,,,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799697945,18,1,1,1,47,12ksg0e6d70senzilsic40fzl,1,67.4,90.8,2025-04-12T14:02:01.959Z,2025-04-12T14:02:03Z,5644179353,56,Center,5644179355,140,75.9,5644179361,213,5.27,5644179359,212,16.9,5644179357,141,69.7,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799697993,19,1,1,1,48,12ksg0e6d70senzilsic40fzl,1,75.9,70.8,2025-04-12T14:02:03.304Z,2025-04-12T14:03:06Z,5644190509,156,,5644179579,56,Center,5644179589,213,2.32,5644179581,140,72.6,5644179583,141,76.3,5644179585,212,5.1,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698011,20,50,1,1,49,12ksg0e6d70senzilsic40fzl,1,70.2,83.4,2025-04-12T14:02:04.381Z,2025-04-12T14:50:57Z,5644179631,286,,5644180173,233,19,5644179627,56,Left,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698083,19,7,1,1,49,9xb6v8osxty9w0mel2x7dd4ru,1,29.8,16.6,2025-04-12T14:02:04.382Z,2025-04-12T14:02:42Z,5644180139,233,20,5644180081,285,,5644180079,56,Back,,,,,,,,,,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799698133,20,1,1,1,52,9xb6v8osxty9w0mel2x7dd4ru,1,12.2,23.7,2025-04-12T14:02:07.256Z,2025-04-12T14:02:08Z,5644180379,212,13.9,5644180381,213,2.2,5644180377,141,40.3,5644180373,56,Back,5644180375,140,4.4,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799698139,21,49,1,1,53,9xb6v8osxty9w0mel2x7dd4ru,1,4.4,40.3,2025-04-12T14:02:08.569Z,2025-04-12T14:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,Goalkeeper
2799698217,22,1,1,1,54,9xb6v8osxty9w0mel2x7dd4ru,0,4.4,40.3,2025-04-12T14:02:09.365Z,2025-04-12T14:02:11Z,5644180839,56,Back,5644180849,1,,5644180841,140,45.8,5644180847,213,5.98,5644180845,212,45.6,5644180843,141,20.1,5644180837,155,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,Goalkeeper
2799698261,21,61,1,1,57,12ksg0e6d70senzilsic40fzl,1,62.3,68.7,2025-04-12T14:02:12.385Z,2025-04-12T14:02:12Z,5644181089,56,Center,,,,,,,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698387,22,49,1,2,0,12ksg0e6d70senzilsic40fzl,1,63.1,68.4,2025-04-12T14:02:15.592Z,2025-04-12T14:02:15Z,,,,,,,,,,,,,,,,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698449,23,1,1,2,1,12ksg0e6d70senzilsic40fzl,1,63.1,68.4,2025-04-12T14:02:15.895Z,2025-04-12T14:02:17Z,5644182131,56,Left,5644182139,213,1.64,5644182133,140,62.2,5644182135,141,88.1,5644182137,212,13.4,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698531,24,1,1,2,2,12ksg0e6d70senzilsic40fzl,1,62.8,88.4,2025-04-12T14:02:17.224Z,2025-04-12T14:02:19Z,5644182491,213,3.55,5644182489,212,23.5,5644182483,56,Back,5644182485,140,42.3,5644182487,141,74.7,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698607,25,1,1,2,4,12ksg0e6d70senzilsic40fzl,1,42.2,73.5,2025-04-12T14:02:19.431Z,2025-04-12T14:02:21Z,5644182809,56,Left,5644182819,213,0.32,5644182813,140,57.7,5644182815,141,81.5,5644182817,212,17.2,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698617,26,50,1,2,6,12ksg0e6d70senzilsic40fzl,1,55.1,83.2,2025-04-12T14:02:21.399Z,2025-04-12T14:18:42Z,5644182855,56,Left,5644182857,286,,5644183619,233,23,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698739,23,7,1,2,6,9xb6v8osxty9w0mel2x7dd4ru,1,44.9,16.8,2025-04-12T14:02:21.400Z,2025-04-12T14:18:41Z,5644183411,285,,5644183585,233,26,5644183405,56,Back,,,,,,,,,,,,,,,,95zechkfla1l7dwt8sjhevvca,Apuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799698755,24,50,1,2,9,9xb6v8osxty9w0mel2x7dd4ru,1,58.5,21.8,2025-04-12T14:02:24.326Z,2025-04-12T14:18:42Z,5644183493,286,,5644183491,56,Center,5644183847,233,27,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799698791,27,7,1,2,9,12ksg0e6d70senzilsic40fzl,1,41.5,78.2,2025-04-12T14:02:24.327Z,2025-04-12T14:18:42Z,5644183697,56,Back,5644183699,285,,5644183821,233,24,,,,,,,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698847,28,1,1,2,11,12ksg0e6d70senzilsic40fzl,1,46.3,79.9,2025-04-12T14:02:26.343Z,2025-04-12T14:02:27Z,5644183979,56,Back,5644183987,212,12.8,5644183985,141,69.6,5644183983,140,36.1,5644183989,213,3.72,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799698987,29,1,1,2,13,12ksg0e6d70senzilsic40fzl,1,35.1,66.3,2025-04-12T14:02:27.736Z,2025-04-12T14:02:31Z,5644184719,56,Back,5644184727,213,3.54,5644184725,212,26.6,5644184723,141,51.3,5644184721,140,11.7,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2799699079,30,1,1,2,16,12ksg0e6d70senzilsic40fzl,0,11.8,50.6,2025-04-12T14:02:31.272Z,2025-04-12T14:02:34Z,5644185143,157,,5644185145,56,Center,5644185149,141,30.3,5644185151,212,56.1,5644185147,140,63.6,5644185155,1,,5644185153,213,6.03,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2799699191,25,1,1,2,19,9xb6v8osxty9w0mel2x7dd4ru,1,39.5,79,2025-04-12T14:02:34.533Z,2025-04-12T14:02:37Z,5644185717,213,0.75,5644185703,140,49.9,5644185711,141,93.9,5644185695,3,,5644185699,56,Back,5644185715,212,14.9,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
2799699199,26,49,1,2,22,9xb6v8osxty9w0mel2x7dd4ru,1,49.9,93.9,2025-04-12T14:02:36.955Z,2025-04-12T14:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohun Bagan SG,
