id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,assist,teamName,Position
2779155447,1,34,16,0,0,5yvw8xpbzap5lhlze04odtgk4,1,0,0,5531518785,59,"31, 27, 50, 13, 94, 15, 97, 8, 9, 25, 10, 2, 3, 5, 6, 14, 19, 21, 26, 32",5531518793,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5531518783,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5531518781,30,"ezqz8zz3azusaew3tmf7f96mt, 58kclnrwfszhkvtfexyctsn3d, arzfyvstbc17d1mioc40tidm2, 3an8bc2nxiodsw6rbcgji1ilm, bcjkyeu4gtghgy9khmmob9g45, 6r8f0lomojaqk37bz5ajprze1, dy0x2kt0h4e6fahxns2k5t2c4, ap6n4q8c3c5cj9ilb8bxcy9sk, 93o28ydbvwtnx57fivsejpi0a, 5arf4f4k8om3ux3rryhincxzo, 23m69s7nd9vnc9u9ra2aspn11, eraojginbnda524w48mv1i4us, 11i7jwqw21v1kzwndjlk7zzdh, 8bl29rr9klystwdyvhokwv0us, e26d5q10exurstp1jj47u67mc, bmdl4tqssmqzrgn8n5ldwcavo, ccrqgyzzq44gpjva980k10gt0, 30vv3ayo58dx1eln576s87p0q, 5fbvdc1bd5b3ukg3232sqn1pm, 7y02iu0muqn3ye1vuirp0vpck",5531518791,194,23m69s7nd9vnc9u9ra2aspn11,5531518789,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5531804361,197,27499,5531518787,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779156547,1,34,16,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,5531524925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5531524919,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5531524917,30,"ekizuw6hg7uyaojwjusby1jbo, dl5tnk2o8rwiacgbsnldojsdm, 9dp54x2ylvg08u109thcf7dux, 5hligrqwpc6qzxiyg4rfeay1h, cs6a7dp9ot01jwplqj2xmxrrp, qlk46xybcoxrvr01pauxibpx, a6ys5uqsrmmeorj6f8ogoxbvu, 9d8lhd93zoyekfcypi15zt7je, 827uzczm286djuyq5m1jykr85, 57fizz3ad5m2w0qz8v6xeazmd, d5adi48nrkr3n0dqoitcdzu95, b3khxum0vaam8qme2imlwhh3p, e7dhnqiwnz4k433yqu7sb13e2, j8o05z2drw3xbcgcwk7g04wl, 2133i1f3tem0bpoxw0naq3sgl, 8aa6rgjs6vqeqnt8f5dsu9l2h, 8ea7iywugl9n7ntz3uu251ih, cpodiheplpmn42lw8l2fdrjtg, e2j3eitceuxqxf4lj5yjfccno, 2vxh7pu3vudg8uz0ieozae4us",5531524923,130,8,5531815437,197,18537,5531524921,59,"55, 17, 27, 4, 16, 3, 10, 14, 34, 8, 21, 9, 13, 15, 18, 20, 30, 41, 42, 99",5531524929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5531524927,194,cs6a7dp9ot01jwplqj2xmxrrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216159,2,32,1,0,0,5yvw8xpbzap5lhlze04odtgk4,1,0,0,5531840233,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779216149,2,32,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,0,0,5531840137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216253,3,1,1,0,0,9eqjks8amwm1ycytsoi7xld25,1,50.1,50,5531840763,56,Back,5531840767,141,46.3,5531840769,212,33.8,5531840765,140,18,5531840775,279,S,5531840773,1,,5531840771,213,3.22,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216321,4,1,1,0,8,9eqjks8amwm1ycytsoi7xld25,0,19.7,46.1,5531841181,212,54.2,5531841183,213,0.6,5531841167,157,,5531841179,141,91.1,5531841177,140,62.3,5531841185,1,,5531841173,56,Left,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2779216303,3,44,1,0,12,5yvw8xpbzap5lhlze04odtgk4,1,35.2,12.1,5531841079,285,,5531841077,56,Back,5531841231,233,5,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779216325,5,44,1,0,12,9eqjks8amwm1ycytsoi7xld25,0,64.8,87.9,5531841193,286,,5531841191,56,Left,5531841263,233,3,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216315,4,1,1,0,12,5yvw8xpbzap5lhlze04odtgk4,0,32.3,11.9,5531841131,212,9.1,5531841133,213,4.98,5531841123,3,,5531841125,56,Back,5531841129,141,0,5531841127,140,34.6,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779216317,5,5,1,0,13,5yvw8xpbzap5lhlze04odtgk4,0,35.4,-1.2,5531841141,347,,5531841527,233,6,5531841139,56,Back,,,,,,,,,,,,,,,,58kclnrwfszhkvtfexyctsn3d,Aibanbha Dohling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779216373,6,5,1,0,13,9eqjks8amwm1ycytsoi7xld25,1,64.6,101.2,5531841429,56,Left,5531841443,233,5,5531841431,347,,,,,,,,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216445,7,1,1,0,20,9eqjks8amwm1ycytsoi7xld25,1,63.3,100,5531841939,107,,5531841941,56,Left,5531841943,140,56.9,5531841949,213,3.89,5531841947,212,9.1,5531841945,141,92.3,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216471,8,1,1,0,23,9eqjks8amwm1ycytsoi7xld25,1,60,96.9,5531842079,212,7.5,5531842077,141,97.7,5531842075,140,67.1,5531842081,213,0.07,5531842073,56,Left,,,,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216477,9,1,1,0,24,9eqjks8amwm1ycytsoi7xld25,0,66,97.5,5531842129,140,70.3,5531842127,56,Left,5531842137,236,,5531842139,233,6,5531842159,286,,5531842133,212,4.5,5531842131,141,97.1,5531842135,213,6.22,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216467,6,74,1,0,24,5yvw8xpbzap5lhlze04odtgk4,1,27.4,5.3,5531842221,233,9,5531842053,285,,5531842051,56,Back,,,,,,,,,,,,,,,,dy0x2kt0h4e6fahxns2k5t2c4,Amawia (Lalthanmawia Renthlei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779216505,7,49,1,0,26,5yvw8xpbzap5lhlze04odtgk4,1,31.1,13.5,,,,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779216521,8,1,1,0,27,5yvw8xpbzap5lhlze04odtgk4,0,32,12.9,5531842385,140,40.2,5531842387,141,13.7,5531842389,212,8.6,5531842391,213,0.06,5531842383,56,Back,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779216547,10,8,1,0,29,9eqjks8amwm1ycytsoi7xld25,1,61.1,85.1,5531842527,56,Left,,,,,,,,,,,,,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216619,9,5,1,0,30,5yvw8xpbzap5lhlze04odtgk4,0,43,-1.8,5531910091,233,12,5531842957,347,,5531842955,56,Back,,,,,,,,,,,,,,,,93o28ydbvwtnx57fivsejpi0a,Jesús Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779216621,12,5,1,0,30,9eqjks8amwm1ycytsoi7xld25,1,57,101.8,5531910053,233,9,5531842963,56,Left,5531842965,347,,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216555,11,43,1,0,31,9eqjks8amwm1ycytsoi7xld25,1,0,0,5531843621,144,5,5531842567,347,0,5531842565,56,Left,,,,,,,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216639,13,1,1,0,37,9eqjks8amwm1ycytsoi7xld25,1,53.2,100,5531843035,140,46.6,5531843027,107,,5531843049,213,4.49,5531843043,212,31.6,5531843053,1,,5531843039,141,56.1,5531843031,56,Back,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216671,14,1,1,0,39,9eqjks8amwm1ycytsoi7xld25,1,46.6,56.1,5531843201,56,Center,5531843203,140,53.8,5531843207,212,17.9,5531843209,213,5.15,5531843205,141,32.2,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216699,15,1,1,0,42,9eqjks8amwm1ycytsoi7xld25,0,56.1,31,5531843375,213,0.02,5531843427,1,,5531843371,141,32.4,5531843373,212,47.5,5531843367,56,Center,5531843369,140,100,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779216965,10,5,1,0,46,5yvw8xpbzap5lhlze04odtgk4,1,-1.2,70.1,5531844805,346,,5531844871,233,16,5531844803,56,Back,,,,,,,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779216799,16,5,1,0,46,9eqjks8amwm1ycytsoi7xld25,0,101.2,29.9,5531844895,233,10,5531843881,346,,5531843879,56,Center,,,,,,,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217017,11,1,1,1,2,5yvw8xpbzap5lhlze04odtgk4,1,4.5,39.5,5531845135,237,,5531845131,213,5.9,5531845125,140,11.6,5531845129,212,8,5531845127,141,35.1,5531845121,124,,5531845123,56,Back,,,,ezqz8zz3azusaew3tmf7f96mt,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779217063,12,1,1,1,5,5yvw8xpbzap5lhlze04odtgk4,1,17.9,37.4,5531845355,212,26.8,5531845345,56,Back,5531845357,213,1.65,5531845353,141,76.7,5531845347,140,16,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779217121,13,1,1,1,8,5yvw8xpbzap5lhlze04odtgk4,1,16,76.7,5531845705,213,0.7,5531845701,141,91.8,5531845703,212,16,5531845697,56,Back,5531845699,140,27.7,,,,,,,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779217171,14,1,1,1,11,5yvw8xpbzap5lhlze04odtgk4,1,29.3,87.5,5531846007,141,91.1,5531846013,212,10.2,5531846003,56,Back,5531846005,140,19.9,5531846015,213,2.9,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779217185,15,1,1,1,14,5yvw8xpbzap5lhlze04odtgk4,0,19.9,91.1,5531846119,1,,5531846117,213,6.06,5531846107,157,,5531846109,56,Center,5531846113,141,77.5,5531846111,140,58.3,5531846115,212,41.4,,,,6r8f0lomojaqk37bz5ajprze1,Milos Drinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779217221,17,1,1,1,17,9eqjks8amwm1ycytsoi7xld25,1,30.9,11.3,5531846343,3,,5531846345,56,Back,5531846347,140,43.8,5531846349,141,3.1,5531846351,212,14.6,5531846353,213,5.89,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217231,18,1,1,1,19,9eqjks8amwm1ycytsoi7xld25,0,44,2.8,5531846389,56,Back,5531846397,213,0.04,5531846391,140,45.7,5531846393,141,2.9,5531846485,233,16,5531846395,212,1.8,5531846483,236,,5531846489,286,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217245,16,74,1,1,19,5yvw8xpbzap5lhlze04odtgk4,1,53.2,96.5,5531846465,285,,5531846545,233,18,5531846463,56,Left,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779217269,17,5,1,1,19,5yvw8xpbzap5lhlze04odtgk4,0,52.9,101.5,5531846613,347,,5531846611,56,Left,5531846875,233,19,,,,,,,,,,,,,,,,23m69s7nd9vnc9u9ra2aspn11,Adrian Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779217301,19,5,1,1,19,9eqjks8amwm1ycytsoi7xld25,1,47.1,-1.5,5531846823,233,17,5531846807,347,,5531846805,56,Back,,,,,,,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217357,20,1,1,1,24,9eqjks8amwm1ycytsoi7xld25,1,46.1,0,5531847077,212,14.3,5531847079,213,0.64,5531847073,140,57,5531847071,56,Right,5531847069,107,,5531847075,141,10.7,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217379,21,1,1,1,28,9eqjks8amwm1ycytsoi7xld25,1,56.4,15.3,5531847187,56,Back,5531847189,140,42.5,5531847211,212,14.6,5531847213,213,3.12,5531847191,141,15.8,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217417,22,1,1,1,30,9eqjks8amwm1ycytsoi7xld25,1,45,15.3,5531847417,141,57.9,5531847419,212,30.5,5531847415,140,36,5531847413,56,Back,5531847421,213,1.89,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217435,23,1,1,1,33,9eqjks8amwm1ycytsoi7xld25,1,35.7,59.3,5531847517,141,68.7,5531847519,212,7.5,5531847515,140,39.4,5531847513,56,Back,5531847521,213,1.02,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217423,18,45,1,1,33,5yvw8xpbzap5lhlze04odtgk4,0,61.4,37.1,5531847611,233,24,5531847455,56,Center,5531847457,285,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779217449,24,3,1,1,33,9eqjks8amwm1ycytsoi7xld25,1,38.6,62.9,5531847599,233,18,5531847577,286,,5531847573,56,Back,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217487,25,1,1,1,34,9eqjks8amwm1ycytsoi7xld25,1,33.9,60.8,5531847777,56,Back,5531847785,213,3.73,5531847779,140,29.8,5531847781,141,56.6,5531847783,212,5.2,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217545,26,1,1,1,36,9eqjks8amwm1ycytsoi7xld25,1,29.9,52.8,5531848061,140,31,5531848063,141,24.3,5531848067,213,4.77,5531848059,56,Back,5531848065,212,19.4,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217591,27,1,1,1,39,9eqjks8amwm1ycytsoi7xld25,1,31.1,24.9,5531848343,213,4.96,5531848341,212,10.7,5531848337,140,33.6,5531848339,141,9.7,5531848335,56,Back,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217637,28,1,1,1,41,9eqjks8amwm1ycytsoi7xld25,1,33.6,9.2,5531848589,213,0.77,5531848587,212,12.6,5531848581,56,Back,5531848583,140,42.2,5531848585,141,22.2,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217689,29,1,1,1,43,9eqjks8amwm1ycytsoi7xld25,1,43.3,29.4,5531848833,212,10.1,5531848835,213,2.18,5531848821,56,Back,5531848825,140,37.8,5531848829,141,41.5,,,,,,,,,,a6ys5uqsrmmeorj6f8ogoxbvu,Mohammad Yasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217729,30,1,1,1,46,9eqjks8amwm1ycytsoi7xld25,1,42.5,50.3,5531849039,213,1.67,5531849037,212,22.5,5531849035,141,83.3,5531849033,140,40.4,5531849031,56,Back,,,,,,,,,,9d8lhd93zoyekfcypi15zt7je,Ayush Dev Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217733,31,1,1,1,49,9eqjks8amwm1ycytsoi7xld25,0,41.4,83.2,5531849061,141,83.2,5531849169,233,19,5531849063,212,0.7,5531849167,236,,5531849057,140,42.1,5531849175,286,,5531849065,213,0,5531849055,56,Back,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217747,19,74,1,1,49,5yvw8xpbzap5lhlze04odtgk4,1,56.7,15.2,5531849209,233,31,5531849139,285,,5531849137,56,Right,,,,,,,,,,,,,,,,dy0x2kt0h4e6fahxns2k5t2c4,Amawia (Lalthanmawia Renthlei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779217781,20,49,1,1,52,5yvw8xpbzap5lhlze04odtgk4,1,57.2,19.1,,,,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779217799,21,1,1,1,53,5yvw8xpbzap5lhlze04odtgk4,0,61.4,13.2,5531849443,141,26.2,5531849441,140,69,5531849447,213,0.84,5531849445,212,11.9,5531849439,56,Center,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779217803,32,8,1,1,54,9eqjks8amwm1ycytsoi7xld25,1,29,79.1,5531849465,56,Back,,,,,,,,,,,,,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217849,33,1,1,1,54,9eqjks8amwm1ycytsoi7xld25,1,30.3,78.1,5531849727,213,0.7,5531849721,140,40.1,5531849723,141,90.8,5531849725,212,13.4,5531849719,56,Back,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217889,34,1,1,1,57,9eqjks8amwm1ycytsoi7xld25,1,41.1,90.5,5531849943,56,Back,5531849949,212,9.3,5531849947,141,83.9,5531849945,140,48.9,5531849951,213,5.78,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217913,35,1,1,1,59,9eqjks8amwm1ycytsoi7xld25,1,49.5,83.9,5531850027,56,Back,5531850041,213,1.69,5531850035,141,95.6,5531850039,212,8,5531850031,140,48.6,,,,,,,,,,57fizz3ad5m2w0qz8v6xeazmd,Dejan Dražić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779217953,36,1,1,2,0,9eqjks8amwm1ycytsoi7xld25,0,48.5,94.8,5531850225,213,5.58,5531850227,1,,5531850221,141,49,5531850223,212,48.3,5531850219,140,83.7,5531850217,56,Center,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779218003,22,49,1,2,5,5yvw8xpbzap5lhlze04odtgk4,1,14.1,47.2,,,,,,,,,,,,,,,,,,,,,,,,,ezqz8zz3azusaew3tmf7f96mt,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779218073,23,1,1,2,6,5yvw8xpbzap5lhlze04odtgk4,1,14.1,54.5,5531850819,141,82.3,5531850817,140,26.6,5531850815,56,Back,5531850821,212,23,5531850823,213,0.96,,,,,,,,,,ezqz8zz3azusaew3tmf7f96mt,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779218115,24,1,1,2,9,5yvw8xpbzap5lhlze04odtgk4,1,32.1,82.1,5531851021,141,74.2,5531851025,212,5.7,5531851029,213,5.07,5531851017,140,34,5531851013,56,Back,,,,,,,,,,arzfyvstbc17d1mioc40tidm2,Naocha Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779218207,25,1,1,2,11,5yvw8xpbzap5lhlze04odtgk4,1,32.5,72.4,5531851521,140,19.7,5531851523,141,31.6,5531851527,213,4.26,5531851525,212,30.8,5531851519,56,Back,,,,,,,,,,ap6n4q8c3c5cj9ilb8bxcy9sk,Vibin Mohanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779218251,26,1,1,2,14,5yvw8xpbzap5lhlze04odtgk4,1,19.5,29.1,5531851821,212,13.3,5531851823,213,4.73,5531851817,141,9.5,5531851815,140,19.7,5531851811,56,Back,,,,,,,,,,bcjkyeu4gtghgy9khmmob9g45,Dusan Lagator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779218293,27,1,1,2,18,5yvw8xpbzap5lhlze04odtgk4,0,20.6,7,5531852041,213,0.15,5531852029,56,Back,5531852031,140,39.7,5531852035,141,11.6,5531852039,212,20.3,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779218347,37,61,1,2,23,9eqjks8amwm1ycytsoi7xld25,1,60.3,87.8,5531852321,56,Left,,,,,,,,,,,,,,,,,,,,,,5hligrqwpc6qzxiyg4rfeay1h,Carl McHugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779218357,28,61,1,2,24,5yvw8xpbzap5lhlze04odtgk4,1,39.7,11.6,5531852381,56,Back,,,,,,,,,,,,,,,,,,,,,,5arf4f4k8om3ux3rryhincxzo,K. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,Goalkeeper
2779218381,38,61,1,2,26,9eqjks8amwm1ycytsoi7xld25,1,59.9,91.1,5531852565,56,Left,,,,,,,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779218409,29,8,1,2,27,5yvw8xpbzap5lhlze04odtgk4,1,39.9,7.9,5531852721,56,Back,,,,,,,,,,,,,,,,,,,,,,dy0x2kt0h4e6fahxns2k5t2c4,Amawia (Lalthanmawia Renthlei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
2779218411,39,8,1,2,27,9eqjks8amwm1ycytsoi7xld25,1,58.4,91.4,5531852731,56,Left,,,,,,,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2779218419,30,49,1,2,29,5yvw8xpbzap5lhlze04odtgk4,1,36.3,12.5,,,,,,,,,,,,,,,,,,,,,,,,,3an8bc2nxiodsw6rbcgji1ilm,Danish Farooq Bhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala Blasters FC,
