id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,assist,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,teamName,Position
2783581019,1,34,16,0,0,7xo09xnh3y03lyai6azr77fo0,1,0,0,5555560919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5555560911,30,"f1tuc3g6x0bvykbf3l6kckhnu, 27cg2gd6m8m4cw75j37dquxud, 31a4sn8saxhfnh57j7c1yy2ac, 6vak9npg73k6di2oagxg8ttgq, dpg6dskbwuf9die5imz7z1y7e, awmnvgz0piarvn8o7b7zk57f9, 5g8572gxi73ztuk13kttx9b84, cmipqs8kvp9fztc1ekgzlwogl, 8dzeq723volchfye1smryolt6, xm1pai2cllklkwkgpb7n5mmt, d2ouk806csxbamwjbwlxwi92i, 6ariy9j4fdbyhn54pldheaz56, 4mp7evwd4phlu496qsbworjrp, e41kyipdxjy3gkni3idz31mac, dq03xoo08fyces9h371x0ce1g, 989i9o2rat334wwkdlqssejh0, 8e7tqocxsueniln7rzsy2l46i, 7hdjglam5w0880u4mqxs4onsa, 1ctlomg9lmbz9y86xgonquvsa, 4mzaycg26owpa7i0etvntogh6",5555560915,59,"1, 22, 77, 13, 2, 4, 19, 6, 14, 10, 18, 3, 9, 11, 15, 17, 23, 26, 32, 50",5555560923,197,21982,5555560917,130,8,5555560913,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5555560925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5555560921,194,awmnvgz0piarvn8o7b7zk57f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783581899,1,34,16,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555565833,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5555565827,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5555565829,59,"13, 6, 23, 37, 20, 3, 47, 5, 9, 10, 19, 1, 4, 8, 21, 27, 70, 71, 77, 88",5555565825,30,"a9gquocdgtb8bpk99a5a110mi, a5hmrpq6qy5ac6ir7hd4fajxm, bepdz3gbb2rxeuae2lt159g16, e5pgescmpgtyk96b07mpicsq2, evpkruwe8cis1pfkujwfwr9hx, 9o2dyl3cbm2ni3874doydh49h, dej3o41jgebei5deqs5m5fris, ajkkf12dn8livsb196zp7w0d1, 83rpxksxq3qq7vxslur4ge5sl, dkk86y8pa3svtz43c0m55qn6x, 3macevv6d8kk7a3na4b3zh2j8, 5sifbrmwnzisvbvutlcx25v1m, 9h25nvm0qom316k8qamw5zh1w, 18du6lik5pot8uofj1s1n0nl6, amlbv42tcsqmxktheidr23sru, co1a0flew05hmeteg442x7vmd, 5phslvtihgvzghwa9dqmqtune, h8166wj7jjqddgelgyf61nu1, af2pz7tnkibqwj9qoq6pnwm0a, auhy9ipee9aqnksz1ons6et49",5555565839,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5555565835,194,9o2dyl3cbm2ni3874doydh49h,5555565831,130,2,5555565837,197,18550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603537,2,32,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555688977,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603539,3,32,1,0,0,7xo09xnh3y03lyai6azr77fo0,1,0,0,5555688983,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603581,3,1,1,0,0,1kqb5u8em0tj1k40607w2vtl4,1,50.1,50,5555689177,212,18.5,5555689179,213,3.33,5555689175,141,44.8,5555689171,56,Back,5555689181,279,S,5555689173,140,32.8,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603595,4,1,1,0,4,1kqb5u8em0tj1k40607w2vtl4,1,32.7,45.2,5555689251,213,1.58,5555689247,141,70.9,5555689243,56,Back,5555689249,212,17.5,5555689245,140,32.5,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603611,5,1,1,0,6,1kqb5u8em0tj1k40607w2vtl4,1,32.5,70.9,5555689327,213,0.99,5555689325,212,13,5555689321,140,39.3,5555689319,56,Back,5555689323,141,86.9,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603639,6,1,1,0,8,1kqb5u8em0tj1k40607w2vtl4,1,39.6,88.3,5555689455,213,5.74,5555689451,141,77.8,5555689453,212,13.8,5555689447,56,Center,5555689449,140,50.8,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603643,7,61,1,0,10,1kqb5u8em0tj1k40607w2vtl4,0,52.1,78.1,5555689471,56,Center,,,,,,,,,,,,,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603629,4,49,1,0,11,7xo09xnh3y03lyai6azr77fo0,1,43.2,26.7,,,,,,,,,,,,,,,,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603641,5,1,1,0,11,7xo09xnh3y03lyai6azr77fo0,1,43.2,29.7,5555689467,213,3.83,5555689459,56,Back,5555689465,212,4.2,5555689461,140,40.1,5555689463,141,25.8,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603665,6,1,1,0,13,7xo09xnh3y03lyai6azr77fo0,1,41.2,24.7,5555689579,56,Right,5555689577,155,,5555689583,141,10.6,5555689587,213,6.04,5555689581,140,78.5,5555689585,212,40.3,5555689589,1,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603677,7,1,1,0,17,7xo09xnh3y03lyai6azr77fo0,1,89.7,15,5555689659,212,22.1,5555689655,140,90.2,5555689661,213,1.55,5555689657,141,47.5,5555689649,2,,5555689653,56,Center,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603709,8,1,1,0,21,7xo09xnh3y03lyai6azr77fo0,1,90.3,49.1,5555689883,213,1.58,5555689881,212,13.6,5555689877,140,90.2,5555689879,141,69.1,5555689875,56,Center,,,,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604175,20,61,1,0,22,7xo09xnh3y03lyai6azr77fo0,1,85.2,62.9,5555692985,56,Center,,,,,,,,,,,,,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603711,9,61,1,0,23,7xo09xnh3y03lyai6azr77fo0,0,75.3,60.3,5555689887,56,Center,,,,,,,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603707,8,49,1,0,25,1kqb5u8em0tj1k40607w2vtl4,1,23.9,40.7,,,,,,,,,,,,,,,,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603737,9,1,1,0,26,1kqb5u8em0tj1k40607w2vtl4,1,27.2,39.1,5555690039,141,18.3,5555690043,213,5.29,5555690035,56,Back,5555690041,212,16.9,5555690037,140,36,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603747,10,1,1,0,29,1kqb5u8em0tj1k40607w2vtl4,1,34.8,17.1,5555690107,212,14.6,5555690105,141,8.9,5555690101,56,Back,5555690103,140,21.9,5555690109,213,3.53,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603765,11,1,1,0,31,1kqb5u8em0tj1k40607w2vtl4,1,21.9,8.9,5555690209,141,21.6,5555690205,56,Back,5555690207,140,34.2,5555690211,212,15.5,5555690213,213,0.59,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603789,12,1,1,0,35,1kqb5u8em0tj1k40607w2vtl4,1,33.5,20.1,5555690343,56,Back,5555690349,141,43,5555690351,212,19.8,5555690347,140,21.8,5555690353,213,2.24,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603811,13,1,1,0,38,1kqb5u8em0tj1k40607w2vtl4,1,24.8,50.7,5555690453,140,38.6,5555690459,213,1.14,5555690451,56,Back,5555690455,141,96.6,5555690461,1,,5555690457,212,34.4,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603825,14,1,1,0,41,1kqb5u8em0tj1k40607w2vtl4,1,39.4,96.9,5555690571,213,6.17,5555690565,140,61.5,5555690563,56,Left,5555690569,212,23.4,5555690567,141,93,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603829,15,1,1,0,44,1kqb5u8em0tj1k40607w2vtl4,0,61.5,93,5555690587,56,Left,5555690589,140,63.9,5555690593,212,2.6,5555690619,233,10,5555690617,236,,5555690591,141,92.1,5555690623,286,,5555690595,213,6.04,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603833,10,74,1,0,44,7xo09xnh3y03lyai6azr77fo0,1,41.1,3.2,5555690627,233,15,5555690613,285,,5555690609,56,Back,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603853,11,3,1,0,47,7xo09xnh3y03lyai6azr77fo0,1,45.6,6.6,5555690745,56,Back,5555690747,286,,5555690795,233,16,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603859,16,45,1,0,47,1kqb5u8em0tj1k40607w2vtl4,0,54.4,93.4,5555690781,56,Left,5555690809,233,11,5555690783,285,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603855,12,49,1,0,48,7xo09xnh3y03lyai6azr77fo0,1,44.3,5.8,,,,,,,,,,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603867,13,1,1,0,50,7xo09xnh3y03lyai6azr77fo0,0,57.8,5.2,5555690865,212,30.5,5555690861,140,77,5555690863,141,38.9,5555690857,155,,5555690867,213,0.85,5555690859,56,Center,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603881,17,1,1,0,53,1kqb5u8em0tj1k40607w2vtl4,1,24.2,53.4,5555690937,213,0.77,5555690935,212,15.9,5555690931,140,35.1,5555690929,56,Back,5555690933,141,69.6,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603885,18,49,1,0,54,1kqb5u8em0tj1k40607w2vtl4,1,35.1,69.6,,,,,,,,,,,,,,,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603891,19,1,1,0,56,1kqb5u8em0tj1k40607w2vtl4,1,35.1,69.6,5555691017,213,2.42,5555691009,56,Back,5555691011,140,25,5555691015,212,14.1,5555691013,141,83.2,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603897,20,1,1,0,58,1kqb5u8em0tj1k40607w2vtl4,1,25,83.2,5555691043,141,67.6,5555691039,56,Back,5555691041,140,31.1,5555691045,212,12.4,5555691047,213,5.26,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603909,21,1,1,1,0,1kqb5u8em0tj1k40607w2vtl4,1,31.1,67.6,5555691191,213,5.82,5555691183,140,64.1,5555691187,141,42.2,5555691181,56,Center,5555691193,1,,5555691189,212,38.7,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603911,22,61,1,1,5,1kqb5u8em0tj1k40607w2vtl4,0,64.1,42.2,5555691203,56,Center,,,,,,,,,,,,,,,,,,,,,,dej3o41jgebei5deqs5m5fris,Vincy Barretto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603929,14,1,1,1,9,7xo09xnh3y03lyai6azr77fo0,1,26.7,60.6,5555691307,56,Back,5555691315,213,3.53,5555691311,141,50.7,5555691313,212,17.9,5555691309,140,10.9,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603933,15,49,1,1,12,7xo09xnh3y03lyai6azr77fo0,1,11.4,50.9,,,,,,,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783603941,16,1,1,1,12,7xo09xnh3y03lyai6azr77fo0,0,11.4,50.9,5555691387,56,Back,5555691397,1,,5555691389,140,46.5,5555691393,212,44.2,5555691391,141,86.9,5555691385,157,,5555691395,213,0.59,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783603949,23,1,1,1,14,1kqb5u8em0tj1k40607w2vtl4,0,60.6,6.8,5555691443,212,2.3,5555691545,236,,5555691445,213,0.17,5555691441,141,7.4,5555691439,140,62.8,5555691547,233,17,5555691437,56,Right,5555691551,286,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783603961,17,74,1,1,14,7xo09xnh3y03lyai6azr77fo0,1,36.5,92.4,5555691541,285,,5555691539,56,Back,5555691553,233,23,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783603967,18,5,1,1,18,7xo09xnh3y03lyai6azr77fo0,0,42.8,101.6,5555691583,347,,5555691579,56,Back,5555691977,233,24,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604019,24,5,1,1,18,1kqb5u8em0tj1k40607w2vtl4,1,57.2,-1.6,5555691963,56,Right,5555691965,347,,5555691967,233,18,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604031,25,1,1,1,29,1kqb5u8em0tj1k40607w2vtl4,1,57.8,0,5555692029,107,,5555692033,140,46.5,5555692037,212,20.9,5555692039,213,2.17,5555692035,141,24.3,5555692031,56,Back,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604045,26,1,1,1,31,1kqb5u8em0tj1k40607w2vtl4,1,46.5,24.3,5555692099,212,24,5555692093,56,Back,5555692101,213,2.16,5555692095,140,33.7,5555692097,141,53.6,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604061,27,1,1,1,34,1kqb5u8em0tj1k40607w2vtl4,1,33.6,53.6,5555692191,140,41,5555692195,212,22.7,5555692197,213,1.22,5555692189,56,Back,5555692193,141,85,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604077,28,1,1,1,36,1kqb5u8em0tj1k40607w2vtl4,1,41,85,5555692339,213,0.39,5555692331,56,Left,5555692335,141,97.7,5555692337,212,22.9,5555692333,140,61.2,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604081,29,3,1,1,40,1kqb5u8em0tj1k40607w2vtl4,0,62.4,98.6,5555692355,286,,5555692353,56,Left,5555692357,211,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604111,19,5,1,1,42,7xo09xnh3y03lyai6azr77fo0,1,39,-1.2,5555692563,56,Back,5555692583,233,30,5555692567,347,,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604089,30,5,1,1,42,1kqb5u8em0tj1k40607w2vtl4,0,61,101.2,5555692397,347,,5555692395,56,Left,5555692595,233,19,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604305,21,1,1,2,28,7xo09xnh3y03lyai6azr77fo0,1,46.8,0,5555693891,212,19.8,5555693885,56,Right,5555693893,213,0.38,5555693889,141,10.1,5555693883,107,,5555693887,140,64.3,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604311,22,1,1,2,29,7xo09xnh3y03lyai6azr77fo0,0,64.2,10.1,5555693939,141,17.1,5555693933,157,,5555693943,213,0.12,5555693941,212,38.8,5555693935,56,Right,5555693945,1,,5555693937,140,100,,,,dpg6dskbwuf9die5imz7z1y7e,Soraisham Dinesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604341,23,5,1,2,30,7xo09xnh3y03lyai6azr77fo0,0,100.9,24.8,5555694113,56,Center,5555694115,346,,5555694121,233,31,,,,,,,,,,,,,,,,dpg6dskbwuf9die5imz7z1y7e,Soraisham Dinesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604325,31,5,1,2,30,1kqb5u8em0tj1k40607w2vtl4,1,-0.9,75.2,5555694019,346,,5555694595,189,,5555694117,233,23,5555694017,56,Back,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604343,32,1,1,2,33,1kqb5u8em0tj1k40607w2vtl4,0,5,63,5555694139,212,75.2,5555694131,124,,5555694145,74,,5555694135,140,72.3,5555694141,213,0.35,5555694137,141,100,5555694143,1,,5555694133,56,Left,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783604345,24,5,1,2,35,7xo09xnh3y03lyai6azr77fo0,1,28.5,-0.8,5555694151,347,,5555694157,233,33,5555694149,56,Back,,,,,,,,,,,,,,,,dpg6dskbwuf9die5imz7z1y7e,Soraisham Dinesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604347,33,5,1,2,35,1kqb5u8em0tj1k40607w2vtl4,0,71.5,100.8,5555694161,233,24,5555694153,56,Left,5555694155,347,,,,,,,,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783604439,25,1,1,2,50,7xo09xnh3y03lyai6azr77fo0,1,30.9,0,5555694733,56,Center,5555694743,1,,5555694739,212,54.3,5555694741,213,0.98,5555694735,140,59.9,5555694731,107,,5555694737,141,65.1,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604443,26,3,1,2,54,7xo09xnh3y03lyai6azr77fo0,0,64,64.8,5555694767,286,,5555694761,56,Center,5555694839,233,34,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604449,34,7,1,2,54,1kqb5u8em0tj1k40607w2vtl4,0,36,35.2,5555694807,285,,5555694809,233,26,5555694805,56,Back,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604471,27,1,1,2,57,7xo09xnh3y03lyai6azr77fo0,1,59.8,64.9,5555694967,141,6.5,5555694969,212,45.5,5555694973,1,,5555694965,140,81,5555694961,155,,5555694963,56,Right,5555694971,213,5.22,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604473,28,61,1,3,1,7xo09xnh3y03lyai6azr77fo0,0,81,6.5,5555694979,56,Right,,,,,,,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604481,35,12,1,3,1,1kqb5u8em0tj1k40607w2vtl4,1,22.7,95.4,5555695051,141,100,5555695055,213,1.16,5555695047,56,Back,5555695049,140,24.3,5555695091,167,,5555695053,212,4.2,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604501,29,5,1,3,4,7xo09xnh3y03lyai6azr77fo0,1,78.6,-1,5555695177,233,36,5555695163,347,,5555695161,56,Right,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604487,36,5,1,3,4,1kqb5u8em0tj1k40607w2vtl4,0,21.4,101,5555695085,347,,5555695203,233,29,5555695083,56,Back,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604591,30,1,1,3,22,7xo09xnh3y03lyai6azr77fo0,1,83.3,0,5555695737,141,15.3,5555695735,140,84.8,5555695741,213,1.43,5555695731,107,,5555695739,212,11.5,5555695733,56,Right,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604601,31,1,1,3,26,7xo09xnh3y03lyai6azr77fo0,1,83.2,15,5555695801,212,4.3,5555695795,56,Right,5555695799,141,8.8,5555695807,213,4.49,5555695797,140,82.3,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604627,32,1,1,3,28,7xo09xnh3y03lyai6azr77fo0,1,82.3,8.8,5555695997,140,90.8,5555695995,56,Right,5555696001,212,9,5555695999,141,10.7,5555696003,213,0.14,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604637,33,1,1,3,34,7xo09xnh3y03lyai6azr77fo0,0,92.8,7.4,5555696053,212,26.5,5555696047,56,Center,5555696055,213,1.57,5555696051,141,46.4,5555696045,155,,5555696043,2,,5555696049,140,92.8,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783604653,37,12,1,3,38,1kqb5u8em0tj1k40607w2vtl4,1,8.5,50.7,5555696167,140,13.2,5555696173,213,1.37,5555696169,141,86.5,5555696171,212,24.8,5555696165,56,Back,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604661,38,12,1,3,40,1kqb5u8em0tj1k40607w2vtl4,1,13.3,86.6,5555696205,56,Back,5555696209,141,85.1,5555696223,15,,5555696207,140,39.3,5555696211,212,27.3,5555696213,213,6.25,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783604675,39,49,1,3,42,1kqb5u8em0tj1k40607w2vtl4,1,39.6,86.2,,,,,,,,,,,,,,,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
