id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,assist,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,teamName,Position
2783607393,96,1,1,12,13,7xo09xnh3y03lyai6azr77fo0,1,26.4,66.9,5555712123,212,7.4,5555712125,213,5.06,5555712121,141,56.7,5555712117,56,Back,5555712119,140,28.8,5555712115,3,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607401,97,1,1,12,15,7xo09xnh3y03lyai6azr77fo0,0,29,54.6,5555712159,157,,5555712167,140,31.8,5555712175,1,,5555712171,212,8.4,5555712173,213,5.07,5555712169,141,43,5555712163,56,Back,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607405,111,1,1,12,16,1kqb5u8em0tj1k40607w2vtl4,0,56.8,49.1,5555712237,212,12.6,5555712231,56,Center,5555712235,141,40.3,5555712239,213,5.79,5555712229,3,,5555712233,140,67.4,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783607433,98,1,1,12,16,7xo09xnh3y03lyai6azr77fo0,1,34.9,37,5555712403,141,63.6,5555712399,56,Back,5555712397,3,,5555712401,140,40.7,5555712405,212,19.1,5555712407,213,1.25,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607443,99,1,1,12,22,7xo09xnh3y03lyai6azr77fo0,1,37.3,80.8,5555712443,141,66.4,5555712447,213,5.39,5555712445,212,12.6,5555712441,140,44.8,5555712439,56,Back,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607463,100,1,1,12,24,7xo09xnh3y03lyai6azr77fo0,1,45,66.7,5555712573,213,0.62,5555712569,212,30.4,5555712561,168,,5555712565,140,68.5,5555712559,3,,5555712567,141,92.7,5555712563,56,Left,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607465,101,49,1,12,25,7xo09xnh3y03lyai6azr77fo0,1,68.5,92.7,,,,,,,,,,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607483,102,3,1,12,27,7xo09xnh3y03lyai6azr77fo0,1,83.9,85.4,5555712671,286,,5555712669,56,Left,5555712699,233,112,,,,,,,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607481,112,45,1,12,27,1kqb5u8em0tj1k40607w2vtl4,0,16.1,14.6,5555712655,56,Back,5555712659,285,,5555712707,233,102,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783607521,103,1,1,12,28,7xo09xnh3y03lyai6azr77fo0,1,82,86.3,5555712897,212,9,5555713495,210,13,5555712899,213,3.7,5555712893,140,74.7,5555712891,56,Left,5555712895,141,79.3,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607525,104,13,1,12,31,7xo09xnh3y03lyai6azr77fo0,1,75.3,74.7,5555712919,18,,5555713521,215,,5555713519,103,79.2,5555713511,29,,5555712921,56,Center,5555713137,20,,5555713513,55,103,5555712917,22,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,5555713525,231,5555713523,230,5555713509,74,5555713517,102,46.7,,,,,,99.1,,49.8,,,,,,,,,,,,Northeast United FC,
2783607565,105,5,1,12,33,7xo09xnh3y03lyai6azr77fo0,0,101.6,46.8,5555713123,346,,5555713121,56,Center,5555713335,233,113,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607597,113,5,1,12,33,1kqb5u8em0tj1k40607w2vtl4,1,-1.6,53.2,5555713307,56,Back,5555713331,233,105,5555713309,346,,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783607777,114,1,1,13,4,1kqb5u8em0tj1k40607w2vtl4,1,5,61.2,5555714337,213,5.63,5555714335,212,49.6,5555714331,140,42.6,5555714339,1,,5555714499,189,,5555714329,56,Back,5555714327,124,,5555714333,141,17.1,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,5555714343,237,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783607787,115,1,1,13,9,1kqb5u8em0tj1k40607w2vtl4,0,47.1,15.9,5555714397,56,Right,5555714395,155,,5555714403,212,36.3,5555714399,140,81.7,5555714407,1,,5555714405,213,6.28,5555714401,141,15.8,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783607785,106,49,1,13,9,7xo09xnh3y03lyai6azr77fo0,1,13.2,85.6,,,,,,,,,,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607791,107,1,1,13,10,7xo09xnh3y03lyai6azr77fo0,1,6.7,84.4,5555714447,212,10,5555714441,56,Back,5555714445,141,70.8,5555714443,140,10.2,5555714449,213,5.09,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607797,108,1,1,13,11,7xo09xnh3y03lyai6azr77fo0,1,10.5,70.8,5555714513,212,18.9,5555714515,213,0.11,5555714507,56,Back,5555714511,141,73.9,5555714509,140,28.4,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607801,109,1,1,13,14,7xo09xnh3y03lyai6azr77fo0,1,28.4,73.9,5555714541,213,4.63,5555714535,140,27.2,5555714533,56,Back,5555714539,212,16,5555714537,141,50.4,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607815,110,1,1,13,16,7xo09xnh3y03lyai6azr77fo0,1,27.2,50.4,5555714635,140,40.4,5555714641,213,6,5555714639,212,14.4,5555714633,56,Back,5555714637,141,44.5,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607831,111,1,1,13,19,7xo09xnh3y03lyai6azr77fo0,0,40.2,33.1,5555714713,212,38.8,5555714715,213,6.23,5555714707,56,Center,5555714711,141,30,5555714709,140,77.1,5555714717,1,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607867,116,1,1,13,23,1kqb5u8em0tj1k40607w2vtl4,0,21.3,65.5,5555714903,157,,5555714913,213,0.11,5555714905,56,Center,5555714909,141,77.9,5555714907,140,91.7,5555714915,1,,5555714911,212,74.4,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783607889,112,12,1,13,29,7xo09xnh3y03lyai6azr77fo0,1,7.2,23.6,5555715013,212,32,5555715011,141,0,5555715007,56,Back,5555715015,213,5.74,5555715029,167,,5555715009,140,33.3,,,,,,,dpg6dskbwuf9die5imz7z1y7e,Soraisham Dinesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607891,113,5,1,13,31,7xo09xnh3y03lyai6azr77fo0,0,32.5,-1.2,5555715023,347,,5555715377,233,117,5555715021,56,Back,,,,,,,,,,,,,,,,dpg6dskbwuf9die5imz7z1y7e,Soraisham Dinesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783607945,117,5,1,13,31,1kqb5u8em0tj1k40607w2vtl4,1,67.5,101.2,5555715355,56,Left,5555715357,347,,5555715373,233,113,,,,,,,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783607955,118,1,1,13,41,1kqb5u8em0tj1k40607w2vtl4,1,68.6,100,5555715433,56,Left,5555715437,141,95.3,5555715439,212,14.6,5555715435,140,81.8,5555715441,213,5.97,5555715431,107,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783607965,119,1,1,13,43,1kqb5u8em0tj1k40607w2vtl4,1,81.8,95.3,5555715497,141,81.2,5555715493,56,Left,5555715499,212,13.5,5555715495,140,72.8,5555715501,213,3.93,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783607985,120,1,1,13,44,1kqb5u8em0tj1k40607w2vtl4,1,72.5,81.1,5555715621,56,Left,5555715625,141,90.2,5555715623,140,69.4,5555715629,213,2.06,5555715627,212,7,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608005,121,1,1,13,46,1kqb5u8em0tj1k40607w2vtl4,1,69.6,90.5,5555715759,141,95,5555715755,56,Left,5555715761,212,8.1,5555715763,213,0.39,5555715757,140,76.7,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608023,122,1,1,13,47,1kqb5u8em0tj1k40607w2vtl4,1,76.9,95.1,5555715851,56,Left,5555715855,141,92.7,5555715859,213,3.25,5555715853,140,62.8,5555715857,212,14.9,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608077,123,1,1,13,51,1kqb5u8em0tj1k40607w2vtl4,1,59.2,91.2,5555716145,140,38.2,5555716143,56,Back,5555716149,212,23.4,5555716147,141,79.7,5555716151,213,3.48,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608115,124,1,1,13,57,1kqb5u8em0tj1k40607w2vtl4,0,39.6,73.5,5555716345,56,Right,5555716341,155,,5555716343,196,,5555716349,141,9.4,5555716347,140,100,5555716353,213,5.69,5555716351,212,77.7,5555716355,1,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608129,114,5,1,14,0,7xo09xnh3y03lyai6azr77fo0,1,-1,89,5555716435,346,,5555716433,56,Back,5555717385,233,125,,,,,,,,,,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783608301,125,5,1,14,0,1kqb5u8em0tj1k40607w2vtl4,0,101,11,5555717393,233,114,5555717381,346,,5555717379,56,Right,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608375,115,1,1,14,36,7xo09xnh3y03lyai6azr77fo0,0,5.1,62.3,5555717845,1,,5555717841,212,55.9,5555717835,56,Center,5555717843,213,0.01,5555717839,141,63,5555717833,124,,5555717847,74,,5555717837,140,58.3,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783608399,126,1,1,14,40,1kqb5u8em0tj1k40607w2vtl4,1,41.4,26.8,5555717967,141,26.1,5555717963,56,Back,5555717969,212,7.3,5555717971,213,6.22,5555717965,140,48.3,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608405,127,49,1,14,41,1kqb5u8em0tj1k40607w2vtl4,1,48.4,26.1,,,,,,,,,,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608425,128,1,1,14,42,1kqb5u8em0tj1k40607w2vtl4,1,48.4,26.1,5555718055,140,31.6,5555718059,212,18.5,5555718053,56,Back,5555718057,141,17.7,5555718061,213,3.45,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608443,129,1,1,14,44,1kqb5u8em0tj1k40607w2vtl4,0,32.1,18.6,5555718121,140,100,5555718125,141,12.3,5555718129,212,72.9,5555718115,157,,5555718135,1,,5555718119,56,Right,5555718133,213,6.22,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608471,116,5,1,14,46,7xo09xnh3y03lyai6azr77fo0,1,-1,87.8,5555718245,56,Back,5555719681,233,130,5555718247,346,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783608737,130,5,1,14,46,1kqb5u8em0tj1k40607w2vtl4,0,101,12.2,5555719671,56,Right,5555719673,346,,5555719707,233,116,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608717,117,1,1,15,22,7xo09xnh3y03lyai6azr77fo0,0,4.8,53.1,5555719565,74,,5555719561,213,0.64,5555719563,1,,5555719557,141,100,5555719559,212,55.7,5555719553,56,Back,5555719551,124,,5555719555,140,47.3,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783608719,118,5,1,15,23,7xo09xnh3y03lyai6azr77fo0,0,48,102,5555719891,233,131,5555719573,56,Back,5555719575,347,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783608769,131,5,1,15,23,1kqb5u8em0tj1k40607w2vtl4,1,52,-2,5555719869,347,,5555719877,233,118,5555719867,56,Right,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608785,132,1,1,15,31,1kqb5u8em0tj1k40607w2vtl4,1,51.7,0,5555720013,140,68.6,5555720019,213,0.43,5555720015,141,10.6,5555720011,56,Right,5555720009,107,,5555720017,212,19.5,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608797,133,1,1,15,34,1kqb5u8em0tj1k40607w2vtl4,1,69.1,11,5555720075,56,Center,5555720079,141,26.4,5555720077,140,55.8,5555720085,213,2.5,5555720083,212,17.5,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608793,119,83,1,15,35,7xo09xnh3y03lyai6azr77fo0,0,34,84.5,5555720123,399,e5pgescmpgtyk96b07mpicsq2,,,,,,,,,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783608799,134,1,1,15,37,1kqb5u8em0tj1k40607w2vtl4,1,55.1,33.6,5555720091,140,41.5,5555720095,141,65.1,5555720089,56,Back,5555720103,213,2.16,5555720099,212,25.7,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608809,135,1,1,15,39,1kqb5u8em0tj1k40607w2vtl4,1,42.2,66.6,5555720157,212,26.3,5555720155,141,91.1,5555720151,56,Left,5555720153,140,61.6,5555720159,213,0.69,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608825,136,1,1,15,40,1kqb5u8em0tj1k40607w2vtl4,1,61.9,91.4,5555720263,212,12.6,5555720257,56,Left,5555720265,213,0.25,5555720261,141,95.9,5555720259,140,73.5,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608827,137,4,1,15,43,1kqb5u8em0tj1k40607w2vtl4,1,74.4,95.4,5555720531,286,,5555720273,56,Left,5555720527,152,,5555720533,233,120,5555720525,13,,5555720529,265,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783608841,120,4,1,15,43,7xo09xnh3y03lyai6azr77fo0,0,25.6,4.6,5555720377,265,,5555720379,285,,5555720367,13,,5555720549,233,137,5555720373,152,,5555720369,56,Back,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609221,138,1,1,16,40,1kqb5u8em0tj1k40607w2vtl4,0,76.3,96.9,5555722443,140,92.9,5555722433,2,,5555722447,212,42.6,5555722437,155,,5555722451,1,,5555722445,141,39.7,5555722435,5,,5555722441,56,Center,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,5555722449,213,5555722439,152,,,,,,,,,,,,,5.13,,,,,,,,,,,,Chennaiyin FC,
2783609215,121,44,1,16,44,7xo09xnh3y03lyai6azr77fo0,1,7,60.3,5555722413,56,Back,5555722415,285,,5555722505,233,139,,,,,,,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609229,139,44,1,16,44,1kqb5u8em0tj1k40607w2vtl4,0,93.1,39.7,5555722483,56,Center,5555722509,233,121,5555722485,286,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609223,122,12,1,16,45,7xo09xnh3y03lyai6azr77fo0,1,6.7,60.3,5555722463,212,16,5555722461,141,65.7,5555722465,213,0.23,5555722457,56,Back,5555722459,140,21.5,5555722481,15,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609235,123,49,1,16,48,7xo09xnh3y03lyai6azr77fo0,1,21.5,66.9,,,,,,,,,,,,,,,,,,,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609253,124,1,1,16,48,7xo09xnh3y03lyai6azr77fo0,0,27,67.5,5555722635,212,38.4,5555722631,140,62.5,5555722639,1,,5555722637,213,6.04,5555722633,141,53.9,5555722629,56,Center,,,,,,,d2ouk806csxbamwjbwlxwi92i,Jithin M S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609267,140,49,1,16,53,1kqb5u8em0tj1k40607w2vtl4,1,37.4,39.1,,,,,,,,,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609285,141,1,1,16,53,1kqb5u8em0tj1k40607w2vtl4,1,37.4,39.1,5555722831,213,2.95,5555722827,141,46.4,5555722825,140,13.1,5555722829,212,26,5555722823,56,Back,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609327,142,1,1,16,56,1kqb5u8em0tj1k40607w2vtl4,1,12.6,46,5555723107,141,72.3,5555723111,213,0.98,5555723109,212,21.5,5555723103,56,Back,5555723105,140,24,,,,,,,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783609349,143,1,1,17,0,1kqb5u8em0tj1k40607w2vtl4,1,19.6,67.3,5555723253,212,39.5,5555723245,56,Back,5555723241,155,,5555723257,1,,5555723247,140,26,5555723251,141,10.1,5555723255,213,4.88,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609377,144,1,1,17,4,1kqb5u8em0tj1k40607w2vtl4,1,26,11,5555723397,213,0.73,5555723395,212,11.3,5555723391,140,34,5555723393,141,22.1,5555723389,56,Back,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609379,145,61,1,17,8,1kqb5u8em0tj1k40607w2vtl4,0,34,22.1,5555723401,56,Back,,,,,,,,,,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609401,125,49,1,17,12,7xo09xnh3y03lyai6azr77fo0,1,68.6,86.3,,,,,,,,,,,,,,,,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609413,126,1,1,17,12,7xo09xnh3y03lyai6azr77fo0,1,68.6,86.3,5555723599,141,84.2,5555723601,212,9.2,5555723595,56,Left,5555723597,140,59.9,5555723603,213,3.3,,,,,,,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609423,146,4,1,17,13,1kqb5u8em0tj1k40607w2vtl4,1,39.4,19.6,5555724333,56,Back,5555724445,233,127,5555724339,286,,5555724335,152,,5555724331,13,,5555724337,265,,,,,,,,dej3o41jgebei5deqs5m5fris,Vincy Barretto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609417,127,4,1,17,13,7xo09xnh3y03lyai6azr77fo0,0,60.6,80.4,5555724443,285,,5555723673,56,Left,5555723677,265,,5555723671,13,,5555724449,233,146,5555723675,152,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783609543,147,1,1,17,35,1kqb5u8em0tj1k40607w2vtl4,1,39.4,26.1,5555724455,152,,5555724453,5,,5555724459,140,34.1,5555724457,56,Back,5555724463,212,22.9,5555724461,141,58.8,5555724465,213,1.82,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609549,148,1,1,17,37,1kqb5u8em0tj1k40607w2vtl4,1,34.1,58.7,5555724487,56,Center,5555724491,141,65.7,5555724495,213,0.25,5555724489,140,51.6,5555724493,212,19,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609561,149,1,1,17,38,1kqb5u8em0tj1k40607w2vtl4,1,51.6,65.7,5555724573,140,48.5,5555724579,213,1.74,5555724575,141,93.6,5555724571,56,Back,5555724577,212,19.2,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609577,150,1,1,17,39,1kqb5u8em0tj1k40607w2vtl4,1,48.2,94.2,5555724647,212,20,5555724641,140,37.2,5555724643,141,70.2,5555724649,213,4.1,5555724639,56,Back,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609593,151,1,1,17,42,1kqb5u8em0tj1k40607w2vtl4,1,37.7,69.6,5555724743,56,Back,5555724749,212,7,5555724745,140,42.4,5555724751,213,5.5,5555724747,141,62.4,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609621,152,1,1,17,45,1kqb5u8em0tj1k40607w2vtl4,1,42.4,62.4,5555724909,141,83,5555724901,56,Back,5555724905,140,37,5555724919,213,1.96,5555724915,212,15.1,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609655,153,1,1,17,52,1kqb5u8em0tj1k40607w2vtl4,1,40.2,83.3,5555725075,56,Center,5555725079,141,74.4,5555725085,1,,5555725077,140,70.4,5555725081,212,32.3,5555725083,213,6.09,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783609665,154,1,1,17,56,1kqb5u8em0tj1k40607w2vtl4,0,70.4,73.3,5555725149,140,62,5555725151,141,29.4,5555725155,213,4.43,5555725147,56,Center,5555725153,212,31.1,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
