id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,teamName,Position
2784533285,1,34,16,0,0,d65t4cxgbtgc2ztx2n88b8tii,1,0,0,2025-03-06T13:13:14.676Z,2025-03-06T13:56:38Z,5560931567,30,"91uv3tace3n1v7v7422lisi5l, 7o888qpdzcc1wnt4qovjdaiok, 2utdfp1sj3pzsr2k9b3khmnoq, 1cz2q65pbg4w6698n6dy028rt, epjm2k6lplvween8gexdifyi2, 7nl0hn7670l84eqqbp2ecjdux, 7hztjxpnaipt5h8retrm1kyy, 77w23oif80n182nsktwf43949, df5mqt7nfb84a3lvylfp08y22, 9kwr2hemg72nh3eh2othwb5sk, dyqnk2t1a29zre3x9wlforgx6, d75znztlcz5g3p5t6jg77s02y, 3ddplpbiqnmaisa6t058w2tm2, cczfio2y0doub738tvqss83qh, 27dzs6us163s1g41tevj9u7f8, 2ve8ej5ej6fnbjpzpuzcdd4gl, dwog7lmj6sp8lgs8ls6ou4fmc, 7i6kz4bfox0j52efjxfa34mj8, 64ks0du9vw4wvzanhoi62l05, nhw0pvzxev9opwvkg3cydd78",5560931579,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5560931577,194,epjm2k6lplvween8gexdifyi2,5560931571,59,"1, 3, 41, 5, 4, 65, 10, 28, 9, 23, 7, 6, 8, 11, 17, 24, 25, 29, 31, 77",5560931569,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5560931573,130,8,5560931575,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5560987455,197,22969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784534015,1,34,16,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-06T13:16:08.456Z,2025-03-06T15:29:07Z,5560935693,59,"78, 12, 27, 10, 74, 35, 6, 4, 99, 7, 29, 1, 16, 20, 23, 25, 31, 33, 44, 45",5560935695,130,9,5560935701,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5560935691,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5561103283,194,ciydd242v6efvzsqd2hxqvwus,5560988185,197,28074,5560935689,30,"1uvpqxrzxnjfb790p5t1mjztg, 1i4qgopfzsr2xyfs93kjtcvai, 8js8a2yz6jly94vf0ilyg76s4, bwiqj25qbrcc2xhc8faqb44wl, 11xl1jtpjn674dw6yxfv33pey, ciydd242v6efvzsqd2hxqvwus, 1csytueiqmph9zm2p58ww333e, 3znwt67r5j8mghoi2wm9urris, 2n6c8ciuley3hz0fnt6gn4zpx, cqwjl27qlms7fxa3edgkvpr6d, fekzw1l7xz97js7ns7ag2mfo, eu9kw6jcgneygerxqlfj00r11, 3hyx5x335jn5udim2a132nt2h, 2hsgcgekgsls87pbwwz9a3q39, 99p8q4t09iq7scfgt0bkrmlpm, dc8zct96hw1uct3arbrq408b8, 61omz2augmafukhx5q6zydw8a, 5hi3s09qsxkuv8l5nw8d8qqj9, 8d6mz56ogl5wo02hgq3qp3ip6, 696x33mjrjyh5szfidw8gd444",5560935697,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543681,2,32,1,0,0,d65t4cxgbtgc2ztx2n88b8tii,1,0,0,2025-03-06T14:00:18.860Z,2025-03-06T14:00:20Z,5560990117,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543675,2,32,1,0,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-06T14:00:18.860Z,2025-03-06T14:00:19Z,5560990105,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543693,3,1,1,0,0,8uacz8yrceknwsreon4rb5i8o,1,50,50,2025-03-06T14:00:18.861Z,2025-03-06T14:00:23Z,5560990173,56,Back,5560990181,213,2.99,5560990175,140,36.3,5560990179,212,14.5,5560990177,141,53.2,5560990183,279,S,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543725,4,1,1,0,4,8uacz8yrceknwsreon4rb5i8o,1,41.6,46.4,2025-03-06T14:00:23.735Z,2025-03-06T14:00:32Z,5560990355,140,30.5,5560990361,213,2.96,5560990353,56,Back,5560990357,141,49.6,5560990359,212,11.9,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543739,5,1,1,0,13,8uacz8yrceknwsreon4rb5i8o,1,30.2,50,2025-03-06T14:00:31.927Z,2025-03-06T14:00:35Z,5560990429,212,24.5,5560990423,56,Back,5560990427,141,85.9,5560990431,213,1.67,5560990425,140,27.8,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543753,6,1,1,0,16,8uacz8yrceknwsreon4rb5i8o,1,31.2,87.7,2025-03-06T14:00:35.232Z,2025-03-06T14:00:40Z,5560990521,213,5.27,5560990511,196,,5560990517,141,4.8,5560990519,212,66.4,5560990509,155,,5560990515,140,64.7,5560990523,1,,5560990513,56,Right,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543765,7,1,1,0,21,8uacz8yrceknwsreon4rb5i8o,1,70.1,4.6,2025-03-06T14:00:39.990Z,2025-03-06T14:00:42Z,5560990555,56,Right,5560990561,212,18.5,5560990557,140,52.6,5560990559,141,8,5560990563,213,3.02,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543767,8,1,1,0,22,8uacz8yrceknwsreon4rb5i8o,0,52.6,8,2025-03-06T14:00:41.087Z,2025-03-06T14:03:11Z,5560990567,56,Right,5560990573,212,8.5,5560990569,140,58.2,5560990575,213,0.81,5560990571,141,17.1,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543761,3,8,1,0,23,d65t4cxgbtgc2ztx2n88b8tii,1,43.9,87.5,2025-03-06T14:00:41.986Z,2025-03-06T14:00:42Z,5560990541,56,Back,,,,,,,,,,,,,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543769,4,49,1,0,24,d65t4cxgbtgc2ztx2n88b8tii,1,43.1,79.6,2025-03-06T14:00:42.956Z,2025-03-06T14:00:43Z,,,,,,,,,,,,,,,,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543777,5,3,1,0,26,d65t4cxgbtgc2ztx2n88b8tii,0,44.2,66.1,2025-03-06T14:00:44.893Z,2025-03-06T14:19:21Z,5560990617,56,Back,5560990683,233,9,5560990619,286,,,,,,,,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543783,9,7,1,0,26,8uacz8yrceknwsreon4rb5i8o,1,55.8,33.9,2025-03-06T14:00:44.894Z,2025-03-06T14:19:20Z,5560990673,233,5,5560990647,56,Center,5560990649,285,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543789,10,3,1,0,28,8uacz8yrceknwsreon4rb5i8o,0,58.2,31.7,2025-03-06T14:00:47.735Z,2025-03-06T14:19:21Z,5560990655,56,Center,5560990657,286,,5560990687,233,6,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543785,6,7,1,0,28,d65t4cxgbtgc2ztx2n88b8tii,0,41.8,68.3,2025-03-06T14:00:47.736Z,2025-03-06T15:11:25Z,5560990653,285,,5560990651,56,Back,5560990679,233,10,,,,,,,,,,,,,,,,77w23oif80n182nsktwf43949,Issac Vanmalsawma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543799,7,49,1,0,31,d65t4cxgbtgc2ztx2n88b8tii,1,42.3,62.7,2025-03-06T14:00:50.657Z,2025-03-06T14:00:50Z,,,,,,,,,,,,,,,,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543801,11,61,1,0,32,8uacz8yrceknwsreon4rb5i8o,0,53.7,43.9,2025-03-06T14:00:51.047Z,2025-03-06T14:00:51Z,5560990741,56,Center,,,,,,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543805,8,1,1,0,32,d65t4cxgbtgc2ztx2n88b8tii,1,44.1,49.4,2025-03-06T14:00:51.737Z,2025-03-06T14:00:53Z,5560990771,212,26.8,5560990769,141,10.7,5560990773,213,4.52,5560990767,140,39.1,5560990765,56,Back,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543821,9,1,1,0,34,d65t4cxgbtgc2ztx2n88b8tii,1,39.1,10.7,2025-03-06T14:00:53.097Z,2025-03-06T14:00:55Z,5560990841,140,33,5560990847,213,2.44,5560990843,141,18.6,5560990839,56,Back,5560990845,212,8.4,,,,,,,,,,7hztjxpnaipt5h8retrm1kyy,Ramhlunchhunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543827,10,1,1,0,36,d65t4cxgbtgc2ztx2n88b8tii,1,33,18.3,2025-03-06T14:00:55.612Z,2025-03-06T14:00:56Z,5560990871,56,Back,5560990875,141,9.4,5560990877,212,9.5,5560990873,140,40,5560990879,213,5.59,,,,,,,,,,7o888qpdzcc1wnt4qovjdaiok,Mohammed Rafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543839,11,1,1,0,37,d65t4cxgbtgc2ztx2n88b8tii,1,40,10,2025-03-06T14:00:56.846Z,2025-03-06T14:00:59Z,5560990937,140,38.9,5560990943,213,1.66,5560990939,141,28.6,5560990941,212,12.7,5560990935,56,Back,,,,,,,,,,7hztjxpnaipt5h8retrm1kyy,Ramhlunchhunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543847,12,1,1,0,40,d65t4cxgbtgc2ztx2n88b8tii,0,52.3,32.8,2025-03-06T14:00:59.439Z,2025-03-06T14:01:00Z,5560990993,213,0.3,5560990987,140,61.2,5560990985,56,Center,5560990991,212,9.8,5560990989,141,37.1,5560990983,155,,,,,,,,77w23oif80n182nsktwf43949,Issac Vanmalsawma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543855,12,61,1,0,43,8uacz8yrceknwsreon4rb5i8o,1,37.9,66.3,2025-03-06T14:01:02.743Z,2025-03-06T14:01:02Z,5560991021,56,Back,,,,,,,,,,,,,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543897,13,12,1,0,45,8uacz8yrceknwsreon4rb5i8o,1,24.8,35.9,2025-03-06T14:01:04.310Z,2025-03-06T14:01:11Z,5560991229,141,44.3,5560991233,213,0.62,5560991231,212,9.8,5560991227,140,32.4,5560991225,56,Back,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543879,13,1,1,0,46,d65t4cxgbtgc2ztx2n88b8tii,1,62.8,66.1,2025-03-06T14:01:05.346Z,2025-03-06T14:01:07Z,5560991131,212,7.2,5560991127,140,56.3,5560991125,56,Center,5560991129,141,62.6,5560991133,213,3.48,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543887,14,1,1,0,48,d65t4cxgbtgc2ztx2n88b8tii,1,56.7,68.8,2025-03-06T14:01:07.064Z,2025-03-06T14:01:09Z,5560991179,56,Left,5560991187,213,1.47,5560991185,212,19.3,5560991181,140,58.5,5560991183,141,97.1,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543895,15,1,1,0,50,d65t4cxgbtgc2ztx2n88b8tii,0,59.4,97.2,2025-03-06T14:01:09.454Z,2025-03-06T14:01:11Z,5560991223,213,5.76,5560991245,236,,5560991257,286,,5560991215,56,Left,5560991219,141,95.4,5560991249,233,14,5560991221,212,2.4,5560991217,140,61.4,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543899,14,74,1,0,50,8uacz8yrceknwsreon4rb5i8o,1,33.4,4.1,2025-03-06T14:01:09.455Z,2025-03-06T14:19:26Z,5560991273,233,15,5560991237,285,,5560991235,56,Back,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543909,15,49,1,0,54,8uacz8yrceknwsreon4rb5i8o,1,52.5,12.1,2025-03-06T14:01:13.294Z,2025-03-06T14:01:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543915,16,1,1,0,54,8uacz8yrceknwsreon4rb5i8o,1,54.9,13.7,2025-03-06T14:01:13.750Z,2025-03-06T14:01:15Z,5560991323,212,16.8,5560991325,213,5.98,5560991319,140,70.2,5560991321,141,6.4,5560991317,56,Right,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543921,17,1,1,0,56,8uacz8yrceknwsreon4rb5i8o,0,70.2,6.4,2025-03-06T14:01:15.359Z,2025-03-06T14:01:16Z,5560991355,213,1.58,5560991347,56,Center,5560991351,141,30.9,5560991349,140,70.1,5560991353,212,16.7,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543925,16,61,1,0,57,d65t4cxgbtgc2ztx2n88b8tii,1,29.6,65.1,2025-03-06T14:01:16.612Z,2025-03-06T14:01:16Z,5560991361,56,Back,,,,,,,,,,,,,,,,,,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784543931,18,15,1,0,59,8uacz8yrceknwsreon4rb5i8o,1,69.7,41.6,2025-03-06T14:01:18.318Z,2025-03-06T14:01:30Z,5560991699,233,17,5560991657,147,49.6,5560991649,103,17.7,5560991655,146,98,5560991401,18,,5560991399,22,,5560991651,215,,5560991645,78,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,5560991403,56,Center,5560991653,458,5560991531,72,5560991647,102,51.8,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784543937,17,10,1,0,59,d65t4cxgbtgc2ztx2n88b8tii,1,1.8,51.9,2025-03-06T14:01:18.418Z,2025-03-06T15:56:02Z,5560991441,182,,5560991671,177,,5560991443,56,Back,5560991707,233,18,5561127469,178,,,,,,,,,,,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
2784543979,18,52,1,1,1,d65t4cxgbtgc2ztx2n88b8tii,1,1.8,51.9,2025-03-06T14:01:19.934Z,2025-03-06T14:01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
2784544015,19,1,1,1,16,d65t4cxgbtgc2ztx2n88b8tii,1,4.8,49.1,2025-03-06T14:01:35.379Z,2025-03-06T14:01:37Z,5560991833,140,9.7,5560991829,123,,5560991847,189,,5560991835,141,63,5560991839,213,1.07,5560991837,212,10.8,5560991831,56,Back,,,,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
2784544021,20,1,1,1,19,d65t4cxgbtgc2ztx2n88b8tii,1,10.3,62.1,2025-03-06T14:01:37.878Z,2025-03-06T14:01:40Z,5560991881,141,29.2,5560991879,140,14.6,5560991885,213,4.91,5560991877,56,Back,5560991883,212,22.8,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544025,21,1,1,1,21,d65t4cxgbtgc2ztx2n88b8tii,0,19.4,17.7,2025-03-06T14:01:40.534Z,2025-03-06T14:01:42Z,5560991901,56,Center,5560991907,212,47.1,5560991899,157,,5560991909,213,0.05,5560991905,141,21.5,5560991903,140,64.2,5560991911,1,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544031,19,44,1,1,24,8uacz8yrceknwsreon4rb5i8o,1,35,77.7,2025-03-06T14:01:43.007Z,2025-03-06T15:27:36Z,5560991953,233,22,5560991947,285,,5560991945,56,Back,,,,,,,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544035,22,44,1,1,24,d65t4cxgbtgc2ztx2n88b8tii,0,65,22.3,2025-03-06T14:01:43.008Z,2025-03-06T15:27:37Z,5560991949,56,Center,5560991951,286,,5560991961,233,19,,,,,,,,,,,,,,,,9kwr2hemg72nh3eh2othwb5sk,Joseph Sunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544043,20,1,1,1,24,8uacz8yrceknwsreon4rb5i8o,1,33.8,76.4,2025-03-06T14:01:43.615Z,2025-03-06T14:01:45Z,5560992009,141,84.5,5560992007,140,46.8,5560992013,213,0.38,5560992003,3,,5560992011,212,14.7,5560992005,56,Back,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544045,21,1,1,1,26,8uacz8yrceknwsreon4rb5i8o,0,46.8,84.5,2025-03-06T14:01:45.807Z,2025-03-06T14:01:46Z,5560992025,212,9.2,5560992023,141,84.7,5560992021,140,55.6,5560992027,213,0.01,5560992017,157,,5560992019,56,Left,5560992029,1,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544051,23,1,1,1,27,d65t4cxgbtgc2ztx2n88b8tii,0,40.5,21.9,2025-03-06T14:01:45.987Z,2025-03-06T14:06:08Z,5560992051,212,24.6,5560992047,140,63.9,5560992045,56,Center,5560992053,213,0.07,5560992049,141,24.3,,,,,,,,,,7o888qpdzcc1wnt4qovjdaiok,Mohammed Rafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544117,22,12,1,1,29,8uacz8yrceknwsreon4rb5i8o,1,29.7,68.6,2025-03-06T14:01:48.679Z,2025-03-06T14:02:08Z,5560992395,56,Back,5560992397,140,41.8,5560992403,213,5.83,5560992399,141,59.5,5560992401,212,14.1,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544071,24,1,1,1,30,d65t4cxgbtgc2ztx2n88b8tii,1,55.5,44.3,2025-03-06T14:01:49.489Z,2025-03-06T14:01:54Z,5560992161,212,32.5,5560992155,56,Left,5560992159,141,89.3,5560992163,213,1.22,5560992165,1,,5560992157,140,66,,,,,,,df5mqt7nfb84a3lvylfp08y22,Allan Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544077,25,1,1,1,35,d65t4cxgbtgc2ztx2n88b8tii,1,74.4,69.1,2025-03-06T14:01:54.791Z,2025-03-06T14:01:57Z,5560992195,140,67.4,5560992201,213,3.77,5560992193,56,Center,5560992197,141,61.2,5560992199,212,9.1,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544087,26,1,1,1,38,d65t4cxgbtgc2ztx2n88b8tii,1,65.9,59.7,2025-03-06T14:01:57.165Z,2025-03-06T14:01:59Z,5560992253,212,9,5560992249,140,61.5,5560992247,56,Center,5560992255,213,4.17,5560992251,141,48.4,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544099,27,1,1,1,40,d65t4cxgbtgc2ztx2n88b8tii,1,63,41.8,2025-03-06T14:01:59.540Z,2025-03-06T14:02:05Z,5560992323,213,5.51,5560992325,1,,5560992315,56,Right,5560992319,141,7.4,5560992321,212,33.6,5560992317,140,86,,,,,,,77w23oif80n182nsktwf43949,Issac Vanmalsawma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544107,28,1,1,1,46,d65t4cxgbtgc2ztx2n88b8tii,0,89.7,15.5,2025-03-06T14:02:05.086Z,2025-03-06T14:02:06Z,5560992363,140,90.7,5560992359,155,,5560992357,2,,5560992365,141,44.9,5560992369,213,1.52,5560992361,56,Center,5560992367,212,20,,,,7hztjxpnaipt5h8retrm1kyy,Ramhlunchhunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544121,23,12,1,1,50,8uacz8yrceknwsreon4rb5i8o,1,8.2,59.6,2025-03-06T14:02:08.878Z,2025-03-06T14:02:11Z,5560992417,56,Back,5560992421,141,93.8,5560992425,213,0.63,5560992429,15,,5560992419,140,38.3,5560992423,212,39.2,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544123,24,49,1,1,52,8uacz8yrceknwsreon4rb5i8o,1,38.3,93.8,2025-03-06T14:02:11.247Z,2025-03-06T14:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544139,25,1,1,1,55,8uacz8yrceknwsreon4rb5i8o,1,55.6,73.9,2025-03-06T14:02:14.112Z,2025-03-06T14:02:16Z,5560992511,140,75.1,5560992515,212,22.5,5560992517,213,0.43,5560992509,56,Left,5560992513,141,87.7,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544145,26,1,1,1,57,8uacz8yrceknwsreon4rb5i8o,0,75.2,87.7,2025-03-06T14:02:16.702Z,2025-03-06T14:02:18Z,5560992533,2,,5560992547,140,100,5560992555,212,33.5,5560992561,1,,5560992541,56,Center,5560992559,213,5.68,5560992537,155,,5560992551,141,59.6,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544221,27,5,1,1,59,8uacz8yrceknwsreon4rb5i8o,0,101.2,59.2,2025-03-06T14:02:18.259Z,2025-03-06T14:19:34Z,5560993047,233,29,5560993027,56,Center,5560993029,346,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784544161,29,5,1,1,59,d65t4cxgbtgc2ztx2n88b8tii,1,-1.2,40.8,2025-03-06T14:02:18.259Z,2025-03-06T14:19:34Z,5560993043,233,27,5560992625,56,Back,5560992627,346,,,,,,,,,,,,,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784544233,30,1,1,2,33,d65t4cxgbtgc2ztx2n88b8tii,1,5.4,40.9,2025-03-06T14:02:52.383Z,2025-03-06T14:02:57Z,5560993099,124,,5560993103,140,63.2,5560993111,1,,5560993105,141,32.1,5560993109,213,6.18,5560993115,74,,5560993107,212,61,5560993101,56,Center,91uv3tace3n1v7v7422lisi5l,Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,Goalkeeper
