id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,teamName,Position
2784550119,204,1,1,23,38,8uacz8yrceknwsreon4rb5i8o,1,62.1,8.5,2025-03-06T14:23:57.207Z,2025-03-06T14:23:59Z,5561026415,140,67.4,5561026413,56,Center,5561026421,213,1.14,5561026417,141,26.5,5561026419,212,13.4,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550121,205,1,1,23,40,8uacz8yrceknwsreon4rb5i8o,0,67.4,26.5,2025-03-06T14:23:59.087Z,2025-03-06T14:24:00Z,5561026429,56,Center,5561026433,141,34.5,5561026431,140,74.7,5561026437,213,0.62,5561026435,212,9.4,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550133,221,49,1,23,41,d65t4cxgbtgc2ztx2n88b8tii,1,26,65.5,2025-03-06T14:24:00.330Z,2025-03-06T14:24:00Z,,,,,,,,,,,,,,,,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550159,222,1,1,23,43,d65t4cxgbtgc2ztx2n88b8tii,0,29.2,60.5,2025-03-06T14:24:02.345Z,2025-03-06T14:24:03Z,5561026597,140,37,5561026595,56,Back,5561026601,212,10.7,5561026599,141,50.3,5561026603,213,5.58,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550161,206,8,1,23,44,8uacz8yrceknwsreon4rb5i8o,1,62,41,2025-03-06T14:24:03.839Z,2025-03-06T14:24:04Z,5561026605,56,Center,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550183,207,45,1,23,47,8uacz8yrceknwsreon4rb5i8o,0,67,44.6,2025-03-06T14:24:06.297Z,2025-03-06T14:24:10Z,5561026753,56,Center,5561026785,233,223,5561026755,286,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550185,223,3,1,23,47,d65t4cxgbtgc2ztx2n88b8tii,1,33,55.4,2025-03-06T14:24:06.297Z,2025-03-06T14:24:10Z,5561026771,233,207,5561026775,285,,5561026761,56,Back,,,,,,,,,,,,,,,,9kwr2hemg72nh3eh2othwb5sk,Joseph Sunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550209,224,1,1,23,48,d65t4cxgbtgc2ztx2n88b8tii,1,29.2,48.2,2025-03-06T14:24:07.266Z,2025-03-06T14:24:10Z,5561026905,141,23.1,5561026907,212,18.2,5561026901,56,Back,5561026903,140,23.2,5561026909,213,4.36,,,,,,,,,,9kwr2hemg72nh3eh2othwb5sk,Joseph Sunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550219,225,1,1,23,49,d65t4cxgbtgc2ztx2n88b8tii,1,23.3,20,2025-03-06T14:24:08.625Z,2025-03-06T14:24:12Z,5561026955,56,Back,5561026961,212,17.9,5561026957,140,35.8,5561026963,213,5.53,5561026959,141,2,,,,,,,,,,7o888qpdzcc1wnt4qovjdaiok,Mohammed Rafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550231,226,1,1,23,53,d65t4cxgbtgc2ztx2n88b8tii,1,34.2,4.6,2025-03-06T14:24:12.155Z,2025-03-06T14:24:15Z,5561027053,213,6.21,5561027049,141,3.1,5561027047,140,47.5,5561027051,212,14,5561027045,56,Back,,,,,,,,,,7hztjxpnaipt5h8retrm1kyy,Ramhlunchhunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550233,227,3,1,23,56,d65t4cxgbtgc2ztx2n88b8tii,0,47,4,2025-03-06T14:24:15.343Z,2025-03-06T14:24:18Z,5561027057,56,Back,5561027111,233,208,5561027059,286,,,,,,,,,,,,,,,,,9kwr2hemg72nh3eh2othwb5sk,Joseph Sunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550241,208,7,1,23,56,8uacz8yrceknwsreon4rb5i8o,0,53,96,2025-03-06T14:24:15.344Z,2025-03-06T14:24:18Z,5561027095,233,227,5561027075,56,Left,5561027077,285,,,,,,,,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550263,228,1,1,23,59,d65t4cxgbtgc2ztx2n88b8tii,0,37.5,24.6,2025-03-06T14:24:18.170Z,2025-03-06T14:24:21Z,5561027233,1,,5561027223,56,Right,5561027229,212,46.9,5561027227,141,16.8,5561027231,213,6.17,5561027225,140,81.9,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550269,209,12,1,24,3,8uacz8yrceknwsreon4rb5i8o,1,20.6,85.8,2025-03-06T14:24:22.279Z,2025-03-06T14:24:23Z,5561027253,56,Back,5561027261,213,1.12,5561027255,140,25.7,5561027297,167,,5561027259,212,12.2,5561027257,141,100,,,,,,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2784550275,210,5,1,24,3,8uacz8yrceknwsreon4rb5i8o,0,26.6,101.6,2025-03-06T14:24:22.857Z,2025-03-06T14:49:07Z,5561027291,347,,5561027289,56,Back,5561027541,233,229,,,,,,,,,,,,,,,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2784550313,229,5,1,24,3,d65t4cxgbtgc2ztx2n88b8tii,1,73.4,-1.6,2025-03-06T14:24:22.857Z,2025-03-06T14:49:07Z,5561027503,56,Right,5561027533,233,210,5561027505,347,,,,,,,,,,,,,,,,,1cz2q65pbg4w6698n6dy028rt,Andrei Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550479,231,1,1,24,49,d65t4cxgbtgc2ztx2n88b8tii,0,79.1,0,2025-03-06T14:25:07.989Z,2025-03-06T14:37:20Z,5561028467,212,27.1,5561028461,56,Center,5561050435,107,,5561028469,213,1.26,5561028465,141,36.9,5561050437,1,,5561028463,140,86.9,,,,7o888qpdzcc1wnt4qovjdaiok,Mohammed Rafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550487,213,12,1,24,52,8uacz8yrceknwsreon4rb5i8o,1,11,67.9,2025-03-06T14:25:11.591Z,2025-03-06T14:25:13Z,5561028545,167,,5561028501,140,31.5,5561028507,212,31.6,5561028523,15,,5561028511,213,0.82,5561028497,56,Back,5561028505,141,100,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550489,214,5,1,24,53,8uacz8yrceknwsreon4rb5i8o,0,28.7,101.7,2025-03-06T14:25:12.098Z,2025-03-06T14:49:08Z,5561028911,233,232,5561028525,56,Back,5561028527,347,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550549,232,5,1,24,53,d65t4cxgbtgc2ztx2n88b8tii,1,71.3,-1.7,2025-03-06T14:25:12.098Z,2025-03-06T14:49:07Z,5561028905,347,,5561028907,233,214,5561028903,56,Right,,,,,,,,,,,,,,,,7o888qpdzcc1wnt4qovjdaiok,Mohammed Rafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550573,233,1,1,25,5,d65t4cxgbtgc2ztx2n88b8tii,1,69.8,0,2025-03-06T14:25:23.966Z,2025-03-06T14:25:26Z,5561029019,140,87,5561029021,141,41.2,5561029027,1,,5561029017,56,Center,5561029023,212,34.1,5561029025,213,1.01,5561029015,107,,,,,7o888qpdzcc1wnt4qovjdaiok,Mohammed Rafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550575,234,44,1,25,7,d65t4cxgbtgc2ztx2n88b8tii,1,89.5,36.4,2025-03-06T14:25:26.263Z,2025-03-06T15:27:40Z,5561029113,233,215,5561029035,56,Center,5561029037,286,,,,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550591,215,44,1,25,7,8uacz8yrceknwsreon4rb5i8o,0,10.5,63.6,2025-03-06T14:25:26.264Z,2025-03-06T15:27:40Z,5561029119,233,234,5561029111,285,,5561029109,56,Back,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550585,235,1,1,25,7,d65t4cxgbtgc2ztx2n88b8tii,0,87,41.2,2025-03-06T14:25:26.575Z,2025-03-06T14:26:15Z,5561029089,213,0.92,5561029087,212,7.8,5561029081,56,Center,5561029083,140,91.5,5561029077,3,,5561029079,168,,5561029085,141,50.3,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550707,217,12,1,25,9,8uacz8yrceknwsreon4rb5i8o,1,8.2,56.9,2025-03-06T14:25:28.623Z,2025-03-06T14:25:46Z,5561029731,213,5.25,5561029725,140,14.1,5561029727,141,41.6,5561029729,212,12.1,5561029723,56,Back,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550611,236,13,1,25,9,d65t4cxgbtgc2ztx2n88b8tii,1,90.2,56,2025-03-06T14:25:28.793Z,2025-03-06T14:55:14Z,5561030321,328,,5561030317,102,49.7,5561029785,160,,5561029195,56,Center,5561030307,74,,5561030323,230,98.5,5561029787,72,,5561030683,458,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,5561030319,103,80.6,5561030325,231,5561030681,214,5561029193,17,,,,,,,,,,,,,,,50.5,,,,,,,,,Hyderabad FC,
2784550679,216,5,1,25,10,8uacz8yrceknwsreon4rb5i8o,1,-1.4,52.4,2025-03-06T14:25:29.615Z,2025-03-06T14:49:08Z,5561029617,56,Back,5561029769,233,237,5561029621,346,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550711,237,5,1,25,10,d65t4cxgbtgc2ztx2n88b8tii,0,101.4,47.6,2025-03-06T14:25:29.615Z,2025-03-06T14:49:08Z,5561029755,346,,5561029807,233,216,5561029753,56,Center,,,,,,,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550831,218,1,1,25,45,8uacz8yrceknwsreon4rb5i8o,1,2.7,49.3,2025-03-06T14:26:03.887Z,2025-03-06T14:31:43Z,5561030419,141,50.7,5561030421,212,6.1,5561030411,124,,5561030417,140,8.4,5561041557,189,,5561030413,155,,5561030425,213,0.16,5561030431,74,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,5561030415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2784552741,285,1,1,25,45,8uacz8yrceknwsreon4rb5i8o,1,14.6,55.1,2025-03-06T14:26:04.125Z,2025-03-06T14:58:50Z,5561041401,212,54.3,5561041399,141,8.2,5561041397,140,56.4,5561041405,1,,5561041393,155,,5561041395,56,Right,5561041403,213,5.65,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550835,219,1,1,25,46,8uacz8yrceknwsreon4rb5i8o,0,54.7,7.1,2025-03-06T14:26:05.079Z,2025-03-06T14:31:45Z,5561030451,140,63.2,5561030457,213,5.69,5561030447,3,,5561030455,212,10.8,5561030453,141,0,5561030449,56,Right,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550837,220,5,1,25,46,8uacz8yrceknwsreon4rb5i8o,0,63.4,-1.6,2025-03-06T14:26:05.650Z,2025-03-06T14:49:09Z,5561030465,56,Right,5561030467,347,,5561030705,233,238,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550861,238,5,1,25,46,d65t4cxgbtgc2ztx2n88b8tii,1,36.6,101.6,2025-03-06T14:26:05.650Z,2025-03-06T14:49:08Z,5561030657,56,Back,5561030659,347,,5561030697,233,220,,,,,,,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550901,239,1,1,26,0,d65t4cxgbtgc2ztx2n88b8tii,1,36.3,100,2025-03-06T14:26:19.054Z,2025-03-06T14:26:22Z,5561030951,213,6.15,5561030945,140,59.6,5561030943,56,Left,5561030941,107,,5561030947,141,96.6,5561030949,212,24.7,5561030953,1,,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550907,221,45,1,26,3,8uacz8yrceknwsreon4rb5i8o,0,39.1,4,2025-03-06T14:26:22.241Z,2025-03-06T15:41:41Z,5561030989,285,,5561030987,56,Back,5561031075,233,240,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550923,240,3,1,26,3,d65t4cxgbtgc2ztx2n88b8tii,1,60.9,96,2025-03-06T14:26:22.241Z,2025-03-06T15:41:40Z,5561031071,233,221,5561031053,286,,5561031051,56,Left,,,,,,,,,,,,,,,,df5mqt7nfb84a3lvylfp08y22,Allan Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550921,222,61,1,26,5,8uacz8yrceknwsreon4rb5i8o,0,38.5,13.3,2025-03-06T14:26:24.717Z,2025-03-06T14:26:24Z,5561031043,56,Back,,,,,,,,,,,,,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550925,241,61,1,26,5,d65t4cxgbtgc2ztx2n88b8tii,0,58.5,89.7,2025-03-06T14:26:24.850Z,2025-03-06T14:26:25Z,5561031057,56,Left,,,,,,,,,,,,,,,,,,,,,,df5mqt7nfb84a3lvylfp08y22,Allan Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784553285,290,43,1,26,7,8uacz8yrceknwsreon4rb5i8o,1,0,0,2025-03-06T14:26:26.668Z,2025-03-06T14:33:33Z,5561044685,144,61,5561044451,56,Back,,,,,,,,,,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550933,242,50,1,26,8,d65t4cxgbtgc2ztx2n88b8tii,1,48.6,82.6,2025-03-06T14:26:26.880Z,2025-03-06T15:11:30Z,5561044429,286,,5561031125,56,Back,5561044577,233,223,,,,,,,,,,,,,,,,dyqnk2t1a29zre3x9wlforgx6,Edmilson Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550937,223,7,1,26,8,8uacz8yrceknwsreon4rb5i8o,1,51.4,17.4,2025-03-06T14:26:26.881Z,2025-03-06T15:27:35Z,5561044571,233,242,5561044557,285,,5561031149,56,Right,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550963,224,1,1,26,9,8uacz8yrceknwsreon4rb5i8o,1,59.8,17.9,2025-03-06T14:26:28.686Z,2025-03-06T14:26:30Z,5561031269,56,Right,5561031271,140,53.2,5561031277,213,4.04,5561031275,212,11.2,5561031273,141,5,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550965,225,49,1,26,11,8uacz8yrceknwsreon4rb5i8o,1,53.2,5,2025-03-06T14:26:30.567Z,2025-03-06T14:26:30Z,,,,,,,,,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550977,226,1,1,26,12,8uacz8yrceknwsreon4rb5i8o,0,53.2,5,2025-03-06T14:26:31.166Z,2025-03-06T14:26:32Z,5561031331,213,0.24,5561031327,141,18.9,5561031325,140,89.6,5561031323,56,Right,5561031333,1,,5561031329,212,39.4,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784550983,243,49,1,26,13,d65t4cxgbtgc2ztx2n88b8tii,1,14.6,80.8,2025-03-06T14:26:32.132Z,2025-03-06T14:27:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784550989,244,61,1,26,14,d65t4cxgbtgc2ztx2n88b8tii,0,9.4,88.9,2025-03-06T14:26:33.850Z,2025-03-06T14:27:02Z,5561031397,56,Back,,,,,,,,,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784551001,227,5,1,26,15,8uacz8yrceknwsreon4rb5i8o,1,93.7,-1.6,2025-03-06T14:26:34.014Z,2025-03-06T14:49:09Z,5561031435,56,Right,5561031445,233,245,5561031437,347,,,,,,,,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551003,245,5,1,26,15,d65t4cxgbtgc2ztx2n88b8tii,0,6.3,101.6,2025-03-06T14:26:34.014Z,2025-03-06T14:49:09Z,5561031443,347,,5561031449,233,227,5561031441,56,Back,,,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784551021,228,1,1,26,19,8uacz8yrceknwsreon4rb5i8o,1,95.3,0,2025-03-06T14:26:37.886Z,2025-03-06T14:26:41Z,5561031575,213,2.67,5561031565,107,,5561031573,212,11.8,5561031571,141,5.9,5561031569,140,85.3,5561031567,56,Right,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551045,229,1,1,26,22,8uacz8yrceknwsreon4rb5i8o,1,85.3,5.9,2025-03-06T14:26:41.190Z,2025-03-06T14:26:43Z,5561031679,56,Right,5561031687,213,3.23,5561031685,212,15.3,5561031681,140,70.8,5561031683,141,4,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551053,230,1,1,26,24,8uacz8yrceknwsreon4rb5i8o,1,70.8,4,2025-03-06T14:26:43.846Z,2025-03-06T14:26:45Z,5561031731,140,68.8,5561031737,213,1.8,5561031735,212,9.1,5561031729,56,Right,5561031733,141,17,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551061,231,1,1,26,26,8uacz8yrceknwsreon4rb5i8o,1,68.8,17,2025-03-06T14:26:45.334Z,2025-03-06T14:26:47Z,5561031781,212,13.1,5561031775,56,Right,5561031779,141,2.4,5561031777,140,77,5561031783,213,5.43,,,,,,,,,,3znwt67r5j8mghoi2wm9urris,Nikhil Prabhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551065,232,1,1,26,28,8uacz8yrceknwsreon4rb5i8o,0,76.9,2.4,2025-03-06T14:26:47.670Z,2025-03-06T14:26:49Z,5561031821,212,21,5561031817,141,27.7,5561031809,56,Center,5561031823,213,0.96,5561031813,140,88.3,,,,,,,,,,cqwjl27qlms7fxa3edgkvpr6d,Asmir Suljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551085,246,12,1,26,31,d65t4cxgbtgc2ztx2n88b8tii,1,12.7,73,2025-03-06T14:26:50.052Z,2025-03-06T14:26:53Z,5561031943,141,81.4,5561031939,56,Back,5561031941,140,19.5,5561031945,212,9.1,5561031947,213,0.67,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784551083,233,61,1,26,33,8uacz8yrceknwsreon4rb5i8o,1,83,14.9,2025-03-06T14:26:52.598Z,2025-03-06T14:26:52Z,5561031937,56,Right,,,,,,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551087,234,5,1,26,34,8uacz8yrceknwsreon4rb5i8o,0,94.4,-1.6,2025-03-06T14:26:53.083Z,2025-03-06T14:49:10Z,5561031953,347,,5561031951,56,Right,5561032095,233,247,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551115,247,5,1,26,34,d65t4cxgbtgc2ztx2n88b8tii,1,5.6,101.6,2025-03-06T14:26:53.083Z,2025-03-06T14:49:10Z,5561032075,347,,5561032091,233,234,5561032073,56,Back,,,,,,,,,,,,,,,,7nl0hn7670l84eqqbp2ecjdux,Stefan Šapić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784551185,248,1,1,26,53,d65t4cxgbtgc2ztx2n88b8tii,0,4.5,100,2025-03-06T14:27:12.001Z,2025-03-06T14:27:13Z,5561032467,56,Back,5561032477,1,,5561032471,141,93.6,5561032469,140,38.6,5561032465,107,,5561032473,212,36.1,5561032475,213,6.15,,,,2utdfp1sj3pzsr2k9b3khmnoq,Manoj Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784551197,235,1,1,26,54,8uacz8yrceknwsreon4rb5i8o,1,65.3,5.2,2025-03-06T14:27:13.726Z,2025-03-06T14:27:31Z,5561032547,213,1.67,5561032541,140,63,5561032543,141,40.9,5561032539,56,Center,5561032545,212,24.4,5561032537,3,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551201,236,49,1,26,57,8uacz8yrceknwsreon4rb5i8o,1,63,40.9,2025-03-06T14:27:16.638Z,2025-03-06T14:27:17Z,,,,,,,,,,,,,,,,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551215,237,1,1,26,58,8uacz8yrceknwsreon4rb5i8o,1,63,40.9,2025-03-06T14:27:17.238Z,2025-03-06T14:27:19Z,5561032661,141,52.1,5561032657,56,Back,5561032665,213,2.79,5561032659,140,43.4,5561032663,212,21.9,,,,,,,,,,fekzw1l7xz97js7ns7ag2mfo,Muhammad Suhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551239,238,1,1,27,0,8uacz8yrceknwsreon4rb5i8o,1,43.6,52.3,2025-03-06T14:27:19.326Z,2025-03-06T14:27:24Z,5561032801,56,Back,5561032807,212,17.9,5561032805,141,52.3,5561032803,140,26.6,5561032809,213,3.14,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2784551255,239,1,1,27,5,8uacz8yrceknwsreon4rb5i8o,0,26.6,52.3,2025-03-06T14:27:24.582Z,2025-03-06T14:27:27Z,5561032893,141,52.5,5561032895,212,56.8,5561032887,157,,5561032899,1,,5561032891,140,80.7,5561032889,56,Center,5561032897,213,0,,,,1uvpqxrzxnjfb790p5t1mjztg,Muheet Shabir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2784551261,249,49,1,27,9,d65t4cxgbtgc2ztx2n88b8tii,1,17.8,44.8,2025-03-06T14:27:28.092Z,2025-03-06T14:27:28Z,,,,,,,,,,,,,,,,,,,,,,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
2784551303,250,1,1,27,11,d65t4cxgbtgc2ztx2n88b8tii,0,14.7,22.8,2025-03-06T14:27:30.107Z,2025-03-06T14:27:35Z,5561033159,140,64.9,5561033163,212,54.7,5561033157,56,Right,5561033165,213,6.01,5561033155,157,,5561033167,1,,5561033161,141,1.4,,,,epjm2k6lplvween8gexdifyi2,Alex Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad FC,
