id,eventId,typeId,periodId,timeMin,timeSec,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/15/value,assist
2772716335,1,34,16,0,0,1,0,0,5496287187,197,9596,5496285903,130,6,5496285901,59,"1, 44, 15, 18, 32, 21, 11, 22, 29, 10, 17, 9, 12, 16, 19, 31, 33, 35, 63, 72",5496285897,30,"dwb1qzzd5g32lwxam6skmdr6x, ck9nyxv100c1x24zxde7fx1t6, 825wa3surm6iii587l4ekx7mx, wx88q7cbam0swyvjt262qui, cdd3to4e3ac0d61iy3vtp6pzo, 5hmx68vjqij9ywdv61v2qyrmy, 1cclqc2tw3zav2if1cqij7ofe, doiw2drickz2eacyeudn3szmy, 31v9w4cyk1fxlig452kuc65ed, 1rsxl4rnswqez6c6rwp7768r9, 4sqnd13g7n9e4orv6hcp27fxm, ar6epfwqqob8wx8tra17jxkgl, 1ljdpwqn16dijby5ss9eockfe, 1qthfdkbz92jucy9vpqimltec, 5u8pjzdgzsnrait021jvk3sdm, 7aqvamg9e8tr7fqzh7jobdel0, egeh2m78a06wklvu46mhvlo89, 4l0se1iapxcmd1jb4851aj6c5, 6oq9kpqxuh76it0pra7t5mcmi, f4jhjhj5vfp8fp67m7a89di50",5496285899,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5496285905,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5496285909,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5496285907,194,825wa3surm6iii587l4ekx7mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772716513,1,34,16,0,0,1,0,0,5496286889,59,"1, 12, 27, 14, 33, 35, 6, 16, 20, 10, 23, 24, 25, 26, 29, 31, 74, 77, 78, 99",5496286891,130,19,5496286893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5496286887,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5496286895,194,5hi3s09qsxkuv8l5nw8d8qqj9,5496286885,30,"eu9kw6jcgneygerxqlfj00r11, 1i4qgopfzsr2xyfs93kjtcvai, 8js8a2yz6jly94vf0ilyg76s4, 5ku3ut12bd65rq9qoobyv2jh0, 5hi3s09qsxkuv8l5nw8d8qqj9, ciydd242v6efvzsqd2hxqvwus, 1csytueiqmph9zm2p58ww333e, 3hyx5x335jn5udim2a132nt2h, 2hsgcgekgsls87pbwwz9a3q39, bwiqj25qbrcc2xhc8faqb44wl, 99p8q4t09iq7scfgt0bkrmlpm, 2b4zbxnmjo1fd9gntr3zgn4yd, dc8zct96hw1uct3arbrq408b8, d0b9bmoy2tfpyra3bra95rdhw, fekzw1l7xz97js7ns7ag2mfo, 61omz2augmafukhx5q6zydw8a, 11xl1jtpjn674dw6yxfv33pey, 9w7vzklkn51n608f2md2ds3kk, 1uvpqxrzxnjfb790p5t1mjztg, 2n6c8ciuley3hz0fnt6gn4zpx",5496287091,197,21302,5496286897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721217,2,32,1,0,0,1,0,0,5496318307,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721215,2,32,1,0,0,1,0,0,5496318303,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721219,3,1,1,0,1,1,50,50,5496318319,279,S,5496318317,213,2.93,5496318309,56,Back,5496318313,141,55.4,5496318311,140,34,5496318315,212,17.2,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721225,4,1,1,0,5,1,33.2,52.8,5496319593,157,,5496318355,213,5.74,5496318351,141,7.1,5496318353,212,60.1,5496318357,1,,5496318349,140,82.2,5496318347,56,Right,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721223,3,83,1,0,9,0,24.4,99.3,5496318443,399,1rsxl4rnswqez6c6rwp7768r9,,,,,,,,,,,,,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721229,5,1,1,0,12,1,71,12.9,5496318379,212,10.1,5496318377,141,24.7,5496318375,140,65.1,5496318381,213,2.23,5496318373,56,Center,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721231,6,1,1,0,15,1,65.9,22.8,5496318397,56,Right,5496318399,140,62.2,5496318401,141,7,5496318403,212,11.4,5496318405,213,4.37,,,,,,,,,,wx88q7cbam0swyvjt262qui,Sahal Abdul Samad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721233,7,1,1,0,16,1,63.5,8.8,5496318417,141,16.2,5496318415,140,44.2,5496318419,212,20.9,5496318423,213,2.9,5496318413,56,Back,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721247,8,1,1,0,19,1,44.5,18.9,5496318497,56,Back,5496318499,140,27.9,5496318505,213,2.23,5496318503,212,28.4,5496318501,141,51.9,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721255,9,1,1,0,22,1,27.5,54.8,5496318549,141,83.5,5496318547,140,35.3,5496318551,212,21.2,5496318545,56,Back,5496318553,213,1.17,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721269,10,1,1,0,24,1,35.4,82.9,5496318609,141,69.4,5496318611,212,10.9,5496318605,56,Back,5496318607,140,41,5496318613,213,5.28,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721273,11,1,1,0,28,1,44.2,67.6,5496318645,141,85.6,5496318641,56,Back,5496318643,140,34,5496318647,212,16.3,5496318649,213,2.29,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721281,12,1,1,0,29,1,34,87.1,5496318717,212,26.9,5496318719,213,5.99,5496318711,56,Center,5496318713,140,58.5,5496318715,141,75.7,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721283,13,1,1,0,31,1,58.5,75.7,5496318729,141,76,5496318727,140,47.2,5496318733,213,3.12,5496318731,212,11.9,5496318737,156,,5496318725,56,Back,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721289,14,50,1,0,32,1,46.7,74.9,5496318759,56,Back,5496375987,233,4,5496318761,286,,,,,,,,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721287,4,7,1,0,32,0,53.3,25.1,5496318755,285,,5496318763,233,14,5496318753,56,Center,,,,,,,,,,,,,,,,3hyx5x335jn5udim2a132nt2h,Vinit Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721295,15,1,1,0,34,0,36.3,85.6,5496318797,213,5.58,5496318799,1,,5496318791,140,71.5,5496318787,155,,5496318793,141,39.7,5496318789,56,Center,5496318795,212,48.4,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721349,5,12,1,0,35,1,33.6,63.6,5496319155,212,21.2,5496319157,213,0.03,5496319151,140,53.8,5496319153,141,64.5,5496319149,56,Center,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721303,16,1,1,0,42,1,45,38.8,5496318857,56,Back,5496318859,140,32.6,5496318865,213,3.26,5496318863,212,13.1,5496318861,141,36.6,,,,,,,,,,wx88q7cbam0swyvjt262qui,Sahal Abdul Samad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721313,17,1,1,0,44,1,32.5,36.6,5496318921,56,Back,5496318923,140,33.6,5496318929,213,1.51,5496318927,212,18.3,5496318925,141,63.4,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721321,18,1,1,0,46,1,33.2,63.3,5496318993,56,Back,5496319001,213,0.07,5496318995,140,45.8,5496318997,141,64.6,5496318999,212,13.3,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721323,19,1,1,0,49,1,45.8,64.6,5496319015,56,Back,5496319017,140,44.1,5496319019,141,52.2,5496319021,212,8.6,5496319023,213,4.5,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721327,20,1,1,0,50,1,44.1,52.2,5496319041,212,12.9,5496319039,141,64.9,5496319043,213,0.73,5496319035,56,Center,5496319037,140,53.2,,,,,,,,,,wx88q7cbam0swyvjt262qui,Sahal Abdul Samad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721339,21,1,1,0,53,1,53.2,64.9,5496319093,56,Left,5496319095,140,53.3,5496319101,213,1.56,5496319097,141,88,5496319099,212,15.7,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721351,22,1,1,0,55,1,53.3,88,5496319163,140,63.4,5496319175,213,0.51,5496319167,141,96.8,5496319171,212,12.2,5496319159,56,Left,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721357,23,1,1,0,56,0,63.4,96.3,5496376591,213,5.08,5496376587,141,87.1,5496376585,140,65.7,5496376589,212,6.7,5496319183,56,Left,,,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721355,6,49,1,0,57,1,32.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721359,7,1,1,0,57,0,32.2,23.3,5496319191,212,4,5496319187,140,36,5496319193,213,0.15,5496319185,56,Back,5496319189,141,24.2,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721365,24,49,1,1,1,1,59.8,86.6,,,,,,,,,,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721375,25,1,1,1,3,1,59.1,78.4,5496319243,56,Center,5496319251,213,5.18,5496319247,141,59.7,5496319245,140,65.2,5496319249,212,14.2,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721379,26,1,1,1,4,1,64.9,59.7,5496319269,140,70.3,5496319267,56,Center,5496319271,141,67.9,5496319273,212,8,5496319275,213,0.78,,,,,,,,,,wx88q7cbam0swyvjt262qui,Sahal Abdul Samad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721381,27,1,1,1,5,1,70.4,67,5496319281,56,Center,5496319283,140,71.4,5496319289,213,4.78,5496319287,212,15.3,5496319285,141,44.6,,,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721389,28,1,1,1,8,0,76,40.4,5496319321,141,37.3,5496319323,212,10.3,5496319319,140,85.6,5496319317,56,Center,5496319325,213,6.08,,,,,,,,,,wx88q7cbam0swyvjt262qui,Sahal Abdul Samad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721391,8,8,1,1,8,1,17.3,68.9,5496319331,56,Back,,,,,,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721393,9,1,1,1,9,0,20.5,65.6,5496319339,140,25.7,5496319341,141,61.7,5496319343,212,6.1,5496319337,56,Back,5496319345,213,5.83,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721395,29,3,1,1,11,0,68.2,43,5496319347,56,Center,5496319387,233,10,5496319349,286,,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721405,10,7,1,1,11,0,31.8,57,5496319381,233,29,5496319377,56,Back,5496319379,285,,,,,,,,,,,,,,,,,3hyx5x335jn5udim2a132nt2h,Vinit Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721401,30,61,1,1,12,1,70,45.4,5496319367,56,Center,,,,,,,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721413,11,1,1,1,12,1,28.2,61.7,5496319443,56,Back,5496319449,212,7.4,5496319451,213,0.47,5496319445,140,34.5,5496319447,141,66.6,,,,,,,,,,3hyx5x335jn5udim2a132nt2h,Vinit Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721415,12,49,1,1,13,1,35,66.5,,,,,,,,,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721419,13,1,1,1,13,1,35.3,66.2,5496319481,141,37.3,5496319483,212,27.4,5496319477,56,Center,5496319485,213,5.48,5496319479,140,53.5,5496319475,155,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721425,14,1,1,1,17,1,60,34.7,5496319529,141,12.7,5496319527,140,65.4,5496319525,56,Right,5496319531,212,16,5496319533,213,5.07,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721437,15,1,1,1,19,1,65.1,14.6,5496319581,141,30.7,5496319583,212,16.7,5496319579,140,53.1,5496319577,56,Center,5496319585,213,2.43,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721451,16,1,1,1,23,1,55.9,32.9,5496319667,213,2.2,5496319659,56,Back,5496319665,212,25.1,5496319661,140,41.8,5496319663,141,62.7,,,,,,,,,,3hyx5x335jn5udim2a132nt2h,Vinit Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721459,17,1,1,1,29,1,48.4,68.1,5496319705,141,59,5496319701,56,Back,5496319703,140,35.6,5496319709,213,3.57,5496319707,212,14.8,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721479,18,1,1,1,32,1,31.9,53.3,5496319799,213,5.05,5496319797,212,26.6,5496319795,141,16.4,5496319791,56,Back,5496319793,140,40.4,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721481,19,1,1,1,37,0,54.2,5.2,5496319823,140,80.3,5496319821,56,Center,5496319831,1,,5496319827,212,35.4,5496319825,141,38.2,5496319819,155,,5496319829,213,0.69,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721485,31,44,1,1,40,1,21.4,62.2,5496319849,285,,5496319885,233,20,5496319847,56,Back,,,,,,,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721491,20,44,1,1,40,0,78.6,37.8,5496319905,233,31,5496319883,286,,5496319881,56,Center,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721497,32,1,1,1,41,1,22,63.4,5496319919,56,Back,5496319927,213,4.09,5496319917,3,,5496319923,141,41.2,5496319921,140,11.6,5496319925,212,18.6,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721501,33,52,1,1,43,1,11.6,41.2,,,,,,,,,,,,,,,,,,,,,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721517,34,1,1,1,45,1,13,38.5,5496320025,123,,5496320033,212,27,5496320031,141,12,5496320027,56,Back,5496320035,213,5.55,5496320029,140,32.1,,,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721525,35,1,1,1,49,1,32.6,9.4,5496320095,213,2.2,5496320091,141,25.2,5496320093,212,13.3,5496320087,56,Back,5496320089,140,25.2,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721539,36,1,1,1,51,1,25.3,25,5496320235,56,Back,5496320237,140,10.2,5496320239,141,40,5496320241,212,18.9,5496320243,213,2.57,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721547,37,1,1,2,1,1,12.6,41.6,5496320291,56,Back,5496320293,140,24.7,5496320295,141,77.5,5496320297,212,27.5,5496320299,213,1.09,,,,,,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721559,38,1,1,2,4,0,30.5,78.4,5496320345,213,5.71,5496320341,141,57,5496320339,140,51.9,5496320343,212,26.8,5496320335,155,,5496320337,56,Center,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721571,21,50,1,2,7,1,48.8,44.1,5496320385,56,Back,5496320387,286,,5496320397,233,39,,,,,,,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721569,39,7,1,2,7,0,51.2,55.9,5496320377,56,Center,5496320379,285,,5496320389,233,21,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721593,22,1,1,2,9,0,58.6,38.5,5496320479,213,3.1,5496320477,212,16.1,5496320475,141,39.5,5496320471,56,Back,5496320473,140,43.3,,,,,,,,,,3hyx5x335jn5udim2a132nt2h,Vinit Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721625,40,1,1,2,11,1,53.9,66.6,5496320667,196,,5496320669,56,Right,5496320677,213,5.51,5496320679,1,,5496320671,140,94,5496320665,155,,5496320673,141,6.5,5496320675,212,58.7,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721621,23,83,1,2,19,0,15.8,93,5496320707,399,1cclqc2tw3zav2if1cqij7ofe,,,,,,,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721627,41,1,1,2,22,1,75.8,12.6,5496320691,213,2.07,5496320687,141,21.9,5496320689,212,7.2,5496320683,56,Center,5496320685,140,72.5,,,,,,,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721639,42,1,1,2,23,1,72.5,21.9,5496320747,213,6.14,5496320739,56,Right,5496320737,155,,5496320745,212,23.8,5496320741,140,94.9,5496320743,141,17,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721643,43,1,1,2,25,0,95,16.8,5496320783,2,,5496320785,155,,5496320795,213,1.66,5496320793,212,26.6,5496320787,56,Center,5496320791,141,55.7,5496320789,140,92.8,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721649,24,12,1,2,26,1,6.2,41.8,5496320841,213,5.5,5496320839,212,28.3,5496320835,140,25.4,5496320837,141,12.5,5496320833,56,Back,5496320849,15,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721655,25,49,1,2,29,1,25.4,12.5,,,,,,,,,,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721657,26,1,1,2,29,1,24.7,14.8,5496320871,140,38.5,5496320873,141,24.2,5496320869,56,Back,5496320875,212,15.8,5496320877,213,0.42,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721669,27,1,1,2,30,1,37.4,22,5496320961,213,5.31,5496320953,56,Back,5496320955,140,46.8,5496320959,212,17.5,5496320957,141,0.7,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721675,28,1,1,2,35,0,60.2,4.1,5496320997,141,52.4,5496321001,213,1.23,5496320999,212,34.8,5496321003,1,,5496320991,155,,5496320993,56,Center,5496320995,140,71.2,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721687,44,1,1,2,39,1,25.7,47.9,5496321057,56,Back,5496321059,140,31.5,5496321065,213,0.36,5496321061,141,51.3,5496321063,212,6.5,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721689,45,49,1,2,42,1,31.4,51.5,,,,,,,,,,,,,,,,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721699,46,1,1,2,42,1,31.4,51.5,5496321097,56,Back,5496321099,140,2.7,5496321101,141,42.4,5496321103,212,30.8,5496321105,213,3.34,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721705,47,1,1,2,45,0,2,33.8,5496321189,213,5.41,5496321187,212,31.5,5496321185,141,0,5496321181,56,Back,5496321183,140,21.2,,,,,,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721763,29,5,1,2,48,1,75.9,101.4,5496321669,347,,5496321667,56,Left,5496321673,233,48,,,,,,,,,,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721707,48,5,1,2,48,0,24.1,-1.4,5496321197,56,Back,5496321199,347,,5496321677,233,29,,,,,,,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721765,30,1,1,3,17,0,79.8,100,5496321699,212,18.8,5496321701,213,5.18,5496321697,141,76.4,5496321695,140,87.9,5496321691,107,,5496321693,56,Center,,,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721767,49,12,1,3,21,1,8.6,30.7,5496321757,15,,5496321753,213,6.13,5496321751,212,36.1,5496321747,140,42.6,5496321745,56,Back,5496321749,141,22.5,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721771,31,1,1,3,24,1,57.2,73.7,5496321767,56,Back,5496321769,140,47.3,5496321775,213,4,5496321773,212,15.9,5496321771,141,56,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721773,32,1,1,3,26,1,46.6,54.8,5496321789,213,6.26,5496321787,212,7.6,5496321785,141,54.5,5496321783,140,53.8,5496321781,56,Center,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721775,33,1,1,3,27,1,54.2,53.4,5496321815,213,4.12,5496321811,141,40.4,5496321807,56,Back,5496321813,212,10.7,5496321809,140,48.5,,,,,,,,,,3hyx5x335jn5udim2a132nt2h,Vinit Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721783,34,1,1,3,31,0,58.4,21.7,5496321861,56,Right,5496321863,140,70.7,5496321867,212,20.5,5496321865,141,0,5496321869,213,5.39,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721785,35,43,1,3,33,1,0,0,5496370909,144,61,5496321873,56,Right,,,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721789,36,5,1,3,35,0,65.8,-1.6,5496321883,347,,5496321881,56,Right,5496322063,233,50,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772721815,50,5,1,3,35,1,34.2,101.6,5496322043,56,Back,5496322053,233,36,5496322045,347,,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
